,CHORDC1 (26973)
ACH-000316,-1.17741971667
ACH-000317,-1.28862855563
ACH-000318,-1.18583774703
ACH-000319,-1.1497612959
ACH-000320,-1.20199790559
ACH-000322,-0.990620211323
ACH-000323,-0.9510786862270001
ACH-000324,-0.9040742924959999
ACH-000329,-1.02607805758
ACH-000330,-1.14989142673
ACH-000331,-0.91682902331
ACH-000332,-0.799728324012
ACH-000334,-0.576768274229
ACH-000335,-1.1740957106399998
ACH-000336,-0.36299565362400005
ACH-000337,-1.13055490206
ACH-000339,-1.16406841572
ACH-000341,-0.883661122805
ACH-000348,-1.35611595252
ACH-000350,-0.930705631664
ACH-000352,-1.13859446076
ACH-000356,-0.917309560872
ACH-000361,-1.27169298362
ACH-000362,-1.2216447294600001
ACH-000363,-0.363940373887
ACH-000364,-1.1535064913
ACH-000365,-1.06782033121
ACH-000366,-1.0060020265
ACH-000368,-1.14569504747
ACH-000374,-1.33147773291
ACH-000375,-1.1012215350399999
ACH-000376,-1.0787926641399999
ACH-000381,-1.18118864344
ACH-000383,-0.805670830513
ACH-000387,-1.00956040985
ACH-000389,-0.66079643289
ACH-000390,-1.22839481766
ACH-000393,-0.520517974179
ACH-000395,-0.927374147682
ACH-000397,-0.738012487063
ACH-000401,-1.15385657248
ACH-000402,-0.769204524832
ACH-000403,-0.799823366741
ACH-000404,-0.665840654579
ACH-000406,-1.2648449680399998
ACH-000407,-1.1013440486
ACH-000408,-1.19202742515
ACH-000410,-1.09091607305
ACH-000411,-1.28577209639
ACH-000414,-1.31462284501
ACH-000415,-1.22140968454
ACH-000416,-0.9340211476620001
ACH-000420,-1.23458620759
ACH-000421,-0.994794865316
ACH-000424,-1.41138975442
ACH-000425,-0.967280254006
ACH-000426,-1.7534508604700003
ACH-000427,-1.57678957824
ACH-000433,-0.8349875765629999
ACH-000436,-0.5547295358
ACH-000444,-0.843723914622
ACH-000445,-1.14968513627
ACH-000448,-1.33791967456
ACH-000450,-1.45254859972
ACH-000452,-1.2768789145100001
ACH-000454,-1.1414142263299998
ACH-000458,-1.06145576735
ACH-000459,-1.4126450432100002
ACH-000460,-1.06152359376
ACH-000461,-1.43239207167
ACH-000463,-0.942521437979
ACH-000464,-0.870228761877
ACH-000466,-0.8860207116150001
ACH-000467,-1.11398499873
ACH-000468,-1.34032549286
ACH-000469,-0.950838927713
ACH-000470,-1.12300072968
ACH-000471,-1.37289028178
ACH-000472,-0.729516286293
ACH-000473,-1.46189329574
ACH-000475,-1.27811502578
ACH-000476,-0.7953784092720001
ACH-000477,-1.57551294075
ACH-000480,-1.4361802385100002
ACH-000481,-1.34951342727
ACH-000483,-0.6310576588579999
ACH-000484,-0.5776615390550001
ACH-000485,-1.00371719672
ACH-000486,-1.2853985707100002
ACH-000487,-0.9108304397700001
ACH-000488,-1.21870117324
ACH-000490,-1.1541288297799999
ACH-000491,-1.4417112051700003
ACH-000495,-1.10846555653
ACH-000496,-1.15667110412
ACH-000499,-1.0967206551100002
ACH-000500,-0.139208128174
ACH-000502,-1.34927086754
ACH-000503,-1.33285490898
ACH-000505,-1.12105775406
ACH-000507,-1.11262873629
ACH-000510,-0.8828066336700001
ACH-000511,-1.1572214922700002
ACH-000512,-0.5060199580420001
ACH-000516,-1.14051346774
ACH-000517,-1.2640133034799999
ACH-000518,-1.15566019221
ACH-000520,-0.978346976739
ACH-000521,-1.23848100614
ACH-000522,-1.0555298187200002
ACH-000524,-0.650125537127
ACH-000527,-1.14720162253
ACH-000528,-1.22223641644
ACH-000537,-1.78393211558
ACH-000541,-0.911478697616
ACH-000542,-1.01573212532
ACH-000544,-1.1341386130600002
ACH-000545,-1.09029600684
ACH-000547,-1.19389197656
ACH-000548,-0.8606160509440001
ACH-000549,-0.7888518570090001
ACH-000550,-0.81142010568
ACH-000552,-1.00323920937
ACH-000556,-0.697318185542
ACH-000557,-1.5986288952899999
ACH-000570,-1.236191947
ACH-000571,-0.864412876511
ACH-000573,-0.799596886363
ACH-000576,-1.10696955943
ACH-000580,-1.00499428753
ACH-000584,-0.9811632138259999
ACH-000585,-1.04345477017
ACH-000588,-1.16562776327
ACH-000589,-0.909437889756
ACH-000591,-1.1129855606
ACH-000593,-1.1388342144299999
ACH-000600,-1.23816877129
ACH-000601,-1.10231749674
ACH-000604,-0.9046340641949999
ACH-000605,-1.14818331766
ACH-000606,-1.26456040606
ACH-000608,-0.29168598015999997
ACH-000614,-0.6599138868209999
ACH-000616,-0.8818135250270001
ACH-000618,-1.14316180813
ACH-000619,-1.3388683752500001
ACH-000620,-0.876228893574
ACH-000621,-0.652114222342
ACH-000622,-0.938161632397
ACH-000623,-1.0780334975
ACH-000624,-0.855328533512
ACH-000627,-0.9256554029340001
ACH-000630,-1.33018837151
ACH-000632,-1.2020230007500001
ACH-000633,-1.09521215156
ACH-000637,-1.33010498795
ACH-000638,-1.0160210171100001
ACH-000646,-0.608860075006
ACH-000647,-1.0931778667
ACH-000648,-0.785298991023
ACH-000649,-1.0867831539700001
ACH-000651,-0.7419461898180001
ACH-000652,-0.872924588699
ACH-000653,-1.0372175070999998
ACH-000657,-0.923341371856
ACH-000658,-1.3580230119
ACH-000661,-1.0317245552399998
ACH-000662,-1.06365680096
ACH-000663,-1.2297373865999999
ACH-000665,-1.45595960474
ACH-000671,-1.3307524922299998
ACH-000673,-1.20720549356
ACH-000676,-0.8343018967839999
ACH-000677,-0.8902419592049999
ACH-000681,-1.13346474854
ACH-000682,-1.00504200884
ACH-000683,-1.110668382
ACH-000684,-0.9298959552220001
ACH-000688,-0.7484301923860001
ACH-000693,-1.18435241124
ACH-000694,-1.30628353528
ACH-000695,-0.720718490862
ACH-000696,-1.05534967634
ACH-000697,-0.8836479835359999
ACH-000699,-1.12863452527
ACH-000701,-0.978445931648
ACH-000706,-0.794014624325
ACH-000711,-0.8220768187749999
ACH-000713,-0.774959048957
ACH-000714,-1.0669329855299998
ACH-000718,-1.48422767222
ACH-000720,-0.825928554267
ACH-000721,-1.15246322835
ACH-000724,-1.08312067526
ACH-000725,-1.55627078696
ACH-000732,-1.55439947023
ACH-000734,-1.18952790547
ACH-000735,-1.1561096417799999
ACH-000736,-1.14065905743
ACH-000738,-1.1802834764299999
ACH-000746,-0.641404501802
ACH-000747,-1.2035451878899999
ACH-000748,-1.50275809815
ACH-000753,-1.08743663693
ACH-000756,-1.03377817681
ACH-000757,-1.27063760608
ACH-000758,-0.793495273381
ACH-000760,-1.12887939271
ACH-000763,-1.2772140433799999
ACH-000764,-0.802850542158
ACH-000765,-1.3958286418399999
ACH-000766,-1.1585638095
ACH-000767,-1.10970342621
ACH-000768,-1.032601837
ACH-000769,-1.06068237015
ACH-000770,-0.981392287666
ACH-000771,-1.18550204786
ACH-000773,-0.6938608734460001
ACH-000776,-1.14570745728
ACH-000777,-1.4046425794600002
ACH-000778,-2.18251904468
ACH-000781,-1.23482462021
ACH-000782,-1.05171822884
ACH-000783,-0.45599580519199995
ACH-000784,-0.895167999395
ACH-000785,-0.574859552943
ACH-000787,-0.866298542067
ACH-000788,-1.09456579791
ACH-000791,-1.3724003206400002
ACH-000792,-1.51615756015
ACH-000794,-1.3431024586000002
ACH-000796,-1.02747073037
ACH-000799,-0.963639419469
ACH-000800,-1.53193360144
ACH-000802,-1.16331318806
ACH-000804,-1.5066277948
ACH-000805,-0.871157528539
ACH-000809,-1.4692753807299999
ACH-000810,-1.6726093799700001
ACH-000811,-1.02282964234
ACH-000817,-1.09184970882
ACH-000819,-1.0458268143
ACH-000820,-0.682253876509
ACH-000821,-0.81151893841
ACH-000822,-0.869295788779
ACH-000823,-0.9096708604170001
ACH-000824,-1.5823225799599998
ACH-000827,-1.01501881911
ACH-000829,-0.673021320459
ACH-000831,-1.06132862345
ACH-000832,-0.6765739051459999
ACH-000833,-1.51483475974
ACH-000834,-1.12453699987
ACH-000835,-1.0477138240600001
ACH-000836,-1.09071397834
ACH-000837,-1.30619405964
ACH-000838,-1.56594275225
ACH-000839,-0.983655757004
ACH-000840,-0.978701293956
ACH-000841,-1.1022388810100001
ACH-000843,-1.28830481171
ACH-000846,-1.26893050204
ACH-000847,-1.3872350365200001
ACH-000848,-1.14781521581
ACH-000849,-0.8098881697239999
ACH-000851,-0.722399199727
ACH-000855,-0.982053652182
ACH-000856,-1.18838781007
ACH-000858,-0.9407753242910001
ACH-000859,-1.48765250569
ACH-000861,-1.15683620362
ACH-000862,-1.2794162766700001
ACH-000865,-1.04416520864
ACH-000866,-1.16264974252
ACH-000867,-0.758523799684
ACH-000869,-0.8000911865610001
ACH-000872,-1.03807100611
ACH-000873,-0.92672076725
ACH-000876,-1.17691338541
ACH-000878,-1.5578686547999998
ACH-000880,-1.1971352147399998
ACH-000881,-1.14634657979
ACH-000882,-1.22336374704
ACH-000884,-1.10555828252
ACH-000885,-0.939873215296
ACH-000887,-1.0659603923899998
ACH-000888,-1.17709128863
ACH-000889,-1.23958501766
ACH-000890,-1.29464594173
ACH-000896,-1.01272439964
ACH-000898,-1.32402912467
ACH-000900,-0.9847132830750001
ACH-000901,-1.3706513903600002
ACH-000905,-1.1084462102
ACH-000906,-0.8590191884799999
ACH-000907,-0.925526298143
ACH-000910,-1.17963088646
ACH-000911,-1.2034598591399999
ACH-000912,-0.946678039024
ACH-000913,-0.875442823229
ACH-000915,-0.9077527759530001
ACH-000916,-1.2939953872399999
ACH-000917,-0.994711673428
ACH-000921,-0.9993634589229999
ACH-000924,-0.961238208008
ACH-000926,-1.15786974725
ACH-000928,-1.06383579161
ACH-000929,-1.03738089105
ACH-000932,-1.1125475195899999
ACH-000935,-0.7954923587360001
ACH-000936,-1.13541459975
ACH-000937,-1.26025578312
ACH-000938,-1.17764689447
ACH-000939,-1.2115274752399998
ACH-000941,-0.9118354327629999
ACH-000943,-1.06164139258
ACH-000946,-0.9388916606119999
ACH-000947,-0.881561194641
ACH-000948,-1.03651417887
ACH-000950,-1.3203143827200001
ACH-000953,-1.2492368374200002
ACH-000957,-0.825267262942
ACH-000958,-1.3804047921200002
ACH-000960,-1.23699218052
ACH-000963,-1.15908075627
ACH-000968,-0.835547098449
ACH-000969,-1.03661785572
ACH-000973,-1.0637071895499999
ACH-000974,-1.03285091261
ACH-000975,-0.633632351312
ACH-000976,-0.7940908484199999
ACH-000978,-1.05101117111
ACH-000980,-1.12243613718
ACH-000984,-0.656777454856
ACH-000986,-1.1852437710100001
ACH-000988,-1.5155863300499999
ACH-000993,-0.675840747124
ACH-000994,-0.9380449310439999
ACH-000996,-0.908605771489
ACH-001001,-1.3489921253600001
ACH-001020,-0.775700778126
ACH-001028,-0.8063572706450001
ACH-001031,-1.06389268084
ACH-001038,-0.964980752076
ACH-001048,-0.823253084604
ACH-001050,-0.664533196404
ACH-001053,-1.1537680157899999
ACH-001054,-1.09677559276
ACH-001061,-1.1988756861799998
ACH-001067,-0.951595995241
ACH-001075,-0.96647509406
ACH-001096,-0.913916425125
ACH-001128,-1.2131580108700002
ACH-001134,-1.31929818938
ACH-001151,-1.09962651195
ACH-001163,-0.846122758893
ACH-001164,-1.5449604176499998
ACH-001173,-0.8678113643529999
ACH-001183,-1.49543258148
ACH-001184,-0.9529364875920001
ACH-001190,-1.30220526532
ACH-001192,-0.851406604315
ACH-001193,-0.747563004327
ACH-001196,-1.21292818547
ACH-001197,-1.17125624552
ACH-001205,-1.04587364818
ACH-001211,-0.910730995635
ACH-001212,-1.1063919273799998
ACH-001228,-1.47198915617
ACH-001232,-1.11123690323
ACH-001239,-0.804476256309
ACH-001274,-0.9711386904070001
ACH-001275,-0.95881675971
ACH-001277,-1.12922926015
ACH-001278,-0.7731304232520001
ACH-001280,-1.14482919358
ACH-001283,-0.935349820406
ACH-001289,-1.0691112635
ACH-001295,-1.09692574777
ACH-001300,-1.0442959781
ACH-001301,-1.29647106495
ACH-001302,-0.852091539964
ACH-001303,-1.20170103218
ACH-001306,-1.30962033729
ACH-001318,-1.16785969783
ACH-001322,-0.8402570150650001
ACH-001328,-1.33610995845
ACH-001332,-1.26657807013
ACH-001333,-0.8900546561489999
ACH-001336,-1.23885866
ACH-001340,-1.2276018514700002
ACH-001346,-0.764921318117
ACH-001353,-1.28164328936
ACH-001354,-1.54761147145
ACH-001367,-1.29836396521
ACH-001368,-0.9690051906110001
ACH-001374,-0.7621454357330001
ACH-001375,-0.820161983247
ACH-001377,-1.01278425053
ACH-001380,-0.8027951944399999
ACH-001391,-1.12741202065
ACH-001407,-1.06640527715
ACH-001408,-1.28642557764
ACH-001413,-0.84910240898
ACH-001430,-0.721295248071
ACH-001431,-1.4466441717299998
ACH-001450,-1.06336204315
ACH-001496,-1.0692190853499999
ACH-001500,-1.05000667742
ACH-001521,-1.00421597469
ACH-001523,-1.31754419377
ACH-001532,-0.925668835834
ACH-001536,-1.19627891823
ACH-001550,-1.26205944945
ACH-001552,-1.1502745569700001
ACH-001554,-1.08787859331
ACH-001645,-1.07899540403
ACH-001654,-0.853623557055
ACH-001715,-0.9450119833580001
ACH-001735,-1.11277023377
ACH-001736,-1.12495299917
ACH-001737,-1.186665841
ACH-001740,-1.0306005567899998
ACH-001745,-0.951303299531
ACH-001750,-0.877391075767
ACH-001765,-1.2114012484899999
ACH-001956,-1.0094239158
ACH-001957,-0.592893844941
