,LCE1E (353135)
ACH-000004,-0.484324817254
ACH-000007,-0.380429311709
ACH-000009,-0.663545401217
ACH-000011,-0.347365039625
ACH-000012,-0.331819616793
ACH-000013,-0.48119622752400004
ACH-000014,-0.439949858986
ACH-000015,-0.587844654655
ACH-000017,-0.449322918934
ACH-000018,-0.49246267726099996
ACH-000019,-0.47498114710100003
ACH-000021,-0.41776694149599997
ACH-000022,-0.637921352104
ACH-000025,-0.445160360862
ACH-000028,-0.422880268816
ACH-000030,-0.38596447607100004
ACH-000035,-0.415103110146
ACH-000036,-0.40142100095399996
ACH-000037,-0.450897197183
ACH-000039,-0.46333475868100005
ACH-000040,-0.597872445479
ACH-000041,-0.538885530966
ACH-000042,-0.503615173663
ACH-000045,-0.5631393472089999
ACH-000047,-0.5689368938780001
ACH-000052,-0.7777529444679999
ACH-000053,-0.305692708015
ACH-000054,-0.45322107419200003
ACH-000055,-0.546580030755
ACH-000060,-0.42914454514399997
ACH-000067,-0.435309251764
ACH-000070,-0.500593194155
ACH-000075,-0.46005666129100004
ACH-000078,-0.6336721215760001
ACH-000082,-0.428459766286
ACH-000085,-0.437585421417
ACH-000086,-0.37317701917900004
ACH-000087,-0.416608356938
ACH-000092,-0.451378800228
ACH-000095,-0.53729312537
ACH-000097,-0.531549043994
ACH-000098,-0.416472346068
ACH-000099,-0.592218018366
ACH-000108,-0.35293525929499997
ACH-000113,-0.37087521326300005
ACH-000115,-0.554787588625
ACH-000116,-0.32444126653099997
ACH-000118,-0.339898458478
ACH-000120,-0.319410936635
ACH-000123,-0.266672274109
ACH-000127,-0.510415386502
ACH-000128,-0.6761262268699999
ACH-000132,-0.317916275039
ACH-000133,-0.656895606456
ACH-000137,-0.662719649834
ACH-000138,-0.30584782835
ACH-000142,-0.477949211303
ACH-000143,-0.516533784423
ACH-000146,-0.441056634235
ACH-000148,-0.385523178663
ACH-000150,-0.308607636195
ACH-000152,-0.30551441744
ACH-000153,-0.335061477497
ACH-000159,-0.470311829792
ACH-000160,-0.44183381875100003
ACH-000163,-0.44236194092
ACH-000167,-0.058360680788000004
ACH-000168,-0.5694415286110001
ACH-000169,-0.65537601916
ACH-000178,-0.411093336317
ACH-000182,-0.37447027060500004
ACH-000183,-0.41677930634599997
ACH-000188,-0.449634921077
ACH-000189,-0.512447591892
ACH-000190,-0.45074288343400004
ACH-000198,-0.607843012988
ACH-000204,-0.576695892861
ACH-000206,-0.5617417329500001
ACH-000207,-0.34886777701
ACH-000211,-0.524070476583
ACH-000215,-0.45203006472400004
ACH-000221,-0.557224623886
ACH-000222,-0.395634558132
ACH-000223,-0.392142175473
ACH-000226,-0.373491399441
ACH-000227,-0.6264670243770001
ACH-000228,-0.296989998744
ACH-000231,-0.455822391733
