,MINPP1 (9562)
ACH-000004,-0.029431326946799997
ACH-000007,-0.0271535987798
ACH-000009,-0.184197691239
ACH-000011,0.012704435044200001
ACH-000012,-0.0353819986398
ACH-000013,0.0612091398461
ACH-000014,-0.055204191549000005
ACH-000015,-0.05397148298980001
ACH-000017,-0.0955034623759
ACH-000018,-0.0376139600524
ACH-000019,0.05571611922209999
ACH-000021,-0.07977381103110001
ACH-000022,-0.0223836126939
ACH-000025,-0.0720824756583
ACH-000028,-0.0668877640489
ACH-000030,-0.0947111130326
ACH-000035,0.125519088941
ACH-000036,-0.193336923316
ACH-000037,0.0587223104517
ACH-000039,-0.20958605644
ACH-000040,0.0319318539385
ACH-000041,0.00778566027109
ACH-000042,-0.121631593804
ACH-000045,0.065519916247
ACH-000047,0.0882578186792
ACH-000052,0.0226405076816
ACH-000053,-0.08184549717839999
ACH-000054,0.0031221077402800003
ACH-000055,0.15175589429199998
ACH-000060,0.08047767343039999
ACH-000067,-0.0073425282331800006
ACH-000070,-0.11427677426300001
ACH-000075,-0.061582429434599996
ACH-000078,-0.233321988036
ACH-000082,-0.0331495652659
ACH-000085,-0.218331192833
ACH-000086,-0.228137994915
ACH-000087,0.053440303477999995
ACH-000092,0.0258918138641
ACH-000095,-0.147202760965
ACH-000097,-0.051132125761099996
ACH-000098,-0.08906931672900001
ACH-000099,-0.0461882628141
ACH-000108,0.0320341974216
ACH-000113,0.0683900201
ACH-000115,-0.105072634348
ACH-000116,-0.0672168496798
ACH-000118,0.08684565515380001
ACH-000120,0.028596356756000002
ACH-000123,-0.109527507508
ACH-000127,-0.036697133730800004
ACH-000128,0.027177620817999997
ACH-000132,-0.0746355644733
ACH-000133,-0.111833117601
ACH-000137,0.142321105418
ACH-000138,-0.0385197734329
ACH-000142,-0.0105074725294
ACH-000143,-0.262107392643
ACH-000146,-0.0656165358408
ACH-000148,-0.142232256309
ACH-000150,-0.0120394195145
ACH-000152,-0.0485641602001
ACH-000153,0.18111551331099998
ACH-000159,-0.128404589009
ACH-000160,-0.15975905467
ACH-000163,0.00788804951676
ACH-000167,-0.269379358663
ACH-000168,-0.058214811790500004
ACH-000169,-0.124115037345
ACH-000178,0.00349692202308
ACH-000182,-0.23209585601100002
ACH-000183,0.015659360714799998
ACH-000188,0.0003916049434040001
ACH-000189,-0.124927108399
ACH-000190,-0.0576830197941
ACH-000198,-0.060562837179999995
ACH-000204,-0.002971454472
ACH-000206,0.057651513908
ACH-000207,-0.147058917146
ACH-000211,-0.0312245092061
ACH-000215,-0.006096942621600001
ACH-000221,0.14041568177799998
ACH-000222,-0.14442546693299999
ACH-000223,-0.0572187289245
ACH-000226,-0.0998221735048
ACH-000227,-0.125258415511
ACH-000228,-0.128201498799
ACH-000231,-0.0139364137525
ACH-000232,7.0035840554800005e-06
ACH-000233,-0.0700357914153
ACH-000234,-0.040272502225099996
ACH-000235,0.016825547439700002
ACH-000237,-0.191010459921
ACH-000238,-0.032659325270799996
ACH-000243,-0.20554683559300002
ACH-000244,0.06219095268630001
ACH-000246,-0.049113759603399997
ACH-000248,-0.08887744363669998
ACH-000250,-0.11598399642200001
ACH-000251,-0.115014802238
ACH-000253,-0.20717535602200002
ACH-000255,-0.08123787452289999
ACH-000256,0.13878918543299998
ACH-000257,-0.0523876978986
ACH-000258,-0.15585265597
ACH-000259,-0.10046200613600001
ACH-000260,-0.0801072167307
ACH-000261,-0.0617647743129
ACH-000262,-0.027923843603599997
ACH-000263,-0.164765659835
ACH-000264,-0.200947575742
ACH-000265,0.0063337995369
ACH-000266,0.0608901326214
ACH-000272,0.00722397023596
ACH-000273,-0.027202321756700003
ACH-000274,0.0899117731502
ACH-000277,0.127523225921
ACH-000278,0.11413119138800001
ACH-000279,-0.13628167548800002
ACH-000280,0.000572143237706
ACH-000281,-0.168614468004
ACH-000288,-0.11300350589500001
ACH-000291,-0.0842358736752
ACH-000293,-0.111157565666
ACH-000294,-0.0973004795572
ACH-000295,0.0357807370831
ACH-000296,-0.09618913396119999
ACH-000302,-0.0456287998855
ACH-000304,0.0302521816517
ACH-000307,-0.0317660771532
ACH-000308,-0.008201371775210001
ACH-000310,-0.224426880499
ACH-000311,-0.0548172563994
ACH-000312,-0.109084602088
ACH-000315,-0.178155857717
ACH-000316,0.054911568984699996
ACH-000317,-0.0482287093399
ACH-000318,0.15671470802200002
ACH-000319,0.0180845645518
ACH-000320,-0.41314123342500003
ACH-000322,-0.06239548887540001
ACH-000323,-0.0144780817389
ACH-000324,-0.09553617196620001
ACH-000329,-0.11587863956700001
ACH-000330,-0.146119501196
ACH-000331,-0.21462440948699998
ACH-000332,-0.054231664156300007
ACH-000334,0.0995425750384
ACH-000335,-0.169854096978
ACH-000336,0.13811271758
ACH-000337,-0.08927928925180001
ACH-000339,-0.114609090624
ACH-000341,-0.24852726001800002
ACH-000348,0.11531227884199999
ACH-000350,-0.16653680859300002
ACH-000352,0.114899862721
ACH-000356,-0.0438248831408
ACH-000361,-0.177293982464
ACH-000362,-0.057856851040900006
ACH-000363,-0.013472838237100002
ACH-000364,-0.12372643650999998
ACH-000365,0.00121080187567
ACH-000366,-0.116866934251
ACH-000368,-0.10968243924900001
ACH-000374,-0.06680629885030001
ACH-000375,-0.14418313206800001
ACH-000376,-0.0523209376569
ACH-000381,-0.05101398389259999
ACH-000383,-0.000648245968588
ACH-000387,-0.12979961395300002
ACH-000389,0.106758968035
ACH-000390,-0.023615646627599997
ACH-000393,-0.0798063077646
ACH-000395,-0.187537340492
ACH-000397,-0.005757804077739999
ACH-000401,0.0495719271821
ACH-000402,-0.198942809432
ACH-000403,-0.048587304379900005
ACH-000404,0.29392165843699997
ACH-000406,-0.00467494109917
ACH-000407,-0.0114753001748
ACH-000408,0.101157826479
ACH-000410,-0.126864241117
ACH-000411,-0.12162488923800001
ACH-000414,0.0154858325092
ACH-000415,-0.202614069373
ACH-000416,-0.005129865129449999
ACH-000420,0.101254910551
ACH-000421,-0.0634392687722
ACH-000424,0.0443642431431
ACH-000425,-0.12996833386
ACH-000426,0.0176499095996
ACH-000427,0.0138300736121
ACH-000433,-0.240261700258
ACH-000436,-0.227204454061
ACH-000444,0.0336637068248
ACH-000445,0.0326295039112
ACH-000448,-0.184553024126
ACH-000450,0.0892628733533
ACH-000452,-0.19063226354899998
ACH-000454,-0.006491039831760001
ACH-000458,0.0458915416098
ACH-000459,0.0109600869986
ACH-000460,0.014741185840399998
ACH-000461,0.11118128578099999
ACH-000463,0.0773887245617
ACH-000464,0.031569679528700004
ACH-000466,0.0163026916276
ACH-000467,0.115810531232
ACH-000468,-0.119094491817
ACH-000469,-0.12020968768100002
ACH-000470,0.196209792458
ACH-000471,0.049806349187400005
ACH-000472,-0.169298412544
ACH-000473,0.0718168241061
ACH-000475,0.047898310359399995
ACH-000476,-0.059949453192499995
ACH-000477,0.201312755334
ACH-000480,-0.0746372214286
ACH-000481,-0.181678844236
ACH-000483,0.12038541917199999
ACH-000484,0.167154033558
ACH-000485,0.0496498826908
