,OGG1 (4968)
ACH-001134,-0.254077464706
ACH-001151,-0.187005963008
ACH-001163,-0.175670742861
ACH-001164,-0.154997083009
ACH-001173,-0.27153834056
ACH-001183,-0.16192852960999998
ACH-001184,-0.162076107304
ACH-001190,-0.0972655091272
ACH-001192,-0.194349392104
ACH-001193,-0.0011230381618900001
ACH-001196,-0.12510806499000002
ACH-001197,-0.389398204723
ACH-001205,-0.285215261684
ACH-001211,0.027235489784599998
ACH-001212,-0.453274777091
ACH-001228,0.00353786346037
ACH-001232,-0.432908559644
ACH-001239,-0.212703769104
ACH-001274,-0.24858342086
ACH-001275,-0.43058289985
ACH-001277,-0.366157456421
ACH-001278,-0.20085583161899997
ACH-001280,-0.163479320339
ACH-001283,-0.128723467457
ACH-001289,-0.24074857673900002
ACH-001295,-0.22672499996599998
ACH-001300,-0.284494536911
ACH-001301,-0.364603193007
ACH-001302,-0.243012241093
ACH-001303,-0.377497140383
ACH-001306,-0.150726049743
ACH-001318,-0.14969744058
ACH-001322,-0.17031129771499998
ACH-001328,-0.314111807355
ACH-001332,-0.296166982753
ACH-001333,0.303583579589
ACH-001336,-0.210476613914
ACH-001340,-0.199774326686
ACH-001346,-0.0039769893189499994
ACH-001353,-0.224528492494
ACH-001354,-0.22031698085700002
ACH-001367,0.263574158989
ACH-001368,-0.12170150414999999
ACH-001374,0.0035158184532800003
ACH-001375,-0.0692827338726
ACH-001377,-0.299482461954
ACH-001380,-0.171837229866
ACH-001391,-0.105929214743
ACH-001407,-0.355296487527
ACH-001408,-0.249087088204
ACH-001413,-0.06646759466440001
ACH-001430,-0.450341358226
ACH-001431,-0.10928555766100001
ACH-001450,-0.130515037952
ACH-001496,-0.214439396545
ACH-001500,-0.13247132075200002
ACH-001521,-0.271429661461
ACH-001523,-0.170543189878
ACH-001532,-0.0464241505711
ACH-001536,-0.40403684768
ACH-001550,-0.209141948329
ACH-001552,0.0027173364837800003
ACH-001554,-0.26972586818000005
ACH-001645,-0.229838696619
ACH-001654,-0.0834384958108
ACH-001715,-0.383694437212
ACH-001735,-0.0104578831651
ACH-001736,4.1113277413000006e-05
ACH-001737,-0.6880671211149999
ACH-001740,-0.34181715061499995
ACH-001745,-0.0910796839131
ACH-001750,-0.165346707496
ACH-001765,-0.213609448429
ACH-001956,-0.237659153737
ACH-001957,-0.22859244526
