,OGG1 (4968)
ACH-000004,-0.235723053813
ACH-000007,-0.12487902808399999
ACH-000009,-0.46423229656900006
ACH-000011,-0.144421258279
ACH-000012,-0.13985143912999998
ACH-000013,-0.206937722528
ACH-000014,-0.217901596129
ACH-000015,-0.179748435993
ACH-000017,-0.147969520303
ACH-000018,0.021948510449099998
ACH-000019,-0.331103003448
ACH-000021,-0.0623454580707
ACH-000022,0.034779855993099996
ACH-000025,-0.250270137136
ACH-000028,-0.112642629353
ACH-000030,-0.12529523337
ACH-000035,0.0654442539157
ACH-000036,-0.25457505036
ACH-000037,-0.32710651536999996
ACH-000039,-0.37643404123499996
ACH-000040,-0.138361924105
ACH-000041,-0.168356995663
ACH-000042,-0.37868465150499997
ACH-000045,-0.33797993815099997
ACH-000047,-0.217720953043
ACH-000052,-0.317469118665
ACH-000053,-0.24219954238000002
ACH-000054,-0.220466958293
ACH-000055,-0.0247035733078
ACH-000060,-0.341779857024
ACH-000067,-0.318059594855
ACH-000070,0.025705798094099997
ACH-000075,-0.0968900920256
ACH-000078,-0.33425738812100003
ACH-000082,-0.185761249329
ACH-000085,-0.180865047968
ACH-000086,-0.152392236199
ACH-000087,0.335703278523
ACH-000092,-0.239544487372
ACH-000095,-0.41446690971
ACH-000097,-0.298180127008
ACH-000098,-0.051042718464099995
ACH-000099,-0.283280426317
ACH-000108,-0.207244770986
ACH-000113,-0.050262614039199995
ACH-000115,-0.472359405994
ACH-000116,-0.286847128357
ACH-000118,-0.10379953257999999
ACH-000120,-0.388074219143
ACH-000123,-0.23245116563499998
ACH-000127,-0.167728244428
ACH-000128,-0.0851951520778
ACH-000132,-0.332959109094
ACH-000133,-0.22187266056899999
ACH-000137,-0.434381690276
ACH-000138,-0.0546888133535
ACH-000142,-0.23824471221700003
ACH-000143,0.0455296753651
ACH-000146,-0.0503202231362
ACH-000148,0.0099970571229
ACH-000150,-0.306904666624
ACH-000152,-0.17908330640700001
ACH-000153,-0.42545156052199995
ACH-000159,-0.251357128337
ACH-000160,-0.053754886349999996
ACH-000163,-0.20019227176600002
ACH-000167,-0.231280196382
ACH-000168,-0.30765435788600004
ACH-000169,-0.09319778070429999
ACH-000178,-0.20585115978100002
ACH-000182,-0.07344912741410001
ACH-000183,-0.0931891281089
ACH-000188,-0.0859400141202
ACH-000189,-0.289695091177
ACH-000190,-0.297140659619
ACH-000198,-0.08756936283080001
ACH-000204,0.0783853527474
ACH-000206,-0.211706453721
ACH-000207,0.029931843126099998
ACH-000211,-0.24482761881700002
ACH-000215,-0.200751391881
ACH-000221,-0.0495617085221
ACH-000222,-0.137950936566
ACH-000223,-0.142240287833
ACH-000226,-0.19112499026500002
ACH-000227,-0.251660752532
ACH-000228,-0.34521345056599995
ACH-000231,-0.34575805798799997
ACH-000232,-0.0239072368529
ACH-000233,-0.17732307969
ACH-000234,-0.12147773713400001
ACH-000235,-0.238387713465
ACH-000237,-0.11380674545999998
ACH-000238,-0.198728634069
ACH-000243,-0.11591865222400001
ACH-000244,0.104326350579
ACH-000246,0.056072052794900004
ACH-000248,-0.0961897277572
ACH-000250,-0.15532880154
ACH-000251,-0.28855426436799997
ACH-000253,-0.12153164238500001
ACH-000255,-0.311738241767
ACH-000256,-0.0774741444432
ACH-000257,-0.010514155810799999
ACH-000258,-0.188906921089
ACH-000259,-0.142655371745
ACH-000260,-0.166138944068
ACH-000261,-0.008352850558820001
ACH-000262,-0.185970643938
ACH-000263,-0.542337689307
ACH-000264,-0.346314977917
ACH-000265,-0.304317208199
ACH-000266,-0.204024255972
ACH-000272,-0.301177080405
ACH-000273,-0.500985686929
ACH-000274,-0.243773095063
ACH-000277,-0.38579028557899997
ACH-000278,-0.0352867569397
ACH-000279,-0.210799578232
ACH-000280,-0.23285506074999998
ACH-000281,0.132128103779
ACH-000288,-0.138090140275
ACH-000291,-0.139478987837
ACH-000293,0.0315907692325
ACH-000294,-0.238668686471
ACH-000295,0.0268195996852
ACH-000296,-0.292440969391
ACH-000302,-0.21505587721500002
ACH-000304,-0.0756498280993
ACH-000307,-0.169233444818
ACH-000308,-0.155830776561
ACH-000310,-0.6789455942399999
ACH-000311,-0.166886057315
ACH-000312,-0.185744753502
ACH-000315,0.254658892697
ACH-000316,-0.228273763229
ACH-000317,-0.213573896071
ACH-000318,-1.43738355125e-05
ACH-000319,0.0260646232051
ACH-000320,-0.27424681670400003
ACH-000322,-0.0140593771349
ACH-000323,-0.0785747625926
ACH-000324,-0.196381304334
ACH-000329,-0.17378038047699998
ACH-000330,-0.151490825085
ACH-000331,-0.226704876073
ACH-000332,-0.22918540179299998
ACH-000334,-0.04625004675419999
ACH-000335,-0.253172956056
ACH-000336,0.0399557008324
ACH-000337,-0.128808700423
ACH-000339,-0.18107489833
ACH-000341,-0.245586274172
ACH-000348,0.0452108268332
ACH-000350,-0.272985489844
ACH-000352,-0.128084906694
ACH-000356,-0.153840244903
ACH-000361,-0.157237936637
ACH-000362,-0.222511982282
ACH-000363,-0.27972794293000003
ACH-000364,-0.09182628819800001
ACH-000365,-0.106561576818
ACH-000366,-0.249966575389
ACH-000368,-0.141746772246
ACH-000374,-0.049548025284699995
ACH-000375,-0.22877427649999998
ACH-000376,-0.0642322656454
ACH-000381,-0.127394826476
ACH-000383,-0.0769463974303
ACH-000387,-0.005477371270529999
ACH-000389,-0.232723822926
ACH-000390,-0.267360092361
ACH-000393,-0.222974786021
ACH-000395,-0.37905865170100006
ACH-000397,-0.164840457139
ACH-000401,-0.0513788692715
ACH-000402,0.141545570474
ACH-000403,-0.353068194416
ACH-000404,-0.0460874735804
ACH-000406,-0.247515032552
ACH-000407,-0.615275851721
ACH-000408,0.011576705110799999
ACH-000410,-0.23444094949299998
ACH-000411,-0.16873497813299998
ACH-000414,-0.121000190868
ACH-000415,-0.183023308845
ACH-000416,-0.18433166468899997
ACH-000420,-0.236750636598
ACH-000421,-0.14182140095999998
ACH-000424,-0.21483296171500002
ACH-000425,-0.15864177837500001
ACH-000426,0.129709765352
ACH-000427,-0.273702879363
ACH-000433,-0.139744761892
ACH-000436,-0.0630337005741
ACH-000444,0.006443214267399999
ACH-000445,-0.32183917064
ACH-000448,-0.137875563047
ACH-000450,-0.053055305354899995
ACH-000452,-0.006118074499960001
ACH-000454,-0.297380660049
ACH-000458,-0.162197500296
ACH-000459,-0.13751578382000001
ACH-000460,-0.18921918193300002
ACH-000461,-0.00916602383058
ACH-000463,-0.0679866749271
ACH-000464,-0.298465890756
ACH-000466,0.0037306133090399996
ACH-000467,-0.189164893979
ACH-000468,-0.182316767537
ACH-000469,0.05999121468119999
ACH-000470,-0.040797629385099995
ACH-000471,-0.116027358305
ACH-000472,-0.202141571376
ACH-000473,-0.21534984703200002
ACH-000475,-0.09362556878669999
ACH-000476,-0.109814047304
ACH-000477,-0.135335607587
ACH-000480,-0.030493813730200003
ACH-000481,-0.32759926501200004
ACH-000483,-0.188193494254
ACH-000484,-0.0560152699708
ACH-000485,-0.17529375705699998
ACH-000486,-0.131929682977
ACH-000487,0.036702991173300004
ACH-000488,-0.25203601436
ACH-000490,-0.0832118064872
ACH-000491,-0.020277310436
ACH-000495,-0.29083349804200004
ACH-000496,-0.06905397608810002
ACH-000499,-0.0314650945246
ACH-000500,0.028758774265299998
ACH-000502,-0.14062417052999998
ACH-000503,-0.11730744705700001
ACH-000505,-0.00963631517294
ACH-000507,-0.11777255889299999
ACH-000510,-0.140003739917
ACH-000511,-0.133550344671
ACH-000512,-0.0817683802999
ACH-000516,-0.29156866836199996
ACH-000517,-0.250835722303
ACH-000518,0.00045281848985700003
ACH-000520,-0.0563530357789
ACH-000521,-0.344599483191
ACH-000522,-0.062306746363199994
ACH-000524,-0.2869332215
ACH-000527,-0.133550396972
ACH-000528,-0.0534485752326
ACH-000537,-0.205449556214
ACH-000541,-0.397671647395
ACH-000542,-0.21505523452
ACH-000544,-0.090917019044
ACH-000545,-0.18908851170000002
ACH-000547,-0.275891609651
ACH-000548,-0.0808146368813
ACH-000549,-0.0649013015018
ACH-000550,-0.408848060751
ACH-000552,-0.0110268933959
ACH-000556,-0.10733831015499999
ACH-000557,-0.256320032112
ACH-000570,-0.208268012132
ACH-000571,-0.262259809074
ACH-000573,-0.139278093996
ACH-000576,-0.149307086477
ACH-000580,-0.151205612626
ACH-000584,-0.146048982729
ACH-000585,-0.0657744647336
ACH-000588,-0.08580340472680001
ACH-000589,-0.14950598734999998
ACH-000591,-0.0732546275522
ACH-000593,-0.209724347491
ACH-000600,-0.136996705835
ACH-000601,-0.151355466439
ACH-000604,-0.117885362969
ACH-000605,-0.0867740183065
ACH-000606,-0.204969089201
ACH-000608,-0.102682977976
ACH-000614,-0.20866253229200002
ACH-000616,-0.11763746175100001
ACH-000618,-0.0225131017458
ACH-000619,-0.278901230519
ACH-000620,-0.159151706602
ACH-000621,-0.127397420127
ACH-000622,-0.15503763020400002
ACH-000623,0.0282113193915
ACH-000624,-0.269811194509
ACH-000627,-0.273102929248
ACH-000630,-0.120698280429
ACH-000632,-0.146830642837
ACH-000633,-0.145979954324
ACH-000637,-0.0419832572446
ACH-000638,-0.126482097594
ACH-000646,-0.00391725463422
ACH-000647,-0.138189117493
ACH-000648,-0.317651519428
ACH-000649,-0.226037749097
ACH-000651,-0.137622192546
ACH-000652,-0.197997510949
ACH-000653,-0.143371414707
ACH-000657,-0.18843193340199998
ACH-000658,-0.247867244558
ACH-000661,-0.24706530436500002
ACH-000662,-0.13421235004899998
ACH-000663,-0.206623083792
ACH-000665,-0.227040969185
ACH-000671,-0.0053489908496
ACH-000673,-0.208798485025
ACH-000676,-0.171993472451
ACH-000677,0.0335097154511
ACH-000681,-0.025702423711099997
ACH-000682,-0.29588894316500003
ACH-000683,-0.17875408915999996
ACH-000684,-0.0739911018855
ACH-000688,-0.309793389666
ACH-000693,0.000310999522961
ACH-000694,-0.0568823192704
ACH-000695,0.0456300585434
ACH-000696,-0.14455609736400002
ACH-000697,-0.17435179853799998
ACH-000699,-0.367009355298
ACH-000701,-0.060443734850699996
ACH-000706,-0.156497192611
ACH-000711,-0.144169561009
ACH-000713,-0.5602584853320001
ACH-000714,-0.32600000985
ACH-000718,-0.247635536364
ACH-000720,-0.16406761041200002
ACH-000721,-0.197466565471
ACH-000724,-0.175503930405
ACH-000725,-0.257719349418
ACH-000732,-0.158499438934
ACH-000734,-0.10824411308199999
ACH-000735,-0.166829227469
ACH-000736,-0.107297190077
ACH-000738,-0.144146308831
ACH-000746,-0.36654482053599996
ACH-000747,-0.0782430375336
ACH-000748,-0.275444442894
ACH-000753,-0.23842325526799998
ACH-000756,-0.159093658356
ACH-000757,-0.0880437920641
ACH-000758,-0.10408739630000001
ACH-000760,-0.0738736352406
ACH-000763,-0.334589152997
ACH-000764,-0.215268043307
ACH-000765,-0.09396615657360001
ACH-000766,-0.135724896771
ACH-000767,-0.118748349895
ACH-000768,-0.214574849894
ACH-000769,-0.320921232322
ACH-000770,-0.19771319148400002
ACH-000771,-0.132330978979
ACH-000773,-0.312065657157
ACH-000776,-0.230669309836
ACH-000777,-0.26169722146499996
ACH-000778,-0.0404606721396
ACH-000781,-0.19641981609700002
ACH-000782,0.041594366395699994
ACH-000783,-0.234459565117
ACH-000784,-0.11926666644000002
ACH-000785,-0.0889658481391
ACH-000787,-0.218070683045
ACH-000788,-0.15667592409000003
ACH-000791,-0.326169801735
ACH-000792,-0.139099937302
ACH-000794,-0.247893813603
ACH-000796,-0.166992424307
ACH-000799,-0.391358947716
ACH-000800,-0.136301651888
ACH-000802,-0.15066578759500002
ACH-000804,-0.43906140571099994
ACH-000805,-0.14739811031
ACH-000809,-0.10819176104
ACH-000810,0.44847063018600003
ACH-000811,-0.267470288371
ACH-000817,0.0635520952964
ACH-000819,-0.10613622524800001
ACH-000820,-0.214760607998
ACH-000821,-0.176531813185
ACH-000822,-0.26514122686299996
ACH-000823,-0.0390580682069
ACH-000824,-0.148291236618
ACH-000827,-0.26768402267200003
ACH-000829,-0.0322543332844
ACH-000831,-0.177934201669
ACH-000832,-0.12826015543
ACH-000833,-0.274862744623
ACH-000834,-0.27973598751
ACH-000835,-0.0689301615039
ACH-000836,-0.143522817295
ACH-000837,-0.0792906189344
ACH-000838,0.090134717682
ACH-000839,-0.641487936703
ACH-000840,-0.146991509856
ACH-000841,-0.26684766978700003
ACH-000843,-0.08652343685769999
ACH-000846,-0.138608285118
ACH-000847,-0.167904933979
ACH-000848,0.0578519014826
ACH-000849,-0.135279084648
ACH-000851,-0.353023280794
ACH-000855,0.0829150093965
ACH-000856,-0.0875656129906
ACH-000858,-0.224772644307
ACH-000859,-0.20878777017
ACH-000861,-0.261409667148
ACH-000862,-0.212589805267
ACH-000865,-0.06983566792519999
ACH-000866,-0.140057569957
ACH-000867,-0.33173748476
ACH-000869,-0.149337990028
ACH-000872,-0.00727499939521
ACH-000873,-0.07070837487110002
ACH-000876,-0.0618666378054
ACH-000878,0.0496870235135
ACH-000880,-0.230998184873
ACH-000881,-0.234847305586
ACH-000882,-0.0648639958864
ACH-000884,-0.0889854750724
ACH-000885,-0.322350115972
ACH-000887,-0.115752087123
ACH-000888,-0.160369805471
ACH-000889,-0.0723373395595
ACH-000890,-0.268877386539
ACH-000896,-0.120027347191
ACH-000898,-0.12767325756
ACH-000900,0.0749031119177
ACH-000901,-0.0550009351723
ACH-000905,-0.377427673055
ACH-000906,-0.265289617988
ACH-000907,0.0315874100552
ACH-000910,-0.256775215115
ACH-000911,-0.267471857311
ACH-000912,-0.150453455691
ACH-000913,-0.148091260379
ACH-000915,0.117682974186
ACH-000916,0.145832082172
ACH-000917,-0.158383827034
ACH-000921,-0.00861841690305
ACH-000924,-0.32577249304
ACH-000926,-0.448665362204
ACH-000928,0.134996218937
ACH-000929,0.107269346214
ACH-000932,0.011490586909
ACH-000935,-0.0392668748049
ACH-000936,-0.283161095401
ACH-000937,-0.225660032865
ACH-000938,0.0085784750887
ACH-000939,0.0535096792514
ACH-000941,-0.100900375647
ACH-000943,-0.06497159783680001
ACH-000946,-0.198755765933
ACH-000947,0.0385874641337
ACH-000948,-0.0946385217777
ACH-000950,-0.237851835101
ACH-000953,-0.22344574731
ACH-000957,-0.175954002212
ACH-000958,-0.0640638051031
ACH-000960,-0.19732753658399999
ACH-000963,-0.031125973720299998
ACH-000968,0.07713505735060001
ACH-000969,-0.13496870772
ACH-000973,-0.16124071293
ACH-000974,-0.170041750921
ACH-000975,-0.0898119486517
ACH-000976,-0.0872184022192
ACH-000978,0.365651888072
ACH-000980,-0.098533241043
ACH-000984,-0.126754930546
ACH-000986,-0.327485683081
ACH-000988,-0.12085991379899999
ACH-000993,0.018412801344099998
ACH-000994,0.222014291622
ACH-000996,0.025795470376800002
ACH-001001,-0.247292983126
ACH-001020,0.015369035341299998
ACH-001028,-0.151793540921
ACH-001031,-0.062701244585
ACH-001038,0.0285307008954
ACH-001048,-0.181722498955
ACH-001050,-0.180971398263
ACH-001053,0.025418566411099998
ACH-001054,-0.158969684072
ACH-001061,-0.05486516317580001
ACH-001067,-0.396375312425
ACH-001075,-0.238285349095
ACH-001096,-0.069803813553
ACH-001128,-0.166624272702
