,SFTPA1 (653509)
ACH-000004,0.19596379467099997
ACH-000007,0.0901847930802
ACH-000009,0.0799565892502
ACH-000011,0.122825886103
ACH-000012,0.0833452205561
ACH-000013,0.28569421584800003
ACH-000014,0.0492434855933
ACH-000015,0.169899319031
ACH-000017,0.0132922406752
ACH-000018,0.07537055628639999
ACH-000019,-0.010534584509299998
ACH-000021,0.17182037273899997
ACH-000022,0.0662322104534
ACH-000025,0.123718159571
ACH-000028,-0.014728154476600001
ACH-000030,-0.016171483660500002
ACH-000035,0.351711625987
ACH-000036,0.0692257750562
ACH-000037,0.282778291481
ACH-000039,0.245999031405
ACH-000040,0.131444892815
ACH-000041,0.34323035869499996
ACH-000042,0.195182005692
ACH-000045,0.108960291967
ACH-000047,0.23253118394299999
ACH-000052,0.0828246810383
ACH-000053,0.11297755725299999
ACH-000054,0.213767093486
ACH-000055,0.165494002521
ACH-000060,0.214946153636
ACH-000067,0.049970789547199995
ACH-000070,0.22580941741399999
ACH-000075,0.132972833948
ACH-000078,0.167417405283
ACH-000082,0.133907905493
ACH-000085,0.21869742361900002
ACH-000086,0.0542997927058
ACH-000087,0.16003210455800002
ACH-000092,0.234647601717
ACH-000095,-0.051783023528500005
ACH-000097,0.119860798567
ACH-000098,0.116509511696
ACH-000099,0.184756353135
ACH-000108,0.152793173725
ACH-000113,0.00539732757781
ACH-000115,0.12063501900599999
ACH-000116,0.112384795467
ACH-000118,0.17456124694699998
ACH-000120,0.20972490533
ACH-000123,0.0990609135278
ACH-000127,0.13502094431199999
ACH-000128,0.200311522412
ACH-000132,0.025434858706400002
ACH-000133,0.108745089242
ACH-000137,0.106618771682
ACH-000138,0.157118710079
ACH-000142,0.272195756101
ACH-000143,0.12173800713300001
ACH-000146,0.157105925732
ACH-000148,0.09891892722660002
ACH-000150,0.147844833512
ACH-000152,0.0510541745352
ACH-000153,0.23069004470899998
ACH-000159,0.08769019291089998
ACH-000160,-0.0409841750384
ACH-000163,0.0654763568526
ACH-000167,0.0366251232043
ACH-000168,0.211022289881
ACH-000169,0.211967239602
ACH-000178,0.0318302194808
ACH-000182,0.0509116844637
ACH-000183,0.08429479910639999
ACH-000188,0.260545664568
ACH-000189,-0.205221091288
ACH-000190,-0.0235898924111
ACH-000198,0.269163661845
ACH-000204,0.0336480033134
ACH-000206,0.23009450004999998
ACH-000207,-0.117468375111
ACH-000211,0.0518860769424
ACH-000215,0.169893659061
ACH-000221,0.13345958916200001
ACH-000222,0.0219684869526
ACH-000223,0.17208328192800001
ACH-000226,0.291058719187
ACH-000227,0.0684153287208
ACH-000228,-0.0796826158378
ACH-000231,0.210485977575
ACH-000232,0.21892121511
ACH-000233,0.08491857237360001
ACH-000234,0.11620374372600001
ACH-000235,0.13053751903799998
ACH-000237,0.193157751765
ACH-000238,0.0661194869291
ACH-000243,0.08509438935750001
ACH-000244,0.13351151976199999
ACH-000246,0.148546830551
ACH-000248,-0.0157074829031
ACH-000250,0.126143842629
ACH-000251,0.141636089262
ACH-000253,0.0750798540975
ACH-000255,0.16942011219300002
ACH-000256,0.175701292168
ACH-000257,0.21193535359700003
ACH-000258,0.0660079153063
ACH-000259,0.136233827175
ACH-000260,0.19743083094900002
ACH-000261,0.0237097458727
ACH-000262,0.196968555869
ACH-000263,-0.0833428606725
ACH-000264,0.121396978696
ACH-000265,0.185515873759
ACH-000266,0.245526345674
ACH-000272,0.17903160276900001
ACH-000273,0.0763602588546
ACH-000274,0.259404861703
ACH-000277,0.17899236518800002
ACH-000278,0.183479371161
ACH-000279,0.160816880398
ACH-000280,0.17457339664299998
ACH-000281,0.19280858285900002
ACH-000288,0.148661270615
ACH-000291,0.194200814846
ACH-000293,0.07355918679210001
ACH-000294,0.104418637687
ACH-000295,0.0941440492349
ACH-000296,0.216477361255
ACH-000302,0.0797702327637
ACH-000304,0.42019433050399996
ACH-000307,0.139168405056
ACH-000308,0.137599796476
ACH-000310,0.122403099185
ACH-000311,0.13181659496200002
ACH-000312,0.167202349456
ACH-000315,0.166036163187
ACH-000316,0.279442395465
ACH-000317,0.183677096041
ACH-000318,0.06891004252010001
ACH-000319,0.113023750966
ACH-000320,0.16783912602899997
ACH-000322,0.10451445639000001
ACH-000323,0.11340498977199999
ACH-000324,-0.00202838656877
ACH-000329,0.0395426094531
ACH-000330,-0.165773627841
ACH-000331,0.111697178161
ACH-000332,0.107749056656
ACH-000334,0.0597828896404
ACH-000335,0.109548460831
ACH-000336,0.255332142171
ACH-000337,-0.046366075008500006
ACH-000339,0.20718987217
ACH-000341,0.21967104984400002
ACH-000348,0.159761134709
ACH-000350,0.0266869301238
ACH-000352,0.0706239074992
ACH-000356,0.07449680018289999
ACH-000361,0.054401861266300006
ACH-000362,0.13886917740000002
ACH-000363,0.121002898269
ACH-000364,0.0949283975419
ACH-000365,0.18062678368500001
ACH-000366,0.138179368859
ACH-000368,-0.00486262457918
ACH-000374,-0.06878877607560001
ACH-000375,0.188649156874
ACH-000376,0.185998814971
ACH-000381,0.1218762206
ACH-000383,0.15296613720899999
ACH-000387,0.183253473085
ACH-000389,0.212789978325
ACH-000390,0.157280020864
ACH-000393,0.142294082601
ACH-000395,0.413235668108
