,THEGL (100506564)
ACH-000527,-0.214497851804
ACH-000528,-0.147021898615
ACH-000537,-0.329578791508
ACH-000541,-0.558517237937
ACH-000542,-0.317362897735
ACH-000544,-0.25601631553000004
ACH-000545,-0.24652760311
ACH-000547,-0.451140698574
ACH-000548,-0.26567171826499997
ACH-000549,-0.452770639941
ACH-000550,-0.132937141603
ACH-000552,-0.305111118989
ACH-000556,-0.236488510826
ACH-000557,-0.058142356002900006
ACH-000570,-0.264592709387
ACH-000571,-0.144502836957
ACH-000573,-0.247868617379
ACH-000576,-0.25083787298099997
ACH-000580,-0.07845682189349999
ACH-000584,-0.16343043839000002
ACH-000585,-0.19412750862
ACH-000588,-0.16809275837499998
ACH-000589,-0.302209745502
ACH-000591,-0.08815147663560001
ACH-000593,-0.163084834868
ACH-000600,-0.17436923150400002
ACH-000601,-0.24852922214099998
ACH-000604,-0.150663525903
ACH-000605,-0.335841376187
ACH-000606,-0.228640628391
ACH-000608,-0.196011299168
ACH-000614,-0.198389627233
ACH-000616,-0.620328644139
ACH-000618,-0.229135373591
ACH-000619,-0.239744928969
ACH-000620,-0.160024050316
ACH-000621,-0.300233028778
ACH-000622,-0.174419877733
ACH-000623,-0.263290212821
ACH-000624,-0.181525801288
ACH-000627,-0.29918881219500004
ACH-000630,-0.19822482585099999
ACH-000632,-0.238457966359
ACH-000633,-0.0474501433966
ACH-000637,-0.309471196833
ACH-000638,-0.31118405045200004
ACH-000646,-0.551801261924
ACH-000647,-0.268277071691
ACH-000648,-0.36953384618100005
ACH-000649,-0.30594672504500003
ACH-000651,-0.19913154926399998
ACH-000652,0.0130645275478
ACH-000653,-0.0290684684278
ACH-000657,-0.208998495851
ACH-000658,-0.089270572161
ACH-000661,-0.0733544681736
ACH-000662,-0.392486432333
ACH-000663,-0.29114651656199997
ACH-000665,-0.306916394792
ACH-000671,-0.266256143365
ACH-000673,-0.271812180918
ACH-000676,-0.217718318707
ACH-000677,-0.31736248206
ACH-000681,-0.37501668182400005
ACH-000682,-0.186704701882
ACH-000683,-0.153582537485
ACH-000684,-0.351992130761
ACH-000688,-0.07741609666680001
ACH-000693,-0.26667913654
ACH-000694,-0.305938712342
ACH-000695,-0.246586932281
ACH-000696,-0.340312193269
ACH-000697,-0.177576244262
ACH-000699,-0.243284046349
ACH-000701,-0.07364396822910001
ACH-000706,-0.241150553384
ACH-000711,-0.19509349213
ACH-000713,-0.29207632980799997
ACH-000714,-0.042725909293099995
ACH-000718,-0.194433424899
ACH-000720,-0.41030808379600003
ACH-000721,-0.15695298815
ACH-000724,-0.283509778563
ACH-000725,-0.514771192989
ACH-000732,-0.282201218686
ACH-000734,-0.382844565836
ACH-000735,-0.20807200896400002
ACH-000736,-0.0606364132902
ACH-000738,-0.289855273403
ACH-000746,-0.30620757485
ACH-000747,-0.182311575581
ACH-000748,-0.21168659461199998
ACH-000753,-0.215857673726
ACH-000756,-0.145983610024
ACH-000757,-0.17326886065299998
ACH-000758,-0.366831304524
ACH-000760,-0.26742255104
ACH-000763,-0.26358645767
ACH-000764,-0.297133462696
ACH-000765,-0.0623118315817
ACH-000766,-0.340616683545
ACH-000767,-0.0234531183928
ACH-000768,-0.41815858125
ACH-000769,-0.35188794625799996
ACH-000770,-0.30731529021
ACH-000771,-0.265922795321
ACH-000773,-0.313493130287
ACH-000776,-0.22329882918699998
ACH-000777,-0.11218529194299999
ACH-000778,-0.112173488721
ACH-000781,-0.150065799593
ACH-000782,-0.126154798438
ACH-000783,-0.264613110444
ACH-000784,-0.13663200019400001
ACH-000785,-0.12622839883
ACH-000787,-0.258083786675
ACH-000788,-0.151793422896
ACH-000791,-0.208982616714
ACH-000792,-0.224932347565
ACH-000794,-0.333624282663
ACH-000796,-0.205109014809
ACH-000799,-0.538679389627
ACH-000800,-0.5316030604990001
ACH-000802,-0.19519568271499999
ACH-000804,-0.487732314614
ACH-000805,-0.212084315546
ACH-000809,-0.24044808698800002
ACH-000810,-0.241643445515
ACH-000811,-0.0820120033276
ACH-000817,-0.0938452054154
ACH-000819,-0.19979783582400001
ACH-000820,-0.0771312078368
ACH-000821,-0.40141833961900003
ACH-000822,-0.0211477127513
ACH-000823,-0.24180364676199997
ACH-000824,-0.17358391101300003
ACH-000827,-0.148747316376
ACH-000829,0.08226180072919999
ACH-000831,-0.160334803584
ACH-000832,-0.35160554063500005
ACH-000833,-0.248230653365
ACH-000834,-0.101073035709
ACH-000835,-0.305948416853
ACH-000836,-0.29343794597899997
ACH-000837,-0.192060013843
ACH-000838,-0.455218271879
ACH-000839,-0.285439664993
ACH-000840,-0.180326497618
ACH-000841,-0.246635458924
ACH-000843,-0.29898667952799995
ACH-000846,-0.36864848708000003
ACH-000847,-0.565838581649
ACH-000848,-0.232977619204
ACH-000849,-0.315409798386
ACH-000851,-0.39822834901500004
ACH-000855,-0.327032183175
ACH-000856,-0.207569566524
ACH-000858,-0.17547581574700002
ACH-000859,-0.308753933027
ACH-000861,-0.345231573622
ACH-000862,-0.022313643137400002
ACH-000865,-0.125954856279
ACH-000866,-0.230950682218
ACH-000867,-0.17455746943
ACH-000869,-0.184228937328
ACH-000872,-0.22252298953299998
ACH-000873,-0.464246799316
ACH-000876,-0.272930346712
ACH-000878,-0.0866929567059
ACH-000880,-0.266062743654
ACH-000881,-0.257840693512
ACH-000882,-0.19728136786800002
ACH-000884,-0.181856197427
ACH-000885,-0.401918245606
ACH-000887,-0.43956145431599997
ACH-000888,-0.23455397514899998
ACH-000889,-0.151526566986
ACH-000890,-0.29247380032299997
ACH-000896,-0.303141941947
ACH-000898,-0.403678860806
ACH-000900,-0.238386748308
ACH-000901,-0.195454705196
ACH-000905,-0.19671099692400001
ACH-000906,-0.306931513256
ACH-000907,-0.19719702086399998
ACH-000910,-0.171882531386
ACH-000911,-0.255158681627
ACH-000912,-0.132833734255
ACH-000913,-0.21130354507399998
ACH-000915,-0.169149479629
ACH-000916,-0.549638910251
ACH-000917,-0.274228340184
ACH-000921,-0.263551111378
ACH-000924,-0.289079104457
ACH-000926,-0.347152025067
ACH-000928,-0.0285845108404
ACH-000929,-0.399001210206
ACH-000932,-0.20743805631200002
ACH-000935,-0.415291133601
ACH-000936,-0.361758531971
ACH-000937,-0.156554905134
ACH-000938,-0.25920891530900003
ACH-000939,-0.106120322391
ACH-000941,-0.401573692344
ACH-000943,-0.239531515936
ACH-000946,-0.310943049708
ACH-000947,-0.277736513307
ACH-000948,-0.439280471545
ACH-000950,-0.179286765102
ACH-000953,-0.350595542913
ACH-000957,-0.358666316589
ACH-000958,-0.19860289507800002
ACH-000960,-0.159597548739
ACH-000963,-0.726819055224
ACH-000968,-0.128777055419
ACH-000969,-0.36862816991700004
ACH-000973,-0.288097894029
ACH-000974,-0.179009880729
ACH-000975,-0.24994252594900002
ACH-000976,-0.243887557927
ACH-000978,0.21949204183899998
ACH-000980,-0.19808156712699998
ACH-000984,-0.479892162369
ACH-000986,-0.294482728357
ACH-000988,-0.287378878877
ACH-000993,-0.315792051463
ACH-000994,-0.1554334058
ACH-000996,-0.117471866008
ACH-001001,-0.271716352226
ACH-001020,-0.397950789794
ACH-001028,-0.193934442905
ACH-001031,-0.301312077463
ACH-001038,-0.24276976883200002
ACH-001048,-0.249313725816
ACH-001050,-0.168603583726
ACH-001053,0.113189352354
ACH-001054,-0.31461209397100004
ACH-001061,-0.31237492869600003
ACH-001067,-0.186800145382
ACH-001075,-0.22626876144000002
ACH-001096,-0.13161687279200002
ACH-001128,-0.239701387174
ACH-001134,-0.198126166947
ACH-001151,-0.340288950263
ACH-001163,-0.16998937137000003
ACH-001164,-0.478692909563
ACH-001173,-0.251453749975
ACH-001183,-0.15061788992699998
ACH-001184,-0.269795767125
ACH-001190,-0.163398523566
ACH-001192,-0.132490267764
ACH-001193,0.101593777466
ACH-001196,-0.349785713788
ACH-001197,0.128675235583
ACH-001205,-0.460698612215
ACH-001211,-0.433454386133
ACH-001212,-0.30439819569800003
ACH-001228,-0.13132426263900002
ACH-001232,-0.172009370281
ACH-001239,-0.10405008739499999
ACH-001274,-0.217560053408
ACH-001275,-0.241553501512
ACH-001277,-0.475200494092
ACH-001278,-0.031164438727599997
ACH-001280,-0.17867485779199999
ACH-001283,-0.0986533606258
ACH-001289,-0.294433348684
ACH-001295,-0.24342484459000002
ACH-001300,-0.13250468317800002
ACH-001301,-0.17538248044500002
ACH-001302,-0.0755077690088
ACH-001303,-0.165363330852
ACH-001306,-0.0748619508897
ACH-001318,-0.380958265375
ACH-001322,-0.418094929632
ACH-001328,-0.193346383665
ACH-001332,-0.430033574012
ACH-001333,-0.268978686275
ACH-001336,-0.294027387232
ACH-001340,-0.176923111904
ACH-001346,-0.434523981131
ACH-001353,-0.277468189225
ACH-001354,0.0492476384633
ACH-001367,0.0652410254978
ACH-001368,-0.283725493021
ACH-001374,-0.287302141406
ACH-001375,-0.211059982387
ACH-001377,-0.167083137834
ACH-001380,-0.195327137683
ACH-001391,-0.252271506256
ACH-001407,-0.124808279206
ACH-001408,-0.107213732228
ACH-001413,-0.305543645968
ACH-001430,-0.208521667927
ACH-001431,-0.08954797984099999
ACH-001450,0.014607396192399999
ACH-001496,-0.179877217805
ACH-001500,-0.26412268744199996
ACH-001521,-0.5548845699399999
ACH-001523,-0.21928258023699998
ACH-001532,-0.25193128689800004
ACH-001536,-0.268792416144
ACH-001550,-0.317107128496
ACH-001552,-0.029473317642
ACH-001554,-0.222332382511
ACH-001645,-0.277750278849
ACH-001654,-0.118269930783
ACH-001715,-0.673214582631
ACH-001735,-0.185550126094
ACH-001736,-0.371426367012
ACH-001737,0.14430978566299998
ACH-001740,-0.057483755990500006
ACH-001745,-0.07639110393130001
ACH-001750,-0.221409203365
ACH-001765,-0.137756911013
ACH-001956,-0.299987287916
ACH-001957,-0.199795290316
