,HMSD (284293)
ACH-000004,0.385048304878
ACH-000007,0.36007810078100005
ACH-000009,0.171971129655
ACH-000011,0.187845724572
ACH-000012,0.19394120656199998
ACH-000013,0.111332861646
ACH-000014,0.27019796795699996
ACH-000015,0.326102311467
ACH-000017,0.124494924409
ACH-000018,0.285874999421
ACH-000019,0.260725339279
ACH-000021,0.369241918205
ACH-000022,0.279502772978
ACH-000025,0.051725943307
ACH-000028,0.180736958411
ACH-000030,0.113577106054
ACH-000035,0.35757582146600003
ACH-000036,0.149432006471
ACH-000037,-0.0393083389265
ACH-000039,0.18866811743700002
ACH-000040,0.131069347982
ACH-000041,0.45240089021200003
ACH-000042,0.19515362008200002
ACH-000045,0.339443391444
ACH-000047,0.13936103891100002
ACH-000052,0.383979529318
ACH-000053,0.281952030698
ACH-000054,0.0884930533894
ACH-000055,0.45498741527900005
ACH-000060,0.255700228616
ACH-000067,0.146065116484
ACH-000070,0.162360148651
ACH-000075,0.058781786135
ACH-000078,0.20053364901
ACH-000082,0.257642259544
ACH-000085,0.379123245109
ACH-000086,0.23390415340300003
ACH-000087,0.250891859356
ACH-000092,0.26790845979600003
ACH-000095,0.29516735055599996
ACH-000097,0.214879436799
ACH-000098,0.17965823605599998
ACH-000099,0.37291525917199997
ACH-000108,0.231964494574
ACH-000113,0.152081180634
ACH-000115,0.278571850898
ACH-000116,0.323941410403
ACH-000118,0.370254083473
ACH-000120,0.431265633881
ACH-000123,0.254059483496
ACH-000127,0.33309833069
ACH-000128,0.43469495924699997
ACH-000132,0.29863335541999997
ACH-000133,0.27084955073399997
ACH-000137,0.25332161038400003
ACH-000138,0.0988930798387
ACH-000142,0.26421669112199997
ACH-000143,-0.05579802163480001
ACH-000146,0.163226215398
ACH-000148,0.158016032237
ACH-000150,0.276514748655
ACH-000152,0.319995641124
ACH-000153,0.314013833892
ACH-000159,0.410859719102
ACH-000160,0.275699243349
ACH-000163,0.122664072258
ACH-000167,0.376897047609
ACH-000168,0.186470025308
ACH-000169,0.218330509102
ACH-000178,0.235074034843
ACH-000182,0.13162566814
ACH-000183,0.129051629041
ACH-000188,0.212754113079
ACH-000189,0.258101261059
ACH-000190,0.174714861021
ACH-000198,0.228611386397
ACH-000204,0.319792643525
ACH-000206,-0.0319831514118
ACH-000207,-0.130615672698
ACH-000211,0.215747314761
ACH-000215,0.322862555528
ACH-000221,0.119576491678
ACH-000222,0.450637349243
ACH-000223,0.09222628086089998
ACH-000226,0.40557594144000003
ACH-000227,0.0664960169595
ACH-000228,0.0821863814799
ACH-000231,0.186544698063
ACH-000232,0.005633883498880001
ACH-000233,0.175375600354
