,POTEI (653269)
ACH-000004,-0.285468654932
ACH-000007,-0.384982489327
ACH-000009,-0.5021001638279999
ACH-000011,-0.47184283278300004
ACH-000012,-0.557348766539
ACH-000013,-0.310558980983
ACH-000014,-0.130395599777
ACH-000015,-0.373616210662
ACH-000017,-0.584355461303
ACH-000018,-0.793424195548
ACH-000019,-0.730264207924
ACH-000021,-0.22469061997900003
ACH-000022,-0.422106189209
ACH-000025,-0.39870543826399996
ACH-000028,-0.506311268036
ACH-000030,-0.287058381214
ACH-000035,-0.150003265758
ACH-000036,-0.555164950411
ACH-000037,-0.49228082133999995
ACH-000039,-0.525198940727
ACH-000040,-0.363656079934
ACH-000041,-0.219325515242
ACH-000042,-0.17991088287
ACH-000045,-0.419926630448
ACH-000047,-0.210207342531
ACH-000052,-0.434208466735
ACH-000053,-0.468565686333
ACH-000054,-0.561072683475
ACH-000055,-0.455233081314
ACH-000060,-0.454503682252
ACH-000067,-0.221056723939
ACH-000070,-0.32450311636100004
ACH-000075,-0.527828376799
ACH-000078,-0.645783737298
ACH-000082,-0.40736209210999996
ACH-000085,-0.542219105693
ACH-000086,-0.47340405453100004
ACH-000087,-0.3717368532
ACH-000092,-0.478182091913
ACH-000095,-0.433480418219
ACH-000097,-0.512209573591
ACH-000098,-0.43340777737899994
ACH-000099,-0.388516053943
ACH-000108,-0.155927483059
ACH-000113,-0.514801260578
ACH-000115,-0.700944302165
ACH-000116,-0.416047632776
ACH-000118,-0.12221290753599999
ACH-000120,-0.16394779390699998
ACH-000123,-0.40541899202
ACH-000127,-0.47801525557999996
ACH-000128,-0.5591804810000001
ACH-000132,-0.14059699207
ACH-000133,-0.5027689889679999
ACH-000137,-0.590002721036
ACH-000138,-0.18301454890299998
ACH-000142,-0.411660245367
ACH-000143,-0.24103926634
ACH-000146,-0.48309709021700004
ACH-000148,-0.256325477877
ACH-000150,-0.36524395087899997
ACH-000152,-0.509300711659
ACH-000153,-0.408872152765
ACH-000159,-0.5629265869969999
ACH-000160,-0.554233640953
ACH-000163,-0.36100803518
ACH-000167,-0.469774570976
ACH-000168,-0.396312451717
ACH-000169,-0.46510843506300004
ACH-000178,-0.41630732556100003
ACH-000182,-0.32429349556299997
ACH-000183,-0.19546758272
ACH-000188,-0.528804373775
ACH-000189,-0.5353960371100001
ACH-000190,-0.602428990283
ACH-000198,-0.33702893417400004
ACH-000204,-0.688051440631
ACH-000206,-0.281534178685
ACH-000207,-0.39575483535800005
ACH-000211,-0.32459690016
ACH-000215,-0.39371231651999994
ACH-000221,-0.45084168626500004
ACH-000222,-0.34286421632799996
ACH-000223,-0.568659446139
ACH-000226,-0.305588772345
ACH-000227,-0.42617779133100003
ACH-000228,-0.49865206755
ACH-000231,-0.40829071236599995
ACH-000232,-0.46909020405900004
ACH-000233,-0.618063063124
ACH-000234,-0.52716086041
ACH-000235,-0.345560562637
ACH-000237,-0.334027082815
ACH-000238,-0.42155792148599996
ACH-000243,-0.551407585687
ACH-000244,-0.135247406363
ACH-000246,-0.399074610766
ACH-000248,-0.506205708303
ACH-000250,-0.512887469028
ACH-000251,-0.196363970311
ACH-000253,-0.5726126462619999
ACH-000255,-0.278194697014
ACH-000256,-0.440064177733
ACH-000257,-0.22521624095800002
ACH-000258,-0.0902271564854
ACH-000259,-0.323123949409
ACH-000260,-0.31340250435
ACH-000261,-0.30111385828299997
ACH-000262,-0.503972273421
ACH-000263,-0.684512417754
ACH-000264,-0.40465460253200003
ACH-000265,-0.201535326072
ACH-000266,-0.475957832729
ACH-000272,-0.36775095176100003
ACH-000273,-0.612689470239
ACH-000274,-0.626748021903
ACH-000277,-0.5521021946019999
ACH-000278,-0.125018412788
ACH-000279,-0.45282951270800004
ACH-000280,-0.346894526809
ACH-000281,-0.0795994005491
ACH-000288,-0.584943645208
ACH-000291,-0.425556678226
ACH-000293,-0.276496783455
ACH-000294,-0.26563275029100003
ACH-000295,-0.358038010427
ACH-000296,-0.38660494070100004
ACH-000302,-0.446507122579
ACH-000304,-0.658804583064
ACH-000307,-0.44919931600100005
ACH-000308,-0.598149770806
ACH-000310,-0.525043014755
ACH-000311,-0.350249761579
ACH-000312,-0.37719814316
ACH-000315,-0.36132060073600003
ACH-000316,-0.157986033024
ACH-000317,-0.307570295525
ACH-000318,-0.530791438874
ACH-000319,-0.383790001282
ACH-000320,-0.0344004536314
ACH-000322,-0.537236296854
ACH-000323,-0.51451790948
ACH-000324,-0.6180615926240001
ACH-000329,-0.62096663535
ACH-000330,-0.415613320727
ACH-000331,-0.299005086604
ACH-000332,-0.35374509212899996
ACH-000334,-0.679574200189
ACH-000335,-0.37519401071099995
ACH-000336,-0.37192037227799996
ACH-000337,-0.563309873143
ACH-000339,-0.41512783064099995
ACH-000341,-0.7183014201540001
ACH-000348,-0.23967989965
ACH-000350,-0.46896095936099996
ACH-000352,-0.569030767603
ACH-000356,-0.26462086776599997
ACH-000361,-0.492385379842
ACH-000362,-0.42929935798600005
ACH-000363,-0.33711475109800004
ACH-000364,-0.230631302172
ACH-000365,-0.355796842654
ACH-000366,-0.38377057084
ACH-000368,-0.418876696986
ACH-000374,-0.6683223718729999
ACH-000375,-0.268136435986
ACH-000376,-0.433589795949
ACH-000381,-0.237216164015
ACH-000383,-0.511932566755
ACH-000387,-0.15065137379899998
ACH-000389,-0.653050422931
ACH-000390,-0.44598308211300003
ACH-000393,-0.595054092922
