,GZMM (3004)
ACH-000004,-0.08052579728289999
ACH-000007,-0.190757247957
ACH-000009,-0.0519747484093
ACH-000011,-0.146144899878
ACH-000012,-0.19203500212699998
ACH-000013,-0.202442196824
ACH-000014,-0.0031288305850400004
ACH-000015,-0.168544160848
ACH-000017,-0.22360515169
ACH-000018,-0.124263589463
ACH-000019,-0.38761089183700004
ACH-000021,-0.212942528818
ACH-000022,-0.240037293025
ACH-000025,-0.21470114751299998
ACH-000028,-0.191255585966
ACH-000030,-0.260870745396
ACH-000035,-0.112635461108
ACH-000036,-0.17436958800799998
ACH-000037,-0.28515022313
ACH-000039,-0.0765110264201
ACH-000040,-0.307465397137
ACH-000041,-0.08199960521439999
ACH-000042,-0.143476099519
ACH-000045,-0.0734146273109
ACH-000047,-0.202052155722
ACH-000052,0.13289313063
ACH-000053,-0.27646577251800003
ACH-000054,-0.317082178876
ACH-000055,-0.0551014247146
ACH-000060,-0.101829057246
ACH-000067,-0.215601680981
ACH-000070,-0.0787888190792
ACH-000075,0.0417469891626
ACH-000078,-0.18342738489399998
ACH-000082,-0.15064974974
ACH-000085,-0.254916656174
ACH-000086,-0.238581929322
ACH-000087,0.20136229952399998
ACH-000092,-0.0467315959169
ACH-000095,-0.35488905736299997
ACH-000097,-0.116653510259
ACH-000098,-0.19810270294500001
ACH-000099,-0.40467323089
ACH-000108,-0.0865326817069
ACH-000113,-0.132609035658
ACH-000115,-0.404527207632
ACH-000116,-0.0516470663602
ACH-000118,-0.125117981562
ACH-000120,-0.031466003926400005
ACH-000123,-0.11163372295099999
ACH-000127,-0.23588715926399997
ACH-000128,-0.025879437816599998
ACH-000132,-0.164608104455
ACH-000133,-0.127924974755
ACH-000137,-0.0947739511397
ACH-000138,-0.09018276619969999
ACH-000142,-0.143481628839
ACH-000143,-0.104690483604
ACH-000146,-0.14108163898499998
ACH-000148,-0.08612608462960002
ACH-000150,-0.319306631048
ACH-000152,-0.247046431223
ACH-000153,0.0813771734302
ACH-000159,-0.10078577908500001
ACH-000160,-0.150182667924
ACH-000163,0.0386544800093
ACH-000167,0.026326169734400003
ACH-000168,0.13632625272600002
ACH-000169,-0.0006561071734019999
ACH-000178,-0.19358573951299998
ACH-000182,-0.0577788673463
ACH-000183,-0.158500156836
ACH-000188,-0.108192978782
ACH-000189,-0.211974960612
ACH-000190,0.0525803031455
ACH-000198,0.0452655872886
ACH-000204,-0.209744479783
ACH-000206,0.120223563301
ACH-000207,0.139325470646
ACH-000211,-0.0469104151265
ACH-000215,-0.105175829598
ACH-000221,-0.165681028359
ACH-000222,-0.385026523346
ACH-000223,-0.0977689208109
ACH-000226,-0.0364998816395
ACH-000227,0.0300610895977
ACH-000228,-0.012850501572799999
ACH-000231,-0.124319390614
ACH-000232,-0.07068370653139999
ACH-000233,-0.164813832468
ACH-000234,-0.277578403772
ACH-000235,-0.16361891872099998
ACH-000237,-0.243856815728
ACH-000238,-0.200375825633
ACH-000243,-0.0633169668597
ACH-000244,-0.253341029063
ACH-000246,-0.15679793823
ACH-000248,-0.008912413526
ACH-000250,-0.268299215964
ACH-000251,-0.278497878073
ACH-000253,-0.224728702509
ACH-000255,0.052984921094699995
ACH-000256,-0.22499361195599998
ACH-000257,0.021400892417
ACH-000258,-0.045582914355
ACH-000259,-0.168534690738
ACH-000260,-0.0584146370292
ACH-000261,-0.09140597781109999
ACH-000262,-0.157218081886
ACH-000263,-0.268474232126
ACH-000264,-0.101829508604
ACH-000265,0.0227249949474
ACH-000266,-0.246222780509
ACH-000272,-0.0793538836417
ACH-000273,-0.16502508307
ACH-000274,-0.326024102065
ACH-000277,-0.110222584068
ACH-000278,-0.0436399952063
ACH-000279,-0.126475118421
ACH-000280,-0.16643528465399998
ACH-000281,0.10425926337500001
ACH-000288,-0.0331517557336
ACH-000291,-0.00318824033015
ACH-000293,-0.133945583525
ACH-000294,-0.250285939791
ACH-000295,-0.481773669857
ACH-000296,-0.049199005520400005
ACH-000302,-0.18595448366
ACH-000304,0.0663885660112
ACH-000307,-0.07279665216339999
ACH-000308,-0.08996472615160002
ACH-000310,-0.197616062842
ACH-000311,-0.214474472692
ACH-000312,-0.307104760387
ACH-000315,0.112822062701
ACH-000316,0.10985219465
ACH-000317,-0.00728622955528
ACH-000318,0.183470936312
ACH-000319,-0.28453225852499997
ACH-000320,-0.131572154092
ACH-000322,0.261600374578
ACH-000323,-0.253091917944
ACH-000324,-0.232620662681
ACH-000329,-0.256015952808
ACH-000330,-0.30444664348
ACH-000331,-0.145675132328
ACH-000332,-0.206895246806
ACH-000334,-0.22529573018100002
ACH-000335,-0.141890502355
ACH-000336,-0.102724026483
ACH-000337,-0.180879897859
ACH-000339,-0.23022643776700003
ACH-000341,-0.346354092782
ACH-000348,0.0742699665093
ACH-000350,-0.047336261965100004
ACH-000352,-0.158857207348
ACH-000356,0.129408332434
ACH-000361,0.045518481807
ACH-000362,-0.246212590647
ACH-000363,-0.21940432140500002
ACH-000364,0.063318169451
ACH-000365,-0.262240305705
ACH-000366,-0.275208572614
ACH-000368,-0.22625842183000003
ACH-000374,0.0670353299492
ACH-000375,-0.254126159133
ACH-000376,0.028172492121599998
ACH-000381,-0.086645262927
ACH-000383,-0.149254927929
ACH-000387,-0.10635201024499999
ACH-000389,-0.101302608743
ACH-000390,-0.103324269124
ACH-000393,-0.21869146502700001
ACH-000395,-0.0396016940974
ACH-000397,-0.15792279195999998
ACH-000401,0.12403820758400001
ACH-000402,-0.202606326161
ACH-000403,-0.321534019171
ACH-000404,0.15221927232000002
ACH-000406,-0.150765322193
ACH-000407,-0.0819694751757
ACH-000408,-0.0590854698162
ACH-000410,-0.13955606992699998
ACH-000411,-0.0586018907416
ACH-000414,-0.18469089468
ACH-000415,-0.127419648688
ACH-000416,-0.169802603118
ACH-000420,-0.111473970366
ACH-000421,-0.175141371835
ACH-000424,0.058426174542
ACH-000425,-0.23472172985999998
ACH-000426,-0.123020221014
ACH-000427,-0.166375899889
ACH-000433,-0.28290473100200003
ACH-000436,-0.0482291437196
ACH-000444,-0.009603621014340001
ACH-000445,-0.29077031492100003
