,BSN (8927)
ACH-000004,-0.0821171003017
ACH-000007,-0.10939109758
ACH-000009,0.127376477649
ACH-000011,0.08634929205060002
ACH-000012,0.07456139221580001
ACH-000013,0.0199368104718
ACH-000014,0.213602961954
ACH-000015,0.07264325879889999
ACH-000017,0.06689728618419999
ACH-000018,-0.151588304025
ACH-000019,-0.0830593725354
ACH-000021,-0.101163313357
ACH-000022,0.177474654507
ACH-000025,0.100197571905
ACH-000028,-0.0171456034959
ACH-000030,-0.0252190466967
ACH-000035,-0.184503113393
ACH-000036,0.01858208002
ACH-000037,0.019772219948599998
ACH-000039,-0.15588160013900001
ACH-000040,0.164259404422
ACH-000041,0.0566129475332
ACH-000042,-0.18107314321899998
ACH-000045,-0.051084538097599996
ACH-000047,-0.18720438594900002
ACH-000052,-0.0993546434872
ACH-000053,0.00534173734452
ACH-000054,0.07388435784860001
ACH-000055,0.16741827557299999
ACH-000060,-0.182374314676
ACH-000067,-0.011101445669
ACH-000070,-0.0242593141244
ACH-000075,-0.019014868032099997
ACH-000078,0.16764134220000002
ACH-000082,-0.09326101510119998
ACH-000085,0.15183105356499998
ACH-000086,-0.04302066822719999
ACH-000087,-0.19711007586100002
ACH-000092,-0.158586201445
ACH-000095,-0.0562231848681
ACH-000097,-0.00030726679193599995
ACH-000098,-0.129992306952
ACH-000099,0.0669343738636
ACH-000108,0.0525029035537
ACH-000113,0.125941722414
ACH-000115,-0.20440199737999998
ACH-000116,0.0711978761136
ACH-000118,-0.0960028133928
ACH-000120,-0.11383904065099999
ACH-000123,-0.00986967233694
ACH-000127,-0.0562052863682
ACH-000128,0.008446728944899999
ACH-000132,0.0158810851831
ACH-000133,0.0205181451503
ACH-000137,-0.0388610846025
ACH-000138,-0.128233133405
ACH-000142,-0.0239135574818
ACH-000143,-0.02226093549
ACH-000146,0.0657306219564
ACH-000148,-0.09643695711339999
ACH-000150,-0.287674089611
ACH-000152,0.0186541779183
ACH-000153,0.41972236442500005
ACH-000159,0.0202365939898
ACH-000160,0.0639029368272
ACH-000163,0.0554790929471
ACH-000167,-0.024162376088099995
ACH-000168,-0.293498200991
ACH-000169,-0.206818077179
ACH-000178,-0.00163604438455
ACH-000182,0.019524467557299998
ACH-000183,0.042058367506099995
ACH-000188,-0.144087664098
ACH-000189,0.10663835277000001
ACH-000190,0.0626819615982
ACH-000198,-0.130158118468
ACH-000204,-0.00144522660385
ACH-000206,-0.127929759799
ACH-000207,-0.39029066406199997
ACH-000211,-0.110973022542
ACH-000215,-0.07488017473669999
ACH-000221,-0.07812440478560001
ACH-000222,0.0667983038679
ACH-000223,0.0775220576961
ACH-000226,-0.0036340904408099996
ACH-000227,-0.23086992968800002
ACH-000228,-0.0623452367845
ACH-000231,-0.09366094410329999
ACH-000232,0.0796651358675
ACH-000233,-0.045634232562
ACH-000234,0.141320836424
ACH-000235,-0.0590928361125
ACH-000237,-0.0622150910111
ACH-000238,0.00742712002559
ACH-000243,-0.0272384894622
ACH-000244,-0.451838070719
ACH-000246,-0.09287351307219999
ACH-000248,0.231148271019
ACH-000250,-0.103784531479
ACH-000251,0.000311271351151
ACH-000253,-0.0980444640703
ACH-000255,-0.0917592671224
ACH-000256,0.0862250655968
ACH-000257,-0.0732540308208
