,ATP5L (10632)
ACH-000511,-0.45579725769199997
ACH-000512,-0.300269661938
ACH-000516,-0.503117748953
ACH-000517,-0.586531806356
ACH-000518,-0.309367175873
ACH-000520,-0.305493806386
ACH-000521,-0.319432400464
ACH-000522,-0.534499802425
ACH-000524,-0.6012282351470001
ACH-000527,-0.6959250324160001
ACH-000528,-0.553815777003
ACH-000537,-0.791514852154
ACH-000541,-0.262417977247
ACH-000542,-0.33323453465999997
ACH-000544,-0.808305597246
ACH-000545,-0.504930597935
ACH-000547,-0.491308921569
ACH-000548,-0.406693000154
ACH-000549,-0.325987095266
ACH-000550,-0.33501305467500003
ACH-000552,-0.5043662152939999
ACH-000556,-0.62981875835
ACH-000557,-0.240217490912
ACH-000570,-0.599544627622
ACH-000571,-0.41877490237099996
ACH-000573,-0.5715512488710001
ACH-000576,-0.393087123419
ACH-000580,-0.42002865682999996
ACH-000584,-0.42960334628200003
ACH-000585,-0.547599827939
ACH-000588,-0.48818892983400003
ACH-000589,-0.47186302565099997
ACH-000591,-0.451183284972
ACH-000593,-0.519436103406
ACH-000600,-0.815914777777
ACH-000601,-0.360601742955
ACH-000604,-0.592609771015
ACH-000605,-0.7314274194679999
ACH-000606,-0.847433558239
ACH-000608,-0.506493934672
ACH-000614,-0.448440801047
ACH-000616,-0.234833443482
ACH-000618,-0.9461021563700001
ACH-000619,-0.385993982217
ACH-000620,-0.32878701363699997
ACH-000621,-0.269586824331
ACH-000622,-0.633502881033
ACH-000623,-0.539768251502
ACH-000624,-0.31374621502300004
ACH-000627,-0.477078130048
ACH-000630,-0.87061986267
ACH-000632,-0.6744494812809999
ACH-000633,-0.51442127903
ACH-000637,-0.492778114416
ACH-000638,-0.412317092647
ACH-000646,-0.402347805841
ACH-000647,-0.520401762856
ACH-000648,-0.20428103752000001
ACH-000649,-0.434004549145
ACH-000651,-0.7128729674359999
ACH-000652,-0.607570263919
ACH-000653,-0.561277208778
ACH-000657,-0.59138247044
ACH-000658,-0.602647101031
ACH-000661,-0.49378902838
ACH-000662,-0.0753529733505
ACH-000663,-0.49169673863799995
ACH-000665,-0.209806056558
ACH-000671,-0.5855288473260001
ACH-000673,-0.325892537282
ACH-000676,-0.44818213703800003
ACH-000677,-0.8912263868279999
ACH-000681,-0.5289788829850001
ACH-000682,-0.312554402342
ACH-000683,-0.513382913412
ACH-000684,-0.351476710477
ACH-000688,-0.390578458241
ACH-000693,-0.668692558494
ACH-000694,-0.785059350989
ACH-000695,-0.646629362641
ACH-000696,-0.650668899783
ACH-000697,-0.496097433724
ACH-000699,-0.777899755575
ACH-000701,-0.322977342795
ACH-000706,-0.742022263674
ACH-000711,-0.294378833951
ACH-000713,-0.35495244476899995
ACH-000714,-0.398621809596
ACH-000718,-0.360207554297
ACH-000720,-0.63635571984
ACH-000721,-0.48179811160400005
ACH-000724,-0.55170036784
ACH-000725,-0.714391034003
ACH-000732,-0.78849560286
ACH-000734,-0.674042752722
ACH-000735,-0.36871296108999996
ACH-000736,-0.35211287456
ACH-000738,-0.881673238913
ACH-000746,-0.39955287046
ACH-000747,-0.603452832108
ACH-000748,-0.45787948673600004
ACH-000753,-0.576579533853
ACH-000756,-0.390143629023
ACH-000757,-0.641397687521
ACH-000758,-0.38841042270900006
ACH-000760,-0.442454635866
ACH-000763,-0.663623766205
ACH-000764,-0.606673477272
ACH-000765,-0.75464868975
ACH-000766,-0.45844865282799996
ACH-000767,-0.45437138992299997
ACH-000768,-0.431153238863
ACH-000769,-0.616985251526
ACH-000770,-0.465847175936
ACH-000771,-0.43657581266900003
ACH-000773,-0.24519649452700001
ACH-000776,-0.558444106666
ACH-000777,-0.30074854708500004
ACH-000778,-0.880091987528
ACH-000781,-0.677512907245
ACH-000782,-0.545691782865
ACH-000783,-0.491619794478
ACH-000784,-0.56227355782
ACH-000785,-0.594430861917
ACH-000787,-0.505919686956
ACH-000788,-0.37837309563500005
ACH-000791,-0.530625672945
ACH-000792,-0.415436985848
ACH-000794,-0.199016959554
ACH-000796,-0.5461986299539999
ACH-000799,-0.58483919477
ACH-000800,-0.547278115596
ACH-000802,-0.468403929965
ACH-000804,-0.43617824622400003
ACH-000805,-0.362740633922
ACH-000809,-0.392156578895
ACH-000810,-0.45506811596600005
ACH-000811,-0.267436761715
ACH-000817,-0.632501708877
ACH-000819,-0.524919951155
ACH-000820,-0.639156798213
ACH-000821,-0.354405336577
ACH-000822,-0.484702937455
ACH-000823,-0.8149715289689999
ACH-000824,-0.8379444658990001
ACH-000827,-0.350255545868
ACH-000829,-0.47772578383000003
ACH-000831,-0.7433092832520001
ACH-000832,-0.6473167086689999
ACH-000833,-0.39895104456600006
ACH-000834,-0.596783206639
ACH-000835,-0.495638392391
ACH-000836,-0.48188531291000003
ACH-000837,-0.49152960501299997
ACH-000838,-0.632949590264
ACH-000839,-0.297296563095
ACH-000840,-0.27955222873
ACH-000841,-0.522565417378
ACH-000843,-0.567063128338
ACH-000846,-0.709606524236
ACH-000847,-0.681803439235
ACH-000848,-0.452099164028
ACH-000849,-0.653867178962
ACH-000851,-0.5911250609250001
ACH-000855,-0.9252128517679999
ACH-000856,-0.547538648349
ACH-000858,-0.732426823469
ACH-000859,-0.476285577888
ACH-000861,-0.647259829358
ACH-000862,-0.75171834702
ACH-000865,-0.728734594719
ACH-000866,-0.85336569262
ACH-000867,-0.662657417904
ACH-000869,-0.573101769415
ACH-000872,-0.463887643909
ACH-000873,-0.582274796587
ACH-000876,-0.6260587984089999
ACH-000878,-0.49264295895000004
ACH-000880,-0.548335258402
ACH-000881,-0.692712101689
ACH-000882,-0.671045345254
ACH-000884,-0.470181106187
ACH-000885,-0.713214139273
ACH-000887,-0.517153016175
ACH-000888,-0.49724825968
ACH-000889,-0.5626934652660001
ACH-000890,-0.302202572035
ACH-000896,-0.358928114327
ACH-000898,-0.552501080352
ACH-000900,-0.488283646652
ACH-000901,-0.36916957965499997
ACH-000905,-0.553828371433
ACH-000906,-0.409530122769
ACH-000907,-0.358182994688
ACH-000910,-0.583446797189
ACH-000911,-0.636650252138
ACH-000912,-0.396598482724
ACH-000913,-0.7609471591660001
ACH-000915,-0.648697753325
ACH-000916,0.138258546011
ACH-000917,-0.755336605255
ACH-000921,-0.573425282264
ACH-000924,-0.658900299943
ACH-000926,-0.519416998429
ACH-000928,-0.282151157873
ACH-000929,-0.327625304911
ACH-000932,-0.41783740655699997
ACH-000935,-0.438609727522
ACH-000936,-0.513656910451
ACH-000937,-0.448180097036
ACH-000938,-0.349447964379
ACH-000939,-0.522666783368
ACH-000941,-0.840396958867
ACH-000943,-0.582061929972
ACH-000946,-0.585393344445
ACH-000947,-0.6517209247619999
ACH-000948,-0.6256570193100001
ACH-000950,-0.425709791536
ACH-000953,-0.09068754863739999
ACH-000957,-0.506527163319
ACH-000958,-0.391298848
ACH-000960,-0.42194939708499996
ACH-000963,-0.77229015682
ACH-000968,-0.679389949936
ACH-000969,-0.626362412086
ACH-000973,-0.372932864127
ACH-000974,-0.509207446201
ACH-000975,-0.4707760813600001
ACH-000976,-0.29052519077399996
ACH-000978,0.0560534415728
ACH-000980,-0.671877589338
ACH-000984,-0.537276234173
ACH-000986,-0.282456289886
ACH-000988,-0.414511167148
ACH-000993,-0.201561249611
ACH-000994,-0.577255745079
ACH-000996,-0.392878696838
ACH-001001,-0.37936243038
ACH-001020,-0.605813035924
ACH-001028,-0.609332946346
ACH-001031,-0.886936065168
ACH-001038,-0.426362391603
ACH-001048,-0.490732293481
ACH-001050,-0.520987271475
ACH-001053,-0.516896860264
ACH-001054,-0.553107572839
ACH-001061,-0.696712331374
ACH-001067,-0.606129815657
ACH-001075,-0.598569179582
ACH-001096,-0.665052232838
ACH-001128,-0.424996714892
ACH-001134,-0.404712572235
ACH-001151,-0.428128403278
ACH-001163,-0.562510728222
ACH-001164,-0.465201890601
ACH-001173,-0.658497679523
ACH-001183,-0.294218636144
ACH-001184,-0.369843932787
ACH-001190,-0.41357980316299997
ACH-001192,-0.774617617166
ACH-001193,-0.6072668568899999
ACH-001196,-0.456214762532
ACH-001197,-0.584289620643
ACH-001205,-0.492019815673
ACH-001211,-0.463271545581
ACH-001212,-0.348972993178
ACH-001228,-0.5180290530899999
ACH-001232,-0.251261653911
ACH-001239,-0.6112006578010001
ACH-001274,-0.416762657381
ACH-001275,-0.453785255172
ACH-001277,-0.7157025509909999
ACH-001278,-0.42674677849799997
ACH-001280,-0.353428277672
ACH-001283,-0.8868467794310001
ACH-001289,-0.741657061666
ACH-001295,-0.42374186836800004
ACH-001300,-0.6353233993680001
ACH-001301,-0.518582780739
ACH-001302,-0.324166317005
ACH-001303,-0.7603615339800001
ACH-001306,-0.44083264836
ACH-001318,-0.679400339894
ACH-001322,-0.56392845612
ACH-001328,-0.32002779943000004
ACH-001332,-0.539971021079
ACH-001333,-0.14623530811
ACH-001336,-0.635198492006
ACH-001340,-0.45257002578999994
ACH-001346,-0.718375541257
ACH-001353,-0.29764717506099997
ACH-001354,-0.28407833024900003
ACH-001367,-0.177675199173
ACH-001368,-0.297882479219
ACH-001374,-0.6722923361900001
ACH-001375,-0.305904293578
ACH-001377,-0.45189519963
ACH-001380,-0.450885301849
ACH-001391,-0.40020584456299996
ACH-001407,-0.34491484139300005
ACH-001408,-0.398172492309
ACH-001413,-0.557672333985
ACH-001430,-0.503764041998
ACH-001431,-0.546159168754
ACH-001450,-0.563732346407
ACH-001496,-0.41253581585
ACH-001500,-0.586481162543
ACH-001521,-0.280314142526
ACH-001523,-0.420028961478
ACH-001532,-0.42624566178499995
ACH-001536,-0.627313629323
ACH-001550,-0.922838504191
ACH-001552,-0.295056807711
ACH-001554,-0.531449162839
ACH-001645,-0.374612962937
ACH-001654,-0.43071429349600004
ACH-001715,-0.352705380229
ACH-001735,-0.45905489498700003
ACH-001736,-0.395534496284
ACH-001737,-0.181501722018
ACH-001740,-0.6279998078719999
ACH-001745,-0.352718251552
ACH-001750,-0.504957243634
ACH-001765,-0.38946153126999994
ACH-001956,-0.23353485488899997
ACH-001957,-0.186124636235
