,MFSD2B (388931)
ACH-000004,0.136885079972
ACH-000007,-0.206890239353
ACH-000009,0.132542789252
ACH-000011,0.118830649526
ACH-000012,0.21993619364300002
ACH-000013,0.0871521739546
ACH-000014,0.292719307709
ACH-000015,0.021100499148
ACH-000017,0.0739505336995
ACH-000018,0.19793615428199998
ACH-000019,0.498045848287
ACH-000021,0.217057586499
ACH-000022,0.0283927185861
ACH-000025,0.24643896788699998
ACH-000028,0.230673774017
ACH-000030,0.166601640495
ACH-000035,0.0034026919108899995
ACH-000036,0.233854199334
ACH-000037,-0.110476479507
ACH-000039,0.465552059181
ACH-000040,0.14677852569900002
ACH-000041,0.137452170964
ACH-000042,0.080979834849
ACH-000045,0.168752237742
ACH-000047,-0.0043514005301
ACH-000052,0.114270781054
ACH-000053,0.164430341041
ACH-000054,0.024220250324699998
ACH-000055,0.0332488757619
ACH-000060,0.201717329793
ACH-000067,0.0254889738526
ACH-000070,-0.12852406707900002
ACH-000075,0.372496006537
ACH-000078,0.527448810195
ACH-000082,0.0683536239072
ACH-000085,0.0768456517542
ACH-000086,0.242805290143
ACH-000087,0.23931633356600002
ACH-000092,0.016545236203
ACH-000095,0.145260543639
ACH-000097,0.22350670310899998
ACH-000098,0.07971919830360001
ACH-000099,0.16104740487
ACH-000108,0.11639396987600001
ACH-000113,0.16811803562600003
ACH-000115,0.121930559859
ACH-000116,0.0733314871826
ACH-000118,0.147504696815
ACH-000120,-0.00575265207535
ACH-000123,0.0633626958882
ACH-000127,0.180964217794
ACH-000128,0.07185019659530001
ACH-000132,0.106679311019
ACH-000133,0.397574812217
ACH-000137,0.08467088671319999
ACH-000138,0.168697461624
ACH-000142,0.12658310587899999
ACH-000143,-0.09809093032019998
ACH-000146,0.0245883483352
ACH-000148,0.148311785197
ACH-000150,0.188885555273
ACH-000152,0.21373693200599997
ACH-000153,0.153853307256
ACH-000159,0.224433141608
ACH-000160,0.293180369613
ACH-000163,0.154321042152
ACH-000167,0.184620831505
ACH-000168,0.11019584111099999
ACH-000169,0.080304549645
ACH-000178,0.140250767455
ACH-000182,0.20400260891199998
ACH-000183,0.10128522990700001
ACH-000188,0.266927159049
ACH-000189,0.182885922152
ACH-000190,0.20955451932900002
ACH-000198,0.13209159141
ACH-000204,0.24046089449299998
ACH-000206,0.307952106827
ACH-000207,-0.0429744661757
ACH-000211,0.19758893614999998
ACH-000215,0.11990286197200001
ACH-000221,0.286682048954
ACH-000222,0.156591438999
ACH-000223,0.14272460871099998
ACH-000226,0.005867186995270001
ACH-000227,0.0549552237505
ACH-000228,0.170750486521
ACH-000231,0.12022226890000001
ACH-000232,0.0433996730502
ACH-000233,0.127735778896
ACH-000234,-0.07194116205739999
ACH-000235,0.028029300485000002
ACH-000237,0.14511564728700002
ACH-000238,0.0912218549908
ACH-000243,0.0848988840062
ACH-000244,0.115016345144
ACH-000246,0.150718307043
ACH-000248,0.136082133191
ACH-000250,0.06960898646930001
ACH-000251,0.00134042447694
ACH-000253,0.208070754356
ACH-000255,0.0908256574306
ACH-000256,0.255987614205
ACH-000257,0.234057739716
ACH-000258,-0.08448208350610001
ACH-000259,0.0629025409607
ACH-000260,0.112321155333
ACH-000261,0.0831434520632
ACH-000262,0.327629805966
ACH-000263,0.41244723736999994
ACH-000264,0.135089177239
ACH-000265,0.134266001711
ACH-000266,0.100395926548
ACH-000272,0.25819391831099997
ACH-000273,0.17560148303800002
ACH-000274,0.10175961634899999
ACH-000277,0.09873773519130001
ACH-000278,0.10655566923000001
ACH-000279,0.266002885149
ACH-000280,0.0977937497759
ACH-000281,-0.065994326127
ACH-000288,-0.0025318353450500004
ACH-000291,0.127169128575
ACH-000293,-0.00218701093936
ACH-000294,0.0926740980324
ACH-000295,0.223703409184
ACH-000296,0.270513495081
ACH-000302,0.138536383392
ACH-000304,-0.09920473476639999
ACH-000307,0.17338199079100003
ACH-000308,0.15050553512
ACH-000310,0.184402149795
ACH-000311,0.18275141486699997
ACH-000312,0.0176671590678
ACH-000315,0.040219124605199996
ACH-000316,0.100190218769
ACH-000317,0.443083246289
ACH-000318,0.25777903125
ACH-000319,0.139102347127
ACH-000320,0.0360356021416
ACH-000322,0.247303640984
ACH-000323,0.116682186975
ACH-000324,0.154105240141
ACH-000329,0.124677195279
ACH-000330,0.07018319097360001
ACH-000331,0.11245741109400001
ACH-000332,0.125596476304
ACH-000334,0.243180234804
ACH-000335,-0.0122273812106
ACH-000336,0.0033542592439
ACH-000337,0.18049486941
ACH-000339,0.15304147773600002
ACH-000341,0.131309433142
ACH-000348,0.0409860087951
ACH-000350,0.05622141374819999
ACH-000352,0.216752336872
ACH-000356,-0.132189456451
ACH-000361,0.0301661005372
ACH-000362,0.238521019298
ACH-000363,0.344445995819
ACH-000364,0.212026297829
ACH-000365,0.194768376164
ACH-000366,0.149708659444
ACH-000368,0.292078042146
ACH-000374,0.19127232152899998
ACH-000375,-0.167268985852
ACH-000376,0.11285024209200001
ACH-000381,-0.0654546104652
ACH-000383,0.192936674842
ACH-000387,0.060067399707899996
ACH-000389,0.029045229555700002
ACH-000390,0.0989486587276
ACH-000393,-0.00804645737936
ACH-000395,0.124295337677
ACH-000397,0.0869978325927
ACH-000401,-0.08584770345909999
ACH-000402,-0.08725049497500001
ACH-000403,0.06705525866039999
ACH-000404,-0.00241424804131
ACH-000406,0.08124173454589999
ACH-000407,0.165745108633
ACH-000408,0.125454281057
ACH-000410,0.00730870124313
ACH-000411,0.26410193208599997
ACH-000414,0.13503166394899999
ACH-000415,0.162956485696
ACH-000416,0.13996910088300002
ACH-000420,0.254576958849
ACH-000421,0.148234963264
ACH-000424,0.268459848689
ACH-000425,0.15678380650999998
ACH-000426,0.106197697128
ACH-000427,0.144046229154
ACH-000433,0.19556811228300003
ACH-000436,0.13226094532
ACH-000444,0.013574795470200001
ACH-000445,0.100063667989
ACH-000448,0.04654566986790001
ACH-000450,0.214750265464
ACH-000452,0.215522990485
ACH-000454,0.14177204779799998
ACH-000458,0.0977262782879
ACH-000459,0.157789773413
ACH-000460,0.19982643745099998
ACH-000461,0.33903545573399996
ACH-000463,-0.009504936198629998
ACH-000464,0.0585951009355
