,INPP5J (27124)
ACH-000004,0.386430806296
ACH-000007,0.166412975147
ACH-000009,0.163460968978
ACH-000011,0.107494597508
ACH-000012,0.153239461138
ACH-000013,0.148056405659
ACH-000014,0.19851850468899998
ACH-000015,0.0564729897548
ACH-000017,0.189480487146
ACH-000018,0.07667170257289999
ACH-000019,0.08191353475810001
ACH-000021,0.239011536534
ACH-000022,0.295290065695
ACH-000025,0.14454802815
ACH-000028,0.17711998703499998
ACH-000030,0.0618042825509
ACH-000035,0.149913669516
ACH-000036,0.13557196232000002
ACH-000037,0.36933753478299997
ACH-000039,0.137201990065
ACH-000040,0.373000701215
ACH-000041,0.282268926107
ACH-000042,0.0710388014837
ACH-000045,0.226353624507
ACH-000047,0.192592380458
ACH-000052,0.45110150505900004
ACH-000053,0.258044662776
ACH-000054,0.144538296925
ACH-000055,0.007323250140890001
ACH-000060,0.106928642152
ACH-000067,0.0604962405339
ACH-000070,0.130367217722
ACH-000075,0.49191226323700005
ACH-000078,0.210665560219
ACH-000082,0.260945637677
ACH-000085,0.271997785409
ACH-000086,0.23666168296100001
ACH-000087,0.441706606906
ACH-000092,0.11109072467900001
ACH-000095,0.19747338257599997
ACH-000097,0.194689053247
ACH-000098,0.26445648118500004
ACH-000099,0.221578507438
ACH-000108,0.241108865577
ACH-000113,0.263147518423
ACH-000115,0.17908404536400002
ACH-000116,0.160979050659
ACH-000118,0.256716215857
ACH-000120,0.287202103644
ACH-000123,0.118314028005
ACH-000127,0.24475753762
ACH-000128,0.166501571757
ACH-000132,0.142129534093
ACH-000133,0.0713221573286
ACH-000137,0.283394560947
ACH-000138,0.31689243837
ACH-000142,0.146637655857
ACH-000143,0.07434040481080001
ACH-000146,0.178439993072
ACH-000148,0.270845133242
ACH-000150,0.197708589983
ACH-000152,0.392702448634
ACH-000153,0.30876938165
ACH-000159,0.512807117724
ACH-000160,0.302717223935
ACH-000163,0.305730705786
ACH-000167,0.253572985533
ACH-000168,0.223406934707
ACH-000169,0.18802140151799998
ACH-000178,0.33414532142700004
ACH-000182,0.279561077061
ACH-000183,0.005978188558520001
ACH-000188,0.215650457348
ACH-000189,0.155648205415
ACH-000190,0.28010217107200003
ACH-000198,0.303832624945
ACH-000204,0.0262831594803
ACH-000206,0.331463062293
ACH-000207,0.046207114407900006
ACH-000211,0.217414007132
ACH-000215,0.28632810875500003
ACH-000221,0.30643704008
ACH-000222,0.504905004112
ACH-000223,0.308191362265
ACH-000226,0.15097814043299998
ACH-000227,0.452340489763
ACH-000228,0.026581687958499998
ACH-000231,0.013802829964700001
ACH-000232,0.22557191387400002
ACH-000233,0.176114976922
ACH-000234,0.24028780885
ACH-000235,0.24479791047899999
ACH-000237,0.250519656505
ACH-000238,0.41432025160400004
ACH-000243,0.28005396651000003
ACH-000244,0.346275605639
ACH-000246,0.246570920755
ACH-000248,0.211194861846
ACH-000250,0.268973138395
ACH-000251,0.208431648165
ACH-000253,0.236554176169
ACH-000255,0.08731829877240001
ACH-000256,0.0682418902606
ACH-000257,0.166653177495
ACH-000258,0.282388962507
ACH-000259,0.11688535004799999
ACH-000260,0.22529100329100002
ACH-000261,0.279737163265
ACH-000262,0.29758287229499997
ACH-000263,0.369164078154
ACH-000264,0.0729642116751
ACH-000265,0.275584813067
ACH-000266,0.24948558594999998
ACH-000272,0.277234033598
ACH-000273,0.37145818788699997
ACH-000274,0.210929806547
ACH-000277,0.07900867277460001
ACH-000278,0.039299636319
ACH-000279,0.172058751214
ACH-000280,0.0363955366901
ACH-000281,0.307640696042
ACH-000288,0.28656632599599996
ACH-000291,0.1651413176
ACH-000293,0.160027863145
ACH-000294,0.272165124507
ACH-000295,0.17958619984299998
ACH-000296,0.44960708763400004
ACH-000302,0.202936889212
ACH-000304,0.296597136869
ACH-000307,0.18133853833
ACH-000308,0.27956341746
ACH-000310,0.223011879076
ACH-000311,-0.0514586317715
ACH-000312,0.0822969913122
ACH-000315,0.033302001328699996
ACH-000316,0.297830113493
ACH-000317,0.283955249897
ACH-000318,0.180891595625
ACH-000319,0.300475499596
ACH-000320,0.059958205132900004
ACH-000322,0.18224959349800002
ACH-000323,0.10882314343
ACH-000324,0.254274679209
ACH-000329,0.36121703003399996
ACH-000330,0.265401123341
ACH-000331,0.320449275187
ACH-000332,0.20297049768599998
ACH-000334,0.49179469942000004
ACH-000335,0.265587956149
ACH-000336,-0.10544921926300001
ACH-000337,-0.031779215133
ACH-000339,0.28347219348499997
ACH-000341,0.202600637672
ACH-000348,0.297979157579
ACH-000350,0.09936522548769999
ACH-000352,0.115440177413
ACH-000356,-0.0829787617427
ACH-000361,0.22814378188200002
ACH-000362,0.25477102090500003
ACH-000363,0.187324534971
ACH-000364,0.28407406754500003
ACH-000365,0.284988082389
ACH-000366,0.208598090581
ACH-000368,-0.0569467494131
ACH-000374,0.399972460661
ACH-000375,0.505318203811
ACH-000376,0.14632332597300002
ACH-000381,0.126112467416
ACH-000383,0.301288520266
ACH-000387,0.102690757461
ACH-000389,0.0207851753662
ACH-000390,0.114684362873
ACH-000393,0.0853500564405
ACH-000395,0.446235137634
ACH-000397,0.347431677284
ACH-000401,0.300555425465
ACH-000402,0.524017756323
ACH-000403,0.235115800178
ACH-000404,0.054687365731600004
ACH-000406,0.130712703013
ACH-000407,0.27660248441199997
ACH-000408,0.15979072483200002
ACH-000410,0.23175375907900003
ACH-000411,0.44900570778800003
ACH-000414,0.24277567417800003
ACH-000415,0.234002246265
ACH-000416,0.289815838938
ACH-000420,0.218140854364
ACH-000421,0.122846203081
ACH-000424,0.387481943755
ACH-000425,0.179905895122
ACH-000426,0.125510779229
ACH-000427,0.0117300381568
ACH-000433,0.24680873665800002
ACH-000436,0.275805305698
ACH-000444,0.16261911420999997
ACH-000445,0.163629957545
ACH-000448,0.283663506965
ACH-000450,0.124980707961
ACH-000452,0.21101253802499997
ACH-000454,0.22347427311999998
ACH-000458,0.131380792039
ACH-000459,0.287798889892
ACH-000460,0.271907500633
ACH-000461,0.13167325104699998
ACH-000463,0.34061317176899997
ACH-000464,0.21343211553199998
ACH-000466,0.00839855390987
ACH-000467,0.38055966420500004
ACH-000468,0.17227472097600002
ACH-000469,0.176330796532
ACH-000470,0.05466392024680001
ACH-000471,0.22944768876
ACH-000472,0.329397307672
ACH-000473,0.130692452548
ACH-000475,0.10550420787900001
ACH-000476,0.271342575286
ACH-000477,0.35466911874300006
ACH-000480,0.24800020066999998
ACH-000481,0.127122973019
ACH-000483,0.141104037083
ACH-000484,0.269410442982
ACH-000485,0.229463146803
ACH-000486,0.237612378672
ACH-000487,0.36379766379
ACH-000488,0.153644333832
ACH-000490,0.14780740833
ACH-000491,0.28708496039000003
ACH-000495,0.469509732013
ACH-000496,0.302627487724
ACH-000499,0.478791496415
ACH-000500,0.183381533044
ACH-000502,0.10500501445499999
ACH-000503,-0.0922119798345
ACH-000505,0.25152918636300003
ACH-000507,0.252680226447
ACH-000510,0.226311147696
ACH-000511,0.342512008002
ACH-000512,0.344104524418
ACH-000516,0.0133366647061
ACH-000517,0.140021543498
ACH-000518,0.21777581415999997
ACH-000520,0.304791341327
ACH-000521,0.309623928783
ACH-000522,0.28674056350099997
ACH-000524,0.20445125507800002
ACH-000527,0.12137059302400001
ACH-000528,0.17432432541700002
ACH-000537,0.17362632425799998
ACH-000541,0.39605573969999996
ACH-000542,0.195686881142
ACH-000544,0.323833126934
ACH-000545,0.194730714451
ACH-000547,0.34926459508100005
ACH-000548,0.382739117237
ACH-000549,0.040883480778999996
ACH-000550,0.286575486166
ACH-000552,0.106251595243
ACH-000556,0.183543015935
ACH-000557,0.11243660367799999
ACH-000570,0.12653443605599998
ACH-000571,0.149507518146
ACH-000573,0.33294756639
ACH-000576,0.0113384001243
ACH-000580,0.43174064610699997
ACH-000584,0.104689066655
ACH-000585,0.362982683912
ACH-000588,0.17180894998799998
ACH-000589,0.133193559297
ACH-000591,0.135259886533
ACH-000593,0.348238857227
ACH-000600,0.37793535131399997
ACH-000601,0.17560317289000002
ACH-000604,0.0972719914006
ACH-000605,0.24836187121199998
ACH-000606,0.164238285953
ACH-000608,0.20140130055799998
ACH-000614,0.38969073106200003
ACH-000616,0.169073544012
ACH-000618,0.200870495376
ACH-000619,0.19778733351599997
ACH-000620,0.33773301514799997
ACH-000621,0.29924759087499997
ACH-000622,0.22929220543900003
ACH-000623,0.111094147796
ACH-000624,0.148077069782
ACH-000627,0.018961717188400003
ACH-000630,0.12599490302400002
ACH-000632,0.166262288081
ACH-000633,0.187550739574
ACH-000637,-0.071588567345
ACH-000638,0.15560143433
ACH-000646,0.332565831741
ACH-000647,0.21901841701400002
ACH-000648,0.247003686099
ACH-000649,0.322229608078
ACH-000651,0.0662089229237
ACH-000652,0.306832495576
ACH-000653,0.313874894495
ACH-000657,0.140784790669
ACH-000658,0.12821741302
ACH-000661,0.248079467867
ACH-000662,0.445278062932
ACH-000663,0.203029587628
ACH-000665,0.32212984045000004
ACH-000671,0.15033096583699998
ACH-000673,0.167806232912
ACH-000676,0.328137556473
ACH-000677,0.261363832751
ACH-000681,0.249477424937
ACH-000682,0.137173433194
ACH-000683,0.32282685740899997
ACH-000684,0.334285857884
ACH-000688,0.205194217603
ACH-000693,0.052801548674099995
ACH-000694,0.243057297104
ACH-000695,0.193194796265
ACH-000696,0.22423725276700002
ACH-000697,0.14961579162
ACH-000699,0.28612235208799996
ACH-000701,0.132648726555
ACH-000706,0.132093912516
ACH-000711,0.155995765506
ACH-000713,0.355543201282
ACH-000714,0.118712955195
ACH-000718,0.187998511202
ACH-000720,0.09193360135949999
ACH-000721,0.18930291062399998
ACH-000724,0.245385521156
ACH-000725,-0.0679622170635
ACH-000732,0.15514618418099999
ACH-000734,0.188262233874
ACH-000735,0.092884852832
ACH-000736,0.11087155867999998
ACH-000738,0.21386141997299998
ACH-000746,0.556360077892
ACH-000747,0.194637103542
ACH-000748,0.250073181646
ACH-000753,0.166461897701
ACH-000756,0.320404526726
ACH-000757,-0.139734833149
ACH-000758,0.219961963804
ACH-000760,0.292392142373
ACH-000763,0.102227991184
ACH-000764,0.20528311327100002
ACH-000765,0.16732457452
ACH-000766,0.05324491749699999
ACH-000767,0.170630189049
ACH-000768,0.178639592324
ACH-000769,0.18948810652399997
ACH-000770,0.156977287483
ACH-000771,0.314222803335
ACH-000773,0.307562545668
ACH-000776,0.183940784657
ACH-000777,0.0816487134209
ACH-000778,0.142902126543
ACH-000781,0.19049907792999998
ACH-000782,0.0194527023922
ACH-000783,0.22903091929900002
ACH-000784,0.129426782421
ACH-000785,0.292286454135
ACH-000787,0.260465196624
ACH-000788,0.0983697169405
ACH-000791,-0.096083418189
ACH-000792,0.191882012185
ACH-000794,0.212523459726
ACH-000796,0.35985017188900004
ACH-000799,0.344008686996
ACH-000800,0.033530070477999996
ACH-000802,0.29402212521
ACH-000804,0.331785853339
ACH-000805,0.0605390374046
ACH-000809,0.13912980692
