,ATAT1 (79969)
ACH-000004,-0.152245241646
ACH-000007,-0.226285965315
ACH-000009,-0.256032794387
ACH-000011,-0.045353697966499996
ACH-000012,-0.20507001213799997
ACH-000013,-0.0377927184073
ACH-000014,-0.20577833333299997
ACH-000015,-0.0616092021693
ACH-000017,-0.2134405325
ACH-000018,-0.128142117869
ACH-000019,-0.0911183648278
ACH-000021,-0.0133830934253
ACH-000022,-0.18579681667300002
ACH-000025,-0.0378691692274
ACH-000028,-0.19299798942000002
ACH-000030,-0.0337982071915
ACH-000035,-0.17429109929
ACH-000036,-0.0909484834559
ACH-000037,-0.258205775726
ACH-000039,-0.11067515790999999
ACH-000040,-0.196273648169
ACH-000041,0.0197642981195
ACH-000042,-0.13859418105000001
ACH-000045,-0.056963261380699994
ACH-000047,-0.14311425911800002
ACH-000052,-0.316392229886
ACH-000053,-0.183604452972
ACH-000054,-0.048052042363
ACH-000055,-0.18165789772399998
ACH-000060,-0.154536786693
ACH-000067,-0.122536566896
ACH-000070,-0.224458059939
ACH-000075,-0.248820701748
ACH-000078,-0.112741455983
ACH-000082,-0.148690534694
ACH-000085,-0.0540846578519
ACH-000086,-0.11328123061300001
ACH-000087,0.0960990114033
ACH-000092,-0.10494840587899999
ACH-000095,-0.12524465589199998
ACH-000097,-0.09201036535399999
ACH-000098,-0.171284340577
ACH-000099,-0.07437674120410001
ACH-000108,-0.116339232202
ACH-000113,-0.0513018069437
ACH-000115,-0.318552190019
ACH-000116,-0.0888397018982
ACH-000118,-0.142763371704
ACH-000120,-0.14016018548599998
ACH-000123,-0.15402968406099998
ACH-000127,-0.130362269669
ACH-000128,-0.254197579084
ACH-000132,-0.035347371196599996
ACH-000133,-0.17463839493299999
ACH-000137,-0.13797271785499998
ACH-000138,-0.148255110043
ACH-000142,-0.117572202992
ACH-000143,-0.038738321272800004
ACH-000146,-0.199743744342
ACH-000148,0.017104199884899998
ACH-000150,0.039575150891400006
ACH-000152,0.010395839169600001
ACH-000153,0.144481722615
ACH-000159,-0.165124618458
ACH-000160,-0.20644723742499999
ACH-000163,0.14231721487500001
ACH-000167,-0.322106867039
ACH-000168,-0.26327239771
ACH-000169,-0.07687534452150001
ACH-000178,0.0152447884089
ACH-000182,0.0112018785484
ACH-000183,-0.322770163451
ACH-000188,0.0406491380734
ACH-000189,0.00344489308405
ACH-000190,-0.186484790581
ACH-000198,-0.143161389546
ACH-000204,-0.279703597404
ACH-000206,0.130762744921
ACH-000207,-0.43793599495499996
ACH-000211,-0.0673639455862
ACH-000215,-0.055694733026999996
ACH-000221,0.194925367732
ACH-000222,-0.08854000345839999
ACH-000223,-0.30469956001
ACH-000226,-0.17032375869199998
ACH-000227,0.16477727668199998
ACH-000228,-0.36443688891900006
ACH-000231,-0.131252818262
ACH-000232,-0.08445886095249999
ACH-000233,-0.0484512795847
ACH-000234,-0.140500794529
