,TC2N (123036)
ACH-000004,0.241529004186
ACH-000007,0.268216969865
ACH-000009,0.0956646246301
ACH-000011,0.060608348161000004
ACH-000012,0.153078328639
ACH-000013,0.10872210547399999
ACH-000014,0.254890098552
ACH-000015,0.139670106715
ACH-000017,-0.0615807643796
ACH-000018,-0.0910383984286
ACH-000019,0.109531950733
ACH-000021,0.17969816244800002
ACH-000022,0.0423863190976
ACH-000025,0.134043871781
ACH-000028,0.129959780955
ACH-000030,0.144268368904
ACH-000035,0.267110632553
ACH-000036,0.0971152738057
ACH-000037,0.242443207158
ACH-000039,0.0355793343164
ACH-000040,0.140532744628
ACH-000041,-0.0566450423291
ACH-000042,0.164908879965
ACH-000045,0.156306565466
ACH-000047,0.131889486876
ACH-000052,0.00804426976214
ACH-000053,0.122810975201
ACH-000054,0.00100458588409
ACH-000055,0.298812360942
ACH-000060,0.23085386809900002
ACH-000067,0.0562349885369
ACH-000070,-0.012630111096099999
ACH-000075,0.0766262329681
ACH-000078,0.0171721598238
ACH-000082,-0.0433169680315
ACH-000085,0.105060494696
ACH-000086,0.111227536084
ACH-000087,0.0673292226253
ACH-000092,0.0969815953264
ACH-000095,0.0385415809587
ACH-000097,0.0695262778154
ACH-000098,0.035209390295000004
ACH-000099,0.188568636954
ACH-000108,0.0663916888523
ACH-000113,0.0828695010256
ACH-000115,0.210120907487
ACH-000116,0.0802515426648
ACH-000118,0.0946282598254
ACH-000120,-0.027617777769200002
ACH-000123,-0.0259665718965
ACH-000127,0.0965248027552
ACH-000128,0.04552592726080001
ACH-000132,0.0476776874773
ACH-000133,0.189095861392
ACH-000137,0.16369935017
ACH-000138,0.0540027913354
ACH-000142,0.19082793906800002
ACH-000143,0.0124202235396
ACH-000146,0.176347688965
ACH-000148,0.048634611094199996
ACH-000150,0.229417480324
ACH-000152,0.192047267084
ACH-000153,-0.158948217565
ACH-000159,0.19336235370700003
ACH-000160,0.0620448435207
ACH-000163,0.08858363022160001
ACH-000167,0.0848856266758
ACH-000168,-0.0384422834007
ACH-000169,0.021149261027900004
ACH-000178,0.1563749653
ACH-000182,0.164937742748
ACH-000183,0.0762117402434
ACH-000188,0.0884936226327
ACH-000189,0.006764436588880001
ACH-000190,0.0615160306266
ACH-000198,0.0288315183985
ACH-000204,-0.0571096186578
ACH-000206,0.04229443937030001
ACH-000207,0.207798639308
ACH-000211,-0.0340300114536
ACH-000215,0.112842106095
ACH-000221,0.0234626107457
ACH-000222,0.0878583447236
ACH-000223,0.0652401636971
ACH-000226,0.0565709285888
ACH-000227,-0.007208754828399999
ACH-000228,0.176732306782
ACH-000231,0.039242032952300006
ACH-000232,0.08838445287699999
ACH-000233,0.193820639699
ACH-000234,0.315908913596
ACH-000235,0.12209194722899999
ACH-000237,0.22760478354400002
ACH-000238,0.0766179542781
ACH-000243,0.130025562844
ACH-000244,0.186873501479
ACH-000246,0.0339244416691
ACH-000248,0.0731304611397
ACH-000250,0.061156317817400004
ACH-000251,0.034286365347000004
ACH-000253,0.125479423471
ACH-000255,0.151568896438
ACH-000256,0.12429747898099999
ACH-000257,-0.0014410170343599998
ACH-000258,0.0641918530957
ACH-000259,0.09576571588539999
ACH-000260,0.084559906015
ACH-000261,0.0814030464794
ACH-000262,0.23549298754999998
ACH-000263,0.101144447168
ACH-000264,0.0681798278485
ACH-000265,0.167095795316
ACH-000266,0.11543779017000001
ACH-000272,0.0668222469918
ACH-000273,0.0933083447418
ACH-000274,0.0408881365287
ACH-000277,0.0331345910367
ACH-000278,0.117875008228
ACH-000279,0.0527600955119
ACH-000280,0.108022341178
ACH-000281,0.18374356932100003
ACH-000288,0.036879213841800006
ACH-000291,0.17396534831399998
ACH-000293,0.10428055138
ACH-000294,0.0704094677398
ACH-000295,0.0285565352483
ACH-000296,0.110142769735
ACH-000302,0.148407340333
ACH-000304,0.25482069486
ACH-000307,0.24260848324099998
ACH-000308,0.0555643945269
ACH-000310,0.042845699704400005
ACH-000311,0.0879738317949
ACH-000312,0.0705168877803
ACH-000315,0.0802000780558
ACH-000316,0.0196279064062
ACH-000317,0.129801054838
ACH-000318,0.20623601427299998
ACH-000319,0.180356325775
ACH-000320,0.0413779918169
ACH-000322,0.147166036821
ACH-000323,0.083554663529
ACH-000324,0.0859376426147
ACH-000329,0.062175211105500006
ACH-000330,0.0414911812236
ACH-000331,0.22846101169500002
ACH-000332,0.0318173350035
ACH-000334,-0.0896356462196
ACH-000335,-0.1160271043
ACH-000336,0.132562729703
ACH-000337,0.0860708223455
ACH-000339,0.18045339358100002
ACH-000341,0.121416906037
ACH-000348,0.0148431652128
ACH-000350,0.204416298136
ACH-000352,0.223900116632
