,NFYA (4800)
ACH-000821,-0.53000564363
ACH-000822,-0.763808639097
ACH-000823,-0.282674307367
ACH-000824,-0.203335970437
ACH-000827,-0.399803307669
ACH-000829,-0.389471821247
ACH-000831,-0.5008595101300001
ACH-000832,-0.296519237722
ACH-000833,-0.143878450125
ACH-000834,-0.489600967036
ACH-000835,-0.41584862321599997
ACH-000836,-0.0064466193389
ACH-000837,-0.656314847265
ACH-000838,-0.425027743709
ACH-000839,-0.27690930604499997
ACH-000840,-0.593751127516
ACH-000841,-0.295006032699
ACH-000843,-0.42253552823299995
ACH-000846,-0.133452183876
ACH-000847,-0.142820870204
ACH-000848,-0.443487837616
ACH-000849,-0.28350555628699997
ACH-000851,-0.705831382222
ACH-000855,-0.303870348394
ACH-000856,-0.375279628919
ACH-000858,-0.335918128051
ACH-000859,0.0029375534696200003
ACH-000861,-0.47624338685199996
ACH-000862,-0.349457043067
ACH-000865,-0.37922991517099996
ACH-000866,-0.349476903841
ACH-000867,-0.464159115959
ACH-000869,-0.8158754338779999
ACH-000872,-0.237909869936
ACH-000873,-0.206898552218
ACH-000876,-0.253859700157
ACH-000878,-0.337711834793
ACH-000880,-0.44816611467399997
ACH-000881,-0.5688765418039999
ACH-000882,-0.53513797124
ACH-000884,-0.362754909731
ACH-000885,-0.387034438419
ACH-000887,-0.341946301365
ACH-000888,-0.390350077872
ACH-000889,-0.16942602258499997
ACH-000890,-0.49837194444300004
ACH-000896,-0.197836167769
ACH-000898,-0.521963984359
ACH-000900,-0.580604233638
ACH-000901,-0.16859842129500002
ACH-000905,-0.439320577737
ACH-000906,-0.189775925418
ACH-000907,-0.45572849693800005
ACH-000910,-0.347608295016
ACH-000911,-0.394928437041
ACH-000912,-0.351398577575
ACH-000913,-0.275004171096
ACH-000915,-0.444266644027
ACH-000916,-0.621569740285
ACH-000917,-0.445428828316
ACH-000921,-0.372910108412
ACH-000924,-0.455606249399
ACH-000926,-0.444551369039
ACH-000928,-0.6209836253850001
ACH-000929,-0.533081915498
ACH-000932,-0.437204058987
ACH-000935,-0.39469474605
ACH-000936,-0.0186574944377
ACH-000937,-0.221909366287
ACH-000938,-0.539062664386
ACH-000939,-0.137814714059
ACH-000941,-0.746327487032
ACH-000943,-0.41046797568300003
ACH-000946,-0.457353474614
ACH-000947,-0.314297376638
ACH-000948,-0.43742498067
ACH-000950,-0.31279458267
ACH-000953,-0.150301172585
ACH-000957,-0.555383359667
ACH-000958,-0.238159483162
ACH-000960,-0.572409681275
ACH-000963,-0.542895000703
ACH-000968,-0.344984954278
ACH-000969,-0.508014505582
ACH-000973,-0.280832302533
ACH-000974,-0.253814573197
ACH-000975,-0.282875544771
ACH-000976,-0.447975013481
ACH-000978,-0.274245694697
ACH-000980,-0.41092925665200003
ACH-000984,-0.828374710097
ACH-000986,-0.552754065258
ACH-000988,-0.297422600345
ACH-000993,-0.33817514409500005
ACH-000994,-0.443018734324
ACH-000996,-0.470677886233
ACH-001001,-0.222742303979
ACH-001020,0.286403407268
ACH-001028,-0.151947272548
ACH-001031,-0.309568189226
ACH-001038,-0.322199521656
ACH-001048,-0.366078059424
ACH-001050,-0.173542127259
ACH-001053,-0.178066078689
ACH-001054,-0.147361405741
ACH-001061,-0.438812229045
ACH-001067,-0.450497948785
ACH-001075,-0.569418404284
ACH-001096,-0.43742615190800005
ACH-001128,0.635559142921
ACH-001134,-0.45515146445
ACH-001151,-0.48239200464800003
ACH-001163,-0.33828884591799996
ACH-001164,-0.0633380511798
ACH-001173,-0.366541684981
ACH-001183,-0.408148405302
ACH-001184,-0.44710902969599997
ACH-001190,-0.47900075346999993
ACH-001192,-0.35979807520900003
ACH-001193,-0.400165296571
ACH-001196,-0.710244530697
ACH-001197,-0.355798885744
ACH-001205,-0.41474218833899995
ACH-001211,-0.68762623521
ACH-001212,-0.128026786031
ACH-001228,-0.418457282672
ACH-001232,-0.272221854143
ACH-001239,-0.43703564383500004
ACH-001274,-0.228550554449
ACH-001275,-0.506205337223
ACH-001277,-0.504163602795
ACH-001278,-0.601268612526
ACH-001280,-0.331165077271
ACH-001283,-0.0913290326082
ACH-001289,-0.47320018807400005
ACH-001295,-0.306487887197
ACH-001300,-0.10829718362099999
ACH-001301,-0.37309270064800004
ACH-001302,0.413638393766
ACH-001303,-0.35434118076
ACH-001306,-0.127929079114
ACH-001318,-0.39432743667099995
ACH-001322,-0.386078464578
ACH-001328,-0.20626397776
ACH-001332,-0.35853315557099996
ACH-001333,-0.385209963489
ACH-001336,-0.174698808653
ACH-001340,-0.240650173034
ACH-001346,-0.386048756746
ACH-001353,-0.417857181256
ACH-001354,-0.45427736815499997
ACH-001367,0.101319970212
ACH-001368,-0.271328282893
ACH-001374,-0.766716471682
ACH-001375,-0.0966406557832
ACH-001377,-0.650275380047
ACH-001380,-0.243179139528
ACH-001391,-0.438311531614
ACH-001407,-0.143769416541
ACH-001408,-0.195743492542
ACH-001413,-0.539600456253
ACH-001430,-0.38188001600500004
ACH-001431,-0.402939841575
ACH-001450,-0.375660006455
ACH-001496,-0.00295107738375
ACH-001500,-0.0902106762657
ACH-001521,-0.152764857085
ACH-001523,-0.504223399919
ACH-001532,-0.401198982716
ACH-001536,-0.402835246814
ACH-001550,-0.08202926341519999
ACH-001552,-0.267024595644
ACH-001554,-0.235373252273
ACH-001645,-0.357533544601
ACH-001654,-0.411345590142
ACH-001715,-0.37085092593900004
ACH-001735,-0.524302752214
ACH-001736,-0.586431519048
ACH-001737,0.49786262562100003
ACH-001740,-0.32808943557500003
ACH-001745,-0.203726226111
ACH-001750,-0.434890316978
ACH-001765,-0.44060337815399997
ACH-001956,-0.512472217965
ACH-001957,-0.253521251563
