,GAREM (64762)
ACH-000004,0.287302484661
ACH-000007,-0.043063373088499994
ACH-000009,0.0223508330589
ACH-000011,0.201604562042
ACH-000012,0.10896525117799999
ACH-000013,-0.0312102306552
ACH-000014,0.18880640583900002
ACH-000015,0.0369217528476
ACH-000017,0.0198054311485
ACH-000018,0.421301781189
ACH-000019,0.009929977408860001
ACH-000021,-0.0313116674968
ACH-000022,0.24021497381999998
ACH-000025,0.036939637999
ACH-000028,0.12125010771400001
ACH-000030,0.052516343360599994
ACH-000035,0.0626778644496
ACH-000036,0.155050851631
ACH-000037,0.173918360114
ACH-000039,-0.364796084155
ACH-000040,0.234635985149
ACH-000041,0.142669310759
ACH-000042,-0.058393370820699994
ACH-000045,0.056165347491300005
ACH-000047,0.0534930021254
ACH-000052,0.164119290121
ACH-000053,-0.012734919858600001
ACH-000054,0.0606165514514
ACH-000055,-0.132289484617
ACH-000060,0.07221017661689999
ACH-000067,0.37017176240099997
ACH-000070,0.213799242117
ACH-000075,0.18299776361499998
ACH-000078,-0.0344146723585
ACH-000082,0.123448655755
ACH-000085,0.215151407131
ACH-000086,0.150085297311
ACH-000087,0.436109950367
ACH-000092,0.30150781404800003
ACH-000095,0.09214859466530001
ACH-000097,0.0781778777509
ACH-000098,0.15107833890300001
ACH-000099,0.107736659115
ACH-000108,0.00959614801924
ACH-000113,0.0377458998721
ACH-000115,0.204827355694
ACH-000116,0.09268919125050001
ACH-000118,-0.00316370136397
ACH-000120,-0.09335808933710002
ACH-000123,0.0547653670586
ACH-000127,0.107647849982
ACH-000128,0.146010337439
ACH-000132,0.00582644119826
ACH-000133,0.305952134485
ACH-000137,0.04855393030809999
ACH-000138,-0.139362835106
ACH-000142,0.07763370198269999
ACH-000143,0.167099679827
ACH-000146,-0.105188386062
ACH-000148,0.132216361032
ACH-000150,0.280041644908
ACH-000152,0.269964000585
ACH-000153,0.0943910378281
ACH-000159,0.125976914698
ACH-000160,-0.0224043974677
ACH-000163,0.0696157082349
ACH-000167,-0.0360044351037
ACH-000168,-0.019569972337499998
ACH-000169,0.08655814166919999
ACH-000178,0.071463923612
ACH-000182,0.09395158243589999
ACH-000183,0.0579235446978
ACH-000188,0.08823818077880001
ACH-000189,-0.15261820623199998
ACH-000190,0.0608015584981
ACH-000198,-0.0702895386472
ACH-000204,-0.042561868854099995
ACH-000206,0.126071971292
ACH-000207,0.0894448450757
ACH-000211,0.0229387523325
ACH-000215,0.07723172808569999
ACH-000221,0.125932795384
ACH-000222,0.014649128477199999
ACH-000223,0.040309711467699995
ACH-000226,-0.0871282710353
ACH-000227,0.0653491297152
ACH-000228,0.0136527281711
ACH-000231,0.1274186204
ACH-000232,0.0916827453486
ACH-000233,0.09394125630560002
ACH-000234,0.037715685704
ACH-000235,-0.03825535260830001
ACH-000237,0.143915543208
ACH-000238,0.14020473375999998
ACH-000243,-0.030942237551700003
ACH-000244,0.380774439407
ACH-000246,-0.006025167016989999
ACH-000248,0.0657302217895
ACH-000250,0.0610372442568
ACH-000251,0.0609421094759
ACH-000253,0.14332582474199998
ACH-000255,0.145936928403
ACH-000256,0.0800017649527
ACH-000257,0.06445766613199999
ACH-000258,0.04262934927400001
ACH-000259,0.130647689913
ACH-000260,-0.04802915797619999
ACH-000261,-0.0194680035612
ACH-000262,0.0578673523637
ACH-000263,-0.07512559667610001
ACH-000264,0.042319030460000004
ACH-000265,0.0383512753711
ACH-000266,-0.00171903817243
ACH-000272,0.07346381253439999
ACH-000273,0.0497284850312
ACH-000274,0.11630471285999998
ACH-000277,0.173143418337
ACH-000278,-0.027123318631899998
ACH-000279,0.19936998957000002
ACH-000280,0.127526407032
ACH-000281,-0.112311374613
ACH-000288,0.20412606517700002
ACH-000291,-0.00236631735955
ACH-000293,0.09573513453389998
ACH-000294,0.0734986152405
ACH-000295,0.086694551512
ACH-000296,0.11443295572899999
ACH-000302,0.0381256635966
ACH-000304,0.281111071226
ACH-000307,-0.0693863792962
ACH-000308,-0.006310749952829999
ACH-000310,-0.282148495131
ACH-000311,-0.16985251378
ACH-000312,0.0899895904655
ACH-000315,0.0629092304641
ACH-000316,0.0412610261223
ACH-000317,0.156737981142
ACH-000318,0.09651999964939999
ACH-000319,0.17047998789500002
ACH-000320,-0.0621554968058
ACH-000322,0.09813019336300001
ACH-000323,0.055053299108600004
ACH-000324,-0.241216058167
ACH-000329,0.224244466636
ACH-000330,-0.0385824841396
ACH-000331,0.26453955928399997
ACH-000332,-0.050133070234199995
ACH-000334,0.30945024061500004
ACH-000335,0.07346010371799999
ACH-000336,0.381954075766
ACH-000337,0.221674736313
ACH-000339,0.100061945231
ACH-000341,0.21565268712900001
ACH-000348,-0.0403299253237
ACH-000350,-0.205250394519
ACH-000352,-0.041672354463900003
ACH-000356,0.17335979572500002
ACH-000361,-0.011898958678700002
ACH-000362,0.0735268029202
ACH-000363,-0.0419518412722
ACH-000364,0.053054156947999996
ACH-000365,0.263664245577
ACH-000366,0.107446494404
ACH-000368,0.09178490466289999
ACH-000374,0.208327617196
ACH-000375,0.04359425661309999
ACH-000376,0.0725901499093
ACH-000381,-0.00327453363334
ACH-000383,0.0533251411505
ACH-000387,0.0621248194948
ACH-000389,0.115525026547
ACH-000390,-0.187468351675
ACH-000393,0.133386731729
ACH-000395,0.131920927499
ACH-000397,-0.099094701795
ACH-000401,0.0714643043042
ACH-000402,0.28287463146499997
ACH-000403,0.0278900573342
ACH-000404,0.16234923846899998
ACH-000406,-0.00104786286304
ACH-000407,-0.0465968155217
ACH-000408,0.030196281354299997
ACH-000410,0.0922014323807
ACH-000411,0.117856864718
ACH-000414,-0.336665757951
ACH-000415,0.201577700401
ACH-000416,-0.0269625429556
ACH-000420,0.26122545680799997
ACH-000421,0.115649295821
ACH-000424,0.145403527429
ACH-000425,0.0882858517925
ACH-000426,0.0725407358653
ACH-000427,0.0879605580257
