,HEXB (3074)
ACH-000004,0.117816248069
ACH-000007,0.283357519971
ACH-000009,0.12103374250299999
ACH-000011,0.215630338878
ACH-000012,0.006599353526850001
ACH-000013,0.17702053700599998
ACH-000014,-0.226843402248
ACH-000015,-0.030141609195
ACH-000017,0.168444464776
ACH-000018,0.19906961131499998
ACH-000019,0.307622910722
ACH-000021,0.026719859309400004
ACH-000022,0.0585567513232
ACH-000025,0.03957128548
ACH-000028,0.035476403069599996
ACH-000030,-0.00334512303341
ACH-000035,0.26086623043900004
ACH-000036,-0.08448787411429999
ACH-000037,-0.119862225626
ACH-000039,-0.207923123284
ACH-000040,-0.006529954895989999
ACH-000041,0.0740071306184
ACH-000042,0.022000393111299997
ACH-000045,0.0962939313913
ACH-000047,0.026725587714400003
ACH-000052,0.188208338713
ACH-000053,-0.012869706766299999
ACH-000054,-0.0965323252077
ACH-000055,-0.120513571002
ACH-000060,0.0108098972166
ACH-000067,-0.049999476205400004
ACH-000070,0.000250338063603
ACH-000075,0.276127364522
ACH-000078,0.0272793138792
ACH-000082,-0.293945162666
ACH-000085,0.249255365119
ACH-000086,-0.08913868326260001
ACH-000087,-0.0946246989249
ACH-000092,0.00943705087483
ACH-000095,0.200808824995
ACH-000097,-0.016929747077299998
ACH-000098,0.0101857625764
ACH-000099,0.0168240480518
ACH-000108,0.198902217703
ACH-000113,-0.09561424410460001
ACH-000115,-0.0339807911876
ACH-000116,0.224486541224
ACH-000118,0.0650520845766
ACH-000120,0.09248080459930001
ACH-000123,0.186409826334
ACH-000127,-0.021796187289400002
ACH-000128,-0.252215322527
ACH-000132,0.0320873572868
ACH-000133,0.0082565598674
ACH-000137,-0.0697003811691
ACH-000138,0.10916712195900001
ACH-000142,0.042218172972499995
ACH-000143,0.19072701952100002
ACH-000146,0.106329606195
ACH-000148,-0.019180106174700003
ACH-000150,-0.031987011350799996
ACH-000152,0.0240051721931
ACH-000153,0.021781953157900005
ACH-000159,-0.14932028868
ACH-000160,0.0479673482216
ACH-000163,0.0252254161054
ACH-000167,-0.0621206667938
ACH-000168,0.129201131257
ACH-000169,0.0879376916096
ACH-000178,-0.020161272211
ACH-000182,-0.04685429592569999
ACH-000183,0.0852656351941
ACH-000188,-0.0333180529716
ACH-000189,-0.271228973816
ACH-000190,0.160537559929
ACH-000198,0.0667557455293
ACH-000204,0.03912427506669999
ACH-000206,-0.0192090701444
ACH-000207,0.024814842434799998
ACH-000211,-0.0266187306736
ACH-000215,0.0165411972263
ACH-000221,-0.0154155069369
ACH-000222,0.22907709326200001
ACH-000223,0.17931791406
ACH-000226,-0.015503387014
ACH-000227,0.0608029552782
ACH-000228,0.0806638905391
ACH-000231,0.0118412662397
ACH-000232,-0.11128361124500001
ACH-000233,0.20506540766800002
ACH-000234,0.10143071459799999
ACH-000235,-0.06994532425819999
ACH-000237,0.240002918702
ACH-000238,0.160673361246
ACH-000243,0.10020596231699999
ACH-000244,0.22666558380600002
ACH-000246,0.0835285644475
ACH-000248,0.1067203768
ACH-000250,0.00719502594963
ACH-000251,0.133273151049
ACH-000253,-0.060210227028900005
ACH-000255,0.0110445189124
ACH-000256,-0.145585526494
ACH-000257,-0.09421767862269999
ACH-000258,-0.060143348668300005
ACH-000259,0.0889660970776
ACH-000260,0.218992619304
ACH-000261,-0.0733177345975
ACH-000262,-0.0474453676358
ACH-000263,0.03667296695319999
ACH-000264,-0.047007103003000004
ACH-000265,0.125149720759
ACH-000266,0.07414917251230001
ACH-000272,0.037634647999199994
ACH-000273,0.0873626720959
ACH-000274,0.014572596402200001
ACH-000277,0.0476363033741
ACH-000278,0.13746371693499998
ACH-000279,0.132410463711
ACH-000280,0.24109387697299997
ACH-000281,0.246408280797
ACH-000288,0.15995166152999998
ACH-000291,-0.142618374055
ACH-000293,0.0375787068034
ACH-000294,0.137678380716
ACH-000295,-0.070550780844
ACH-000296,0.436053386856
ACH-000302,-0.0375627833483
ACH-000304,0.141823982724
ACH-000307,0.046815366065300006
ACH-000308,0.06458617599159999
ACH-000310,0.167448825479
ACH-000311,0.0651753923743
ACH-000312,0.146764279239
ACH-000315,-0.249287987817
ACH-000316,0.295846113421
ACH-000317,-0.190651723217
ACH-000318,0.07266524219060001
ACH-000319,-0.075981522461
