,ACSL6 (23305)
ACH-000004,-0.177665058233
ACH-000007,0.0911715665762
ACH-000009,-0.10285975248
ACH-000011,-0.0438648246119
ACH-000012,-0.042546633608800004
ACH-000013,-0.10857522159600001
ACH-000014,-0.208719312046
ACH-000015,-0.07596930225460001
ACH-000017,-0.00887218391764
ACH-000018,0.0803227280819
ACH-000019,0.0749050651616
ACH-000021,-0.0573009655745
ACH-000022,-0.0121134062881
ACH-000025,-0.014727167174
ACH-000028,-0.0328014594662
ACH-000030,-0.0679327719865
ACH-000035,-0.022541169122200003
ACH-000036,-0.0753694222933
ACH-000037,-0.236303745966
ACH-000039,0.123585531845
ACH-000040,0.00266584281158
ACH-000041,0.0313495031487
ACH-000042,-0.204769712052
ACH-000045,-0.10568672554099999
ACH-000047,-0.12543826141
ACH-000052,0.057738068243000006
ACH-000053,-0.0846506558165
ACH-000054,0.0705752863473
ACH-000055,0.0537755383093
ACH-000060,-0.165105935825
ACH-000067,-0.0718752118745
ACH-000070,0.00734648319742
ACH-000075,0.049200879095999996
ACH-000078,0.15179532166200002
ACH-000082,-0.0948151619245
ACH-000085,-0.0788179005935
ACH-000086,-0.0986288753872
ACH-000087,-0.309217470196
ACH-000092,-0.0071529884566
ACH-000095,-0.040265211641099995
ACH-000097,0.07822180224830001
ACH-000098,-0.0388209071067
ACH-000099,0.060476993566399996
ACH-000108,0.13097216248500002
ACH-000113,0.0937592756044
ACH-000115,0.0835295944307
ACH-000116,-0.082466193866
ACH-000118,0.054660819093199996
ACH-000120,-0.08079445835889999
ACH-000123,-0.0195026678818
ACH-000127,-0.137953189065
ACH-000128,-0.09664827569989999
ACH-000132,-0.115385159046
ACH-000133,-0.00177516952887
ACH-000137,0.0754184072248
ACH-000138,-0.17377724020500002
ACH-000142,-0.0679190805104
ACH-000143,-0.134514342113
ACH-000146,-0.135156246586
ACH-000148,-0.015851987623
ACH-000150,-0.295188089267
ACH-000152,-0.0605179955131
ACH-000153,-0.0664820766638
ACH-000159,-0.0482414642321
ACH-000160,-0.0297870656843
ACH-000163,-0.1258944546
ACH-000167,-0.0272388837687
ACH-000168,-0.282518113972
ACH-000169,-0.010113990645100001
ACH-000178,-0.0167441915778
ACH-000182,-0.105122689711
ACH-000183,-0.223885767194
ACH-000188,-0.13322778324999998
ACH-000189,-0.375039856638
ACH-000190,0.0413582280895
ACH-000198,-0.093275968369
ACH-000204,-0.162164825122
ACH-000206,-0.0478045029242
ACH-000207,0.25402688580899996
ACH-000211,-0.0836457805386
ACH-000215,-0.036627953217099996
ACH-000221,-0.0560680761908
ACH-000222,0.157710277862
ACH-000223,0.07045727197919999
ACH-000226,0.0875650255301
ACH-000227,0.15532512894300002
ACH-000228,0.04916135468669999
ACH-000231,-0.0324516860092
ACH-000232,-0.17442219102499998
ACH-000233,-0.0985044150576
ACH-000234,-0.21989695111
ACH-000235,-0.12404540846300001
ACH-000237,0.007580220956699999
ACH-000238,0.0178707939911
