,MEN1 (4221)
ACH-000484,-0.9155782689390001
ACH-000485,-0.348219321635
ACH-000486,-1.12509006778
ACH-000487,-0.40956771905199996
ACH-000488,-0.236982139787
ACH-000490,-0.209004936747
ACH-000491,-0.190702436986
ACH-000495,-0.798696302361
ACH-000496,-0.384177991436
ACH-000499,-0.535103096136
ACH-000500,0.09767717522250001
ACH-000502,-0.360780063746
ACH-000503,0.18862084922699998
ACH-000505,-0.379223991979
ACH-000507,-0.44179245900200004
ACH-000510,-0.120707899299
ACH-000511,-0.583598727148
ACH-000512,-1.36226420123
ACH-000516,-0.42641358122
ACH-000517,-0.180001725956
ACH-000518,-0.346858108038
ACH-000520,-0.288797280602
ACH-000521,0.20442568585700002
ACH-000522,-0.23545130005999998
ACH-000524,-0.911620729333
ACH-000527,-0.152318248049
ACH-000528,-0.119841444549
ACH-000537,-0.287092327521
ACH-000541,-1.13437821043
ACH-000542,-0.435224166004
ACH-000544,0.08746927640720001
ACH-000545,-0.611965949973
ACH-000547,-0.0286450262598
ACH-000548,-0.399325880963
ACH-000549,-0.397259019397
ACH-000550,0.0730593014721
ACH-000552,-0.939444624486
ACH-000556,-0.0127413043319
ACH-000557,-0.28322786363200003
ACH-000570,-1.114762717
ACH-000571,-0.692545918521
ACH-000573,-0.34817264661200004
ACH-000576,-0.596416601989
ACH-000580,-0.394886927818
ACH-000584,-0.41615229350999994
ACH-000585,-1.2358499743
ACH-000588,-0.7412479081479999
ACH-000589,-0.0339260577664
ACH-000591,0.214002696149
ACH-000593,0.09464170730039999
ACH-000600,-0.190966115068
ACH-000601,-0.41865797188500004
ACH-000604,-1.18780180875
ACH-000605,-0.193436005801
ACH-000606,0.025891475355000002
ACH-000608,-0.106821651538
ACH-000614,-0.547065012146
ACH-000616,-0.7501343424339999
ACH-000618,-0.0444761294254
ACH-000619,-0.558881795462
ACH-000620,-0.897702727997
ACH-000621,-0.528681780773
ACH-000622,-0.789048907893
ACH-000623,-0.511888246656
ACH-000624,-0.0631391763194
ACH-000627,-0.662076009532
ACH-000630,-0.995721559579
ACH-000632,-1.10522709319
ACH-000633,-0.22272457152
ACH-000637,-0.323960276067
ACH-000638,-0.293679925991
ACH-000646,0.20470054851
ACH-000647,-0.31460129961800004
ACH-000648,-0.588235036935
ACH-000649,-0.9201131658670001
ACH-000651,-0.32022468087699996
ACH-000652,-0.153082005119
ACH-000653,-0.791224755965
ACH-000657,-0.579008677463
ACH-000658,-0.701095932192
ACH-000661,-0.641418832762
ACH-000662,-0.173330533044
ACH-000663,-0.257636483271
ACH-000665,-0.190048350828
ACH-000671,-0.461476445287
ACH-000673,-0.23884645363899998
ACH-000676,-0.37005234821000005
ACH-000677,-0.43608435126999995
ACH-000681,0.00862476867658
ACH-000682,-0.11668000559800001
ACH-000683,-0.25514585960700004
ACH-000684,-1.23067055644
ACH-000688,-0.344734110298
ACH-000693,-0.44282128254299996
ACH-000694,-0.333432209589
ACH-000695,-0.676354171818
ACH-000696,-0.303168696224
ACH-000697,-0.69931628505
ACH-000699,-0.31681563897500004
ACH-000701,0.167685171671
ACH-000706,-0.563423552767
ACH-000711,-0.14954078294099998
ACH-000713,-0.148015290106
ACH-000714,-0.46394429858499997
ACH-000718,-0.686120444699
ACH-000720,-0.815253851843
ACH-000721,-0.48291855865500005
ACH-000724,-1.0933448221700002
ACH-000725,-0.12877754154
ACH-000732,-0.143125580025
ACH-000734,-0.521959025292
ACH-000735,-0.49611865063999994
ACH-000736,-0.00285721075956
ACH-000738,-0.311494582199
ACH-000746,-0.276349815369
ACH-000747,-0.47879586786000006
ACH-000748,-0.224518929124
ACH-000753,-0.92914516265
ACH-000756,-0.35210125455200003
ACH-000757,-0.423457087135
ACH-000758,-0.218338246381
ACH-000760,-0.7073402837980001
ACH-000763,-1.37092801634
ACH-000764,-0.47166885625
ACH-000765,-0.650973061135
ACH-000766,-1.2333417422
ACH-000767,-0.552749494046
ACH-000768,-0.274814159278
ACH-000769,-0.659835641628
ACH-000770,-0.451285848304
ACH-000771,-0.416534165437
ACH-000773,-0.19114230628400003
ACH-000776,-1.10840664124
ACH-000777,-0.726173230988
ACH-000778,-0.709932774686
ACH-000781,0.156310101481
ACH-000782,-1.00934074153
ACH-000783,-0.723905830776
ACH-000784,-0.20348842236499998
ACH-000785,-0.03525559603
ACH-000787,-0.833951745196
ACH-000788,-0.51002973247
ACH-000791,-0.477913926627
ACH-000792,-0.494566610261
ACH-000794,-0.861747895176
ACH-000796,-0.285753991395
ACH-000799,-0.47559037883999994
ACH-000800,0.952177169059
ACH-000802,-0.662891020034
ACH-000804,-0.8245054425920001
ACH-000805,-0.0941776742648
ACH-000809,-0.25868708194400003
ACH-000810,-0.904627191365
ACH-000811,-0.0926860347029
ACH-000817,-1.18301072305
ACH-000819,-0.5249550862219999
ACH-000820,-0.16807304304600001
ACH-000821,-1.0822754907799998
ACH-000822,-0.09641019369710001
ACH-000823,0.10345764847899999
ACH-000824,-0.39245755333800003
ACH-000827,-0.17644057315
ACH-000829,-0.831505060691
ACH-000831,-0.43224032232500004
ACH-000832,-0.571477843738
ACH-000833,0.150847406451
ACH-000834,-0.0358976008528
ACH-000835,-1.09341724036
ACH-000836,-0.403958044562
ACH-000837,0.153943368178
ACH-000838,-0.156023397836
ACH-000839,-0.44753917148999994
ACH-000840,-0.799635840313
ACH-000841,-0.584259593012
ACH-000843,-0.829911798091
ACH-000846,-0.09463038106899999
ACH-000847,-0.7873020486460001
ACH-000848,-0.411054039005
ACH-000849,-0.375040520765
ACH-000851,-0.409785224872
ACH-000855,-0.448109238247
ACH-000856,-0.9698012650769999
ACH-000858,-0.121358343205
ACH-000859,-0.459134973974
ACH-000861,-0.376607568843
ACH-000862,0.0411197935132
ACH-000865,-0.413235850116
ACH-000866,-0.321418030025
ACH-000867,-0.31592203911600003
ACH-000869,-0.912138609666
ACH-000872,-1.3183455529399999
ACH-000873,-0.722480121693
ACH-000876,0.154972172235
ACH-000878,-0.406926463336
ACH-000880,0.175488808532
ACH-000881,-0.281617565699
ACH-000882,-0.343357415716
ACH-000884,-0.476865769818
ACH-000885,-0.524098496557
ACH-000887,-0.289755380151
ACH-000888,-0.504830097618
ACH-000889,-1.0226159284799998
ACH-000890,-0.327833616337
ACH-000896,-0.63390686544
ACH-000898,-0.315600980765
ACH-000900,-0.22022915909899998
ACH-000901,-0.6339316429999999
ACH-000905,-0.546834633865
ACH-000906,-0.29783836393199997
ACH-000907,-0.331772037831
ACH-000910,0.277143891599
ACH-000911,-0.840809223805
ACH-000912,-0.636687883104
ACH-000913,-0.14928116897
ACH-000915,-0.8445159641750001
ACH-000916,-0.7547432326719999
ACH-000917,-0.319972657745
ACH-000921,-0.0353715504256
ACH-000924,-0.8623809403530001
ACH-000926,-0.326041061138
ACH-000928,-0.07560713841819999
ACH-000929,-0.13715748752499998
ACH-000932,-0.0752945423622
ACH-000935,-0.641255699589
ACH-000936,-0.9809970996430001
ACH-000937,-0.662021912943
ACH-000938,-1.07265474753
ACH-000939,-0.0062671633618500006
ACH-000941,-0.30480963211999995
ACH-000943,-0.327916136171
ACH-000946,-0.346675807532
ACH-000947,-0.19733454160799999
ACH-000948,-0.322091408498
ACH-000950,-0.984382136839
ACH-000953,-0.766033286627
ACH-000957,-0.64656925024
ACH-000958,-0.668661269151
ACH-000960,-0.571121208169
ACH-000963,-1.1816077796
ACH-000968,-0.328356762751
ACH-000969,-0.340538183194
ACH-000973,-0.655120210787
ACH-000974,-0.112191297704
ACH-000975,-0.0182206247133
ACH-000976,-0.426543208499
ACH-000978,-0.278598781452
ACH-000980,-0.5312510065039999
ACH-000984,-0.46666843028300004
ACH-000986,-0.862168689584
ACH-000988,-0.5579343701039999
ACH-000993,-0.11674558987400001
ACH-000994,-0.169699118211
ACH-000996,-0.44730625191699996
ACH-001001,-0.328624603385
ACH-001020,-0.374563253836
ACH-001028,-0.412623097477
ACH-001031,-0.68725597473
ACH-001038,-0.254038391836
ACH-001048,-0.802982587263
ACH-001050,-1.13042497204
ACH-001053,-0.059034997182200004
ACH-001054,-0.756836838241
ACH-001061,-0.990081571162
ACH-001067,-0.6928116072630001
ACH-001075,-0.29793154141999995
ACH-001096,-0.99727009089
ACH-001128,0.877450229302
ACH-001134,-0.6881511533079999
ACH-001151,-0.8425820799179999
ACH-001163,-0.46611562899899994
ACH-001164,-0.424127367629
ACH-001173,-0.394008537363
ACH-001183,-0.33253472504799997
ACH-001184,0.381677828535
ACH-001190,-0.620054399299
ACH-001192,-0.422841546698
ACH-001193,-0.427077678062
ACH-001196,-0.248057011355
ACH-001197,-0.30763417165
ACH-001205,-0.866602542426
ACH-001211,-0.164068592274
ACH-001212,0.08366719929269999
ACH-001228,-0.17455600359999998
ACH-001232,-0.027374865455099998
ACH-001239,-0.531935935519
ACH-001274,-0.826525421489
ACH-001275,-0.6943830740260001
ACH-001277,-0.977274808445
ACH-001278,-0.803396634096
ACH-001280,-0.750285356594
ACH-001283,-0.850770726609
ACH-001289,-0.727515191391
ACH-001295,0.246604863858
ACH-001300,-0.135335217421
ACH-001301,0.132261076998
ACH-001302,0.344908216396
ACH-001303,0.22771406853
ACH-001306,-0.56669332625
ACH-001318,-0.523652563312
ACH-001322,-0.491416605057
ACH-001328,-0.540526984279
ACH-001332,-0.7585662499670001
ACH-001333,-0.8526254465690001
ACH-001336,-0.584037184484
ACH-001340,-0.920396134695
ACH-001346,-0.407299621045
ACH-001353,-0.337446331838
ACH-001354,-1.206278658
ACH-001367,-0.452868489133
ACH-001368,-0.9686996529780001
ACH-001374,0.0415124799266
ACH-001375,-0.0027025294115100005
ACH-001377,-0.425201089541
ACH-001380,-0.777120897218
ACH-001391,-0.650573799385
ACH-001407,-1.21375625437
ACH-001408,0.138822809814
ACH-001413,-0.650364933949
ACH-001430,-0.30727502195399997
ACH-001431,-0.580724421058
ACH-001450,-0.46942887820600004
ACH-001496,-0.20277469656199998
ACH-001500,-0.0879546978548
ACH-001521,-0.196088969896
ACH-001523,-0.523560475679
ACH-001532,-0.8926693218680001
ACH-001536,0.045582528950699995
ACH-001550,-0.0140378777976
ACH-001552,-0.407304763288
ACH-001554,-0.614032278391
ACH-001645,-0.6043805964150001
ACH-001654,-0.38852543334899997
ACH-001715,-0.246513407923
ACH-001735,-1.28882149926
ACH-001736,-1.5348439371200002
ACH-001737,-0.13225497441099998
ACH-001740,-0.163483620064
ACH-001745,-0.145907670547
ACH-001750,-0.32784142492199997
ACH-001765,-0.210444441373
ACH-001956,-0.9644603594399999
ACH-001957,-0.018951621426099997
