,OAS3 (4940)
ACH-000004,0.059886493128899994
ACH-000007,-0.108145732203
ACH-000009,-0.12125338301899999
ACH-000011,0.07685916921010001
ACH-000012,-0.12841707399900001
ACH-000013,-0.023200391533699998
ACH-000014,-0.10215002441
ACH-000015,-0.0200565185745
ACH-000017,-0.140024448469
ACH-000018,-0.14811003953
ACH-000019,-0.0157240163124
ACH-000021,-0.21652724614
ACH-000022,-0.132148798256
ACH-000025,0.0255638440259
ACH-000028,-0.12320937950300001
ACH-000030,-0.0101602653627
ACH-000035,-0.209903089995
ACH-000036,0.006578534887589999
ACH-000037,-0.230624533435
ACH-000039,-0.100498072247
ACH-000040,-0.112399368077
ACH-000041,-0.05169321450349999
ACH-000042,-0.214176402732
ACH-000045,-0.240586152298
ACH-000047,-0.177430036148
ACH-000052,-0.348846972822
ACH-000053,-0.2180145984
ACH-000054,-0.016485023048
ACH-000055,-0.050285809198000006
ACH-000060,0.0476925754017
ACH-000067,-0.448684576986
ACH-000070,-0.14000561545999998
ACH-000075,-0.07179383482589999
ACH-000078,0.022860911738599998
ACH-000082,-0.09333064854710002
ACH-000085,-0.14371141915
ACH-000086,-0.125244445217
ACH-000087,-0.34790475004
ACH-000092,-0.0637407832655
ACH-000095,-0.149290667469
ACH-000097,0.0818214704474
ACH-000098,-0.118874689084
ACH-000099,-0.235255662667
ACH-000108,-0.150406934947
ACH-000113,-0.0028497911428899997
ACH-000115,-0.422264236307
ACH-000116,0.0548828713673
ACH-000118,-0.26520679566
ACH-000120,-0.0964632007212
ACH-000123,-0.17159801583700002
ACH-000127,0.012927210509799999
ACH-000128,0.1167511703
ACH-000132,-0.220369830266
ACH-000133,-0.303618599168
ACH-000137,-0.05840352808469999
ACH-000138,-0.00391105338297
ACH-000142,-0.232093208404
ACH-000143,-0.207360106175
ACH-000146,-0.167583849431
ACH-000148,0.163791841414
ACH-000150,-0.189612824318
ACH-000152,-0.022221149906900002
ACH-000153,-0.021910513906700003
ACH-000159,0.0176217839461
ACH-000160,-0.329080116838
ACH-000163,-0.26781901115699996
ACH-000167,-0.49820964395499995
ACH-000168,-0.00403300364359
ACH-000169,-0.22941052465
ACH-000178,-0.18066393792899998
ACH-000182,-0.13641288556700001
ACH-000183,0.163054487061
ACH-000188,0.059286774677400005
ACH-000189,-0.7002591985459999
ACH-000190,-0.408815288939
ACH-000198,-0.09283019813190001
ACH-000204,-0.0610615299302
ACH-000206,0.0197244720949
ACH-000207,-0.16990478474399998
ACH-000211,-0.0652253841875
ACH-000215,-0.34029390835
ACH-000221,-0.347719196345
ACH-000222,0.08387452927939999
ACH-000223,-0.172673147474
ACH-000226,-0.254741719155
ACH-000227,-0.359186495161
ACH-000228,0.048749349742
ACH-000231,-0.156744225149
ACH-000232,-0.0882418058563
ACH-000233,-0.147280830941
ACH-000234,0.014334839467200001
ACH-000235,-0.12966883954800001
ACH-000237,-0.184818130522
ACH-000238,0.0339212645445
ACH-000243,-0.126363505602
ACH-000244,-0.139538861833
ACH-000246,-0.386670673335
ACH-000248,-0.08556969850160001
ACH-000250,-0.09986654253110001
ACH-000251,-0.41303355691699994
ACH-000253,-0.05958729752180001
ACH-000255,-0.11184830311100001
ACH-000256,-0.146552786323
ACH-000257,-0.157275294467
ACH-000258,-0.267861442046
ACH-000259,-0.101048264532
ACH-000260,-0.0528625017976
ACH-000261,-0.15920425383300002
ACH-000262,-0.32022676547
ACH-000263,-0.266155261114
ACH-000264,-0.0502819947023
ACH-000265,-0.017783667146700002
ACH-000266,-0.0638242825395
ACH-000272,-0.0708958068463
ACH-000273,-0.227791000485
ACH-000274,-0.024769574660099995
ACH-000277,-0.332156164408
ACH-000278,-0.290483033377
ACH-000279,-0.0686613284109
ACH-000280,0.010551378815200001
ACH-000281,-0.005320195787449999
ACH-000288,-0.218323583409
ACH-000291,-0.221400348341
ACH-000293,0.124783749348
ACH-000294,-0.0116793947799
ACH-000295,-0.192842165575
ACH-000296,-0.436162920021
ACH-000302,-0.0516937744945
ACH-000304,0.153397735803
ACH-000307,-0.109519605468
ACH-000308,-0.0937828768592
ACH-000310,0.120377431626
ACH-000311,0.0074187361933599994
ACH-000312,-0.0810623401041
ACH-000315,-0.0817403633353
ACH-000316,-0.284620924965
ACH-000317,-0.010233231183799998
ACH-000318,-0.0970363253789
ACH-000319,-0.08081428078160001
ACH-000320,0.0490292616811
ACH-000322,-0.267689999135
ACH-000323,-0.14969330807
ACH-000324,-0.153597961971
ACH-000329,-0.188028737291
ACH-000330,0.0197129559316
ACH-000331,-0.245445454195
ACH-000332,-0.103884460164
ACH-000334,-0.699304623839
ACH-000335,-0.23256074854400002
ACH-000336,-0.0898337990946
ACH-000337,-0.044405331967
ACH-000339,-0.0238803735823
ACH-000341,-0.0641496640238
ACH-000348,-0.181072476016
ACH-000350,-0.029483402494099996
ACH-000352,-0.09682833170939999
ACH-000356,-0.122815544809
ACH-000361,0.0518960100737
ACH-000362,0.0396805981155
ACH-000363,-0.040966587171800004
ACH-000364,-0.0378303888155
ACH-000365,-0.20217508032
ACH-000366,-0.20251487846299998
ACH-000368,-0.0318920754024
ACH-000374,-0.15652103217
ACH-000375,-0.05637730005009999
ACH-000376,0.0346988398071
ACH-000381,-0.186224295055
ACH-000383,0.0225572771907
ACH-000387,-0.170317692831
ACH-000389,-0.214568921736
ACH-000390,-0.0777915034973
ACH-000393,-0.143129473687
ACH-000395,-0.16223334241100001
ACH-000397,-0.177590751838
ACH-000401,0.0331936248948
ACH-000402,0.157459062919
ACH-000403,-0.215987488633
ACH-000404,0.26974878437399996
ACH-000406,-0.0548825372545
ACH-000407,-0.0253740514433
ACH-000408,-0.12320388064400001
ACH-000410,-0.131898154415
ACH-000411,-0.327856678384
ACH-000414,-0.330973020269
ACH-000415,-0.0939415937876
ACH-000416,-0.18611049734700003
ACH-000420,-0.024602641331000003
ACH-000421,-0.151678728713
ACH-000424,-0.35736245956999996
ACH-000425,-0.14717787586300002
ACH-000426,0.249628941947
ACH-000427,-0.19226659460599999
ACH-000433,-0.40145852574199997
ACH-000436,0.0652503131432
ACH-000444,-0.0329797432591
ACH-000445,-0.240438128354
ACH-000448,-0.155105209224
ACH-000450,-0.176820970552
ACH-000452,-0.23994497688299998
ACH-000454,-0.147474860991
ACH-000458,-0.09042040400399999
ACH-000459,0.15219006396
ACH-000460,-0.24097928789999998
ACH-000461,0.004847598632649999
ACH-000463,-0.0096731445115
ACH-000464,-0.165662107221
ACH-000466,-0.050648917625000005
ACH-000467,-0.0643496960438
ACH-000468,-0.197142384992
ACH-000469,-0.190058162923
ACH-000470,-0.10813719735300001
ACH-000471,-0.42534978109899996
ACH-000472,-0.158851847318
ACH-000473,-0.19257141903299999
ACH-000475,-0.210765615953
ACH-000476,-0.197055675332
ACH-000477,-0.300859668851
ACH-000480,-0.152712533453
ACH-000481,-0.237047857802
ACH-000483,-0.0796958195619
ACH-000484,-0.5097515893119999
ACH-000485,-0.277284374454
ACH-000486,-0.0495806443206
ACH-000487,-0.233975193715
ACH-000488,-0.145834071835
ACH-000490,-0.13276068350700002
ACH-000491,-0.0821549133381
ACH-000495,-0.220591812454
ACH-000496,-0.154325155409
ACH-000499,-0.606645121947
ACH-000500,-0.762585710334
ACH-000502,-0.150288507422
ACH-000503,0.43202549457500006
ACH-000505,-0.132011465177
ACH-000507,-0.19062369858800002
ACH-000510,-0.00231376900453
ACH-000511,-0.21703378656
ACH-000512,-0.209949401214
ACH-000516,-0.0155912085359
ACH-000517,-0.156315381651
ACH-000518,-0.007624593866770001
ACH-000520,-0.107612816
ACH-000521,-0.165578293726
ACH-000522,-0.10092529602900001
ACH-000524,-0.102274445154
ACH-000527,-0.182119882619
ACH-000528,-0.117481373155
ACH-000537,0.053196072230599994
ACH-000541,-0.166566593841
ACH-000542,-0.202416157322
ACH-000544,0.00582756487766
ACH-000545,-0.166043902479
ACH-000547,-0.176974937548
ACH-000548,-0.184180612517
ACH-000549,-0.204741173435
ACH-000550,-0.00786607035774
ACH-000552,-0.261094000927
ACH-000556,-0.07388967729899999
ACH-000557,-0.15688033217800001
ACH-000570,-0.265036574983
ACH-000571,-0.346418809013
ACH-000573,-0.275226913749
ACH-000576,-0.142230293365
ACH-000580,0.08111211880760001
ACH-000584,-0.0697709207531
ACH-000585,-0.024543660686099998
ACH-000588,-0.17606514740499998
ACH-000589,-0.141662923592
ACH-000591,-0.227202843777
ACH-000593,-0.128447531682
ACH-000600,-0.105738274524
ACH-000601,-0.0677212412662
ACH-000604,-0.317736583074
ACH-000605,-0.322375452
