,PJA2 (9867)
ACH-000004,-0.10707897180199999
ACH-000007,0.0417875428447
ACH-000009,-0.12643393459000002
ACH-000011,0.14969716112
ACH-000012,0.177384313117
ACH-000013,0.108318788705
ACH-000014,0.164505970778
ACH-000015,-0.012902578077499999
ACH-000017,0.188668993673
ACH-000018,0.0510156780009
ACH-000019,0.292247385057
ACH-000021,-0.0362426182303
ACH-000022,0.07842990830289999
ACH-000025,0.176854690548
ACH-000028,0.106745705028
ACH-000030,0.021459757027599998
ACH-000035,-0.053611140105300006
ACH-000036,-0.08332924219710001
ACH-000037,0.129566715429
ACH-000039,0.0137555280217
ACH-000040,0.180652061583
ACH-000041,0.051162302590699996
ACH-000042,0.056752553454599994
ACH-000045,0.08864717758549999
ACH-000047,0.0468419548346
ACH-000052,-0.128709845425
ACH-000053,0.115493960743
ACH-000054,-0.062352710259300004
ACH-000055,0.044426683267800006
ACH-000060,0.0970576822699
ACH-000067,0.0666868731706
ACH-000070,-0.195165215056
ACH-000075,0.188565022841
ACH-000078,0.153645134637
ACH-000082,-0.108716070558
ACH-000085,-0.0047744568480699995
ACH-000086,-0.053010109875999994
ACH-000087,-0.195120913955
ACH-000092,-0.06251192358030001
ACH-000095,-0.0949338387422
ACH-000097,0.167263980461
ACH-000098,0.120326254803
ACH-000099,0.037110860298199995
ACH-000108,-0.169063270667
ACH-000113,-0.07949339814680001
ACH-000115,0.0712935513024
ACH-000116,0.039017941595300004
ACH-000118,-0.0148780463834
ACH-000120,0.09587745962130001
ACH-000123,-0.00897637974898
ACH-000127,0.054510844351399995
ACH-000128,0.0042631344105
ACH-000132,0.06937800962660001
ACH-000133,-0.026129768700599996
ACH-000137,-0.00932546901032
ACH-000138,0.113064988955
ACH-000142,0.0519726886194
ACH-000143,-0.12295421849600001
ACH-000146,0.115654445848
ACH-000148,0.0006005320401209999
ACH-000150,-0.012004587376299999
ACH-000152,0.051811034221
ACH-000153,0.171561632931
ACH-000159,-0.00747689966442
