,TACR1 (6869)
ACH-000004,-0.385225337623
ACH-000007,-0.224649627008
ACH-000009,-0.278431598628
ACH-000011,-0.324583577091
ACH-000012,-0.216216607275
ACH-000013,-0.175154080318
ACH-000014,-0.261006420959
ACH-000015,-0.23233645322500002
ACH-000017,-0.141467925609
ACH-000018,-0.240941180662
ACH-000019,-0.35959919456699996
ACH-000021,-0.166190752991
ACH-000022,-0.23324130889800002
ACH-000025,-0.291411531638
ACH-000028,-0.160944127611
ACH-000030,-0.193510883966
ACH-000035,-0.298542792922
ACH-000036,-0.30527326424
ACH-000037,-0.38761212071400003
ACH-000039,-0.25814393395999996
ACH-000040,-0.186348144676
ACH-000041,-0.21210125322299997
ACH-000042,-0.27480385872699997
ACH-000045,0.0342437333543
ACH-000047,-0.40059637656999997
ACH-000052,-0.309182714252
ACH-000053,-0.12829581108899998
ACH-000054,-0.10691104607
ACH-000055,-0.18684658544399999
ACH-000060,0.07972724780780001
ACH-000067,-0.299857819475
ACH-000070,-0.172053519263
ACH-000075,-0.41982712766999997
ACH-000078,-0.23066497601999997
ACH-000082,-0.160373094941
ACH-000085,-0.242807741419
ACH-000086,-0.301895379545
ACH-000087,-0.29125552816100003
ACH-000092,-0.31043718177900004
ACH-000095,-0.18262039627999999
ACH-000097,-0.177827616965
ACH-000098,-0.324019577442
ACH-000099,-0.351574003746
ACH-000108,-0.0864126459574
ACH-000113,-0.197583093483
ACH-000115,-0.0832495513586
ACH-000116,-0.262582799629
ACH-000118,-0.244914611712
ACH-000120,-0.151574981118
ACH-000123,-0.383858298908
ACH-000127,-0.27094671471500004
ACH-000128,-0.424169825329
ACH-000132,-0.261886005977
ACH-000133,-0.28654283933
ACH-000137,-0.409612787629
ACH-000138,-0.0955707130395
ACH-000142,-0.28807544995400003
ACH-000143,-0.0514628540128
ACH-000146,-0.202704825974
ACH-000148,-0.155537550242
ACH-000150,-0.33933956478
ACH-000152,-0.28463149848200003
ACH-000153,0.35649881890900004
ACH-000159,-0.232692642486
ACH-000160,-0.132837285757
ACH-000163,-0.0919892719767
ACH-000167,-0.537170073838
ACH-000168,-0.0155530520904
ACH-000169,-0.188084299879
ACH-000178,-0.048316071187300004
ACH-000182,-0.161153705022
ACH-000183,-0.451159198186
ACH-000188,-0.264385967298
ACH-000189,-0.21366320434
ACH-000190,-0.429473865005
ACH-000198,-0.10347247874
ACH-000204,-0.38670064617600003
ACH-000206,-0.114447988898
ACH-000207,-0.353530364273
ACH-000211,-0.177263356334
ACH-000215,-0.21876192785999998
