,CYTIP (9595)
ACH-000004,-0.043584264459300005
ACH-000007,-0.33423710023200004
ACH-000009,-0.268069373028
ACH-000011,-0.0259563241133
ACH-000012,-0.15804280520300001
ACH-000013,-0.07996811351760001
ACH-000014,-0.041850268991699996
ACH-000015,-0.17091076885200002
ACH-000017,-0.06999265954719999
ACH-000018,-0.0240817261485
ACH-000019,-0.131875060041
ACH-000021,-0.012930336415999999
ACH-000022,-0.0635033059107
ACH-000025,0.056131861847900005
ACH-000028,-0.0786807565593
ACH-000030,-0.144449556886
ACH-000035,0.0113619371471
ACH-000036,0.0458292712066
ACH-000037,0.039148436850300006
ACH-000039,-0.307374647571
ACH-000040,0.07560955897169999
ACH-000041,-0.139358008758
ACH-000042,-0.0203518799606
ACH-000045,0.00669541979151
ACH-000047,-0.0603015642127
ACH-000052,-0.0889216149849
ACH-000053,-0.122464707502
ACH-000054,-0.0898496360121
ACH-000055,-0.027060665911699998
ACH-000060,-0.0897520918472
ACH-000067,-0.00638852545102
ACH-000070,0.118772020019
ACH-000075,-0.0338571068659
ACH-000078,-0.079925950598
ACH-000082,0.111792143641
ACH-000085,-0.142040146719
ACH-000086,-0.049103377767
ACH-000087,-0.0600114933593
ACH-000092,-0.167661340833
ACH-000095,-0.287001969014
ACH-000097,-0.00737040037318
ACH-000098,-0.0143560430837
ACH-000099,-0.07745391319910001
ACH-000108,-0.0862020580057
ACH-000113,-0.169281535288
ACH-000115,-0.12172635343900001
ACH-000116,-0.107468517719
ACH-000118,-0.063059506576
ACH-000120,-0.103731617444
ACH-000123,-0.263532664259
ACH-000127,-0.0949693606539
ACH-000128,-0.18039982526
ACH-000132,-0.09827570007889999
ACH-000133,-0.030458985990800002
ACH-000137,0.0150552054871
ACH-000138,-0.0741196306762
ACH-000142,-0.014893218546799999
ACH-000143,-0.09900173834439999
ACH-000146,-0.19688020081399998
ACH-000148,-0.058383298673900005
ACH-000150,-0.123408322152
ACH-000152,-0.0275507997167
ACH-000153,0.09509750002350001
ACH-000159,-0.107631152748
ACH-000160,-0.00305439795736
ACH-000163,-0.09436230663339999
ACH-000167,0.0684846447115
ACH-000168,-0.0030420159451299998
ACH-000169,-0.0883406183141
ACH-000178,-0.10891123204299999
ACH-000182,-0.09562356956630001
ACH-000183,-0.00774027779428
ACH-000188,0.012954727814899999
ACH-000189,-0.0790932032165
ACH-000190,-0.0991613565931
ACH-000198,-0.17683163013599998
ACH-000204,0.0517807218695
ACH-000206,-0.25010287311
ACH-000207,-0.282863040678
ACH-000211,-0.15781456638
ACH-000215,-0.0106704871187
ACH-000221,-0.243257467289
ACH-000222,-0.0875487305454
ACH-000223,-0.0962322575925
ACH-000226,-0.13858256489499998
ACH-000227,-0.0648828833466
ACH-000228,-0.17355082874699998
ACH-000231,-0.00498382689288
ACH-000232,-0.14810157711400002
ACH-000233,-0.277453830951
ACH-000234,-0.33643583307499997
ACH-000235,-0.0627332238492
ACH-000237,-0.149589187446
ACH-000238,-0.106895549925
ACH-000243,-0.10638990021099999
ACH-000244,-0.053822047824800004
ACH-000246,-0.061919593996299996
ACH-000248,-0.227199825143
ACH-000250,-0.194792830031
ACH-000251,-0.163120742889
ACH-000253,-0.039182685965
ACH-000255,-0.174347868651
ACH-000256,-0.0467036560343
ACH-000257,-0.0864256922099
ACH-000258,0.285999141974
ACH-000259,-0.073054209565
ACH-000260,-0.150151628929
ACH-000261,0.000481708185371
ACH-000262,0.0572117217146
ACH-000263,-0.117062757456
ACH-000264,-0.040133916389000004
ACH-000265,-0.031778700840099997
ACH-000266,-0.08355065320230001
ACH-000272,-0.167991027271
ACH-000273,-0.232468962917
ACH-000274,-0.170862357453
ACH-000277,-0.0782966300089
ACH-000278,-0.104287686771
ACH-000279,-0.10203881949200001
ACH-000280,-0.155798264005
ACH-000281,-0.150272933272
ACH-000288,-0.18456587306400002
ACH-000291,-0.07800434571880001
ACH-000293,-0.06882202450410001
ACH-000294,-0.36701692311899997
ACH-000295,-0.0547340028339
ACH-000296,-0.226598233686
ACH-000302,-0.12783992594000002
ACH-000304,-0.146960105847
ACH-000307,-0.2035585084
ACH-000308,-0.0447734396643
ACH-000310,-0.264837558403
ACH-000311,-0.181298410476
ACH-000312,-0.07871713130760001
ACH-000315,-0.164527517954
ACH-000316,0.0026329411897499998
ACH-000317,-0.0461065842737
ACH-000318,-0.0598140786825
ACH-000319,0.194644532372
ACH-000320,-0.055012215614800006
ACH-000322,-0.046698695801699996
ACH-000323,0.0640571771084
ACH-000324,-0.165004913313
ACH-000329,-0.0496294291426
ACH-000330,-0.124326346173
ACH-000331,-0.0197878522925
ACH-000332,-0.068009028456
ACH-000334,-0.131390150526
ACH-000335,-0.122517428532
ACH-000336,0.22680601785100002
ACH-000337,-0.365746662196
ACH-000339,-0.12856557413
ACH-000341,0.20935816798
ACH-000348,-0.128658093714
ACH-000350,-0.0472020244054
ACH-000352,0.0170123834669
ACH-000356,-0.18530055501899997
ACH-000361,-0.220331199233
ACH-000362,-0.159699402971
ACH-000363,-0.0480091398236
ACH-000364,-0.024284059492099996
ACH-000365,-0.33682083766300003
ACH-000366,-0.081953932536
ACH-000368,-0.022391692576599998
ACH-000374,-0.207991468831
ACH-000375,-0.0562937707915
ACH-000376,0.042112448104600006
ACH-000381,-0.33415983732500004
ACH-000383,-0.104666748615
ACH-000387,-0.170840199205
ACH-000389,-0.15470216998
ACH-000390,-0.081721082975
ACH-000393,0.23519994515099998
ACH-000395,-0.259726608946
ACH-000397,-0.142722579142
ACH-000401,-0.014880757367499999
ACH-000402,-0.148778634785
ACH-000403,-0.11816815280899999
ACH-000404,-0.09575607623569998
ACH-000406,-0.19260856634799997
ACH-000407,-0.158418279141
ACH-000408,-0.228094363177
ACH-000410,-0.19186825976500002
ACH-000411,-0.0490423326205
ACH-000414,-0.18244451597300002
ACH-000415,-0.0999913238532
ACH-000416,-0.191903928587
ACH-000420,-0.255004822563
ACH-000421,-0.198461234929
ACH-000424,-0.103052134591
ACH-000425,-0.134330660584
ACH-000426,-0.07767083466260001
ACH-000427,-0.25588781889400003
ACH-000433,-0.140394164938
ACH-000436,0.12873386260800002
ACH-000444,0.05074912978709999
ACH-000445,-0.139490975988
ACH-000448,0.0590259544168
ACH-000450,-0.08581673874199999
ACH-000452,-0.100289447368
ACH-000454,0.00505039838946
ACH-000458,0.0782310817892
ACH-000459,-0.414866646746
ACH-000460,-0.255222974672
ACH-000461,-0.0152103421713
ACH-000463,-0.0703069415378
ACH-000464,-0.0180909084815
ACH-000466,-0.0812617754858
ACH-000467,-0.15075873834200001
ACH-000468,-0.128978630878
ACH-000469,-0.0657366793122
ACH-000470,0.158314227501
ACH-000471,-0.132120707089
ACH-000472,0.017802959795400003
ACH-000473,-0.031716674098
ACH-000475,-0.0796887203187
ACH-000476,0.24906188650699998
ACH-000477,-0.10790677042
ACH-000480,-0.0450463018738
ACH-000481,-0.116390949354
ACH-000483,-0.0944016133888
ACH-000484,-0.0945303269728
ACH-000485,0.0731770713915
ACH-000486,-0.0907646949152
ACH-000487,-0.00586937575796
ACH-000488,-0.119303719914
ACH-000490,-0.06909442389460001
ACH-000491,0.178038317639
ACH-000495,-0.340705086618
ACH-000496,-0.190169457179
ACH-000499,0.0738143036443
ACH-000500,0.25585073094300004
ACH-000502,-0.0527131124761
