,TEAD3 (7005)
ACH-000004,-0.242360896896
ACH-000007,-0.620359652947
ACH-000009,-0.53740177791
ACH-000011,-0.48309722151900003
ACH-000012,-0.333176345159
ACH-000013,-0.483146478474
ACH-000014,-0.437757166077
ACH-000015,-0.42248004595399996
ACH-000017,-0.6797124252600001
ACH-000018,-0.570532703095
ACH-000019,-0.337376370502
ACH-000021,-0.881465049149
ACH-000022,-0.296356771186
ACH-000025,-0.453636303076
ACH-000028,-0.629540736178
ACH-000030,-0.80439874638
ACH-000035,-0.9198313461100001
ACH-000036,-0.538753890957
ACH-000037,-0.304566654875
ACH-000039,-0.16715494461799998
ACH-000040,-0.461640510598
ACH-000041,-0.423255866872
ACH-000042,-0.38365152699
ACH-000045,-0.423082383473
ACH-000047,-0.606747694045
ACH-000052,-0.502609811748
ACH-000053,-0.055770456846
ACH-000054,-0.43189111023000004
ACH-000055,-0.22546611165199998
ACH-000060,-0.5480776475069999
ACH-000067,-0.376294023861
ACH-000070,-0.606959678295
ACH-000075,-0.508721955929
ACH-000078,-0.29901478469099996
ACH-000082,-0.466662918218
ACH-000085,-0.257226804614
ACH-000086,-0.46952635343800003
ACH-000087,-0.41885442638899995
ACH-000092,-0.355254224154
ACH-000095,-0.484496961158
ACH-000097,-0.38708081012699996
ACH-000098,-0.49595053631
ACH-000099,-0.354492419448
ACH-000108,-0.433647863241
ACH-000113,-0.453297630839
ACH-000115,-0.44525873664800003
ACH-000116,-0.312469043923
ACH-000118,-0.328178695699
ACH-000120,-0.17631616667599997
ACH-000123,-0.6303380250330001
ACH-000127,-0.36893385479099994
ACH-000128,-0.19239641808699998
ACH-000132,-0.47292831157
ACH-000133,-0.8828494194869999
ACH-000137,-0.5906027335899999
ACH-000138,-0.680412146777
ACH-000142,-0.990635718372
ACH-000143,-0.394686838143
ACH-000146,-0.264875844589
ACH-000148,-0.296548152116
ACH-000150,-0.447382868692
ACH-000152,-0.532245566418
ACH-000153,-0.162104709463
ACH-000159,-0.34620128630900004
ACH-000160,-0.51813327562
ACH-000163,-0.205763253942
ACH-000167,-0.506574173626
ACH-000168,-0.23630184748000002
ACH-000169,-0.565555470926
ACH-000178,-0.502078687666
ACH-000182,-0.5694373499350001
ACH-000183,-0.399389433016
ACH-000188,-0.46968475669
ACH-000189,-0.500943365595
ACH-000190,-0.564720555937
ACH-000198,-0.451511780076
ACH-000204,-0.714200761464
ACH-000206,-0.378756712407
ACH-000207,-0.9062892559990001
ACH-000211,-0.44438814935000004
ACH-000215,-0.596398093216
ACH-000221,-0.348646102931
ACH-000222,-0.5427465895
ACH-000223,-0.7170764271179999
ACH-000226,-0.518597103168
ACH-000227,-0.641120088883
ACH-000228,-0.298199912133
ACH-000231,-0.712798400306
ACH-000232,-0.555552523296
ACH-000233,-0.545815222841
ACH-000234,-0.527003603295
ACH-000235,-0.498572748963
ACH-000237,-0.374071969953
ACH-000238,-0.56288957251
ACH-000243,-0.434762466642
ACH-000244,-0.294845399978
ACH-000246,-0.303166466711
ACH-000248,-0.708968059798
ACH-000250,-0.525410575304
ACH-000251,-0.591124305956
ACH-000253,-0.30040332195999997
ACH-000255,-0.5401452943289999
ACH-000256,-0.6465649510670001
ACH-000257,-0.48198616110799997
ACH-000258,-0.30265849235
ACH-000259,-0.339581588781
ACH-000260,-0.40007672070699996
ACH-000261,-0.309572037921
ACH-000262,-0.338532902034
ACH-000263,-0.44414132256899996
ACH-000264,-0.397394464147
ACH-000265,-0.328226484155
ACH-000266,-0.749515084964
ACH-000272,-0.45196552932499995
ACH-000273,-0.503342502259
ACH-000274,-0.521227254845
ACH-000277,-0.284488320362
ACH-000278,-0.180936284626
ACH-000279,-0.41042241699299997
ACH-000280,-0.531615809282
ACH-000281,-0.539107777067
ACH-000288,-0.27792824254299997
ACH-000291,-0.60965435108
ACH-000293,-0.5051295573560001
ACH-000294,-0.233095461235
ACH-000295,-0.522796650241
ACH-000296,-0.677663857172
ACH-000302,-0.601289926522
ACH-000304,-0.210495566077
ACH-000307,-0.391104573781
ACH-000308,-0.361708519111
ACH-000310,-0.144014252292
ACH-000311,-0.573296705256
ACH-000312,-0.36670299632200004
ACH-000315,-0.273503326092
ACH-000316,-0.566051889548
ACH-000317,-0.24831621991900002
ACH-000318,-0.5346800088889999
ACH-000319,-0.744055722428
ACH-000320,-0.246535178833
ACH-000322,-0.352695968908
ACH-000323,-0.41284213126599995
ACH-000324,-0.453523785365
ACH-000329,-0.256836332568
ACH-000330,-0.027145670013
ACH-000331,-0.30276907541700004
ACH-000332,-0.49582850917800003
ACH-000334,-0.617752881975
