,SVEP1 (79987)
ACH-000004,-0.11736889879000001
ACH-000007,-0.31722671923900003
ACH-000009,-0.251112768373
ACH-000011,-0.306060973
ACH-000012,-0.0144051155703
ACH-000013,-0.0810799476442
ACH-000014,-0.0181931689344
ACH-000015,-0.20583952886300003
ACH-000017,-0.0216580072398
ACH-000018,-0.0135627020424
ACH-000019,0.292055163367
ACH-000021,0.00132528987611
ACH-000022,-0.09106781814680001
ACH-000025,-0.0659323298396
ACH-000028,0.0702876869443
ACH-000030,-0.0446249678864
ACH-000035,0.067988042686
ACH-000036,-0.127557047231
ACH-000037,-0.19335780338199998
ACH-000039,-0.00902522496466
ACH-000040,-0.18958158474700001
ACH-000041,-0.0777680975781
ACH-000042,-0.205127451131
ACH-000045,-0.114906115868
ACH-000047,-0.101572539422
ACH-000052,-0.0900452294641
ACH-000053,-0.13514748513699998
ACH-000054,0.022448168846900002
ACH-000055,0.112682094806
ACH-000060,-0.10738183566500001
ACH-000067,-0.015007671251
ACH-000070,0.140506023794
ACH-000075,-0.263989962109
ACH-000078,0.00857644351011
ACH-000082,-0.0134048995919
ACH-000085,0.189164069694
ACH-000086,0.0934781590446
ACH-000087,-0.476264003501
ACH-000092,0.10308267036499999
ACH-000095,-0.00096986803502
ACH-000097,0.12227013509299998
ACH-000098,-0.190217172444
ACH-000099,-0.08741961230810001
ACH-000108,-0.07900098648630001
ACH-000113,0.0730279696483
ACH-000115,-0.06525841901150001
ACH-000116,-0.147101989663
ACH-000118,-0.087565409369
ACH-000120,-0.168227091248
ACH-000123,0.00880370845415
ACH-000127,-0.0996282118176
ACH-000128,-0.27122454221299996
ACH-000132,-0.177447010863
ACH-000133,-0.0624688069914
ACH-000137,0.053638934999099996
ACH-000138,-0.04721137738609999
ACH-000142,0.104066994737
ACH-000143,-0.04626174338169999
ACH-000146,-0.0177364829898
ACH-000148,-0.0012012827573
ACH-000150,0.190368331834
ACH-000152,-0.21199122401
ACH-000153,0.108497177249
ACH-000159,-0.21649608084600003
ACH-000160,-0.045157524758
ACH-000163,-0.043135206330500005
ACH-000167,-0.153425646316
ACH-000168,0.0205005896063
ACH-000169,-0.08709648532839999
ACH-000178,-0.301976345603
ACH-000182,-0.140410721244
ACH-000183,-0.514273455849
ACH-000188,-0.0677676423056
ACH-000189,-0.25954141523200003
ACH-000190,-0.039704046554800004
ACH-000198,-0.132861581749
ACH-000204,-0.511231094296
ACH-000206,-0.05860371686919999
ACH-000207,-0.114772364191
ACH-000211,0.0044453898274300005
ACH-000215,-0.124808012974
ACH-000221,-0.280884771766
ACH-000222,0.191319344379
ACH-000223,0.08660016804130001
ACH-000226,-0.19280652544100002
ACH-000227,-0.0925026175013
ACH-000228,-0.04272496525669999
ACH-000231,-0.0487157808158
ACH-000232,-0.17656681555300002
ACH-000233,0.0056192526383999995
ACH-000234,-0.123262399694
ACH-000235,-0.12427922810599999
ACH-000237,-0.117213466875
ACH-000238,-0.199677364098
ACH-000243,-0.027325800468099997
ACH-000244,-0.17426698004399999
ACH-000246,-0.0287352101095
ACH-000248,0.0730513384707
ACH-000250,-0.145409184515
ACH-000251,-0.243668740746
ACH-000253,-0.192234226318
ACH-000255,-0.380952068916
ACH-000256,-0.10755721972999999
ACH-000257,-0.0273351206489
ACH-000258,-0.09294458410380001
ACH-000259,-0.0824132547953
ACH-000260,-0.18260266599599997
ACH-000261,-0.19832853693
ACH-000262,-0.052603212025800004
ACH-000263,-0.015051810717
ACH-000264,-0.0917755427307
ACH-000265,-0.20601914486200001
ACH-000266,-0.11805162602
ACH-000272,-0.238156443748
ACH-000273,-0.0755516009908
ACH-000274,-0.114173280496
ACH-000277,-0.214702438061
ACH-000278,-0.07990094516810001
ACH-000279,-0.00733253645832
ACH-000280,-0.0742312427158
ACH-000281,-0.011189789654600001
ACH-000288,-0.013694835210299999
ACH-000291,-0.057099308468199994
ACH-000293,-0.139293993348
ACH-000294,-0.0359950505972
ACH-000295,0.18720273419300001
ACH-000296,0.10950762453099999
ACH-000302,-0.0944343354033
ACH-000304,-0.09863805614669999
ACH-000307,0.033645446058
ACH-000308,-0.00528286435954
ACH-000310,-0.118806729748
ACH-000311,0.030542897508099996
ACH-000312,-0.222540218121
ACH-000315,-0.199190301308
ACH-000316,-0.08151632333150001
ACH-000317,-0.0007024362775599999
ACH-000318,-0.353070793985
ACH-000319,-0.0566627757952
ACH-000320,-0.021052349411400002
ACH-000322,-0.12569563015000002
ACH-000323,-0.161558437538
ACH-000324,-0.337310270456
ACH-000329,-0.0665473357137
ACH-000330,0.129251417747
ACH-000331,-0.10006060742999999
ACH-000332,0.029862480969799998
ACH-000334,0.266602255664
ACH-000335,-0.273239321414
ACH-000336,-0.1935948913
ACH-000337,0.296801211475
ACH-000339,-0.0403812506471
ACH-000341,-0.27328952040800003
ACH-000348,-0.182464367672
ACH-000350,-0.0381284356853
ACH-000352,-0.0455642949985
ACH-000356,0.0197946231931
ACH-000361,-0.112848174443
ACH-000362,-0.34624256504199996
ACH-000363,0.0207555338933
ACH-000364,-0.04018255784369999
ACH-000365,-0.0538468574071
ACH-000366,-0.154792066947
ACH-000368,-0.0739818959758
ACH-000374,-0.0281017510261
ACH-000375,-0.106203873354
ACH-000376,-0.150676484337
ACH-000381,-0.119061298822
ACH-000383,-0.0919932561548
ACH-000387,-0.08050783370860001
ACH-000389,0.11710237172700001
ACH-000390,-0.242428605654
ACH-000393,-0.068356085919
ACH-000395,-0.516119004033
ACH-000397,-0.250766717651
ACH-000401,0.12875141185
ACH-000402,-0.25487106209800003
ACH-000403,0.057712219792
ACH-000404,-0.061920370077800005
ACH-000406,-0.164679932345
ACH-000407,-0.11816784872000001
ACH-000408,-0.101060279495
ACH-000410,-0.16121740463300002
ACH-000411,0.05721977543409999
ACH-000414,-0.08261330191619999
ACH-000415,-0.179402864829
ACH-000416,0.017938571664
ACH-000420,0.0312539696117
ACH-000421,-0.0133882008326
ACH-000424,0.425647627291
ACH-000425,0.0457410342573
ACH-000426,-0.040128056453699996
ACH-000427,-0.290861867018
ACH-000433,-0.0211199324744
ACH-000436,-0.141774160661
ACH-000444,-0.11954536702299999
ACH-000445,-0.038690631536400004
ACH-000448,0.09329762484160001
ACH-000450,0.102969764076
