,KCND3 (3752)
ACH-000004,-0.261783506133
ACH-000007,-0.18598823919799998
ACH-000009,-0.376479577273
ACH-000011,-0.106450146513
ACH-000012,-0.368616550003
ACH-000013,-0.414723250885
ACH-000014,-0.165621785057
ACH-000015,-0.24581957615400002
ACH-000017,-0.012936106575899999
ACH-000018,-0.276586208474
ACH-000019,-0.8274221835179999
ACH-000021,-0.210759262153
ACH-000022,-0.297890130106
ACH-000025,-0.43485614814400003
ACH-000028,-0.488536290624
ACH-000030,-0.337661814577
ACH-000035,-0.478432052572
ACH-000036,-0.26897015946999997
ACH-000037,-0.165140256886
ACH-000039,-0.572508147512
ACH-000040,-0.22589462208500002
ACH-000041,-0.29606292071999996
ACH-000042,-0.175430615963
ACH-000045,-0.273973110162
ACH-000047,-0.223477537295
ACH-000052,-0.42197722623899997
ACH-000053,-0.184660434349
ACH-000054,-0.276602770471
ACH-000055,0.0532990760773
ACH-000060,-0.48759605909500003
ACH-000067,-0.281779987972
ACH-000070,-0.42046307104099995
ACH-000075,-0.313726493418
ACH-000078,-0.269476524843
ACH-000082,-0.381066850378
ACH-000085,-0.297705093182
ACH-000086,-0.289542905294
ACH-000087,-0.518086074299
ACH-000092,-0.531637892867
ACH-000095,-0.160273177818
ACH-000097,-0.17991450376200002
ACH-000098,-0.320785836555
ACH-000099,-0.311479820721
ACH-000108,-0.020214204012400004
ACH-000113,-0.172646451313
ACH-000115,-0.22177823345800002
ACH-000116,-0.19157518499600001
ACH-000118,-0.240962808127
ACH-000120,-0.19890201441799998
ACH-000123,-0.251893311151
ACH-000127,-0.301174198236
ACH-000128,-0.417239046748
ACH-000132,-0.533850165461
ACH-000133,-0.260654460055
ACH-000137,-0.38065504678400003
ACH-000138,-0.211759582859
ACH-000142,-0.181432625697
ACH-000143,-0.35131709780000003
ACH-000146,-0.29823342380999995
ACH-000148,-0.195047923967
ACH-000150,-0.266880437393
ACH-000152,-0.31549989543
ACH-000153,-0.22355302223700002
ACH-000159,-0.156934815916
ACH-000160,-0.210471543467
ACH-000163,-0.138467394139
ACH-000167,0.09013858391789999
ACH-000168,-0.12904712227
ACH-000169,-0.104803099114
ACH-000178,-0.296804902471
ACH-000182,-0.09046611605350001
ACH-000183,-0.39551292534500004
ACH-000188,-0.43611172178
ACH-000189,-0.312085234467
ACH-000190,-0.288380972609
ACH-000198,-0.208654381331
ACH-000204,-0.19151121583900002
ACH-000206,-0.302122880273
ACH-000207,-0.12245577822
ACH-000211,-0.216375160832
ACH-000215,-0.343450305084
ACH-000221,-0.658227737522
ACH-000222,-0.0661403742277
ACH-000223,-0.168473561109
ACH-000226,-0.25390999673000003
ACH-000227,-0.2818733711
ACH-000228,-0.34107824625200006
ACH-000231,-0.312379768404
ACH-000232,-0.211947593717
ACH-000233,-0.12738287058800002
ACH-000234,-0.220627763107
ACH-000235,-0.300848893185
ACH-000237,-0.126621766232
ACH-000238,-0.202760456512
ACH-000243,-0.172514440926
ACH-000244,-0.139514010877
ACH-000246,-0.22210587174000002
ACH-000248,-0.207455215127
ACH-000250,-0.182226774738
ACH-000251,-0.287029184392
ACH-000253,-0.203565771996
ACH-000255,-0.234299105343
ACH-000256,-0.0999176951448
ACH-000257,-0.41756989199100003
ACH-000258,0.2986695654
ACH-000259,-0.164227592782
ACH-000260,-0.256587539259
ACH-000261,-0.226522062421
ACH-000262,-0.30038764153700004
ACH-000263,-0.155574855525
