,BABAM1 (29086)
ACH-000004,0.18289800099800002
ACH-000007,0.199653987057
ACH-000009,0.346028420715
ACH-000011,0.039879377269300006
ACH-000012,0.147552399904
ACH-000013,0.109321993606
ACH-000014,0.112704918781
ACH-000015,0.178722669141
ACH-000017,0.299186169247
ACH-000018,0.12245474467
ACH-000019,0.00297005558892
ACH-000021,0.306955042072
ACH-000022,0.180427890308
ACH-000025,0.262118293809
ACH-000028,0.09625550700589999
ACH-000030,0.102667822664
ACH-000035,0.118913823126
ACH-000036,0.21629411686799999
ACH-000037,0.319816429691
ACH-000039,0.264330774186
ACH-000040,0.138956672744
ACH-000041,0.146829974428
ACH-000042,0.302722865858
ACH-000045,0.157755333058
ACH-000047,-0.00734729585968
ACH-000052,0.10727472306
ACH-000053,0.23812352328400002
ACH-000054,0.294079857142
ACH-000055,0.0607620883794
ACH-000060,0.432783217676
ACH-000067,0.541185567194
ACH-000070,0.280178724394
ACH-000075,0.18986383897
ACH-000078,0.345354215803
ACH-000082,0.207445682218
ACH-000085,0.143070756891
ACH-000086,0.104846050164
ACH-000087,0.19917162818
ACH-000092,0.160573292194
ACH-000095,0.225071491903
ACH-000097,0.175183854784
ACH-000098,0.291095492651
ACH-000099,0.302867619832
ACH-000108,0.09470571232149999
ACH-000113,0.27109749189800003
ACH-000115,0.246902508357
ACH-000116,0.0501948482446
ACH-000118,0.188167198059
ACH-000120,0.0884318684881
ACH-000123,0.22090721518599998
ACH-000127,0.118572156089
ACH-000128,0.0984399865767
ACH-000132,0.22158751404399998
ACH-000133,0.043092636710099996
ACH-000137,0.320612694776
ACH-000138,0.398834877729
ACH-000142,0.117410299878
ACH-000143,0.12031994477499999
ACH-000146,0.15967896601099998
ACH-000148,0.313261888914
ACH-000150,0.185029677757
ACH-000152,0.327997894728
ACH-000153,0.37741767761100004
ACH-000159,0.19255420192000003
ACH-000160,0.520637809846
ACH-000163,0.22932502742199998
ACH-000167,0.5697328076199999
ACH-000168,0.107003349476
ACH-000169,0.127833714724
ACH-000178,0.322377481196
ACH-000182,0.226006100088
ACH-000183,0.391559707385
ACH-000188,-0.0282961635208
ACH-000189,0.0344023528778
ACH-000190,0.486772230295
ACH-000198,0.142168638814
ACH-000204,0.144169303215
ACH-000206,0.18681183248
ACH-000207,0.0064964920994199996
ACH-000211,0.0779928669824
ACH-000215,0.212927602132
ACH-000221,0.24227674635899998
ACH-000222,0.434560766614
ACH-000223,0.226703100033
ACH-000226,0.14343125119
ACH-000227,0.176303786791
ACH-000228,0.19005647514000001
ACH-000231,0.154033701958
ACH-000232,0.0832624092608
ACH-000233,0.0095610948608
ACH-000234,0.130639645187
ACH-000235,0.363882091977
ACH-000237,0.253751851789
ACH-000238,0.14956458333699998
ACH-000243,0.0693549825583
ACH-000244,0.0967045493518
ACH-000246,0.234556328199
ACH-000248,0.20998914524700002
ACH-000250,0.09429267168019999
ACH-000251,0.31472556844099997
ACH-000253,0.0653908378787
ACH-000255,0.202891231123
ACH-000256,0.213619192686
ACH-000257,0.140768546302
ACH-000258,0.259963140914
ACH-000259,0.275051693882
ACH-000260,0.203278004409
ACH-000261,0.214292524949
ACH-000262,0.288129616349
ACH-000263,-0.164078817107
ACH-000264,0.168157966828
ACH-000265,0.264879530741
ACH-000266,0.325154889307
ACH-000272,0.308897913588
ACH-000273,0.16939792298
ACH-000274,0.2978863909
ACH-000277,0.183822246215
ACH-000278,-0.00638453855542
ACH-000279,0.185991207055
ACH-000280,0.152122229694
ACH-000281,0.356374205669
ACH-000288,0.348762762492
ACH-000291,0.23245756680399998
ACH-000293,0.179053798141
ACH-000294,0.11821983039999999
ACH-000295,0.07818936282580001
ACH-000296,0.155881081057
ACH-000302,0.20390498957400002
ACH-000304,0.5376634989469999
ACH-000307,0.123892778387
ACH-000308,0.19859034227000003
ACH-000310,0.228375985495
ACH-000311,0.546678519133
ACH-000312,0.182955477586
ACH-000315,0.467062314881
ACH-000316,0.33224172001999996
ACH-000317,0.174935774219
ACH-000318,0.0935508975759
ACH-000319,0.24658763730099997
ACH-000320,0.303232298202
ACH-000322,0.15056876538
ACH-000323,0.294978580135
ACH-000324,0.194221703327
ACH-000329,0.28591414065299997
ACH-000330,0.096373610307
ACH-000331,0.10688900243699999
ACH-000332,0.35988948666599996
ACH-000334,0.106573235535
ACH-000335,0.219693127656
ACH-000336,0.26961513539299997
ACH-000337,0.0507241121953
ACH-000339,0.117814075631
ACH-000341,0.031277441464900003
ACH-000348,0.27245554962499996
ACH-000350,0.222138679936
ACH-000352,0.27664027406999997
ACH-000356,0.09823628926550002
ACH-000361,0.34593778422300003
ACH-000362,0.10987377670199999
ACH-000363,0.168690916776
ACH-000364,0.146491693247
ACH-000365,0.203712184934
ACH-000366,0.0941361616111
ACH-000368,0.311757358383
ACH-000374,0.222930460695
ACH-000375,0.555304981299
ACH-000376,0.193687913339
ACH-000381,0.0516803962698
ACH-000383,0.31417978323
ACH-000387,0.19933946201799999
ACH-000389,0.331261731126
ACH-000390,0.112034724384
ACH-000393,0.0664488974766
ACH-000395,0.0786043345824
ACH-000397,0.22567372371999997
ACH-000401,0.265040079268
ACH-000402,-0.350637171125
ACH-000403,0.0903586789758
ACH-000404,0.134144495816
ACH-000406,0.240976436288
ACH-000407,0.18749399696
ACH-000408,0.105154505363
ACH-000410,0.220018179489
ACH-000411,0.21917118728799997
ACH-000414,0.247876830445
ACH-000415,0.150569476237
ACH-000416,0.112618241604
ACH-000420,0.1455082954
ACH-000421,0.20446457227
ACH-000424,-0.019619611407099998
ACH-000425,0.167647873299
ACH-000426,0.0437979207943
ACH-000427,0.15083237982
ACH-000433,0.217748930653
ACH-000436,0.023456963465400004
ACH-000444,0.213819713495
ACH-000445,0.0804906519716
ACH-000448,0.167322014974
ACH-000450,0.182614871422
ACH-000452,0.14860667311200002
ACH-000454,-0.16952882784499998
ACH-000458,0.20629878336500002
ACH-000459,0.194663272658
ACH-000460,0.267482345025
ACH-000461,0.130169267564
ACH-000463,0.113571985997
ACH-000464,0.121804231193
ACH-000466,-0.00141139030381
ACH-000467,0.200724498673
ACH-000468,0.11857060727600001
ACH-000469,0.3431692194
ACH-000470,0.191717575586
ACH-000471,0.305323954291
ACH-000472,0.201246560843
ACH-000473,0.0827328623495
ACH-000475,0.173784185152
ACH-000476,0.257859860125
ACH-000477,0.010129449298700001
ACH-000480,-0.0185715432462
ACH-000481,0.25776936014400004
ACH-000483,0.40559555677299997
ACH-000484,0.39208358078500005
ACH-000485,0.17123654017
ACH-000486,0.223718709028
ACH-000487,0.343420784249
ACH-000488,0.007678462593609999
ACH-000490,0.11989026681600001
ACH-000491,0.271762801663
ACH-000495,0.31002732957400003
ACH-000496,0.334000211841
ACH-000499,0.194771105478
ACH-000500,0.07231565995480001
ACH-000502,0.207703806492
ACH-000503,-0.06051884288869999
ACH-000505,0.207251145144
ACH-000507,0.110066461291
ACH-000510,0.17585216682799998
ACH-000511,0.248030533317
ACH-000512,0.188675781938
ACH-000516,0.19081270704599998
ACH-000517,0.29304327248000006
ACH-000518,0.266961478967
ACH-000520,0.33069251248000003
ACH-000521,0.400950465004
ACH-000522,0.12375778375299999
ACH-000524,0.242848230876
ACH-000527,0.22385523656800002
ACH-000528,0.139268146022
ACH-000537,0.270920102098
ACH-000541,0.42073564899899996
ACH-000542,0.118392844325
ACH-000544,0.056701469376
