,MICALL1 (85377)
ACH-000004,-0.42374790723899997
ACH-000007,-0.25573399506
ACH-000009,-0.431623738273
ACH-000011,-0.5403586327009999
ACH-000012,-0.402940056279
ACH-000013,-0.48013337731600003
ACH-000014,-0.320778295661
ACH-000015,-0.413241269683
ACH-000017,-0.357269452005
ACH-000018,-0.32157362891999997
ACH-000019,-0.260502191816
ACH-000021,-0.291037271908
ACH-000022,-0.264289490183
ACH-000025,-0.33789438610699996
ACH-000028,-0.394778853964
ACH-000030,-0.5296287186899999
ACH-000035,-0.324549217674
ACH-000036,-0.259304809393
ACH-000037,-0.305009122634
ACH-000039,-0.27795592216
ACH-000040,-0.180139407705
ACH-000041,-0.194544352797
ACH-000042,-0.400182768649
ACH-000045,-0.377620606311
ACH-000047,-0.11225744963199999
ACH-000052,-0.228836174591
ACH-000053,-0.235851103869
ACH-000054,-0.0476070407625
ACH-000055,-0.142500784848
ACH-000060,-0.393913052391
ACH-000067,-0.359331343865
ACH-000070,-0.120201721412
ACH-000075,-0.583298930452
ACH-000078,-0.44845165907799994
ACH-000082,-0.319453619184
ACH-000085,-0.129808976364
ACH-000086,-0.237262858912
ACH-000087,-0.0943342264899
ACH-000092,-0.408807102684
ACH-000095,-0.324792673636
ACH-000097,-0.22442645887200002
ACH-000098,-0.40663736129600003
ACH-000099,-0.38167719271300005
ACH-000108,-0.355646983545
ACH-000113,-0.395051127354
ACH-000115,-0.306528674113
ACH-000116,-0.186105565293
ACH-000118,-0.23515975543099998
ACH-000120,-0.00546905686028
ACH-000123,-0.395770733442
ACH-000127,-0.201799241709
ACH-000128,-0.1440051637
ACH-000132,-0.45011191165700004
ACH-000133,-0.45316338930100003
ACH-000137,-0.291347380984
ACH-000138,-0.0154412257473
ACH-000142,-0.105990406135
ACH-000143,-0.366640756045
ACH-000146,-0.119983397592
ACH-000148,-0.35488883117700004
ACH-000150,-0.330480322905
ACH-000152,-0.269711743418
ACH-000153,-0.0763386651387
ACH-000159,-0.0629421872246
ACH-000160,-0.321283176055
ACH-000163,-0.300120406162
ACH-000167,-0.351817165509
ACH-000168,-0.430622077256
ACH-000169,-0.437522391568
ACH-000178,-0.21328819486699999
ACH-000182,-0.136280906729
ACH-000183,-0.422785174622
ACH-000188,-0.19457746658
ACH-000189,0.0356406629413
ACH-000190,-0.12427496681700001
ACH-000198,-0.324053177202
ACH-000204,-0.312289001479
ACH-000206,-0.42827997417400004
ACH-000207,-0.271912600623
ACH-000211,-0.346799882824
ACH-000215,-0.338156426901
ACH-000221,-0.403510542441
ACH-000222,-0.102445740163
ACH-000223,-0.38268039839
ACH-000226,-0.272988540128
ACH-000227,-0.7533111282350001
ACH-000228,-0.304291505654
ACH-000231,-0.29379924784600003
ACH-000232,-0.568591593253
ACH-000233,-0.48733854211499994
ACH-000234,-0.230717134107
ACH-000235,-0.212364726083
ACH-000237,-0.247769366191
ACH-000238,-0.240596883692
ACH-000243,-0.33191165955400004
ACH-000244,-0.26254188865899997
ACH-000246,-0.256283039113
ACH-000248,-0.280527844699
ACH-000250,-0.292726662545
ACH-000251,-0.269684450601
ACH-000253,-0.19879626458799998
ACH-000255,-0.350394779235
ACH-000256,-0.565773959094
ACH-000257,-0.0610764465435
ACH-000258,-0.344502822793
ACH-000259,-0.320735153873
ACH-000260,-0.346056676276
ACH-000261,-0.346123500888
ACH-000262,-0.268848780145
ACH-000263,-0.162693308259
ACH-000264,-0.387290637113
ACH-000265,-0.255403002891
ACH-000266,-0.21931263462099998
ACH-000272,-0.43135523991499997
ACH-000273,-0.171796374456
ACH-000274,-0.513820483818
ACH-000277,-0.223222723565
ACH-000278,-0.387153907048
ACH-000279,-0.368435428667
ACH-000280,-0.25780301107299997
ACH-000281,-0.476907637955
ACH-000288,-0.243935015478
ACH-000291,-0.304241130576
ACH-000293,-0.28078518858199997
ACH-000294,-0.364479025937
ACH-000295,-0.198807678116
ACH-000296,-0.20376815293699999
ACH-000302,-0.409680732338
ACH-000304,-0.39389692343000005
ACH-000307,-0.49967625662
ACH-000308,-0.292796171611
ACH-000310,-0.462466348599
ACH-000311,-0.16920790792999998
ACH-000312,-0.240425710421
ACH-000315,-0.411059811781
ACH-000316,-0.427465709644
ACH-000317,-0.0799609375601
ACH-000318,-0.365410576464
ACH-000319,-0.370666743706
ACH-000320,-0.173645376565
ACH-000322,-0.341290362128
ACH-000323,-0.400068633797
ACH-000324,-0.380358827347
ACH-000329,-0.172731003261
ACH-000330,-0.384399346836
ACH-000331,-0.158531484538
ACH-000332,-0.250641587155
ACH-000334,-0.118809866905
ACH-000335,-0.168146171701
ACH-000336,-0.442145714949
ACH-000337,-0.418689076254
ACH-000339,-0.294285987496
ACH-000341,-0.240148636767
ACH-000348,-0.281027807415
ACH-000350,-0.130057469583
ACH-000352,-0.280334234945
ACH-000356,-0.301989766145
ACH-000361,-0.42985367574699995
ACH-000362,-0.27474367020199997
ACH-000363,-0.311244652276
ACH-000364,-0.305908897671
ACH-000365,-0.37538276867299997
ACH-000366,-0.457507736399
ACH-000368,-0.42435741095
ACH-000374,-0.181681061004
ACH-000375,-0.048268752899400004
ACH-000376,-0.277438421613
ACH-000381,-0.203992389096
ACH-000383,-0.186568095558
ACH-000387,-0.38629936155699995
ACH-000389,-0.17317591958
ACH-000390,-0.432654302446
ACH-000393,-0.547871965732
ACH-000395,-0.38513876787699997
ACH-000397,-0.25182670563000004
ACH-000401,-0.42995845060000004
ACH-000402,-0.343275104428
ACH-000403,-0.301662984858
ACH-000404,-0.32914590874
ACH-000406,-0.325452380692
ACH-000407,-0.247470966696
ACH-000408,-0.423805659831
ACH-000410,-0.212358775019
ACH-000411,-0.257235576846
ACH-000414,-0.321275370383
ACH-000415,-0.261946572041
ACH-000416,-0.18003996718899998
ACH-000420,-0.277398293112
ACH-000421,-0.388696374006
ACH-000424,-0.25113836329
ACH-000425,-0.9778272206309999
ACH-000426,-0.280495470066
ACH-000427,-0.530131568797
ACH-000433,-0.383784365905
ACH-000436,-0.40680911622500004
ACH-000444,-0.07404867281260001
ACH-000445,-0.306921748986
ACH-000448,-0.241524421764
ACH-000450,-0.516462302439
ACH-000452,-0.24004290105099998
ACH-000454,-0.44297961288000004
ACH-000458,-0.430828975934
ACH-000459,-0.370751426815
ACH-000460,-0.257042330778
ACH-000461,-0.263860629189
ACH-000463,-0.275752346917
ACH-000464,-0.261646270643
ACH-000466,-0.218153179794
ACH-000467,-0.0440614826265
ACH-000468,-0.338202683222
ACH-000469,-0.36535720380099995
ACH-000470,-0.34450231560500005
ACH-000471,-0.40444976138800004
ACH-000472,-0.34039642522200003
