,CHGA (1113)
ACH-000004,-0.00143352964895
ACH-000007,0.0659822011086
ACH-000009,-0.162651929793
ACH-000011,0.17600153625599999
ACH-000012,-0.12008963958300001
ACH-000013,-0.0708524233211
ACH-000014,-0.109921916171
ACH-000015,-0.10646504407
ACH-000017,-0.246580646924
ACH-000018,-0.028890766028
ACH-000019,-0.0520907010039
ACH-000021,-0.06146705830180001
ACH-000022,-0.18745753721099997
ACH-000025,-0.043110912636900006
ACH-000028,-0.0076625036744
ACH-000030,-0.08227806376630001
ACH-000035,-0.0243841574622
ACH-000036,0.036002024321
ACH-000037,0.00882191386834
ACH-000039,0.0491729311706
ACH-000040,-0.0575409954085
ACH-000041,-0.247166378797
ACH-000042,-0.136973263286
ACH-000045,0.0400897081734
ACH-000047,0.025441125962799998
ACH-000052,-0.167240704902
ACH-000053,-0.055350112074499996
ACH-000054,-0.137059021429
ACH-000055,-0.208996869295
ACH-000060,-0.15147386391599998
ACH-000067,-0.211596204573
ACH-000070,-0.20160527941599998
ACH-000075,-0.048990191556699994
ACH-000078,-0.113210821754
ACH-000082,-0.162094414326
ACH-000085,0.011671156124799999
ACH-000086,-0.0493794403494
ACH-000087,0.127151855491
ACH-000092,-0.0570131489114
ACH-000095,-0.0833090328016
ACH-000097,-0.105665407448
ACH-000098,-0.0697868221405
ACH-000099,-0.12402689491699999
ACH-000108,-0.133001117433
ACH-000113,-0.0767229767351
ACH-000115,-0.101858692711
ACH-000116,-0.115604811319
ACH-000118,-0.05778856963719999
ACH-000120,0.032468956634800004
ACH-000123,-0.00151923904603
ACH-000127,-0.15421400706399999
ACH-000128,-0.105680267159
ACH-000132,0.0222355109226
ACH-000133,-0.0384832750415
ACH-000137,-0.235716619755
ACH-000138,-0.011470408909999999
ACH-000142,-0.21971182961
ACH-000143,-0.16035982832
ACH-000146,-0.165506534743
ACH-000148,-0.10180189075099999
ACH-000150,-0.120272892704
ACH-000152,-0.180798057341
ACH-000153,-0.21320488498799997
ACH-000159,-0.0779579452278
ACH-000160,-0.15618732657
ACH-000163,-0.181828632007
ACH-000167,-0.16901609666200001
ACH-000168,0.0180250349477
ACH-000169,0.0125606859922
ACH-000178,-0.141674057804
ACH-000182,-0.0434769730704
ACH-000183,0.0485503750062
ACH-000188,-0.18032418114999998
ACH-000189,-0.0575201526626
ACH-000190,-0.0717870497805
ACH-000198,-0.0437652741849
ACH-000204,-0.027114963352799996
ACH-000206,-0.258700018101
ACH-000207,-0.161608399305
ACH-000211,-0.0726974094791
ACH-000215,-0.0462398070975
ACH-000221,0.09451472159160001
ACH-000222,-0.0734782808342
ACH-000223,0.0160769680261
ACH-000226,-0.05272307041
ACH-000227,-0.0789549449629
ACH-000228,0.0730257495287
ACH-000231,-0.138223552427
ACH-000232,-0.129338777514
ACH-000233,-0.155011709995
ACH-000234,-0.282577044918
ACH-000235,-0.0381427004871
ACH-000237,-0.09528815368589999
ACH-000238,-0.294405753402
ACH-000243,-0.0656528136187
ACH-000244,-0.112387748213
ACH-000246,-0.213266491444
ACH-000248,-0.03765959831580001
ACH-000250,-0.15673621992999998
ACH-000251,-0.277416991931
ACH-000253,-0.12698204813300001
ACH-000255,-0.0568849030387
ACH-000256,0.0113709891865
ACH-000257,-0.0872429913087
ACH-000258,0.09070964478080001
ACH-000259,-0.0897714138967
ACH-000260,-0.084577813367
ACH-000261,-0.07661611419
ACH-000262,-0.08430223175789998
ACH-000263,0.17299325564399998
ACH-000264,-0.14527566857899998
ACH-000265,0.000303624089899
ACH-000266,-0.132365679152
ACH-000272,-0.0767509441401
ACH-000273,-0.0432857022946
ACH-000274,-0.19301548466200003
ACH-000277,-0.095817501098
ACH-000278,0.0517151350409
ACH-000279,-0.153370270603
ACH-000280,-0.0704128011169
ACH-000281,0.0356346157615
ACH-000288,-0.113124942033
ACH-000291,-0.226102296675
ACH-000293,-0.0725102030177
ACH-000294,-0.0816912150507
ACH-000295,-0.06977386179610001
ACH-000296,-0.11125652928200001
ACH-000302,-0.11919824659700001
ACH-000304,0.0561206010111
ACH-000307,-0.0662989023731
ACH-000308,-0.162762245789
ACH-000310,-0.229017899825
ACH-000311,-0.0890053882141
ACH-000312,-0.11384665971899999
ACH-000315,-0.0421682901309
ACH-000316,-0.0471277289129
ACH-000317,-0.18121625385
ACH-000318,0.025772966202199998
ACH-000319,-0.0468003319966
ACH-000320,-0.0278783440362
ACH-000322,-0.116933434083
ACH-000323,-0.17804518595
ACH-000324,-0.0824801154764
ACH-000329,-0.00392103136272
ACH-000330,-0.203966939118
ACH-000331,-0.065567235547
ACH-000332,-0.23194802191199998
ACH-000334,-0.234798574885
ACH-000335,-0.0737143045592
ACH-000336,-0.411324782755
ACH-000337,-0.0793675464133
ACH-000339,-0.190064624338
ACH-000341,-0.16918663045200003
ACH-000348,-0.276478266729
ACH-000350,-0.078823312341
ACH-000352,-0.0281943546428
ACH-000356,-0.240956302042
ACH-000361,-0.056322152380200004
ACH-000362,-0.09549485585
ACH-000363,-0.0019896043034000003
ACH-000364,0.0774001325814
ACH-000365,-0.015578616530799998
ACH-000366,-0.0946872118396
ACH-000368,-0.17197090751
ACH-000374,0.08401386136289998
ACH-000375,-0.226732651027
ACH-000376,-0.0767504495837
ACH-000381,-0.137321392461
ACH-000383,-0.107276472072
ACH-000387,-0.12876564823
ACH-000389,-0.293724666067
ACH-000390,-0.0626521248213
ACH-000393,-0.0922784120656
ACH-000395,-0.208566394815
ACH-000397,-0.09215894180289999
ACH-000401,0.0857051841848
ACH-000402,-0.34065207807099995
ACH-000403,-0.07821913862510001
ACH-000404,-0.222197643576
ACH-000406,-0.133267288527
ACH-000407,-0.00289623176783
ACH-000408,0.199559245691
ACH-000410,-0.138157827282
ACH-000411,-0.12470116485999999
ACH-000414,-0.0750271320577
ACH-000415,-0.163461503954
ACH-000416,-0.21204975735599998
ACH-000420,0.0177899277305
ACH-000421,-0.060909005760900005
ACH-000424,-0.00982901757823
ACH-000425,-0.035547989292300006
ACH-000426,-0.21537111938200001
ACH-000427,-0.372636292379
ACH-000433,0.013819214433899999
ACH-000436,-0.260341377074
ACH-000444,-0.0207833846687
ACH-000445,-0.285234864688
ACH-000448,-0.145962923356
ACH-000450,-0.257608271676
ACH-000452,-0.041955510348699994
ACH-000454,-0.0860567942912
ACH-000458,-0.24980033134399998
ACH-000459,0.140820134263
ACH-000460,-0.028141943992499998
ACH-000461,-0.00862357405283
ACH-000463,-0.08020681971360001
ACH-000464,-0.18551564529599998
ACH-000466,-0.189350222988
ACH-000467,-0.09229890121639998
ACH-000468,-0.053580366009
ACH-000469,-0.156200617805
ACH-000470,-0.150824975409
ACH-000471,-0.071910225871
ACH-000472,-0.0766416903691
ACH-000473,-0.131335904555
ACH-000475,-0.057077327812099996
ACH-000476,-0.024368791438099998
ACH-000477,0.0123439407601
ACH-000480,-0.115184970375
ACH-000481,-0.00692422452141
ACH-000483,0.05685814683280001
ACH-000484,-0.0178133880782
ACH-000485,-0.20569709800299998
ACH-000486,-0.08820416309000001
ACH-000487,-0.043983832332600004
ACH-000488,-0.145150867947
ACH-000490,-0.019984047945
ACH-000491,-0.14153453246
ACH-000495,-0.26714193955
ACH-000496,-0.023057679674200002
ACH-000499,-0.0501699059014
ACH-000500,-0.7032906705840001
ACH-000502,-0.180611618143
ACH-000503,0.137978772984
ACH-000505,-0.041079598371
ACH-000507,-0.110176999405
ACH-000510,-0.0244840964455
ACH-000511,-0.18638738485599998
ACH-000512,-0.199925431189
ACH-000516,-0.205953699809
ACH-000517,-0.12569297371500002
ACH-000518,-0.06482907634330001
ACH-000520,-0.209930601343
ACH-000521,0.00755574355785
ACH-000522,-0.0795628328456
ACH-000524,-0.0450884999477
ACH-000527,-0.0506271924442
ACH-000528,-0.00580827975051
ACH-000537,-0.16882072333599998
ACH-000541,0.0623656765914
ACH-000542,-0.00926655447168
ACH-000544,-0.103507730056
ACH-000545,-0.0623016054034
ACH-000547,0.15476442719
ACH-000548,-0.239859435352
ACH-000549,0.130837958738
ACH-000550,-0.09202696703180001
ACH-000552,0.028781720449799996
ACH-000556,-0.158924316083
ACH-000557,-0.164974277645
ACH-000570,-0.013551177707499999
ACH-000571,-0.15704324453500002
ACH-000573,-0.08024247209560001
ACH-000576,-0.228698211156
ACH-000580,-0.0256877988137
ACH-000584,-0.041158810595800004
ACH-000585,-0.08740691249469999
