,PRCD (768206)
ACH-000004,-0.0768795114568
ACH-000007,0.0356483147061
ACH-000009,-0.141681282949
ACH-000011,-0.0872586043743
ACH-000012,-0.186330632795
ACH-000013,-0.0350216333561
ACH-000014,0.16335064681199998
ACH-000015,0.09362782684769999
ACH-000017,-0.209113961413
ACH-000018,-0.0557764164509
ACH-000019,-0.313058284362
ACH-000021,-0.0334805343429
ACH-000022,-0.0370975326491
ACH-000025,-0.20643743660100003
ACH-000028,0.00271960589966
ACH-000030,-0.09567118987410002
ACH-000035,-0.0711586756123
ACH-000036,-0.126724811281
ACH-000037,0.10672864652999998
ACH-000039,0.158062789305
ACH-000040,-0.248058975797
ACH-000041,-0.183967708335
ACH-000042,-0.0552208976985
ACH-000045,0.0552149085111
ACH-000047,-0.143350882754
ACH-000052,0.0147785140521
ACH-000053,-0.013636125223100001
ACH-000054,0.056585655594899996
ACH-000055,-0.258952756858
ACH-000060,-0.19985124018300002
ACH-000067,0.031989931261299995
ACH-000070,0.0399654299378
ACH-000075,0.0820378955841
ACH-000078,-0.0516122273283
ACH-000082,-0.233009885442
ACH-000085,-0.042794295777500005
ACH-000086,-0.03791006670369999
ACH-000087,-0.045744127862
ACH-000092,0.033448705190400004
ACH-000095,-0.119902094554
ACH-000097,0.00898936068266
ACH-000098,-0.08013029542339999
ACH-000099,-0.05019931712450001
ACH-000108,-0.06980808468449999
ACH-000113,-0.0635085679724
ACH-000115,-0.0173400289694
ACH-000116,0.0161121138698
ACH-000118,-0.00308311264183
ACH-000120,-0.189119897821
ACH-000123,-0.0234914949976
ACH-000127,-0.100095421995
ACH-000128,-0.154602749603
ACH-000132,0.057973928124
ACH-000133,0.0788242124996
ACH-000137,-0.1626131448
ACH-000138,0.122301382653
ACH-000142,-0.164755140688
ACH-000143,0.037078912865300004
ACH-000146,-0.0665386863602
ACH-000148,0.0372278501944
ACH-000150,-0.09079607579089999
ACH-000152,-0.015004853959
ACH-000153,-0.052054122630699994
ACH-000159,-0.0447247410416
ACH-000160,-0.042742599611800006
ACH-000163,-0.20434350899599998
ACH-000167,-0.119748793044
ACH-000168,0.0193631839112
ACH-000169,-0.123811827162
ACH-000178,0.123173547673
ACH-000182,-0.019868186256
ACH-000183,-0.201977282685
ACH-000188,-0.105977021963
ACH-000189,0.13083042237
ACH-000190,-0.142486448468
ACH-000198,-0.13716454002999998
ACH-000204,0.226434802441
ACH-000206,-0.010352685265499999
ACH-000207,-0.131221771134
ACH-000211,-0.027284969261699998
ACH-000215,-0.168026924005
ACH-000221,0.034500114467
ACH-000222,-0.011916537280999999
ACH-000223,0.0226343374056
ACH-000226,0.13741001093900002
ACH-000227,-0.09435601951360001
ACH-000228,-0.0740526581015
ACH-000231,-0.0953446330872
ACH-000232,0.029571460079799997
ACH-000233,-0.18691184476199998
ACH-000234,-0.0653012354082
ACH-000235,-0.0376936902487
ACH-000237,-0.034404078396900004
ACH-000238,0.057479429781400006
ACH-000243,-0.009172891257719999
ACH-000244,0.0855248656512
ACH-000246,-0.0288355859082
ACH-000248,-0.00774159418565
ACH-000250,-0.0869497816212
ACH-000251,-0.617267964663
ACH-000253,-0.230013624645
ACH-000255,-0.144471905527
ACH-000256,-0.278622332058
ACH-000257,0.058828044111900006
ACH-000258,0.28504974028999996
ACH-000259,-0.07192131255989999
ACH-000260,-0.0957848076787
ACH-000261,-0.11029783513599999
ACH-000262,-0.0030721816371999996
ACH-000263,-0.41611108662
ACH-000264,-0.21443489780000002
