,MEX3A (92312)
ACH-000227,-0.648418711037
ACH-000228,-0.386985261715
ACH-000231,-0.489646942099
ACH-000232,-0.5722371960989999
ACH-000233,-0.45139661470799997
ACH-000234,-0.5773761354110001
ACH-000235,-0.639089286045
ACH-000237,-0.347847729946
ACH-000238,-0.36828548220299995
ACH-000243,-0.48815023002999997
ACH-000244,-0.24051613055999999
ACH-000246,-0.497436675492
ACH-000248,-0.47346259986
ACH-000250,-0.47997763444499997
ACH-000251,-0.985963359817
ACH-000253,-0.451937677405
ACH-000255,-0.499525910285
ACH-000256,-0.831247479378
ACH-000257,-0.326372089531
ACH-000258,-0.065787495588
ACH-000259,-0.450559795955
ACH-000260,-0.6797456114139999
ACH-000261,-0.49722985226300004
ACH-000262,-0.0793799783382
ACH-000263,-0.44281120251500006
ACH-000264,-0.718722071489
ACH-000265,-0.443629969209
ACH-000266,-0.566145626489
ACH-000272,-0.5492737115349999
ACH-000273,-0.571527585433
ACH-000274,-0.431135810762
ACH-000277,-0.460505475441
ACH-000278,-0.538578051729
ACH-000279,-0.225261239531
ACH-000280,-0.58607108015
ACH-000281,-0.441908025541
ACH-000288,-0.518702542164
ACH-000291,-0.512957010318
ACH-000293,-0.46479519595200003
ACH-000294,-0.399867284006
ACH-000295,-0.257139266077
ACH-000296,-0.408884301158
ACH-000302,-0.56885649093
ACH-000304,-0.623656983294
ACH-000307,-0.501523046175
ACH-000308,-0.685859616839
ACH-000310,-0.7867020081649999
ACH-000311,-0.679758204362
ACH-000312,-0.588712836805
ACH-000315,-0.263724627021
ACH-000316,-0.328330171807
ACH-000317,-0.6113778816650001
ACH-000318,-0.44432625988499996
ACH-000319,-0.412123703398
ACH-000320,-0.493620889832
ACH-000322,-0.389256267809
ACH-000323,-0.489705555211
ACH-000324,-0.586406736131
ACH-000329,-0.38795277027099995
ACH-000330,-0.173360964786
ACH-000331,-0.30302600258900003
ACH-000332,-0.623533158514
ACH-000334,-0.45506496778800004
ACH-000335,-0.451801005353
ACH-000336,-0.9860736756119999
ACH-000337,-0.372953890552
ACH-000339,-0.40729815745
ACH-000341,-0.0282324710241
ACH-000348,-0.49125026684699996
ACH-000350,-0.473729128042
ACH-000352,-0.504333699505
ACH-000356,-0.7285922920110001
ACH-000361,-0.596061665865
ACH-000362,-0.439544970362
ACH-000363,-0.47432734278800004
ACH-000364,-0.262794356076
ACH-000365,-0.47088518281
ACH-000366,-0.563589900636
ACH-000368,-0.640965877734
ACH-000374,-0.310568579578
ACH-000375,-0.367694579734
ACH-000376,-0.671963167025
ACH-000381,-0.745342918044
ACH-000383,-0.5981811747720001
ACH-000387,-0.402690094852
ACH-000389,-0.551823504117
ACH-000390,-0.317139487205
ACH-000393,-0.35429415838
ACH-000395,-0.45391773043000005
ACH-000397,-0.577228287409
ACH-000401,-0.5393563467170001
ACH-000402,-0.789410599817
ACH-000403,-0.516714840373
ACH-000404,-0.30895794212
ACH-000406,-0.362531284597
ACH-000407,-0.926587770733
ACH-000408,-0.24127367524
ACH-000410,-0.8708659708259999
ACH-000411,-0.369857340071
ACH-000414,-0.8043747389429999
ACH-000415,-0.358684927135
ACH-000416,-0.618894230894
ACH-000420,-0.499634702237
ACH-000421,-0.611473088861
ACH-000424,-0.186176198235
ACH-000425,-0.48333545427599994
ACH-000426,-0.222568417656
ACH-000427,-0.433544887443
ACH-000433,-0.961634185448
ACH-000436,-0.377942177464
ACH-000444,-0.619481808988
ACH-000445,-0.424972024207
ACH-000448,-0.427052526143
ACH-000450,-0.719434683882
ACH-000452,-0.49789823543399997
ACH-000454,-0.528363859163
ACH-000458,-0.401384829913
ACH-000459,0.0256976253865
ACH-000460,-0.43556295755
ACH-000461,-0.5562080285409999
ACH-000463,-0.6089979362619999
ACH-000464,-0.588943710625
ACH-000466,-0.8139535869589999
ACH-000467,-0.216624529372
ACH-000468,-0.6134080675370001
ACH-000469,-0.305387742299
ACH-000470,-0.282484498865
ACH-000471,-0.5765568193389999
ACH-000472,-0.548836401555
ACH-000473,-0.462306085882
ACH-000475,-0.613258737925
ACH-000476,-0.5032281943670001
ACH-000477,-0.771894880168
ACH-000480,-0.7385885661830001
ACH-000481,-0.53903238357
ACH-000483,-0.17655814546100002
ACH-000484,-0.7901850289010001
ACH-000485,-0.572858507295
ACH-000486,-0.47538256775700005
ACH-000487,-0.508252006925
ACH-000488,-0.580385509782
ACH-000490,-0.520223878229
ACH-000491,-0.443667813716
ACH-000495,-0.7961771700120001
ACH-000496,-0.56197687842
ACH-000499,-0.504284907162
ACH-000500,-1.3674006462600001
ACH-000502,-0.5979914332890001
ACH-000503,-0.507348589885
ACH-000505,-0.799854844826
ACH-000507,-0.46191443592799997
ACH-000510,-0.641003151922
ACH-000511,-0.517432101831
ACH-000512,-0.5078022834920001
ACH-000516,-0.538249367035
ACH-000517,-0.49662444541199996
ACH-000518,-0.511679208059
ACH-000520,-0.66863745086
ACH-000521,-0.600324348943
ACH-000522,-0.550688740578
ACH-000524,-0.5031611698080001
ACH-000527,-0.523163234723
ACH-000528,-0.42293898155299997
ACH-000537,-0.51654284598
ACH-000541,-0.273994015498
ACH-000542,-0.551081202793
ACH-000544,-0.561267853651
ACH-000545,-0.591957356276
ACH-000547,-0.239663652515
ACH-000548,-0.476879681958
ACH-000549,-0.586199506481
ACH-000550,-0.440283601044
ACH-000552,-0.453916195079
ACH-000556,-0.551597856246
ACH-000557,-0.597569012577
ACH-000570,-0.29511182504
ACH-000571,-0.493744978702
ACH-000573,-0.45942129746699994
ACH-000576,-0.43668627438100005
ACH-000580,-0.772593459102
ACH-000584,-0.295441405474
ACH-000585,-0.493929222055
ACH-000588,-0.544696910475
ACH-000589,-0.599744038508
ACH-000591,-0.0722907178271
ACH-000593,-0.49414062522
ACH-000600,-0.52099240626
ACH-000601,-0.524324967485
ACH-000604,-0.718383464951
ACH-000605,-0.552069100122
ACH-000606,-0.700407395907
ACH-000608,-0.456378494935
ACH-000614,-0.6001915293760001
ACH-000616,-0.547816677961
ACH-000618,-0.5773860192329999
ACH-000619,-0.44633565752099996
ACH-000620,-0.424641294273
ACH-000621,-0.286976511083
ACH-000622,-0.674335487297
ACH-000623,-0.5159172192539999
ACH-000624,-0.3244135341
ACH-000627,-0.52149630597
ACH-000630,-0.5432380992010001
ACH-000632,-0.34302334229599996
ACH-000633,-0.37136275511699995
ACH-000637,-0.495748908547
ACH-000638,-0.681268425495
ACH-000646,-0.17703470255999998
ACH-000647,-0.510255658474
ACH-000648,-0.5489600869960001
ACH-000649,-0.5500289903450001
ACH-000651,-0.737124590185
ACH-000652,-0.540928783939
ACH-000653,-0.564609018831
ACH-000657,-0.533061748535
ACH-000658,-0.6033075711
ACH-000661,-0.300094687903
ACH-000662,-0.91296727009
ACH-000663,-0.66088973203
ACH-000665,-0.556344373905
ACH-000671,-0.41424496611199996
ACH-000673,-0.49929234924599997
ACH-000676,-0.472610598646
ACH-000677,-0.5071639534369999
ACH-000681,-0.625352366593
ACH-000682,-0.664594686411
ACH-000683,-0.8039147594120001
ACH-000684,-0.702170433104
ACH-000688,-0.18261024461
ACH-000693,-0.449529501562
ACH-000694,-0.528373450591
ACH-000695,-0.27733279771499997
ACH-000696,-0.564937954011
ACH-000697,-0.630931513715
ACH-000699,-0.390702154726
ACH-000701,-0.679513961591
ACH-000706,-0.44701270599200005
ACH-000711,-0.56531787267
ACH-000713,-0.45640354720299997
ACH-000714,-0.40280992130800003
ACH-000718,-0.33756631339000004
ACH-000720,-0.396504691976
ACH-000721,-0.500460465717
ACH-000724,-0.0947438293244
ACH-000725,-0.538118361048
ACH-000732,-0.6773869205580001
ACH-000734,-0.578327621319
ACH-000735,-0.594305263684
ACH-000736,-0.349333488623
ACH-000738,-0.43474652968000005
ACH-000746,-0.547053535065
ACH-000747,-0.603901853051
ACH-000748,-0.336199435392
ACH-000753,-0.547585482465
ACH-000756,-0.8195598759880001
ACH-000757,-0.561277318783
ACH-000758,-0.294137819084
ACH-000760,-0.549567618615
ACH-000763,-0.608992626396
ACH-000764,-0.7256601900990001
ACH-000765,-0.509263979183
ACH-000766,-0.7281779817280001
ACH-000767,-0.420146482856
ACH-000768,-0.280080912779
ACH-000769,-0.135476909795
ACH-000770,-0.44971314721600003
ACH-000771,-0.399642471653
ACH-000773,-0.636183321118
ACH-000776,-0.357902407731
ACH-000777,-0.463273373393
ACH-000778,-0.45204023298199997
ACH-000781,-0.601822371968
ACH-000782,-0.547026707337
ACH-000783,-0.7483099581129999
ACH-000784,-0.49020884821099997
ACH-000785,-0.6098132944960001
ACH-000787,-0.360695895877
ACH-000788,-0.494683608723
ACH-000791,-0.9116362249109999
ACH-000792,-0.385329505299
ACH-000794,-0.405796260595
ACH-000796,-0.675152045961
ACH-000799,-0.24127597569000003
ACH-000800,-0.37082838962700004
ACH-000802,-0.554246836933
ACH-000804,-0.516876557761
ACH-000805,-0.379011506049
ACH-000809,-0.527883988893
ACH-000810,-0.310653582019
ACH-000811,-0.511362552588
ACH-000817,-0.5817317900460001
ACH-000819,-0.5265331920530001
ACH-000820,-0.459879228414
ACH-000821,-0.313476067066
ACH-000822,-0.557840651529
ACH-000823,-0.44482282138400003
ACH-000824,-0.532539887994
ACH-000827,-0.517434161745
ACH-000829,-0.235715175997
ACH-000831,-0.49060669310500005
ACH-000832,-0.6510080870189999
ACH-000833,-0.297510080332
ACH-000834,-0.777031670363
ACH-000835,-0.400839170933
ACH-000836,-0.663601046673
ACH-000837,-0.46547063430299995
ACH-000838,-1.1132756159000001
ACH-000839,-0.6748003767730001
ACH-000840,-0.399570783102
ACH-000841,-0.474376036864
ACH-000843,-0.5629066926030001
ACH-000846,-0.329791661904
ACH-000847,-0.37276643348000005
ACH-000848,-0.605093815363
ACH-000849,-0.479426228026
ACH-000851,-0.4587211869100001
ACH-000855,-0.416925503045
ACH-000856,-0.332546089845
ACH-000858,-0.44320885217
ACH-000859,-0.548434286806
ACH-000861,-0.5985182856419999
ACH-000862,-0.499660362027
ACH-000865,-0.614986251108
ACH-000866,-0.481668092469
ACH-000867,-0.668217286855
ACH-000869,-0.717940018147
ACH-000872,-0.165806914817
ACH-000873,-0.27908988901099996
ACH-000876,-0.617712332692
ACH-000878,-0.628790331829
ACH-000880,-0.447116241162
ACH-000881,-0.602090529345
ACH-000882,-0.356933516828
ACH-000884,-0.46760717980899996
ACH-000885,-0.514837937001
ACH-000887,-0.4555261057399999
ACH-000888,-0.46527175249499997
ACH-000889,-0.640762322615
ACH-000890,-0.5406254053230001
ACH-000896,-0.686688713708
ACH-000898,-0.362634973873
ACH-000900,-0.685471785232
ACH-000901,-0.455310146076
ACH-000905,-0.6837201446860001
ACH-000906,-0.263387969318
ACH-000907,-0.517870184038
ACH-000910,-0.424387010959
ACH-000911,-0.384644224775
ACH-000912,-0.5886112235800001
ACH-000913,-0.532022950136
ACH-000915,-0.364843004323
ACH-000916,0.0148208165438
ACH-000917,-0.38999664902900005
ACH-000921,-0.38550986748300003
ACH-000924,-0.639061446928
ACH-000926,-0.305033865801
ACH-000928,-0.376921722449
ACH-000929,-0.7206751896170001
ACH-000932,-0.481963561533
ACH-000935,-0.530603693973
ACH-000936,-0.860490123679
ACH-000937,-0.547645495043
ACH-000938,-0.35523872172700005
ACH-000939,-0.7487316796060001
ACH-000941,-0.426412498973
ACH-000943,-0.442265034497
ACH-000946,-0.5282704744060001
ACH-000947,-0.690266108764
ACH-000948,-0.7104666446619999
ACH-000950,-0.22417121648000002
ACH-000953,-0.855846282079
ACH-000957,-0.394259601981
ACH-000958,-0.48615976462099997
ACH-000960,-0.17933015324
ACH-000963,-0.7968624254000001
ACH-000968,-0.450057638259
ACH-000969,-0.381134157304
ACH-000973,-0.491450639318
ACH-000974,-0.37802583903000003
ACH-000975,-0.659035096293
ACH-000976,-0.64939287691
ACH-000978,-0.31258817152699997
ACH-000980,-0.44751479432400004
ACH-000984,-0.669966546318
ACH-000986,-0.635008882727
ACH-000988,-0.65467619208
ACH-000993,-0.631160209702
ACH-000994,-0.555314238167
ACH-000996,-0.607121698651
ACH-001001,-0.404616063367
ACH-001020,-0.514663296778
ACH-001028,-0.485657779936
ACH-001031,-0.314246011394
ACH-001038,-0.557381768659
ACH-001048,-0.393179942509
ACH-001050,-0.800115122703
ACH-001053,-0.498699346522
ACH-001054,-0.47684525429200003
ACH-001061,-0.572029397318
ACH-001067,-0.30543101955400004
ACH-001075,-0.383925751766
ACH-001096,-0.39226962139300003
ACH-001128,-0.63679554087
ACH-001134,-0.46819634699699997
ACH-001151,-0.66001572669
ACH-001163,-0.715215935872
ACH-001164,-0.578608844115
ACH-001173,-0.364965513032
ACH-001183,-0.43648304002899996
ACH-001184,-0.25665025800700003
ACH-001190,-0.444986815619
ACH-001192,-0.31843037773899996
ACH-001193,-0.850554411259
ACH-001196,-0.352292697378
ACH-001197,-0.528154444206
ACH-001205,-0.44621004962099997
ACH-001211,-0.6515687451259999
ACH-001212,-0.49799177726800004
ACH-001228,-0.562049928785
ACH-001232,-0.5620817710239999
ACH-001239,-0.489519738769
ACH-001274,-0.37868646272900003
ACH-001275,-0.5808459122649999
ACH-001277,-0.758105220448
ACH-001278,-0.301098379234
ACH-001280,-0.812822053398
ACH-001283,-0.45819453248
ACH-001289,-0.608435067578
ACH-001295,-0.545849486601
ACH-001300,-0.46197189493999996
ACH-001301,-0.40276489158100004
ACH-001302,-0.0437806937053
ACH-001303,-0.447686337233
ACH-001306,-0.517111548536
ACH-001318,-0.542320005823
ACH-001322,-0.44470084784599995
ACH-001328,-0.527412361491
ACH-001332,-0.592730063533
ACH-001333,-0.505369629835
ACH-001336,-0.659298630402
ACH-001340,-0.558102417848
ACH-001346,-0.67415237197
ACH-001353,-0.590523336325
ACH-001354,-0.37275187554
ACH-001367,-0.557957257229
ACH-001368,-0.615542994514
ACH-001374,-0.629394688404
ACH-001375,-0.323874955846
ACH-001377,-0.521862090962
ACH-001380,-0.270141385304
ACH-001391,-0.6393557439299999
ACH-001407,-0.521320558204
ACH-001408,-0.5091140067409999
ACH-001413,-0.6187695910109999
ACH-001430,-0.838467403108
ACH-001431,-0.43287392915399997
ACH-001450,-0.40571040185900004
ACH-001496,-0.507368097174
ACH-001500,-0.41743763336999995
ACH-001521,-0.5782432594529999
ACH-001523,-0.349007465296
ACH-001532,-0.513766323532
ACH-001536,-0.501504790955
ACH-001550,-0.4777758673
ACH-001552,-0.66797444783
ACH-001554,-0.504208518637
ACH-001645,-0.598640204035
ACH-001654,-0.7187565370319999
ACH-001715,-0.585890396173
ACH-001735,-0.369344051655
ACH-001736,-0.24158990200999997
ACH-001737,-0.653873928729
ACH-001740,-0.672471649672
ACH-001745,-0.7613953262659999
ACH-001750,-0.413028170273
ACH-001765,-0.482095707474
ACH-001956,-0.625527732889
ACH-001957,-0.7077780637109999
