,TMPRSS11F (389208)
ACH-000004,0.19694430637000002
ACH-000007,0.464598428302
ACH-000009,0.331864915411
ACH-000011,0.298803011859
ACH-000012,0.30505078178100004
ACH-000013,0.37083684838
ACH-000014,0.340396300014
ACH-000015,0.367318077556
ACH-000017,0.26739125301399996
ACH-000018,0.0284433483727
ACH-000019,0.457718700834
ACH-000021,0.44840405511799997
ACH-000022,0.22307212539700003
ACH-000025,0.39153570768299994
ACH-000028,0.373530274007
ACH-000030,0.327419159408
ACH-000035,0.32242431242499997
ACH-000036,0.27687346584600003
ACH-000037,0.3118707989
ACH-000039,0.541940540288
ACH-000040,0.25011602818000006
ACH-000041,0.29985824718000004
ACH-000042,0.409665762139
ACH-000045,0.365831895132
ACH-000047,0.332925583828
ACH-000052,0.18865527700999998
ACH-000053,0.268055766088
ACH-000054,0.386051642708
ACH-000055,0.43620371226300003
ACH-000060,0.274496116833
ACH-000067,0.449584146136
ACH-000070,0.347001649551
ACH-000075,0.0659982375032
ACH-000078,0.364873594094
ACH-000082,0.250245943061
ACH-000085,0.295244403588
ACH-000086,0.472566429177
ACH-000087,0.310714141823
ACH-000092,0.299010944273
ACH-000095,0.275907963921
ACH-000097,0.337037754149
ACH-000098,0.203959750669
ACH-000099,0.371386011555
ACH-000108,0.342771709581
ACH-000113,0.26803334614999996
ACH-000115,0.38116667539000004
ACH-000116,0.24134632044100002
ACH-000118,0.316953057194
ACH-000120,0.37666357266
ACH-000123,0.203427387161
ACH-000127,0.34455759055299995
ACH-000128,0.315146649499
ACH-000132,0.414198167327
ACH-000133,0.37008422578500005
ACH-000137,0.267836424634
ACH-000138,0.348943245492
ACH-000142,0.340226243046
ACH-000143,0.436130196342
ACH-000146,0.292856134464
ACH-000148,0.295576892922
ACH-000150,0.288474924413
ACH-000152,0.446682128342
ACH-000153,0.07696856852730001
ACH-000159,0.304423267992
ACH-000160,0.302507218894
ACH-000163,0.19230385128199998
ACH-000167,0.201443178147
ACH-000168,0.37401983775200004
ACH-000169,0.302743674006
ACH-000178,0.244748388657
ACH-000182,0.285792260244
ACH-000183,0.251712248594
ACH-000188,0.279767150955
ACH-000189,0.050479945272599996
ACH-000190,0.247184682551
ACH-000198,0.335482184641
ACH-000204,0.34695777193099997
ACH-000206,0.495698608048
ACH-000207,0.437549066063
ACH-000211,0.335093619995
ACH-000215,0.361345175464
ACH-000221,0.257655391424
ACH-000222,0.350157302795
ACH-000223,0.318039832156
ACH-000226,0.42668710964
ACH-000227,0.504813649513
ACH-000228,0.25541977570700003
ACH-000231,0.32930494611
ACH-000232,0.498759253097
ACH-000233,0.220602242443
ACH-000234,0.34566000003700004
ACH-000235,0.358943975445
ACH-000237,0.33217076673900003
ACH-000238,0.419811726453
ACH-000243,0.44382487493199996
ACH-000244,0.0454411159252
ACH-000246,0.269778402357
ACH-000248,0.37078497989799997
ACH-000250,0.322583302637
ACH-000251,0.345575284888
ACH-000253,0.129942438674
ACH-000255,0.241356072229
ACH-000256,0.34956106146
ACH-000257,0.205604167196
ACH-000258,0.396785105835
ACH-000259,0.32819964152
ACH-000260,0.398597349865
ACH-000261,0.2907396586
ACH-000262,0.183850162861
ACH-000263,0.165936972219
ACH-000264,0.240265961838
ACH-000265,0.365271147824
ACH-000266,0.419674697953
ACH-000272,0.24412535506400002
ACH-000273,0.441304147862
ACH-000274,0.28092544004500003
ACH-000277,0.40433071883599997
ACH-000278,0.337212546232
ACH-000279,0.295268831865
ACH-000280,0.25472874447099997
ACH-000281,0.36540342066500003
ACH-000288,0.379911264979
ACH-000291,0.163742323757
ACH-000293,0.23603415459899998
ACH-000294,0.363371666733
ACH-000295,0.350960387636
ACH-000296,0.37693390323799997
ACH-000302,0.24474414218499999
ACH-000304,0.407192339789
ACH-000307,0.307678957528
ACH-000308,0.30933896206
ACH-000310,0.539962623712
ACH-000311,0.198275486741
ACH-000312,0.344157384894
ACH-000315,0.148023036866
ACH-000316,0.40122065029700005
ACH-000317,0.260869850393
ACH-000318,0.165473944347
ACH-000319,0.45027790895400005
ACH-000320,0.518713240093
ACH-000322,0.52978269014
ACH-000323,0.307136823
ACH-000324,0.371089726223
ACH-000329,0.348398214206
ACH-000330,0.210124165831
ACH-000331,0.387477041996
ACH-000332,0.35179472974299997
ACH-000334,0.170877248363
ACH-000335,0.22875047266100001
ACH-000336,0.31324641135000003
ACH-000337,0.34344057333899997
ACH-000339,0.334088560541
ACH-000341,0.39450577185
ACH-000348,0.44007241187299995
ACH-000350,0.345108164582
ACH-000352,0.229386803431
ACH-000356,0.109879802168
ACH-000361,0.568988606444
ACH-000362,0.356407975391
ACH-000363,0.293820965243
ACH-000364,0.395024416204
ACH-000365,0.311323113052
ACH-000366,0.296026091015
ACH-000368,0.39097137942599997
ACH-000374,0.164516564415
ACH-000375,0.33384827100000003
ACH-000376,0.397220907438
ACH-000381,0.451483944247
ACH-000383,0.239889498206
ACH-000387,0.382706427067
ACH-000389,0.166581445461
ACH-000390,0.287971358596
ACH-000393,0.36634876089199997
ACH-000395,0.33861358026699995
ACH-000397,0.272613629155
ACH-000401,0.337817588469
ACH-000402,0.420591855028
ACH-000403,0.376774561163
ACH-000404,0.18032926301600002
ACH-000406,0.340425393322
ACH-000407,0.305452867086
ACH-000408,0.35711823767399997
ACH-000410,0.459905050407
ACH-000411,0.423221456263
ACH-000414,0.327656746318
ACH-000415,0.35079663896200003
ACH-000416,0.27261167199999997
ACH-000420,0.484358812941
ACH-000421,0.31643472659099997
ACH-000424,0.36664185547600003
ACH-000425,0.360681956526
ACH-000426,0.201247114067
ACH-000427,0.129735302213
ACH-000433,0.418940073629
ACH-000436,0.112587612741
ACH-000444,0.286043209547
ACH-000445,0.30719059385999997
ACH-000448,0.254831092463
ACH-000450,0.41631251130099994
ACH-000452,0.302996080023
ACH-000454,0.400980152425
ACH-000458,0.218599686485
ACH-000459,0.305263205887
ACH-000460,0.327142158167
ACH-000461,0.12551320990999998
ACH-000463,0.216003233768
ACH-000464,0.38794883037
ACH-000466,0.33884448288400004
ACH-000467,0.263993711464
ACH-000468,0.263621749367
ACH-000469,0.334945896859
ACH-000470,0.260986680601
ACH-000471,0.297063131208
ACH-000472,0.322316498404
ACH-000473,0.3156241441
ACH-000475,0.268151688432
ACH-000476,0.276260696928
ACH-000477,0.282316308623
ACH-000480,0.38683172550399997
ACH-000481,0.395518408857
ACH-000483,0.376720620295
ACH-000484,0.207534049288
ACH-000485,0.34744515999
ACH-000486,0.310491122175
ACH-000487,0.287473755303
ACH-000488,0.27900815509300003
ACH-000490,0.351642299032
ACH-000491,0.300845401741
ACH-000495,0.386496575908
ACH-000496,0.384726940085
ACH-000499,0.6696567843410001
ACH-000500,-0.283136277584
ACH-000502,0.284264125771
ACH-000503,0.480615439155
ACH-000505,0.375443856422
ACH-000507,0.346944828799
ACH-000510,0.26076058753000003
ACH-000511,0.283800723836
ACH-000512,0.03480879730980001
ACH-000516,0.381419043706
