,PBX1 (5087)
ACH-000004,0.176670490602
ACH-000007,-0.127647557797
ACH-000009,-0.196394263415
ACH-000011,0.0631089370203
ACH-000012,0.0751716583095
ACH-000013,0.114411181863
ACH-000014,0.0531545901186
ACH-000015,-0.010361643327700001
ACH-000017,-0.124910219659
ACH-000018,0.177361822611
ACH-000019,0.049714284246500005
ACH-000021,-0.0415430801255
ACH-000022,-0.0145887805052
ACH-000025,0.0416461063731
ACH-000028,0.12744313978900002
ACH-000030,0.0758511536861
ACH-000035,-0.0291744834345
ACH-000036,-0.0696953337432
ACH-000037,0.0650665732988
ACH-000039,0.0373255072722
ACH-000040,0.0983507943762
ACH-000041,-0.037395787713099995
ACH-000042,0.125400448912
ACH-000045,0.017210534907400002
ACH-000047,0.0246017479588
ACH-000052,-0.04427499751299999
ACH-000053,0.058331907821699995
ACH-000054,0.0108007348004
ACH-000055,0.0740832446979
ACH-000060,0.122642138147
ACH-000067,0.09073339842869999
ACH-000070,-0.513825123367
ACH-000075,0.0784588694798
ACH-000078,0.209430047782
ACH-000082,0.0471287067454
ACH-000085,0.0630552216258
ACH-000086,-0.03734222561830001
ACH-000087,0.042483185411400004
ACH-000092,0.0920723393773
ACH-000095,0.0689919624042
ACH-000097,0.20339106333299997
ACH-000098,-0.0247592612038
ACH-000099,-0.0408490820033
ACH-000108,-0.0325701226215
ACH-000113,0.15360245372300002
ACH-000115,-0.0297597981816
ACH-000116,0.038460054141599996
ACH-000118,0.09524755233560002
ACH-000120,0.00032453705208999997
ACH-000123,0.004796607619850001
ACH-000127,0.026800727835800002
ACH-000128,-0.11180704572000001
ACH-000132,0.0817271722888
ACH-000133,0.179552134964
ACH-000137,-0.0435857926639
ACH-000138,-0.0724081845766
ACH-000142,0.0173413645297
ACH-000143,-0.028870573508099996
ACH-000146,0.107375024763
ACH-000148,-0.0093864908695
ACH-000150,0.063744962374
ACH-000152,0.139529084497
ACH-000153,-0.152649544937
ACH-000159,0.120376680376
ACH-000160,0.17866343719500002
ACH-000163,0.101901310558
ACH-000167,0.265044802753
ACH-000168,0.102287750708
ACH-000169,0.046674046614499996
ACH-000178,0.0330672699147
ACH-000182,0.0649172518776
ACH-000183,-0.033466016475
ACH-000188,0.21854885221999998
ACH-000189,0.23309210945300002
ACH-000190,0.0152396782492
ACH-000198,0.030799255983299998
ACH-000204,-0.285586539107
ACH-000206,0.0777592298135
ACH-000207,0.191015782859
ACH-000211,0.0515499264106
ACH-000215,0.018200352503400002
ACH-000221,0.0439787804754
ACH-000222,-0.23612982312199998
ACH-000223,0.0807716568656
ACH-000226,0.08587311361289998
ACH-000227,0.0935833227258
ACH-000228,-0.183507618319
ACH-000231,0.148183915928
ACH-000232,-0.054964777247900005
ACH-000233,0.052999286543
ACH-000234,-0.08774259065199999
ACH-000235,-0.0856488011191
ACH-000237,0.06175559554409999
ACH-000238,0.013991373667699999
ACH-000243,-0.0383372673621
ACH-000244,0.0697560032508
ACH-000246,0.0989834791797
ACH-000248,0.294933863521
ACH-000250,0.0426709584022
ACH-000251,0.10714718043
ACH-000253,-0.0636600369491
ACH-000255,-0.0300332932043
ACH-000256,-0.0302473334425
ACH-000257,-0.148202914966
ACH-000258,-0.0490164365797
ACH-000259,-0.514715086617
ACH-000260,-0.167142284176
ACH-000261,0.0881913405538
ACH-000262,-0.00217977467991
ACH-000263,0.111034184892
ACH-000264,-0.0240439295598
ACH-000265,0.08452252421369999
ACH-000266,0.0801587925768
ACH-000272,0.0826571837915
ACH-000273,0.125001415039
ACH-000274,0.109721117723
ACH-000277,0.0874957790783
ACH-000278,0.025949888137500002
ACH-000279,0.0138298092251
ACH-000280,0.166366575697
ACH-000281,-0.0783310727652
ACH-000288,-0.0439583557615
ACH-000291,-0.109636266664
ACH-000293,-0.0656745419685
ACH-000294,-0.0317981194999
ACH-000295,0.232770129351
ACH-000296,0.103748499385
ACH-000302,0.08502584155239999
ACH-000304,0.417513038364
ACH-000307,0.20813647273299998
ACH-000308,0.12057612914799999
ACH-000310,-0.153777120864
ACH-000311,0.033937672242400005
ACH-000312,-0.00936377029994
ACH-000315,-0.08017851105339999
ACH-000316,0.07286506202779999
ACH-000317,-0.21597109127500003
ACH-000318,0.107212859397
ACH-000319,-0.07128897473410001
ACH-000320,-0.11093623579800001
ACH-000322,0.101998081964
ACH-000323,0.09390997622120001
ACH-000324,0.08783249992839999
ACH-000329,0.17888089436000001
ACH-000330,0.08623374354730001
ACH-000331,0.0649917841679
ACH-000332,0.026279583909100002
ACH-000334,-0.15629683258899998
ACH-000335,-0.010779632396299999
ACH-000336,0.0026603264228899997
ACH-000337,0.009145900679049999
ACH-000339,-0.027274799832000002
ACH-000341,0.237337893946
ACH-000348,0.155889864867
ACH-000350,0.10381629715500001
ACH-000352,0.102695289303
ACH-000356,-0.08414094416380001
ACH-000361,-0.00434559303419
ACH-000362,0.122934667137
ACH-000363,0.22516459158799998
ACH-000364,0.0330861584396
ACH-000365,0.05294756975380001
ACH-000366,0.18039024763099998
ACH-000368,0.18417553322
ACH-000374,0.246397294283
ACH-000375,0.054520589375800003
ACH-000376,0.13093860380300001
ACH-000381,-0.21898484115800002
ACH-000383,0.0122173136891
ACH-000387,-0.0826461646139
ACH-000389,0.257119094805
ACH-000390,0.0551025119152
ACH-000393,0.024024026721700002
ACH-000395,-0.139356444394
ACH-000397,0.0579221307206
ACH-000401,0.0442133855829
ACH-000402,-0.021236241136799998
ACH-000403,0.012144340377499998
