,MOAP1 (64112)
ACH-000004,-0.06821418351900001
ACH-000007,0.284364709652
ACH-000009,0.0826887380883
ACH-000011,0.0876252317341
ACH-000012,0.0606896725955
ACH-000013,-0.05173868782319999
ACH-000014,-0.00615492952133
ACH-000015,0.264633046725
ACH-000017,0.0492510758577
ACH-000018,0.204529870787
ACH-000019,-0.277794593935
ACH-000021,0.0422691517429
ACH-000022,0.0908482356278
ACH-000025,-0.0501273587931
ACH-000028,0.176220564383
ACH-000030,-0.108370693231
ACH-000035,0.130823166244
ACH-000036,0.0506108853787
ACH-000037,0.106200209878
ACH-000039,0.135286882258
ACH-000040,0.00658766512798
ACH-000041,-0.0142113491759
ACH-000042,-0.0751585191325
ACH-000045,0.029769567846800002
ACH-000047,-0.061117919836
ACH-000052,0.14873119862
ACH-000053,0.07444198243030001
ACH-000054,-0.00291938689088
ACH-000055,-0.17376338853700002
ACH-000060,-0.240323720805
ACH-000067,-0.11974793729399999
ACH-000070,0.14312731740700002
ACH-000075,-0.293986980726
ACH-000078,0.0037692551887600003
ACH-000082,0.0219254332272
ACH-000085,-0.0226465849981
ACH-000086,0.0186650048739
ACH-000087,-0.0981495148353
ACH-000092,-0.0638409904214
ACH-000095,-0.0832299998728
ACH-000097,0.049714387436699994
ACH-000098,0.013524343244100002
ACH-000099,0.0160329229005
ACH-000108,-0.07125321722080001
ACH-000113,0.0199335577596
ACH-000115,0.10341017673599999
ACH-000116,0.0531117294403
ACH-000118,0.0152089239162
ACH-000120,0.196153170805
ACH-000123,0.0342855795829
ACH-000127,-0.11003745577400001
ACH-000128,-0.19184507857299998
ACH-000132,-0.124700315526
ACH-000133,0.0412268731115
ACH-000137,-0.029491451315900002
ACH-000138,0.066493424498
ACH-000142,0.07831534673710001
ACH-000143,0.09905130553480002
ACH-000146,0.0190411625003
ACH-000148,-0.0214173063884
ACH-000150,-0.0384250125344
ACH-000152,-0.094759324552
ACH-000153,0.247219050628
ACH-000159,-0.032365667301199996
ACH-000160,-0.06321635275399999
ACH-000163,-0.0062521229111600005
ACH-000167,0.06629973047830001
ACH-000168,0.048053331511599996
ACH-000169,0.123607521184
ACH-000178,-0.011638071028100001
ACH-000182,-0.050146467662199996
ACH-000183,0.171235789859
ACH-000188,0.08804292658700001
ACH-000189,0.19611560692000002
ACH-000190,0.156002436277
ACH-000198,-0.0555827558656
ACH-000204,0.10591248398
ACH-000206,0.0641863845012
ACH-000207,-0.209292507067
ACH-000211,-0.06800670959840001
ACH-000215,0.0505095072145
ACH-000221,0.023470030958599997
ACH-000222,0.05335422843859999
ACH-000223,-0.023838768591
ACH-000226,-0.0273736173314
ACH-000227,-0.21420053571800002
ACH-000228,-0.00244012651571
ACH-000231,-0.049961699773199995
ACH-000232,-0.124531880929
ACH-000233,-0.0434993047511
ACH-000234,-0.0143479931776
ACH-000235,-0.123320111541
ACH-000237,0.20242764172299998
ACH-000238,-0.195532410061
ACH-000243,-0.0030757100221
ACH-000244,0.0017262519700099999
ACH-000246,-0.043298280387500006
ACH-000248,-0.0279843818758
ACH-000250,-0.0300012633761
ACH-000251,-0.0652664471653
ACH-000253,-0.12381465808700001
ACH-000255,0.0762945046829
ACH-000256,-0.0773284878971
ACH-000257,-0.381320429848
ACH-000258,0.298546320883
ACH-000259,-0.0820471508347
ACH-000260,-0.0678972021706
ACH-000261,-0.10320406357999999
ACH-000262,0.107607481049
ACH-000263,0.395737137035
ACH-000264,-0.08453062252289999
ACH-000265,0.21568741147300002
ACH-000266,0.008001440316080001
ACH-000272,-0.0394931298903
ACH-000273,0.0267683350668
ACH-000274,-0.15987156842800002
ACH-000277,-0.0015661872410799998
ACH-000278,0.14817951210000002
ACH-000279,0.015285451592899998
ACH-000280,0.157066009137
ACH-000281,0.0259268380596
ACH-000288,0.0761084040763
ACH-000291,0.021643769561700003
ACH-000293,-0.07752761152269999
ACH-000294,-0.0336950023942
ACH-000295,-0.042058860248600005
ACH-000296,0.0133394244387
ACH-000302,-0.0914073947177
ACH-000304,0.0835340643893
ACH-000307,-0.0191148366975
ACH-000308,-0.0320213602735
ACH-000310,-0.21344119340599998
ACH-000311,-0.0848264450046
ACH-000312,-0.0113148485996
ACH-000315,0.100278870953
ACH-000316,0.0644623573477
ACH-000317,-0.133046846498
ACH-000318,0.192799014843
ACH-000319,-0.07675787927130001
ACH-000320,-0.106581873084
ACH-000322,-0.0777308146337
ACH-000323,-0.0890507606565
ACH-000324,0.048247611189800005
ACH-000329,-0.071734238055
ACH-000330,-0.27848234873399996
ACH-000331,0.010377603237700001
ACH-000332,-0.0724446940993
ACH-000334,0.185873233874
ACH-000335,0.05460189960390001
ACH-000336,0.16126230134199998
ACH-000337,0.0105129136111
ACH-000339,-0.08806555373880001
ACH-000341,-0.25898739346
ACH-000348,-0.0868467346854
ACH-000350,0.14268112365900001
ACH-000352,0.0978110715484
ACH-000356,0.0208748811871
ACH-000361,0.122116426189
ACH-000362,-0.028349829870799998
ACH-000363,0.085899283179
ACH-000364,0.065351537759
ACH-000365,-0.17255194483800002
ACH-000366,-0.144268354875
ACH-000368,0.08602197129589999
ACH-000374,0.028064040912099998
ACH-000375,0.177392605563
ACH-000376,-0.051388299934
ACH-000381,0.163748109827
ACH-000383,0.051672809676299995
ACH-000387,0.0322411249414
ACH-000389,-0.056503160943700004
ACH-000390,-0.0641887992042
ACH-000393,-0.0648776786536
ACH-000395,-0.32740294602200004
ACH-000397,-0.00128309464665
ACH-000401,-0.0382004500116
ACH-000402,-0.336938739623
ACH-000403,0.0697531267422
ACH-000404,-0.0444464359834
ACH-000406,-0.00402318717717
ACH-000407,0.06614039965599999
ACH-000408,0.0380797603352
ACH-000410,0.057219014898699995
ACH-000411,0.10385635731899999
ACH-000414,-0.0394919526206
ACH-000415,-0.0098279937048
ACH-000416,-0.09833548504619999
ACH-000420,-0.131300776349
ACH-000421,0.0247036427636
ACH-000424,0.0471766539872
ACH-000425,-0.015573463837899999
ACH-000426,0.17871223733600003
ACH-000427,-0.152140745097
ACH-000433,-0.154480461781
ACH-000436,0.06959210635589999
ACH-000444,0.024112739473900004
ACH-000445,-0.0394443989275
ACH-000448,-0.0633487652175
ACH-000450,-0.20032839581
ACH-000452,0.0457085797531
ACH-000454,-0.129222619985
ACH-000458,0.16251289131899999
ACH-000459,0.124365194134
ACH-000460,-0.09321903130270001
ACH-000461,-0.200193048646
ACH-000463,-0.0418111624215
ACH-000464,0.18258804502099998
ACH-000466,-0.166733252879
ACH-000467,0.131487929358
ACH-000468,0.0777617861018
ACH-000469,-0.0168390567489
ACH-000470,0.0695291357493
ACH-000471,-0.0821500529795
