,PTGES3 (10728)
ACH-000004,-0.129303029755
ACH-000007,-0.0525080858314
ACH-000009,-0.196713966798
ACH-000011,-0.414061390092
ACH-000012,-0.224074028765
ACH-000013,-0.322739558012
ACH-000014,-0.172928432298
ACH-000015,-0.0741714295745
ACH-000017,-0.45892402076000005
ACH-000018,0.059007774142500004
ACH-000019,-0.440781378893
ACH-000021,0.10893801613700001
ACH-000022,-0.247706313092
ACH-000025,-0.044617791843
ACH-000028,-0.444720252918
ACH-000030,-0.0408767632771
ACH-000035,-0.394729893459
ACH-000036,-0.564251460066
ACH-000037,-0.459831084488
ACH-000039,-0.334453020011
ACH-000040,-0.19614781347100002
ACH-000041,-0.20539008449
ACH-000042,-0.058177552073
ACH-000045,-0.408485356071
ACH-000047,0.306001956842
ACH-000052,-0.22813044947900002
ACH-000053,-0.05826293570590001
ACH-000054,-0.15797198874600002
ACH-000055,-0.414700805732
ACH-000060,-0.195342090689
ACH-000067,-0.125157610217
ACH-000070,-0.028859965657700003
ACH-000075,-0.387560268128
ACH-000078,-0.136848456797
ACH-000082,-0.281523640585
ACH-000085,-0.15929784165799998
ACH-000086,-0.105019049972
ACH-000087,0.124369160394
ACH-000092,-0.248950321528
ACH-000095,0.133767126466
ACH-000097,-0.08069005823860001
ACH-000098,0.20088518947
ACH-000099,-0.145067886603
ACH-000108,-0.021059231559099997
ACH-000113,-0.1080781202
ACH-000115,-0.634870758378
ACH-000116,-0.10301192758199999
ACH-000118,-0.17110684082000002
ACH-000120,-0.0779162759625
ACH-000123,-0.11658547924200001
ACH-000127,-0.120601382609
ACH-000128,0.07682279885139999
ACH-000132,0.3553777622
ACH-000133,-0.37728459840499995
ACH-000137,-0.21737292670699998
ACH-000138,-0.18889523998500002
ACH-000142,-0.18987685033100002
ACH-000143,0.20983946864300002
ACH-000146,-0.15967086045499998
ACH-000148,-0.274255979879
ACH-000150,-0.11643094403200001
ACH-000152,-0.16755246053300002
ACH-000153,-0.407947386141
ACH-000159,-0.291585083006
ACH-000160,0.0453012522017
ACH-000163,-0.608089942711
ACH-000167,0.033971508425
ACH-000168,0.0380988268185
ACH-000169,-0.132230195972
ACH-000178,-0.233826155097
ACH-000182,-0.24835746404599998
ACH-000183,0.0150344025542
ACH-000188,-0.238011469091
ACH-000189,-0.7233396204000001
ACH-000190,-0.258885404358
ACH-000198,-0.46388891337899996
ACH-000204,-0.190367011831
ACH-000206,-0.147859600053
ACH-000207,0.178682296948
ACH-000211,-0.167757938696
ACH-000215,-0.23332018918000003
ACH-000221,-0.0320061837924
ACH-000222,-0.0261309373185
ACH-000223,-0.213230861404
ACH-000226,-0.215614831006
ACH-000227,-0.23996167383
ACH-000228,0.0513359156738
ACH-000231,-0.24789012911299999
ACH-000232,-0.264015231563
ACH-000233,0.0678814610322
ACH-000234,-0.34947506861999994
ACH-000235,-0.201438651546
ACH-000237,-0.20097526526099999
ACH-000238,-0.307270939773
ACH-000243,-0.20063156633600002
ACH-000244,-0.430554310189
ACH-000246,-0.18981458647399999
ACH-000248,-0.290069311894
ACH-000250,-0.34440401761
ACH-000251,0.231551443761
ACH-000253,-0.129941246561
ACH-000255,-0.0316917197519
ACH-000256,-0.12437920340900001
ACH-000257,-0.156782578795
ACH-000258,-0.08088262425639998
ACH-000259,-0.152319865159
ACH-000260,0.135637660169
ACH-000261,-0.298921479518
ACH-000262,-0.330014525407
ACH-000263,-0.150602492801
ACH-000264,-0.36805192893700006
ACH-000265,-0.06646559437180001
ACH-000266,-0.15017941806500001
ACH-000272,-0.042654259382100004
ACH-000273,-0.276385099015
ACH-000274,-0.0278092152122
ACH-000277,-0.0938601814637
ACH-000278,-0.105883750261
ACH-000279,-0.204742898032
ACH-000280,-0.38343545250699995
ACH-000281,0.0269098536039
ACH-000288,-0.363226308585
ACH-000291,0.17448236643599999
ACH-000293,-0.325309739619
ACH-000294,-0.023313638485400003
ACH-000295,-0.42279461671199997
ACH-000296,-0.249207837504
ACH-000302,-0.0962701623714
ACH-000304,-0.17884749259399998
ACH-000307,-0.22507655804200002
ACH-000308,-0.141569026109
ACH-000310,0.204140641963
ACH-000311,0.0293742233729
ACH-000312,-0.015264669308700001
ACH-000315,-0.0437210568819
ACH-000316,-0.142084319561
ACH-000317,-0.100518830405
ACH-000318,-0.25584398249
ACH-000319,-0.35194845808799996
ACH-000320,-0.020995616391099998
ACH-000322,-0.629457010135
ACH-000323,-0.259762874813
ACH-000324,-0.284155023384
ACH-000329,-0.386220681179
ACH-000330,0.033529439234899996
ACH-000331,-0.191989493363
ACH-000332,-0.17791319850099999
ACH-000334,-0.09507573317269999
ACH-000335,-0.296961779279
ACH-000336,-0.31318955363400003
ACH-000337,0.119367313194
ACH-000339,-0.11086005919099999
ACH-000341,-0.035351460499
ACH-000348,-0.373114746794
ACH-000350,-0.10662376902000001
ACH-000352,-0.221402001561
ACH-000356,-0.319261765486
ACH-000361,-0.513788017731
ACH-000362,-0.11550287330299999
ACH-000363,-0.16367713182600002
ACH-000364,-0.142174716461
ACH-000365,0.159280070631
ACH-000366,-0.115041030101
ACH-000368,-0.328850503788
ACH-000374,-0.53494608851
ACH-000375,-0.20528672254900002
ACH-000376,-0.17584457002099999
ACH-000381,0.19141838627500002
ACH-000383,-0.33655323548
ACH-000387,0.047658194199
ACH-000389,-0.28949404138
ACH-000390,-0.120450021327
ACH-000393,-0.233647474955
ACH-000395,0.00246068503611
ACH-000397,-0.299266333238
ACH-000401,-0.285663769099
ACH-000402,-0.23147993073000003
ACH-000403,-0.0666079323384
ACH-000404,-0.43788240720700006
ACH-000406,-0.05433366093500001
ACH-000407,-0.189906865948
ACH-000408,-0.190406684685
ACH-000410,0.0543437260067
ACH-000411,-0.065194838414
ACH-000414,-0.199403281354
ACH-000415,-0.09421273735670001
ACH-000416,-0.08231703759549999
ACH-000420,-0.0261176304917
ACH-000421,-0.364711957972
ACH-000424,0.107608671752
ACH-000425,-0.221129279168
ACH-000426,0.055651610565599995
ACH-000427,-0.534252798172
ACH-000433,-0.232827100585
ACH-000436,-0.14221453761
ACH-000444,0.00495085736914
ACH-000445,-0.06031629653580001
ACH-000448,-0.680290057364
ACH-000450,-0.154563462927
ACH-000452,-0.329320961139
ACH-000454,-0.295481490566
ACH-000458,-0.40640529761200006
ACH-000459,-0.32469492431200003
ACH-000460,-0.461182619801
ACH-000461,-0.304418785356
ACH-000463,-0.313804426879
ACH-000464,-0.5690911094600001
ACH-000466,-0.07652337253819999
ACH-000467,-0.15435616169500002
ACH-000468,-0.00158933302206
ACH-000469,-0.121151316535
ACH-000470,-0.43465522963799996
ACH-000471,-0.118173583323
ACH-000472,-0.16917858628
ACH-000473,0.0013636420020399999
ACH-000475,-0.177812815011
ACH-000476,-0.322295297389
ACH-000477,-0.312750926336
ACH-000480,-0.43305992317
ACH-000481,-0.414960682861
ACH-000483,-0.168137902189
ACH-000484,-0.0558564944723
ACH-000485,-0.18353272634599999
ACH-000486,-0.08802035283510001
ACH-000487,-0.0247801196575
ACH-000488,-0.20497802071199997
ACH-000490,-0.396403952808
ACH-000491,-0.0504736596771
ACH-000495,-0.37219836772
ACH-000496,-0.0076809388688
ACH-000499,-0.343977183965
ACH-000500,-0.39940617911799997
ACH-000502,-0.049420830991900006
ACH-000503,-0.0967458928208
ACH-000505,-0.131797747525
ACH-000507,-0.392048370314
ACH-000510,0.00919748792978
ACH-000511,-0.06599608304259999
ACH-000512,-0.282547134867
ACH-000516,-0.47510174660300003
ACH-000517,0.04368002661169999
ACH-000518,-0.21521882998199998
ACH-000520,-0.258043857269
ACH-000521,0.41320625171400005
ACH-000522,0.27823840839499997
ACH-000524,-0.138943311051
ACH-000527,-0.34135830443099996
ACH-000528,-0.19107373901900002
ACH-000537,0.0182108301946
ACH-000541,-0.54638950065
ACH-000542,-0.0887282938785
ACH-000544,-0.230107996055
ACH-000545,-0.232405951131
ACH-000547,-0.166514916623
ACH-000548,-0.114370126015
ACH-000549,-0.0361865230955
ACH-000550,-0.19906829159699999
ACH-000552,-0.10097163531600001
ACH-000556,-0.5146381561069999
ACH-000557,0.00123440025417
ACH-000570,-0.32121656824
ACH-000571,-0.225987393486
ACH-000573,-0.209710627108
ACH-000576,-0.21233027101500002
ACH-000580,-0.121947616045
ACH-000584,-0.261167385583
ACH-000585,-0.308352581106
ACH-000588,0.0447707656103
ACH-000589,-0.22993289116
ACH-000591,-0.28455986146400003
ACH-000593,0.0800938733782
ACH-000600,-0.303699600771
ACH-000601,-0.19742441479000003
ACH-000604,-0.0656811740975
ACH-000605,-0.254806873479
ACH-000606,-0.5184448453399999
ACH-000608,-0.16082313272
ACH-000614,-0.12776425801799998
ACH-000616,-0.12023874865999999
ACH-000618,-0.384820915249
ACH-000619,-0.341006627773
