,HIST1H2BH (8345)
ACH-000638,-0.21089851964099998
ACH-000646,-0.436021357945
ACH-000647,-0.239897019551
ACH-000648,0.0377309216535
ACH-000649,-0.0715377269565
ACH-000651,-0.20958637152600001
ACH-000652,-0.205107752188
ACH-000653,0.00243777135701
ACH-000657,-0.316579166441
ACH-000658,0.0432639124856
ACH-000661,-0.115753413313
ACH-000662,0.147148389831
ACH-000663,-0.156205949431
ACH-000665,-0.167318142506
ACH-000671,-0.172137403097
ACH-000673,-0.302232034868
ACH-000676,-0.00839382295731
ACH-000677,-0.012108174233299998
ACH-000681,-0.294223976501
ACH-000682,-0.248247229412
ACH-000683,-0.12744945535
ACH-000684,-0.41900890109899996
ACH-000688,-0.008898893743719999
ACH-000693,-0.138362046782
ACH-000694,-0.205849878012
ACH-000695,-0.099418841401
ACH-000696,-0.136648857948
ACH-000697,-0.216779681654
ACH-000699,-0.169572771974
ACH-000701,-0.1524612484
ACH-000706,-0.209937310132
ACH-000711,-0.176316892021
ACH-000713,-0.302074069969
ACH-000714,-0.12680295702199998
ACH-000718,-0.17356618531100002
ACH-000720,-0.25848704186099997
ACH-000721,-0.267938408737
ACH-000724,-0.114696372288
ACH-000725,-0.0176566994017
ACH-000732,-0.298282687892
ACH-000734,-0.288505411317
ACH-000735,0.023893364155099996
ACH-000736,-0.38965161521499997
ACH-000738,-0.116309169877
ACH-000746,-0.06235103126759999
ACH-000747,-0.022542254455
ACH-000748,-0.234902768347
ACH-000753,-0.173718030687
ACH-000756,-0.254887525094
ACH-000757,0.0161162181668
ACH-000758,-0.0212758188432
ACH-000760,-0.0656167031349
ACH-000763,-0.45121318073100003
ACH-000764,-0.5509844325559999
ACH-000765,0.00974998456831
ACH-000766,-0.0341501318194
ACH-000767,-0.0560897477425
ACH-000768,-0.121258635804
ACH-000769,-0.135841671164
ACH-000770,-0.167563892555
ACH-000771,-0.200512837307
ACH-000773,-0.0438311155944
ACH-000776,-0.22150435102699997
ACH-000777,-0.134535679612
ACH-000778,-0.29035766799199997
ACH-000781,-0.239171004717
ACH-000782,-0.09130078318330001
ACH-000783,-0.324368294816
ACH-000784,-0.0544916114377
ACH-000785,-0.176191473849
ACH-000787,-0.147581135658
ACH-000788,-0.202634846809
ACH-000791,-0.149947819544
ACH-000792,-0.24029051098499998
ACH-000794,-0.28011174812899997
ACH-000796,-0.17290354198600003
ACH-000799,-0.368385098552
ACH-000800,-0.0758510991615
ACH-000802,-0.0844756265085
ACH-000804,-0.024318667427500003
ACH-000805,-0.274698418518
ACH-000809,-0.18643585813900002
ACH-000810,-0.335265365913
ACH-000811,-0.0553218113375
ACH-000817,-0.108807506454
ACH-000819,-0.0631894900189
ACH-000820,0.156530991059
ACH-000821,-0.21481291461999996
ACH-000822,-0.101572895285
ACH-000823,-0.114118039833
ACH-000824,-0.31793463921500004
ACH-000827,-0.259926770039
ACH-000829,-0.201878888838
ACH-000831,-0.017956799966400004
ACH-000832,-0.316620472868
ACH-000833,0.021314515956700003
ACH-000834,-0.16765450943600002
ACH-000835,0.029269704781999997
ACH-000836,0.311594611987
ACH-000837,-0.0138527109557
ACH-000838,-0.21787433029199998
ACH-000839,-0.120853529956
ACH-000840,0.09797639907960001
ACH-000841,-0.260249159098
ACH-000843,-0.12189824866900001
ACH-000846,-0.184324180413
ACH-000847,-0.195311417834
ACH-000848,-0.22091021734000002
ACH-000849,-0.182355980278
ACH-000851,-0.2989986173
ACH-000855,-0.14203389148700002
ACH-000856,0.00351330739826
ACH-000858,-0.256607892744
ACH-000859,-0.0754970583138
ACH-000861,-0.0045312284987999996
ACH-000862,-0.16118823510299998
ACH-000865,-0.0978299011916
ACH-000866,-0.19902958390500003
ACH-000867,-0.216775786404
ACH-000869,-0.04539355418819999
ACH-000872,-0.0473298345314
ACH-000873,-0.506009597782
ACH-000876,-0.22442017025
ACH-000878,-0.301286424954
ACH-000880,-0.288802841375
ACH-000881,-0.18977240698199999
ACH-000882,-0.23742897933899998
ACH-000884,-0.20809724648400002
ACH-000885,-0.021591889490999997
ACH-000887,-0.08099097200119999
ACH-000888,-0.278534523696
ACH-000889,-0.41853661694
ACH-000890,0.052415627931699994
ACH-000896,-0.15349262044099998
ACH-000898,-0.278026743644
ACH-000900,-0.19798631444200002
ACH-000901,-0.07280481145489999
ACH-000905,-0.0482944549684
ACH-000906,0.00722959682031
ACH-000907,-0.439428051858
ACH-000910,-0.23295614743700002
ACH-000911,-0.220409064068
ACH-000912,-0.16391637603599998
ACH-000913,-0.0786288976327
ACH-000915,-0.0411473783961
ACH-000916,-0.383190130612
ACH-000917,-0.08593905059779999
ACH-000921,-0.19956893765900002
ACH-000924,-0.0485590770655
ACH-000926,-0.245115552747
ACH-000928,0.386135626924
ACH-000929,-0.25010072311799997
ACH-000932,-0.194778696481
ACH-000935,-0.15472545914799998
ACH-000936,-0.25259015717300004
ACH-000937,-0.307042795659
ACH-000938,0.059706117899199995
ACH-000939,0.40829003914399997
ACH-000941,0.0157729038329
ACH-000943,-0.053108991986499994
ACH-000946,-0.170130559769
ACH-000947,-0.24310731412099998
ACH-000948,-0.207012731153
ACH-000950,-0.20257519611900002
ACH-000953,-0.20714244127300002
ACH-000957,-0.211827701327
ACH-000958,-0.07677188267860001
ACH-000960,-0.38123329817699997
ACH-000963,0.142883247096
ACH-000968,-0.127969087048
ACH-000969,-0.090709577701
ACH-000973,-0.272499135607
ACH-000974,-0.09960616810360001
ACH-000975,-0.0746075248197
ACH-000976,-0.0908970709877
ACH-000978,-0.124366265426
ACH-000980,-0.0805012917937
ACH-000984,0.144216572724
ACH-000986,-0.29728320019
ACH-000988,0.0606658375643
ACH-000993,-0.177798781373
ACH-000994,0.0402449770389
ACH-000996,-0.0780903624565
ACH-001001,-0.0273301497276
ACH-001020,0.149940758191
ACH-001028,-0.17689719307799998
ACH-001031,-0.18981688501200003
ACH-001038,-0.11382528047900001
ACH-001048,-0.275035391044
ACH-001050,-0.121821774478
ACH-001053,-0.09307777707560001
ACH-001054,-0.09892572757649999
ACH-001061,-0.142701686202
ACH-001067,-0.342387958202
ACH-001075,-0.413179119409
ACH-001096,0.000268592466135
ACH-001128,0.9395664394609999
ACH-001134,-0.117111641488
ACH-001151,-0.18024453545000002
ACH-001163,-0.0302820504919
ACH-001164,-0.109518153268
ACH-001173,-0.111119225911
ACH-001183,-0.44179219997599994
ACH-001184,0.121632719192
ACH-001190,-0.306355606637
ACH-001192,-0.112556907212
ACH-001193,-0.22629871413600003
ACH-001196,-0.0504304408259
ACH-001197,-0.271142762614
ACH-001205,-0.489101132301
ACH-001211,-0.261271750752
ACH-001212,-0.258213869937
ACH-001228,-0.113569205813
ACH-001232,-0.24971268702799998
ACH-001239,-0.315447799891
ACH-001274,-0.26189396003000004
ACH-001275,-0.170967545215
ACH-001277,-0.300195195666
ACH-001278,-0.17913691447000002
ACH-001280,-0.06357896160080001
ACH-001283,-0.17725083213
ACH-001289,-0.272811018461
ACH-001295,-0.24838393467300002
ACH-001300,-0.6643871825800001
ACH-001301,-0.238922218847
ACH-001302,-0.266998675986
ACH-001303,-0.411259283666
ACH-001306,-0.0087118985779
ACH-001318,-0.08290757941860001
ACH-001322,-0.014419667630700002
ACH-001328,-0.21082428013
ACH-001332,-0.408577606615
ACH-001333,-0.270198500866
ACH-001336,-0.0457744492115
ACH-001340,-0.34676114348700005
ACH-001346,-0.27090847308800003
ACH-001353,-0.134581233242
ACH-001354,0.0783518608397
ACH-001367,-0.10578037333799999
ACH-001368,-0.17268985690299998
ACH-001374,0.12335398197999999
ACH-001375,-0.277462131171
ACH-001377,-0.31946811629599997
ACH-001380,-0.00060091078445
ACH-001391,0.051726987939400004
ACH-001407,-0.20649777238800002
ACH-001408,-0.15282801477299998
ACH-001413,-0.101355868182
ACH-001430,-0.185597504983
ACH-001431,-0.409678669718
ACH-001450,-0.106748131531
ACH-001496,0.167637081342
ACH-001500,0.128285045736
ACH-001521,-0.36653552863300004
ACH-001523,-0.050311828347899996
ACH-001532,-0.1724144225
ACH-001536,-0.07178096808010001
ACH-001550,0.164748537579
ACH-001552,-0.21507237358000003
ACH-001554,-0.0706767610185
ACH-001645,-0.217199844701
ACH-001654,-0.165887031843
ACH-001715,-0.387859332698
ACH-001735,-0.102184955995
ACH-001736,-0.046615108419599996
ACH-001737,-0.339774003354
ACH-001740,-0.0992074076642
ACH-001745,-0.00607396350268
ACH-001750,-0.28406655337
ACH-001765,-0.11573013221100001
ACH-001956,-0.211979057155
ACH-001957,-0.293829501242
