,SASS6 (163786)
ACH-000004,-0.935963910003
ACH-000007,-1.1559171408
ACH-000009,-1.23772367055
ACH-000011,-1.06724595765
ACH-000012,-0.919855790901
ACH-000013,-1.30273717082
ACH-000014,-0.872507648769
ACH-000015,-1.07479277916
ACH-000017,-1.18096749793
ACH-000018,-1.01325872512
ACH-000019,-1.1786727459100002
ACH-000021,-1.0381935939
ACH-000022,-0.965459810218
ACH-000025,-0.88107235892
ACH-000028,-1.31427702949
ACH-000030,-1.1532687879
ACH-000035,-1.11898504064
ACH-000036,-1.12065243295
ACH-000037,-1.2579220740700001
ACH-000039,-1.25390012755
ACH-000040,-0.793171129181
ACH-000041,-1.1835740591600001
ACH-000042,-1.28201653696
ACH-000045,-0.8476343187209999
ACH-000047,-0.820961614862
ACH-000052,-1.20123285563
ACH-000053,-1.10412076851
ACH-000054,-1.08397396529
ACH-000055,-0.8679838002500001
ACH-000060,-0.8970518694149999
ACH-000067,-1.0670073553100001
ACH-000070,-1.4502312019299999
ACH-000075,-0.927682751476
ACH-000078,-0.8046445738570001
ACH-000082,-0.874617461077
ACH-000085,-1.24863305371
ACH-000086,-0.810252597642
ACH-000087,-1.17230590647
ACH-000092,-0.8217923332089999
ACH-000095,-1.10446481505
ACH-000097,-1.31716512177
ACH-000098,-0.8842588603720001
ACH-000099,-0.8662236872700001
ACH-000108,-1.1776328369
ACH-000113,-0.7844853155600001
ACH-000115,-0.9663045873799999
ACH-000116,-1.0267723008399998
ACH-000118,-0.989112762539
ACH-000120,-1.29774861305
ACH-000123,-1.16764618906
ACH-000127,-1.10636428653
ACH-000128,-0.815158334617
ACH-000132,-0.970809999113
ACH-000133,-0.966229272754
ACH-000137,-0.793859886012
ACH-000138,-1.00837322808
ACH-000142,-0.8306382285699999
ACH-000143,-1.121842811
ACH-000146,-0.609964534868
ACH-000148,-0.8932666283480001
ACH-000150,-1.25925843195
ACH-000152,-0.789132035044
ACH-000153,-1.68535357755
ACH-000159,-1.43541942347
ACH-000160,-1.2734969263
ACH-000163,-0.86556255301
ACH-000167,-1.00939737069
ACH-000168,-0.580584885272
ACH-000169,-1.0695549523999999
ACH-000178,-0.895304775584
ACH-000182,-1.06953126601
ACH-000183,-0.953409315276
ACH-000188,-1.06386449928
ACH-000189,-1.17154410163
ACH-000190,-1.0740618616700002
ACH-000198,-1.02283978814
ACH-000204,-1.2613818184
ACH-000206,-1.06348618336
ACH-000207,-0.926812415632
ACH-000211,-0.988809346738
ACH-000215,-1.01391996167
ACH-000221,-1.1896537232200002
ACH-000222,-1.0675679581
ACH-000223,-0.832850847378
ACH-000226,-1.30754651624
ACH-000227,-1.0376752637
ACH-000228,-1.40259897752
ACH-000231,-1.0712002657
ACH-000232,-0.964387937618
ACH-000233,-1.03492366504
ACH-000234,-1.19570381285
ACH-000235,-1.24817739717
ACH-000237,-1.20186346774
ACH-000238,-1.36371600558
ACH-000243,-1.2421682788500001
ACH-000244,-1.1326516154200001
ACH-000246,-1.2630085205500001
ACH-000248,-0.917181126092
ACH-000250,-1.30428155089
ACH-000251,-1.56101927226
ACH-000253,-1.17038689572
ACH-000255,-1.06952645049
ACH-000256,-0.384305200676
ACH-000257,-0.9022244341910001
ACH-000258,-0.9351548290200001
ACH-000259,-0.9234748245569999
ACH-000260,-1.25051333834
ACH-000261,-0.5721877110920001
ACH-000262,-1.1127144593
ACH-000263,-0.963230706277
ACH-000264,-1.0488030845
ACH-000265,-1.11247312832
ACH-000266,-1.08088819291
ACH-000272,-1.35460712463
ACH-000273,-0.8673983378929999
ACH-000274,-1.08951916526
ACH-000277,-0.649658324412
ACH-000278,-1.22854436266
ACH-000279,-1.17024384905
ACH-000280,-0.8801713660580001
ACH-000281,-1.31532166921
ACH-000288,-0.78198080572
ACH-000291,-1.31952459704
ACH-000293,-0.865853827186
ACH-000294,-1.14666455969
ACH-000295,-1.08641671374
ACH-000296,-1.02446503013
ACH-000302,-1.15409350448
ACH-000304,-1.81462731593
ACH-000307,-1.38049824157
ACH-000308,-0.987552582327
ACH-000310,-1.36828219841
ACH-000311,-1.1936869242200001
ACH-000312,-1.09693698327
ACH-000315,-0.828802405492
ACH-000316,-1.04102131669
ACH-000317,-1.20047566192
ACH-000318,-0.9860784504790001
ACH-000319,-1.0655466363500001
ACH-000320,-1.01823703972
ACH-000322,-0.843988125363
ACH-000323,-1.1304639165700001
ACH-000324,-0.822512088776
ACH-000329,-0.6470127901870001
ACH-000330,-0.9645748069560001
ACH-000331,-1.18174329735
ACH-000332,-1.31430490809
ACH-000334,-0.7184779267560001
ACH-000335,-1.24099891594
ACH-000336,-0.7404832727959999
ACH-000337,-0.8821956378650001
ACH-000339,-1.0421030186700002
ACH-000341,-1.4813270400799998
ACH-000348,-0.598047767226
ACH-000350,-1.1300384364799998
ACH-000352,-1.1602245224299998
ACH-000356,-1.08410576456
ACH-000361,-1.09627604042
ACH-000362,-0.6916626311190001
ACH-000363,-1.15316551493
ACH-000364,-1.26299476704
ACH-000365,-0.9640320655689999
ACH-000366,-1.31491887709
ACH-000368,-0.820334325921
ACH-000374,-1.18975346581
ACH-000375,-1.20671608903
ACH-000376,-0.920287453033
ACH-000381,-1.1180840412000002
ACH-000383,-1.58165073055
ACH-000387,-1.2601496113
ACH-000389,-1.07909460534
ACH-000390,-1.5224455831
ACH-000393,-1.04721065208
ACH-000395,-1.1651896521
ACH-000397,-1.3041168325599999
ACH-000401,-1.10675386179
ACH-000402,-0.647271662437
ACH-000403,-1.03856099167
ACH-000404,-1.60863703477
ACH-000406,-0.9181568727330001
ACH-000407,-1.13392751901
ACH-000408,-1.21404762206
ACH-000410,-0.8239329668459999
ACH-000411,-1.26369328786
ACH-000414,-1.0807501420299999
ACH-000415,-1.23606208964
ACH-000416,-0.781804889424
ACH-000420,-1.1870793108
ACH-000421,-1.39538120828
ACH-000424,-1.0562837412000001
ACH-000425,-1.08575654849
ACH-000426,-1.68333081002
ACH-000427,-1.02167395188
ACH-000433,-1.21925983181
ACH-000436,-1.2644576525
ACH-000444,-1.4880679769799998
ACH-000445,-0.6737907934180001
ACH-000448,-0.989919660924
ACH-000450,-1.27228566134
ACH-000452,-1.0949958346200002
ACH-000454,-1.21016501759
ACH-000458,-1.1957141752399998
ACH-000459,-0.850150631931
ACH-000460,-1.23621175148
ACH-000461,-0.8908534329700001
ACH-000463,-1.2958137116700001
ACH-000464,-0.57046390635
ACH-000466,-1.2600746610100002
ACH-000467,-1.16012334273
ACH-000468,-1.1791555961799998
ACH-000469,-0.981445861083
ACH-000470,-1.03997622837
ACH-000471,-1.38245953711
ACH-000472,-1.3498481791799999
ACH-000473,-1.21355653897
ACH-000475,-1.3931250546399998
ACH-000476,-1.0688043522600001
ACH-000477,-0.968561146746
ACH-000480,-1.3629949657799998
ACH-000481,-1.09358739668
ACH-000483,-0.8434772619869999
ACH-000484,-1.3817841421200001
ACH-000485,-0.9775861022040001
ACH-000486,-1.1122705748700001
ACH-000487,-0.93262269518
ACH-000488,-0.865603080297
ACH-000490,-1.26333674419
ACH-000491,-0.829102637746
