,TASP1 (55617)
ACH-000004,-0.370993435426
ACH-000007,-0.172101868837
ACH-000009,-0.186158727385
ACH-000011,-0.051922410436199995
ACH-000012,-0.248689893833
ACH-000013,-0.0446209321127
ACH-000014,-0.09445893687139999
ACH-000015,-0.11386567856799999
ACH-000017,-0.047684962192799996
ACH-000018,-0.061794548540300004
ACH-000019,-0.270623413249
ACH-000021,-0.270720470841
ACH-000022,-0.15109996603700002
ACH-000025,-0.0253197471121
ACH-000028,-0.17721173598700002
ACH-000030,-0.145684750152
ACH-000035,-0.438418774543
ACH-000036,-0.15925084621
ACH-000037,-0.211314499353
ACH-000039,-0.40945669357299996
ACH-000040,0.0296836292321
ACH-000041,-0.066600969638
ACH-000042,-0.317576669628
ACH-000045,-0.11704211169000002
ACH-000047,-0.24943221443100003
ACH-000052,-0.425748878227
ACH-000053,-0.17698837451299998
ACH-000054,-0.153500388859
ACH-000055,-0.31380777769
ACH-000060,-0.030501604471400004
ACH-000067,-0.277841101647
ACH-000070,-0.20291280020999997
ACH-000075,-0.34928335880000005
ACH-000078,-0.24992288811500002
ACH-000082,-0.11128500271099999
ACH-000085,-0.09059569145749999
ACH-000086,-0.07999981854760001
ACH-000087,-0.206249301137
ACH-000092,-0.19834778441300002
ACH-000095,-0.223350963931
ACH-000097,-0.138077671912
ACH-000098,-0.24331520051
ACH-000099,-0.15531969214299998
ACH-000108,-0.250010889017
ACH-000113,-0.0960192248426
ACH-000115,-0.0137672952849
ACH-000116,-0.134873611388
ACH-000118,-0.22938402918499998
ACH-000120,-0.107501673622
ACH-000123,-0.36814374612899997
ACH-000127,-0.184611921343
ACH-000128,-0.061628878739400005
ACH-000132,-0.32661533542300003
ACH-000133,-0.173907028497
ACH-000137,-0.0756488887185
ACH-000138,-0.10015535273600001
ACH-000142,0.0794513290561
ACH-000143,-0.150585312249
ACH-000146,-0.260357296245
ACH-000148,-0.192762495246
ACH-000150,-0.008033191185040001
ACH-000152,-0.250809106668
ACH-000153,-0.315918454834
ACH-000159,-0.09334007936560001
ACH-000160,-0.078069771049
ACH-000163,-0.152016710739
ACH-000167,-0.10615288840800001
ACH-000168,-0.06990939125239999
ACH-000169,-0.18810442527399998
ACH-000178,-0.244611345069
ACH-000182,-0.0122807496615
ACH-000183,-0.336208292951
ACH-000188,-0.100602515216
ACH-000189,-0.0811079751134
ACH-000190,-0.0989587858823
ACH-000198,-0.0903903890198
ACH-000204,-0.00570750904886
ACH-000206,-0.19701088164299999
ACH-000207,-0.0900996347659
ACH-000211,-0.19282437352
ACH-000215,-0.180601049772
ACH-000221,-0.135350493987
ACH-000222,-0.27440655889800003
ACH-000223,-0.252610185679
ACH-000226,-0.20990723639800002
ACH-000227,-0.44508730912100003
ACH-000228,-0.273281379736
ACH-000231,-0.191057987484
ACH-000232,-0.24991540872499998
ACH-000233,-0.0851830105334
ACH-000234,-0.242000562359
ACH-000235,-0.218270767639
ACH-000237,-0.0257329091698
ACH-000238,-0.0506422619321
ACH-000243,-0.299424139616
ACH-000244,-0.115552210623
ACH-000246,-0.0754656010081
ACH-000248,0.0606004966022
ACH-000250,-0.12707484863
ACH-000251,-0.0716523440834
ACH-000253,-0.18192134239500002
ACH-000255,-0.188371534377
ACH-000256,-0.0503436053537
ACH-000257,-0.198083204512
ACH-000258,0.048965592592699995
ACH-000259,-0.058806224564399996
ACH-000260,-0.24740425238000002
ACH-000261,-0.237410263867
ACH-000262,-0.21633776027399998
ACH-000263,0.122873263606
ACH-000264,-0.27950991081099996
ACH-000265,-0.45694622990500006
ACH-000266,-0.37093032881099997
ACH-000272,-0.268873625199
ACH-000273,-0.22865436974
ACH-000274,-0.333199521171
ACH-000277,-0.169507344019
ACH-000278,-0.282898387894
ACH-000279,-0.193364389426
ACH-000280,-0.212814082663
ACH-000281,-0.45146099340499996
ACH-000288,-0.21842696785100002
ACH-000291,-0.037077546534
ACH-000293,-0.160289118286
ACH-000294,-0.15713481132999998
ACH-000295,0.0358627738975
ACH-000296,-0.389231418829
ACH-000302,-0.11557274846599999
ACH-000304,-0.143783640616
ACH-000307,-0.20913847851
ACH-000308,-0.107858497814
ACH-000310,-0.304040023679
ACH-000311,-0.165313116731
