,HIST1H4L (8368)
ACH-000211,-0.220027743862
ACH-000215,-0.177756052024
ACH-000221,-0.0473781420491
ACH-000222,-0.16689458425200002
ACH-000223,-0.26862093618099997
ACH-000226,-0.0696155941199
ACH-000227,-0.27895247468
ACH-000228,-0.250761148403
ACH-000231,-0.19942201232
ACH-000232,-0.07750989057680001
ACH-000233,-0.37769467666999995
ACH-000234,0.0533923105646
ACH-000235,-0.11322414007
ACH-000237,-0.104535487752
ACH-000238,-0.34676586826300004
ACH-000243,-0.0757434350863
ACH-000244,-0.31589875276
ACH-000246,-0.193470266726
ACH-000248,-0.174154765612
ACH-000250,-0.19219920437
ACH-000251,-0.48938177901600005
ACH-000253,-0.178412644648
ACH-000255,-0.0833890015725
ACH-000256,-0.0678228234769
ACH-000257,-0.00593737834454
ACH-000258,-0.0196786115017
ACH-000259,-0.08409413997580001
ACH-000260,-0.0962518438015
ACH-000261,-0.175569696041
ACH-000262,0.31178618459
ACH-000263,-0.411124025692
ACH-000264,-7.10501251618e-05
ACH-000265,-0.18241384598000002
ACH-000266,-0.12812516364
ACH-000272,-0.034372746413400004
ACH-000273,-0.25151268501699997
ACH-000274,-0.0919583758999
ACH-000277,-0.140256057323
ACH-000278,-0.12861298006400002
ACH-000279,-0.220000261688
ACH-000280,-0.218337021247
ACH-000281,-0.298118333659
ACH-000288,-0.10281859503799999
ACH-000291,-0.0859934165232
ACH-000293,-0.19305613713199998
ACH-000294,-0.111287543032
ACH-000295,-0.483895713677
ACH-000296,-0.540395738162
ACH-000302,-0.0625797660902
ACH-000304,-0.044368731946
ACH-000307,-0.155752438713
ACH-000308,-0.238622589302
ACH-000310,-0.17590015385899999
ACH-000311,-0.0382546032453
ACH-000312,-0.110832407128
ACH-000315,0.0620906932766
ACH-000316,-0.056663578939300005
ACH-000317,-0.350898562104
ACH-000318,-0.20744888567000003
ACH-000319,-0.230861116762
ACH-000320,-0.44109396367
ACH-000322,-0.0166125109123
ACH-000323,-0.280424527362
ACH-000324,-0.09556184925380001
ACH-000329,-0.23943733469200001
ACH-000330,-0.0208045194047
ACH-000331,-0.175610008634
ACH-000332,-0.141369939543
ACH-000334,-0.43116736145900003
ACH-000335,-0.226758089384
ACH-000336,-0.250220412374
ACH-000337,0.136567310544
ACH-000339,-0.133348767818
ACH-000341,-0.20013165319499998
ACH-000348,-0.08085626659749999
ACH-000350,-0.0829864520526
ACH-000352,-0.10624571772
ACH-000356,-0.013879201106100001
ACH-000361,-0.38344442222400005
ACH-000362,-0.42129210607100004
ACH-000363,-0.212411975274
ACH-000364,-0.108003562481
ACH-000365,-0.11956199533299999
ACH-000366,-0.0644398306333
ACH-000368,0.060990271662599994
ACH-000374,-0.38297868939900004
ACH-000375,-0.128553164704
ACH-000376,-0.0177388863508
ACH-000381,-0.0626480117898
ACH-000383,-0.174333092331
ACH-000387,-0.18713236848
ACH-000389,-0.10177479660599999
ACH-000390,-0.246074377779
ACH-000393,-0.296717514242
ACH-000395,0.0439490700247
ACH-000397,-0.224750940436
ACH-000401,-0.021289396060900002
ACH-000402,-0.23672861245299998
ACH-000403,-0.142382926416
ACH-000404,-0.047820665688500005
ACH-000406,-0.0604198962239
ACH-000407,-0.162474180054
ACH-000408,-0.185078459766
ACH-000410,-0.10658440189400001
ACH-000411,-0.129491321665
ACH-000414,-0.29786825448800003
ACH-000415,-0.0515414429504
ACH-000416,-0.0573721384083
ACH-000420,-0.129625559386
ACH-000421,-0.115786922162
ACH-000424,0.0171916851624
ACH-000425,-0.00612695091565
ACH-000426,0.22775892860999997
ACH-000427,-0.10273662224300001
ACH-000433,0.030040036547900002
ACH-000436,-0.0201611287345
ACH-000444,-0.22562563215999998
ACH-000445,-0.125435392744
ACH-000448,-0.20385814992100001
ACH-000450,-0.271925597867
ACH-000452,-0.38116328489
ACH-000454,-0.246072104579
ACH-000458,-0.18080703800200001
ACH-000459,-0.13344760756
ACH-000460,-0.06406254946819999
ACH-000461,-0.18382837338599997
ACH-000463,-0.203920648108
ACH-000464,-0.11766234965399999
ACH-000466,-0.194633118897
ACH-000467,0.0239223446662
ACH-000468,-0.08030523423010001
ACH-000469,-0.132902549026
ACH-000470,-0.103854099174
ACH-000471,-0.077773858822
ACH-000472,-0.170130341637
ACH-000473,0.020967718672099997
ACH-000475,-0.0570799664537
ACH-000476,-0.15561822183000001
ACH-000477,-0.391995524419
ACH-000480,0.188381400971
ACH-000481,-0.10690340011600001
ACH-000483,0.0136927843091
ACH-000484,0.0880595932381
ACH-000485,-0.398696710285
ACH-000486,-0.303490328361
ACH-000487,-0.402252391031
ACH-000488,-0.126690687015
ACH-000490,-0.213116230666
ACH-000491,-0.324273672958
ACH-000495,-0.277957213041
ACH-000496,-0.17486831620999999
ACH-000499,-0.27625133276
ACH-000500,-0.0831104146096
ACH-000502,-0.139131805889
ACH-000503,-0.160413348411
ACH-000505,-0.11475680937100001
ACH-000507,-0.0298024801196
ACH-000510,-0.007104687648390001
ACH-000511,-0.22019352224199998
ACH-000512,0.020209185790900003
ACH-000516,-0.32155148675
ACH-000517,-0.0649656043807
ACH-000518,-0.307264878604
ACH-000520,-0.27233430125700003
ACH-000521,-0.135206703283
ACH-000522,-0.236943970867
ACH-000524,-0.212504481237
ACH-000527,-0.044685959876800005
ACH-000528,-0.06518380454520001
ACH-000537,0.038075218860900005
ACH-000541,-0.0015869101912799998
ACH-000542,-0.226536188134
ACH-000544,-0.0666757289155
ACH-000545,-0.121590095484
ACH-000547,0.0157775590705
ACH-000548,-0.294124353541
ACH-000549,-0.127386856511
ACH-000550,-0.15422692392
ACH-000552,-0.0304627581479
ACH-000556,-0.125073784986
ACH-000557,0.0995038200671
ACH-000570,0.06972092608910001
ACH-000571,-0.269517041663
ACH-000573,-0.193978463239
ACH-000576,-0.0511122031179
ACH-000580,-0.136698754811
ACH-000584,-0.235863975466
ACH-000585,-0.236810122548
ACH-000588,-0.0208107110023
ACH-000589,-0.14207195224400002
ACH-000591,-0.361299123525
ACH-000593,0.0435983391816
ACH-000600,-0.12630534910900001
ACH-000601,-0.229547919377
ACH-000604,0.0556539020489
ACH-000605,-0.374994075001
ACH-000606,-0.127332313093
ACH-000608,-0.15966278806700002
ACH-000614,0.10809198897
ACH-000616,-0.0755984848614
ACH-000618,-0.204033496569
ACH-000619,-0.313171599834
ACH-000620,-0.185374665476
ACH-000621,-0.177197055516
ACH-000622,-0.0714670933648
ACH-000623,-0.0959992950337
ACH-000624,-0.092672118093
ACH-000627,-0.164333690488
ACH-000630,-0.40859699038
ACH-000632,-0.19046776373500002
ACH-000633,-0.08699178535430001
ACH-000637,-0.529402502257
ACH-000638,-0.149541197416
ACH-000646,-0.0690315670223
ACH-000647,-0.221097404509
ACH-000648,-0.024625025953900002
ACH-000649,-0.0252595510457
ACH-000651,-0.0877819287355
ACH-000652,-0.439702958926
ACH-000653,-0.019326355352599998
ACH-000657,-0.161712889981
ACH-000658,-0.08175596582650001
ACH-000661,-0.33258442031
ACH-000662,-0.126834073829
ACH-000663,0.113451216181
ACH-000665,-0.213755687585
ACH-000671,0.0448148527943
ACH-000673,-0.20371478854800001
ACH-000676,-0.11986332451300001
ACH-000677,-0.09775932091530001
ACH-000681,-0.189803560744
ACH-000682,-0.136120572685
ACH-000683,-0.153880363782
ACH-000684,0.106395165054
ACH-000688,-0.128943751676
ACH-000693,-0.214990284706
ACH-000694,-0.257661192213
ACH-000695,0.12425129199000001
ACH-000696,-0.190612959781
ACH-000697,-0.384025664179
ACH-000699,-0.0926426777421
ACH-000701,-0.10718076457900001
ACH-000706,-0.276038264986
ACH-000711,-0.157295381256
ACH-000713,-0.40600845857900003
ACH-000714,-0.00560108488078
ACH-000718,-0.13319887987600001
ACH-000720,-0.0797542996337
ACH-000721,-0.104741036292
ACH-000724,-0.670975698192
ACH-000725,0.0388067452904
ACH-000732,0.047742508802
ACH-000734,-0.118684046014
ACH-000735,-0.0951907267562
ACH-000736,-0.128967399633
ACH-000738,-0.113387406238
ACH-000746,-0.070293752953
ACH-000747,-0.174613977415
ACH-000748,-0.232637319742
ACH-000753,-0.175274495561
ACH-000756,-0.167410232255
ACH-000757,0.111569928807
ACH-000758,-0.20517141988600002
ACH-000760,-0.07378599220760002
ACH-000763,0.0264083389654
ACH-000764,-0.223729071062
ACH-000765,-0.170505561546
ACH-000766,-0.0155152417679
ACH-000767,-0.133699578123
ACH-000768,-0.135961028005
ACH-000769,0.170757511675
ACH-000770,-0.0687156186789
ACH-000771,-0.154578253992
ACH-000773,-0.185926252505
ACH-000776,-0.184926562026
ACH-000777,-0.293519151511
ACH-000778,-0.335320523629
ACH-000781,-0.160785565242
ACH-000782,-0.17729502890999999
ACH-000783,-0.252594587423
ACH-000784,-0.0008707928681589999
ACH-000785,-0.27250754821400003
ACH-000787,-0.13155769115399998
ACH-000788,-0.193066666145
ACH-000791,-0.132176696853
ACH-000792,-0.0430110284729
ACH-000794,-0.16411583513
ACH-000796,-0.20641018789299997
ACH-000799,0.163733556895
ACH-000800,-0.0418083581245
ACH-000802,-0.22164167766100001
ACH-000804,0.09109760646250001
ACH-000805,-0.14386808756
ACH-000809,-0.416736388473
ACH-000810,-0.194821461662
ACH-000811,-0.09470644367429999
ACH-000817,-0.100815620321
ACH-000819,-0.353806869121
ACH-000820,-0.23031281220400002
ACH-000821,0.17737252581500002
ACH-000822,-0.0525737814107
ACH-000823,-0.0517354538508
ACH-000824,-0.41865642984800006
ACH-000827,-0.1523218075
ACH-000829,0.006510115840659999
ACH-000831,-0.0997614528984
ACH-000832,-0.015507553404299998
ACH-000833,0.0188698778308
ACH-000834,-0.31821757787599997
ACH-000835,-0.119617117808
ACH-000836,-0.128663568433
ACH-000837,0.0850328840559
ACH-000838,-0.0821501494603
ACH-000839,-0.401034849827
ACH-000840,-0.171302684399
ACH-000841,0.00416816827097
ACH-000843,-0.571720404956
ACH-000846,-0.288567045646
ACH-000847,-0.228386943641
ACH-000848,-0.161990313021
ACH-000849,-0.18579558767299997
ACH-000851,-0.215271206375
ACH-000855,-0.126433784901
ACH-000856,-0.109956242181
ACH-000858,-0.08460037708969999
ACH-000859,0.07390532410230001
ACH-000861,-0.33105962794300003
ACH-000862,-0.33527485597199996
ACH-000865,-0.153395114252
ACH-000866,-0.08932578628389999
ACH-000867,-0.185013506968
ACH-000869,-0.19792342362399998
ACH-000872,-0.158157089275
ACH-000873,-0.207562442107
ACH-000876,-0.245109036536
ACH-000878,0.0591148216336
ACH-000880,-0.16108998178700001
ACH-000881,-0.08995874915100001
ACH-000882,-0.29394274143800003
ACH-000884,-0.020004144706700002
ACH-000885,0.116942913713
ACH-000887,-0.09410603188
ACH-000888,-0.146849149937
ACH-000889,-0.154317331355
ACH-000890,-0.321553845009
ACH-000896,-0.267880134549
ACH-000898,-0.12040861438799999
ACH-000900,-0.376808815973
ACH-000901,0.00895758253285
ACH-000905,-0.23637494986699997
ACH-000906,-0.11342557099400001
ACH-000907,-0.0369300210959
ACH-000910,-0.0987987954167
ACH-000911,-0.11699318358899999
ACH-000912,-0.107208321397
ACH-000913,-0.06943336717389999
ACH-000915,-0.0517561223607
ACH-000916,0.28978093919500003
ACH-000917,-0.04912312032269999
ACH-000921,-0.10158849212099999
ACH-000924,-0.0840869454556
ACH-000926,-0.187913089104
ACH-000928,0.08593322525000001
ACH-000929,-0.22595983136199999
ACH-000932,-0.22983318782099998
ACH-000935,-0.256670966865
ACH-000936,-0.10640173876299999
ACH-000937,-0.278416183408
ACH-000938,-0.11194234151799999
ACH-000939,-0.132491834044
ACH-000941,-0.0171792773608
ACH-000943,0.040739882664699995
ACH-000946,-0.149061759989
ACH-000947,-0.18468692962799999
ACH-000948,-0.06439172893419999
ACH-000950,-0.387037104973
ACH-000953,-0.12033633420600001
ACH-000957,-0.0786149758527
ACH-000958,-0.049710181456699996
ACH-000960,-0.163007347874
ACH-000963,-0.050577561398300004
ACH-000968,-0.15544594091299999
ACH-000969,-0.0464271153844
ACH-000973,-0.304053340727
ACH-000974,-0.187645209492
ACH-000975,-0.0629791284661
ACH-000976,-0.21867282152399997
ACH-000978,-0.306736650982
ACH-000980,-0.076331547911
ACH-000984,-0.0569098777496
ACH-000986,0.0076188374491700005
ACH-000988,0.000160971980057
ACH-000993,0.0036680931572900003
ACH-000994,0.12217382025599999
ACH-000996,-0.146846875963
ACH-001001,-0.20280243569000003
ACH-001020,0.120475748796
ACH-001028,-0.12779404103
ACH-001031,-0.0467383301927
ACH-001038,-0.102613916111
ACH-001048,-0.424891499912
ACH-001050,-0.36741567107
ACH-001053,-0.125638990836
ACH-001054,0.0274427378439
ACH-001061,-0.17966223440600002
ACH-001067,-0.215359462201
ACH-001075,-0.238943333727
ACH-001096,0.0129485887304
ACH-001128,-0.350068272136
ACH-001134,-0.305931737326
ACH-001151,-0.110777479566
ACH-001163,0.0601121775158
ACH-001164,-0.49704329863700003
ACH-001173,-0.0905163448187
ACH-001183,-0.0751661394476
ACH-001184,-0.18021393054
ACH-001190,-0.252180086821
ACH-001192,-0.221353098088
ACH-001193,0.044121628126800004
ACH-001196,-0.252000915119
ACH-001197,-0.124904799955
ACH-001205,-0.174338838244
ACH-001211,0.046169974144199995
ACH-001212,-0.122562475549
ACH-001228,0.016747620063200002
ACH-001232,-0.128155623212
ACH-001239,-0.16963448854000002
ACH-001274,-0.326720893321
ACH-001275,-0.170495873284
ACH-001277,-0.010040044145
ACH-001278,-0.0824283690127
ACH-001280,0.0551536335468
ACH-001283,-0.00723400461066
ACH-001289,-0.14387718072699998
ACH-001295,-0.38420499329499996
ACH-001300,-0.271666914536
ACH-001301,-0.284067800271
ACH-001302,-0.50833872978
ACH-001303,-0.34917604018799997
ACH-001306,-0.167243139184
ACH-001318,-0.23526016327100002
ACH-001322,-0.267519488268
ACH-001328,-0.202841630506
ACH-001332,-0.17907234630999996
ACH-001333,-0.129758214209
ACH-001336,-0.330686188545
ACH-001340,-0.20688736043900002
ACH-001346,-0.210871825161
ACH-001353,-0.1258609125
ACH-001354,-0.171825692595
ACH-001367,-0.23589412633600002
ACH-001368,-0.287984223393
ACH-001374,0.23891423388099997
ACH-001375,-0.273475984482
ACH-001377,-0.169268991918
ACH-001380,-0.16873445616399999
ACH-001391,-0.07235904676839999
ACH-001407,-0.287508577348
ACH-001408,-0.0513225443424
ACH-001413,-0.267377165385
ACH-001430,-0.235160811202
ACH-001431,-0.293917841974
ACH-001450,-0.228979317056
ACH-001496,-0.0374791402252
ACH-001500,-0.029977865137
ACH-001521,-0.199541267324
ACH-001523,-0.05079740925680001
ACH-001532,-0.17539139108600002
ACH-001536,-0.14145894897800002
ACH-001550,-0.11052510190300001
ACH-001552,0.0889095053417
ACH-001554,-0.17200971934099998
ACH-001645,-0.112245165878
ACH-001654,-0.134904766738
ACH-001715,-0.144827045185
ACH-001735,-0.200320399965
ACH-001736,-0.0244775784301
ACH-001737,-0.8673163652760001
ACH-001740,-0.21526673693599999
ACH-001745,-0.09127019393510001
ACH-001750,-0.198358932831
ACH-001765,-0.176950107385
ACH-001956,-0.201332570208
ACH-001957,-0.21206351885299998
