,RGR (5995)
ACH-000004,-0.0173976841192
ACH-000007,-0.17747643884599998
ACH-000009,-0.108181369266
ACH-000011,-0.0695255355802
ACH-000012,-0.024123120978799997
ACH-000013,-0.056971851266000004
ACH-000014,-0.13410107928
ACH-000015,-0.0632144359075
ACH-000017,-0.23178778278
ACH-000018,-0.0623439813415
ACH-000019,-0.341814323091
ACH-000021,-0.022146509733500002
ACH-000022,-0.0401430875008
ACH-000025,0.00621133583358
ACH-000028,-0.21804628265700002
ACH-000030,-0.389006149283
ACH-000035,0.0139737035656
ACH-000036,-0.171100237883
ACH-000037,-0.327725095913
ACH-000039,-0.042044061616
ACH-000040,-0.28229224661400004
ACH-000041,-0.271457742647
ACH-000042,-0.21172879169
ACH-000045,-0.173323266473
ACH-000047,-0.0457881969794
ACH-000052,-0.11246002440899999
ACH-000053,-0.210964460333
ACH-000054,-0.004348693807199999
ACH-000055,0.112278351794
ACH-000060,-0.0395407496374
ACH-000067,-0.0182537053971
ACH-000070,-0.0728808625537
ACH-000075,-0.426642841119
ACH-000078,-0.0720913794661
ACH-000082,-0.136599108607
ACH-000085,0.054357340135500004
ACH-000086,-0.18849602930599998
ACH-000087,-0.107457119473
ACH-000092,-0.045423017230199994
ACH-000095,-0.112531948927
ACH-000097,-0.0753172015558
ACH-000098,-0.0874459643244
ACH-000099,0.00403330527153
ACH-000108,-0.0415661491871
ACH-000113,-0.113659142339
ACH-000115,-0.34940923935900003
ACH-000116,-0.038644104510800005
ACH-000118,-0.0905888842516
ACH-000120,0.141314312011
ACH-000123,-0.185555192599
ACH-000127,-0.10626402731699999
ACH-000128,-0.00291088300038
ACH-000132,-0.028150965411400004
ACH-000133,-0.178053226442
ACH-000137,-0.329353697226
ACH-000138,0.078327876172
ACH-000142,-0.208393871242
ACH-000143,-0.176292082342
ACH-000146,-0.0674151970137
ACH-000148,-0.25410343696
ACH-000150,-0.0953786237006
ACH-000152,-0.393140800197
ACH-000153,-0.00432761467562
ACH-000159,-0.21055550628
ACH-000160,-0.09715087298410001
ACH-000163,-0.17332362261
ACH-000167,0.00038245479758300003
ACH-000168,-0.029853235046299997
ACH-000169,-0.268153270944
ACH-000178,-0.18171950732500003
ACH-000182,-0.317406627657
ACH-000183,-0.0721324507223
ACH-000188,-0.304463067258
ACH-000189,0.07278594669539999
ACH-000190,-0.11763193500600001
ACH-000198,-0.179280519956
ACH-000204,-0.267138708701
ACH-000206,-0.221002306775
ACH-000207,-0.0446642302805
ACH-000211,-0.052332182268500005
ACH-000215,-0.00243921318025
ACH-000221,-0.0294805375745
ACH-000222,0.034129656849599996
ACH-000223,-0.24268413236699998
ACH-000226,-0.203586064742
ACH-000227,-0.25077881945999997
ACH-000228,-0.279873407009
ACH-000231,-0.11077603989
ACH-000232,-0.270906535696
ACH-000233,-0.187427889054
ACH-000234,-0.247493753933
ACH-000235,0.0417231859191
ACH-000237,-0.0795984196467
ACH-000238,-0.270807296905
ACH-000243,-0.0380547755834
ACH-000244,-0.068008888717
ACH-000246,-0.177113014212
ACH-000248,-0.0419292454265
ACH-000250,-0.0897463544424
ACH-000251,-0.0512091240326
ACH-000253,-0.0606060308746
ACH-000255,0.0436161356394
ACH-000256,-0.144730181717
ACH-000257,-0.08897489691430001
ACH-000258,0.18041927091200002
ACH-000259,-0.06437020011149999
ACH-000260,-0.170970918129
ACH-000261,-0.151530598619
ACH-000262,-0.49647464418799997
ACH-000263,-0.282046569652
ACH-000264,-0.163068833648
ACH-000265,-0.0829142389974
ACH-000266,0.0219060075118
ACH-000272,-0.0521343745251
ACH-000273,-0.06990010271089998
ACH-000274,-0.0211939345286
ACH-000277,0.045441360940300005
ACH-000278,-0.012776209874799998
ACH-000279,-0.192093422969
ACH-000280,-0.058516661637000006
ACH-000281,-0.017410025675900002
ACH-000288,0.0772468678114
ACH-000291,-0.15365991651900002
ACH-000293,-0.230688244005
ACH-000294,0.13075712840999998
ACH-000295,-0.285153162507
ACH-000296,-0.350770956847
ACH-000302,-0.149965951446
ACH-000304,0.00149918093549
ACH-000307,-0.021615678950400005
ACH-000308,-0.129893892171
ACH-000310,0.0971917962342
ACH-000311,-0.11263927001599999
ACH-000312,0.0830972477977
ACH-000315,0.008414567764430001
ACH-000316,-0.044985181447
ACH-000317,-0.226606091151
ACH-000318,-0.0205950084497
ACH-000319,-0.139434448573
ACH-000320,-0.0029385436219299997
ACH-000322,-0.159138461406
ACH-000323,-0.284237913914
ACH-000324,-0.12317439880000002
ACH-000329,-0.116533223075
ACH-000330,0.501684857617
ACH-000331,-0.24640163283799998
ACH-000332,0.042493725930000004
ACH-000334,-0.19936176967099997
ACH-000335,-0.060480749191300004
ACH-000336,-0.0411263466547
ACH-000337,-0.134985212419
ACH-000339,-0.09937591573719999
ACH-000341,-0.386074877052
ACH-000348,-0.0564718774328
ACH-000350,-0.13730302737
ACH-000352,0.007404464381039999
ACH-000356,0.138788388103
ACH-000361,0.054623328555199996
ACH-000362,-0.104927304705
ACH-000363,0.0291153830402
ACH-000364,-0.00352225973258
ACH-000365,-0.07420777831410001
ACH-000366,-0.142692061624
ACH-000368,-0.198803873739
ACH-000374,-0.060312359753400005
ACH-000375,-0.15270981347100002
ACH-000376,-0.0016592056088099998
ACH-000381,-0.12505896402799999
ACH-000383,-0.07081702732
