,S100A7A (338324)
ACH-000222,-0.15669653734
ACH-000223,-0.0227556141138
ACH-000226,-0.209965761747
ACH-000227,0.156503708251
ACH-000228,-0.156066950349
ACH-000231,-0.0536666143846
ACH-000232,-0.0419492186916
ACH-000233,-0.151431755319
ACH-000234,0.038969428886199996
ACH-000235,-0.166581922435
ACH-000237,-0.100539500675
ACH-000238,-0.045591007532599995
ACH-000243,-0.104657308923
ACH-000244,-0.020392014513700003
ACH-000246,-0.110597927442
ACH-000248,-0.057996337147000004
ACH-000250,-0.17308200706500002
ACH-000251,-0.317770373893
ACH-000253,-0.169579914681
ACH-000255,-0.055261979401699995
ACH-000256,-0.201773485799
ACH-000257,0.09180057557389999
ACH-000258,-0.430203836394
ACH-000259,-0.143352280937
ACH-000260,-0.07088050777480001
ACH-000261,-0.0310127987139
ACH-000262,-0.16347298978299998
ACH-000263,0.0751518152364
ACH-000264,-0.19945060648600002
ACH-000265,-0.0591979546935
ACH-000266,-0.183085893146
ACH-000272,-0.301985227752
ACH-000273,-0.148606338761
ACH-000274,0.0450842022803
ACH-000277,0.08284893958310001
ACH-000278,0.00361384586875
ACH-000279,0.0934932284814
ACH-000280,-0.0979566524607
ACH-000281,-0.17065171717900002
ACH-000288,-0.17917284673099998
ACH-000291,-0.0689279705635
ACH-000293,-0.250323644083
ACH-000294,-0.14518317602199998
ACH-000295,0.0513370928351
ACH-000296,0.0566651893813
ACH-000302,-0.0824657451816
ACH-000304,-0.037364739558900004
ACH-000307,-0.0467367967139
ACH-000308,-0.131053816525
ACH-000310,0.011708566942
ACH-000311,0.07913171938460001
ACH-000312,-0.12464716053500001
ACH-000315,-0.239995147379
ACH-000316,-0.021087865079299998
ACH-000317,-0.0423795688861
ACH-000318,-0.105070960213
ACH-000319,-0.08163148976760001
ACH-000320,-0.04589563168269999
ACH-000322,-0.14363016137499998
ACH-000323,-0.275559956383
ACH-000324,-0.0895450300051
ACH-000329,-0.124926969294
ACH-000330,-0.134888906222
ACH-000331,-0.0699217224355
ACH-000332,-0.225584083854
ACH-000334,-0.266204111701
ACH-000335,-0.136069604929
ACH-000336,-0.198753185831
ACH-000337,-0.411977118759
ACH-000339,-0.110516098567
ACH-000341,0.07526104560430001
ACH-000348,-0.183234317495
ACH-000350,-0.272895035955
ACH-000352,-0.0427277536745
ACH-000356,-0.267161297931
ACH-000361,-0.17665986803300002
ACH-000362,-0.0555259371226
ACH-000363,-0.024738940465099998
ACH-000364,-0.10415602961100001
ACH-000365,-0.120213651227
ACH-000366,0.0416987184919
ACH-000368,-0.0057499032248900005
ACH-000374,-0.166909564199
ACH-000375,-0.09942956131149999
ACH-000376,-0.220580407299
ACH-000381,-0.14896876033099998
ACH-000383,-0.197972016368
ACH-000387,-0.109337879351
ACH-000389,-0.029850439788199998
ACH-000390,-0.21612118335
ACH-000393,-0.07323460160089999
ACH-000395,-0.45050911266500004
ACH-000397,-0.14194288247700002
ACH-000401,-0.0420165228899
ACH-000402,-0.261552017405
ACH-000403,-0.21728665846700002
ACH-000404,-0.146928002109
ACH-000406,-0.12342000906400001
ACH-000407,-0.020463868975
ACH-000408,-0.0491255822812
ACH-000410,-0.0467943873093
ACH-000411,-0.145769666945
ACH-000414,-0.0679167360988
ACH-000415,0.00926747572374
ACH-000416,-0.159309860701
ACH-000420,-0.136327958029
ACH-000421,-0.0587049012841
ACH-000424,-0.252924945649
ACH-000425,0.0215424398203
ACH-000426,-0.0673068264811
ACH-000427,0.101716681951
ACH-000433,-0.255848763906
ACH-000436,-0.367158392416
ACH-000444,-0.00963820205813
ACH-000445,-0.136276337607
ACH-000448,-0.153271460626
ACH-000450,0.12243033704299999
ACH-000452,-0.054796226153600004
ACH-000454,-0.33901787037500003
ACH-000458,-0.170581503877
ACH-000459,0.05832103616219999
ACH-000460,-0.0548874147013
ACH-000461,0.0744145077336
ACH-000463,-0.0616225109683
ACH-000464,-0.10754072378599999
ACH-000466,-0.056718088509599994
ACH-000467,-0.192469841052
ACH-000468,-0.0915767629476
ACH-000469,-0.0595483670407
ACH-000470,-0.05728129772999999
ACH-000471,-0.129546524692
ACH-000472,-0.027043696049
ACH-000473,-0.0642412369444
ACH-000475,-0.104005479539
ACH-000476,-0.173450551058
ACH-000477,-0.10204424771199999
ACH-000480,-0.13797234182
ACH-000481,-0.209761816382
ACH-000483,-0.18398080589000002
ACH-000484,-0.231417375354
ACH-000485,-0.28362139329
ACH-000486,-0.0144777629824
ACH-000487,-0.0528274349691
ACH-000488,-0.134625642396
ACH-000490,-0.110730004849
ACH-000491,-0.103881560579
ACH-000495,-0.20517915664
ACH-000496,-0.125972312303
ACH-000499,-0.0921585949776
ACH-000500,-0.185526599421
ACH-000502,-0.14385678545999997
ACH-000503,-0.335476379688
ACH-000505,-0.14421347454800001
ACH-000507,-0.07015258446389999
ACH-000510,-0.187191426834
ACH-000511,-0.12691810215399998
ACH-000512,0.04450177881990001
ACH-000516,-0.178174690544
ACH-000517,-0.196384143439
ACH-000518,-0.031023677834099997
ACH-000520,-0.17557855284
ACH-000521,-0.200018423528
ACH-000522,-0.109008505051
ACH-000524,-0.165395725623
ACH-000527,-0.140117837807
ACH-000528,-0.0855651025723
ACH-000537,0.0430301246295
ACH-000541,-0.060743416181500004
ACH-000542,0.016946005110599998
ACH-000544,-0.118947322019
ACH-000545,0.0191426671542
ACH-000547,-0.284282893102
ACH-000548,-0.23992541129
ACH-000549,-0.216773358285
ACH-000550,-0.147045116
ACH-000552,0.0119151609786
ACH-000556,-0.219538747674
ACH-000557,-0.113578521814
ACH-000570,0.036326895024
ACH-000571,-0.10029440578700001
ACH-000573,-0.0444192847114
ACH-000576,-0.169961344617
ACH-000580,-0.0315580473695
ACH-000584,-0.0566885676514
ACH-000585,-0.152411485243
ACH-000588,-0.188580311334
ACH-000589,-0.303973289036
ACH-000591,-0.07289106862889999
ACH-000593,-0.273602901552
ACH-000600,-0.24681307971299998
ACH-000601,-0.181763640712
ACH-000604,0.153281694138
ACH-000605,-0.07372275967389999
ACH-000606,-0.26166954354899996
ACH-000608,0.030234332923699998
ACH-000614,-0.0531527390244
ACH-000616,-0.220073200379
ACH-000618,-0.127329046852
ACH-000619,-0.021094913642099998
ACH-000620,-0.173310272531
ACH-000621,0.025309633415799997
ACH-000622,0.000982518206432
ACH-000623,-0.046841118879899994
ACH-000624,-0.13303615760600002
ACH-000627,-0.257583105481
ACH-000630,-0.184265506794
ACH-000632,-0.0669503282405
ACH-000633,-0.09162493004460001
ACH-000637,-0.233742383571
ACH-000638,-0.288195995624
ACH-000646,-0.117817036867
ACH-000647,-0.08420117172219999
ACH-000648,-0.295249006197
ACH-000649,-0.0552415462074
ACH-000651,-0.0480365743974
ACH-000652,-0.19124855901
ACH-000653,-0.223933140585
ACH-000657,-0.056872001146300005
ACH-000658,-0.161066433324
ACH-000661,-0.17539623497
ACH-000662,-0.0078734828467
ACH-000663,-0.0630734768581
ACH-000665,-0.0511534560341
ACH-000671,-0.0155011812929
ACH-000673,-0.21944639673
ACH-000676,-0.0940648124904
ACH-000677,-0.170173726644
ACH-000681,-0.101128756122
ACH-000682,-0.156394422841
ACH-000683,-0.10698233539799999
ACH-000684,-0.169610639505
ACH-000688,-0.0854036686374
ACH-000693,0.033082884998900004
ACH-000694,-0.0282430245939
ACH-000695,0.14946677611
ACH-000696,-0.110742684573
ACH-000697,0.010661093407399999
ACH-000699,-0.19219657930999998
ACH-000701,-0.05322224855269999
ACH-000706,0.0225591267669
ACH-000711,-0.145866557832
ACH-000713,-0.13639080669099998
ACH-000714,-0.278307367535
ACH-000718,-0.0395889674395
ACH-000720,-0.023567748654999998
ACH-000721,0.021107899009199998
ACH-000724,-0.131022569192
ACH-000725,-0.248382114434
ACH-000732,-0.09930461337549999
ACH-000734,-0.130135422839
ACH-000735,-0.34830890075800003
ACH-000736,0.020039537185099997
ACH-000738,-0.0825365502833
ACH-000746,-0.277871855546
ACH-000747,-0.16464896889699998
ACH-000748,-0.279609741318
ACH-000753,-0.0756866836438
ACH-000756,-0.0243479645991
ACH-000757,-0.0313861941494
ACH-000758,0.00335714838216
ACH-000760,-0.0282758237612
ACH-000763,0.054149911517
ACH-000764,-0.313130471043
ACH-000765,-0.103673413613
ACH-000766,-0.227778678233
ACH-000767,-0.07702214874379999
ACH-000768,-0.0766664033756
ACH-000769,-0.169214042417
ACH-000770,-0.16550049124299998
ACH-000771,-0.09142027734089998
ACH-000773,-0.23959458500300002
ACH-000776,-0.296371165261
ACH-000777,-0.22842771195999997
ACH-000778,-0.226331372566
ACH-000781,-0.172616662551
ACH-000782,-0.0306190743743
ACH-000783,-0.412282498242
ACH-000784,-0.18446272215300002
ACH-000785,-0.27204810293000004
ACH-000787,-0.121971222767
ACH-000788,-0.0403202390253
ACH-000791,-0.191665816995
ACH-000792,-0.07015526111789999
ACH-000794,-0.13852592820999998
ACH-000796,-0.0163662529
ACH-000799,-0.034185675320200004
ACH-000800,-0.336453507787
ACH-000802,-0.0566351787094
ACH-000804,-0.07625295042060001
ACH-000805,-0.09681205672860001
ACH-000809,-0.161566229798
ACH-000810,0.19251934577399998
ACH-000811,-0.20371211322299998
ACH-000817,-0.0200525690194
ACH-000819,-0.121212967567
ACH-000820,0.146075396887
ACH-000821,-0.192619503475
ACH-000822,-0.18663561278299998
ACH-000823,-0.0382388268524
ACH-000824,-0.183319115836
ACH-000827,-0.140239134373
ACH-000829,0.0708160988105
ACH-000831,-0.141319861151
ACH-000832,-0.11711188885399999
ACH-000833,-0.199821166866
ACH-000834,-0.0579035204733
ACH-000835,-0.050151520493400006
ACH-000836,-0.281788096398
ACH-000837,-0.0570453221923
ACH-000838,-0.145984922627
ACH-000839,0.0071387594892500005
ACH-000840,0.011080958274
ACH-000841,-0.32051708858600003
ACH-000843,-0.45718005592
ACH-000846,-0.453478709351
ACH-000847,0.1402450395
ACH-000848,-0.0671998253833
ACH-000849,-0.0941704797906
ACH-000851,0.113757466132
ACH-000855,-0.0981760067178
ACH-000856,-0.096488488806
ACH-000858,-0.0070376481576400005
ACH-000859,-0.0655118078912
ACH-000861,-0.08952795275219999
ACH-000862,-0.036458603252599996
ACH-000865,-0.0726042330065
ACH-000866,-0.054801293747600004
ACH-000867,-0.15625631124199998
ACH-000869,-0.110513146468
ACH-000872,0.0247488818445
ACH-000873,0.0494476627162
ACH-000876,-0.191524558149
ACH-000878,-0.129424734896
ACH-000880,-0.07517309369570001
ACH-000881,-0.14858239556299999
ACH-000882,-0.0702248603608
ACH-000884,-0.179826802319
ACH-000885,-0.056558429520199995
ACH-000887,-0.0996475146363
ACH-000888,-0.175617769926
ACH-000889,-0.172687465555
ACH-000890,-0.0737815426859
ACH-000896,-0.036832770989500004
ACH-000898,-0.07012269632139999
ACH-000900,-0.08479003722230001
ACH-000901,-0.15568832627
ACH-000905,-0.15190341877
ACH-000906,0.0645056760861
ACH-000907,-0.120118823685
ACH-000910,-0.07944906385339999
ACH-000911,-0.061040516270800003
ACH-000912,-0.158750797779
ACH-000913,-0.170661140304
ACH-000915,-0.175448928757
ACH-000916,-0.832409047208
ACH-000917,-0.257670953265
ACH-000921,-0.144367402895
ACH-000924,-0.251157182636
ACH-000926,-0.17961288195
ACH-000928,-0.0303305154348
ACH-000929,-0.581859935731
ACH-000932,-0.151650283242
ACH-000935,-0.0166774398664
ACH-000936,-0.323876447003
ACH-000937,-0.0316602295391
ACH-000938,-0.134786309255
ACH-000939,-0.197023659892
ACH-000941,-0.0426159583237
ACH-000943,0.0138883661717
ACH-000946,-0.0562839212825
ACH-000947,0.050516383299199996
ACH-000948,-0.150909564474
ACH-000950,-0.006945828743149999
ACH-000953,0.0213703914451
ACH-000957,0.172077581843
ACH-000958,-0.18354999404599998
ACH-000960,-0.12109428904000001
ACH-000963,-0.18984413925000002
ACH-000968,-0.20828556296300002
ACH-000969,-0.0391701534068
ACH-000973,-0.126883627222
ACH-000974,0.00327625031119
ACH-000975,-0.12240804261
ACH-000976,-0.0917648707725
ACH-000978,-0.381807039894
ACH-000980,-0.08565968400830001
ACH-000984,0.059267576243799996
ACH-000986,-0.142311428998
ACH-000988,0.00883253631959
ACH-000993,-0.156233759857
ACH-000994,-0.254737319333
ACH-000996,-0.09065562187110002
ACH-001001,-0.137327860553
ACH-001020,-0.0620159929242
ACH-001028,-0.0684618267502
ACH-001031,-0.008578061255749999
ACH-001038,-0.0225273988589
ACH-001048,-0.0888921085183
ACH-001050,-0.10207640862299999
ACH-001053,-0.106015031614
ACH-001054,-0.10921436037
ACH-001061,-0.0608440671475
ACH-001067,0.00978935855202
ACH-001075,-0.18731097893399998
ACH-001096,-0.17680570764400003
ACH-001128,-0.15219240531
ACH-001134,-0.285500717085
ACH-001151,-0.0840624987793
ACH-001163,-0.21840603305
ACH-001164,-0.629417813857
ACH-001173,-0.12337222646700001
ACH-001183,-0.193314653414
ACH-001184,0.102205974523
ACH-001190,-0.187210462922
ACH-001192,-0.123084876974
ACH-001193,-0.289318281491
ACH-001196,-0.0864819939216
ACH-001197,-0.179310233897
ACH-001205,-0.414957086857
ACH-001211,-0.279976904529
ACH-001212,-0.12353937679199999
ACH-001228,-0.046906844846599995
ACH-001232,-0.121394411634
ACH-001239,0.118894997206
ACH-001274,-0.158274099272
ACH-001275,0.0935293557963
ACH-001277,-0.165098143426
ACH-001278,-0.031434789414
ACH-001280,-0.109740650846
ACH-001283,0.0312901020423
ACH-001289,0.0898025357794
ACH-001295,-0.04822671310869999
ACH-001300,-0.130612274765
ACH-001301,0.0401369103192
ACH-001302,-0.248354469613
ACH-001303,-0.09211862430939999
ACH-001306,-0.0459745521182
ACH-001318,-0.09237037194710002
ACH-001322,-0.156703192902
ACH-001328,-0.039237903535
ACH-001332,-0.0961952553908
ACH-001333,-0.000571020126073
ACH-001336,-0.213380418283
ACH-001340,-0.0543504661652
ACH-001346,-0.196780044076
ACH-001353,-0.274375241147
ACH-001354,0.110386423858
ACH-001367,-0.112365514527
ACH-001368,-0.254065765514
ACH-001374,-0.236341934828
ACH-001375,-0.23024926605700002
ACH-001377,-0.08031545116210001
ACH-001380,-0.031446296115
ACH-001391,-0.08878266441610001
ACH-001407,-0.0197175717735
ACH-001408,-0.0134228424609
ACH-001413,-0.13011126297199999
ACH-001430,-0.310040218237
ACH-001431,-0.040836893138099996
ACH-001450,-0.194887806283
ACH-001496,-0.118254519125
ACH-001500,-0.12684319778300002
ACH-001521,-0.29464164505199997
ACH-001523,-0.0663505268403
ACH-001532,-0.10019126054
ACH-001536,-0.168559516665
ACH-001550,0.07505220942049999
ACH-001552,0.08048400697430001
ACH-001554,-0.11333288681600001
ACH-001645,-0.177517537916
ACH-001654,-0.178168861406
ACH-001715,-0.0835713146137
ACH-001735,-0.114309916457
ACH-001736,-0.08595545554919999
ACH-001737,0.15154669439000001
ACH-001740,-0.113821565935
ACH-001745,-0.0166101866356
ACH-001750,-0.0268138877045
ACH-001765,-0.17161982859799998
ACH-001956,-0.17977692796599998
ACH-001957,-0.172603785662
