,GMPR (2766)
ACH-000004,0.269926608415
ACH-000007,0.36133424634499994
ACH-000009,0.174510502811
ACH-000011,-0.114519147693
ACH-000012,0.0987976852434
ACH-000013,0.119115111006
ACH-000014,0.10448106209
ACH-000015,0.267927100335
ACH-000017,0.0751755153737
ACH-000018,0.149652833062
ACH-000019,0.09772323529210002
ACH-000021,0.19765354099
ACH-000022,0.295787565253
ACH-000025,0.11990975482100001
ACH-000028,0.30945805504
ACH-000030,0.09855945017550001
ACH-000035,0.09505033651139999
ACH-000036,0.00392638002027
ACH-000037,-0.138784000857
ACH-000039,0.08636445479910002
ACH-000040,0.0167491130902
ACH-000041,0.0700141372502
ACH-000042,0.18055503703499998
ACH-000045,0.24763235243700002
ACH-000047,0.060915567089
ACH-000052,0.0248539144323
ACH-000053,0.05883070332169999
ACH-000054,0.10438683564500001
ACH-000055,0.346655287957
ACH-000060,0.0418747489409
ACH-000067,0.0077896399763300005
ACH-000070,0.0838977224012
ACH-000075,0.145374432577
ACH-000078,0.0802593046875
ACH-000082,0.06648523918430001
ACH-000085,0.141956936369
ACH-000086,0.21499723875500001
ACH-000087,-0.037224666779
ACH-000092,0.194635962049
ACH-000095,0.041072943464699994
ACH-000097,0.15427084951199999
ACH-000098,0.140818708141
ACH-000099,0.147390853584
ACH-000108,0.254483785025
ACH-000113,0.170009149903
ACH-000115,0.05722967120419999
ACH-000116,0.103857917197
ACH-000118,0.026369754380799998
ACH-000120,0.0878352026746
ACH-000123,0.12946937475700002
ACH-000127,0.014719337354600001
ACH-000128,0.206536734367
ACH-000132,0.235624058766
ACH-000133,0.269381359029
ACH-000137,-0.214488419731
ACH-000138,0.12329881343699998
ACH-000142,0.15948073543400001
ACH-000143,0.24751651387899998
ACH-000146,0.28378100385
ACH-000148,0.08588167991580001
ACH-000150,0.17665496296100003
ACH-000152,0.167608393576
ACH-000153,0.12454749082999998
ACH-000159,0.228684063606
ACH-000160,-0.0284295106586
ACH-000163,0.021573020413700003
ACH-000167,0.165747957731
ACH-000168,0.19517432129
ACH-000169,0.11952974398600001
ACH-000178,0.236382699879
ACH-000182,0.213642399633
ACH-000183,0.183876315566
ACH-000188,0.0410706439134
ACH-000189,0.0409294080179
ACH-000190,0.06880420210749999
ACH-000198,0.103076235313
ACH-000204,0.138864039211
ACH-000206,0.232387079819
ACH-000207,0.22478145534000002
ACH-000211,0.13983853013
ACH-000215,0.137228124007
ACH-000221,0.168898085338
ACH-000222,0.0046530759538
