,CRB2 (286204)
ACH-000004,-0.17501075105500002
ACH-000007,-0.271589900748
ACH-000009,-0.136879438737
ACH-000011,-0.298173601696
ACH-000012,-0.214062644438
ACH-000013,-0.24058660921100003
ACH-000014,-0.24972546134399998
ACH-000015,-0.237223191882
ACH-000017,-0.262134811408
ACH-000018,-0.213344445253
ACH-000019,-0.0328371631174
ACH-000021,-0.318025141133
ACH-000022,-0.24571946858899998
ACH-000025,-0.17535934692000002
ACH-000028,-0.10944690954399999
ACH-000030,-0.22298728229000003
ACH-000035,-0.199871889247
ACH-000036,-0.289382204596
ACH-000037,0.000332629779573
ACH-000039,-0.37305955274999997
ACH-000040,-0.236564393977
ACH-000041,-0.350444752236
ACH-000042,-0.289526388319
ACH-000045,-0.0299345964011
ACH-000047,-0.29809719234
ACH-000052,-0.29514884509399997
ACH-000053,-0.0481877370798
ACH-000054,-0.251682749759
ACH-000055,-0.21088252067699997
ACH-000060,-0.284471686592
ACH-000067,-0.080251819315
ACH-000070,-0.0370346713413
ACH-000075,-0.709610208725
ACH-000078,-0.27307469787
ACH-000082,-0.24768434023699998
ACH-000085,-0.148244431793
ACH-000086,-0.315471452347
ACH-000087,-0.42214415926
ACH-000092,-0.215321671081
ACH-000095,-0.178605881019
ACH-000097,-0.227490019017
ACH-000098,-0.158541390502
ACH-000099,-0.09294043858899999
ACH-000108,-0.257016129673
ACH-000113,-0.280988759363
ACH-000115,-0.354831599168
ACH-000116,-0.257086233332
ACH-000118,-0.209578182307
ACH-000120,-0.224296393709
ACH-000123,-0.253665384019
ACH-000127,-0.162315125537
ACH-000128,-0.16232642682600001
ACH-000132,0.015672854083700002
ACH-000133,-0.24641716303000002
ACH-000137,-0.289219942811
ACH-000138,-0.106014007443
ACH-000142,-0.312538413883
ACH-000143,-0.24411497301899998
ACH-000146,-0.187756526561
ACH-000148,-0.24089999820099997
ACH-000150,-0.035188308607699996
ACH-000152,-0.365490888111
ACH-000153,0.291297840101
ACH-000159,-0.0806744014348
ACH-000160,-0.39409369825900004
ACH-000163,-0.209129911867
ACH-000167,-0.08270031503389999
ACH-000168,-0.11583211523800001
ACH-000169,-0.202515468649
ACH-000178,-0.275971104182
ACH-000182,-0.0701580570027
ACH-000183,-0.17481476320099998
ACH-000188,-0.345231517383
ACH-000189,-0.559571912841
ACH-000190,-0.305462811343
ACH-000198,-0.117520614721
ACH-000204,-0.326458521053
ACH-000206,-0.278540578065
ACH-000207,-0.421900470754
ACH-000211,-0.220337820779
ACH-000215,-0.25947151788
ACH-000221,-0.30399748811099997
ACH-000222,-0.405520614043
ACH-000223,-0.21309953981600002
ACH-000226,-0.491169502366
ACH-000227,-0.433366295299
ACH-000228,0.133003557986
ACH-000231,-0.23819629527800001
ACH-000232,-0.252884136849
ACH-000233,-0.314503544744
