,INHBE (83729)
ACH-000004,-0.0695441861089
ACH-000007,-0.256928852121
ACH-000009,-0.340292709976
ACH-000011,-0.395942634026
ACH-000012,-0.19410698984000002
ACH-000013,-0.22910625263099998
ACH-000014,-0.416719231416
ACH-000015,-0.253251190613
ACH-000017,-0.13846391563899998
ACH-000018,-0.341215234858
ACH-000019,-0.11033402605499999
ACH-000021,-0.44116770778000003
ACH-000022,-0.07992037791060001
ACH-000025,-0.33765489947599997
ACH-000028,-0.314996957762
ACH-000030,-0.224367598571
ACH-000035,-0.26386205952799996
ACH-000036,-0.288075953487
ACH-000037,-0.572115047721
ACH-000039,-0.425830015978
ACH-000040,-0.350698509133
ACH-000041,-0.637139081313
ACH-000042,-0.266153898198
ACH-000045,-0.237670692373
ACH-000047,-0.250980704497
ACH-000052,-0.421454957048
ACH-000053,-0.274742541746
ACH-000054,-0.046395261218499996
ACH-000055,-0.39580596063600004
ACH-000060,-0.221585408219
ACH-000067,-0.232912454566
ACH-000070,-0.0935212476441
ACH-000075,-0.155093361233
ACH-000078,-0.20045806089200002
ACH-000082,-0.263588681399
ACH-000085,-0.275643625381
ACH-000086,-0.47879285878399996
ACH-000087,-0.617703359779
ACH-000092,-0.193983899636
ACH-000095,-0.158173086281
ACH-000097,-0.262676466113
ACH-000098,-0.041788032221800005
ACH-000099,-0.17420644319400003
ACH-000108,-0.145120608977
ACH-000113,-0.246733103107
ACH-000115,-0.24729523302700002
ACH-000116,-0.075087507148
ACH-000118,-0.42834611288
ACH-000120,-0.222612173007
ACH-000123,-0.37700816426600003
ACH-000127,-0.173755584136
ACH-000128,-0.277867733396
ACH-000132,-0.025155308815599995
ACH-000133,-0.311093246117
ACH-000137,-0.437444392586
ACH-000138,-0.441693781045
ACH-000142,-0.382416801839
ACH-000143,-0.191657987422
ACH-000146,0.0475960185945
ACH-000148,-0.489524097772
ACH-000150,-0.473645687344
ACH-000152,-0.301324476873
ACH-000153,-0.163388567063
ACH-000159,-0.106308899449
ACH-000160,-0.332407761369
ACH-000163,-0.28221739028299997
ACH-000167,-0.339616693996
ACH-000168,-0.35513925009999997
ACH-000169,-0.222887657155
ACH-000178,-0.210700673072
ACH-000182,-0.252069487566
ACH-000183,-0.164933794588
ACH-000188,-0.271302830443
ACH-000189,-0.48496623562799995
ACH-000190,0.009268373701
ACH-000198,-0.238491456637
ACH-000204,-0.36028296372199997
ACH-000206,0.07564293491600001
ACH-000207,-0.0755503720955
ACH-000211,-0.185345779704
ACH-000215,-0.267654814137
ACH-000221,-0.28893648364999996
ACH-000222,-0.468752093649
ACH-000223,-0.22654023414500002
ACH-000226,-0.359335402301
ACH-000227,-0.22970928067899998
ACH-000228,-0.154495551196
ACH-000231,-0.196591372825
ACH-000232,-0.19315753576900002
ACH-000233,-0.164146732587
ACH-000234,-0.568510165283
ACH-000235,-0.350452928882
ACH-000237,-0.10346398143300001
ACH-000238,-0.360198465658
ACH-000243,-0.31552651141800003
ACH-000244,-0.209432859722
ACH-000246,-0.321943073397
ACH-000248,-0.386813405797
ACH-000250,-0.0971916286183
ACH-000251,-0.369188150876
ACH-000253,-0.191627915782
ACH-000255,-0.051800713467699995
ACH-000256,-0.23912624253400003
ACH-000257,-0.15770471562000002
ACH-000258,-0.247118500163
ACH-000259,-0.24651257539700003
ACH-000260,-0.333676816401
ACH-000261,-0.387359990308
ACH-000262,0.014395579217
ACH-000263,-0.114040041556
ACH-000264,-0.180392175022
ACH-000265,-0.237638050531
ACH-000266,-0.327577461914
ACH-000272,0.0966566075697
ACH-000273,-0.35324067682899996
ACH-000274,-0.24626850629900002
ACH-000277,-0.23225352386999998
ACH-000278,-0.38059745621200003
ACH-000279,-0.390166987808
ACH-000280,-0.239225994094
ACH-000281,-0.38960954448299995
ACH-000288,-0.36358924596299996
ACH-000291,-0.160651203874
ACH-000293,-0.09585491832689999
ACH-000294,-0.0640463561825
ACH-000295,-0.028290664010299997
ACH-000296,-0.623599880178
ACH-000302,-0.05415596626830001
ACH-000304,-0.265262641515
ACH-000307,-0.23004272899099998
ACH-000308,-0.13699983128499998
ACH-000310,-0.32150219847899997
ACH-000311,-0.309902503223
ACH-000312,-0.208806436662
ACH-000315,-0.059460283169
ACH-000316,-0.0759346097552
ACH-000317,-0.06830140951790001
ACH-000318,-0.438097232906
ACH-000319,-0.403604992575
ACH-000320,-0.3946279276
ACH-000322,-0.37941065725199996
ACH-000323,0.0176747387492
ACH-000324,-0.208482968987
ACH-000329,-0.278797771794
ACH-000330,-0.212866124432
ACH-000331,-0.20117654735800003
ACH-000332,-0.161963392152
ACH-000334,-0.32971977976100003
ACH-000335,-0.409913749513
ACH-000336,-0.223968710218
ACH-000337,-0.315148466897
ACH-000339,-0.416945255828
ACH-000341,-0.31296951998100003
ACH-000348,-0.408045490459
ACH-000350,-0.37237283958899997
ACH-000352,-0.364173775536
ACH-000356,-0.33657616297
ACH-000361,-0.301975159386
ACH-000362,-0.21477937211
ACH-000363,-0.0294534458693
ACH-000364,-0.39778249864799997
ACH-000365,-0.42918154145099996
ACH-000366,-0.15202921473
ACH-000368,-0.243896981686
ACH-000374,-0.306135329446
ACH-000375,-0.131208224164
ACH-000376,-0.020662675651
ACH-000381,0.0360634315689
ACH-000383,-0.0653100137005
ACH-000387,-0.17340452167599998
ACH-000389,-0.0458726845751
ACH-000390,-0.170508289359
ACH-000393,-0.0201218537665
ACH-000395,-0.19914932706500002
ACH-000397,-0.054565636438600004
ACH-000401,-0.19091193105999998
ACH-000402,-0.11622702055600001
ACH-000403,-0.209528426036
ACH-000404,-0.48187400537600006
ACH-000406,-0.133771185628
ACH-000407,-0.385560342274
ACH-000408,-0.312362732831
ACH-000410,-0.364333575762
ACH-000411,-0.10963732135399999
ACH-000414,-0.7157042141969999
ACH-000415,-0.171183612456
ACH-000416,-0.32046771795
ACH-000420,-0.142413411234
ACH-000421,-0.21056171257599998
ACH-000424,-0.19986705736
ACH-000425,-0.476016428863
ACH-000426,-0.0797899762462
ACH-000427,-0.23897154739300003
ACH-000433,-0.197528932231
ACH-000436,-0.255444229236
ACH-000444,-0.199138624083
ACH-000445,-0.45326456962800005
ACH-000448,-0.333045770095
ACH-000450,-0.0605498770856
ACH-000452,-0.349614708499
ACH-000454,-0.319587459532
ACH-000458,-0.268410063704
ACH-000459,-0.24165226451299998
ACH-000460,-0.188333570367
ACH-000461,-0.315972478668
ACH-000463,-0.22011732620700003
ACH-000464,-0.496322204129
ACH-000466,-0.07078484087050001
ACH-000467,-0.27283784498
ACH-000468,-0.47561000980499996
ACH-000469,-0.173774799206
ACH-000470,-0.185780347575
ACH-000471,-0.121666843735
ACH-000472,-0.203672792947
ACH-000473,-0.00148813767618
ACH-000475,-0.25247568129299996
ACH-000476,0.115813966839
ACH-000477,0.00584647898591
ACH-000480,-0.276058262946
ACH-000481,-0.123996282518
ACH-000483,-0.197435596933
ACH-000484,0.0113966211045
ACH-000485,-0.44530722635
ACH-000486,-0.250302505751
ACH-000487,-0.028618936891700003
