,MTRF1L (54516)
ACH-000324,-0.201574364692
ACH-000329,-0.358942164375
ACH-000330,-0.356868329989
ACH-000331,-0.266275345835
ACH-000332,-0.0626175777903
ACH-000334,-0.0385493521921
ACH-000335,-0.39296820085100004
ACH-000336,-0.683363798832
ACH-000337,-0.0682275048385
ACH-000339,-0.129267960043
ACH-000341,-0.07378628158539999
ACH-000348,-0.266560607882
ACH-000350,-0.664716587682
ACH-000352,-0.41235710365999995
ACH-000356,-0.326786606177
ACH-000361,-0.598787991312
ACH-000362,0.018243467176299998
ACH-000363,-0.340174905583
ACH-000364,-0.500128914032
ACH-000365,-0.281118982688
ACH-000366,-0.0392405662606
ACH-000368,-0.66289892375
ACH-000374,-0.666303960888
ACH-000375,-0.34333395702799996
ACH-000376,-0.7807236330399999
ACH-000381,-0.0818340534662
ACH-000383,-0.419284250062
ACH-000387,-0.10082245049699999
ACH-000389,0.023862748933200003
ACH-000390,-0.5017039800159999
ACH-000393,-0.360168174773
ACH-000395,-0.30351081837
ACH-000397,-0.0706219608097
ACH-000401,-0.174759593034
ACH-000402,-0.105084799393
ACH-000403,-0.257080101866
ACH-000404,-0.6743317875049999
ACH-000406,-0.36167675743600003
ACH-000407,-0.401789976218
ACH-000408,-0.377864574379
ACH-000410,-0.385799097915
ACH-000411,-0.242254994857
ACH-000414,-0.326641354213
ACH-000415,-0.38843094930699995
ACH-000416,-0.243795145579
ACH-000420,-0.448807711832
ACH-000421,-0.149872218015
ACH-000424,0.0859263840556
ACH-000425,-0.119094677095
ACH-000426,0.20838571579999998
ACH-000427,-0.233515397149
ACH-000433,-0.302921153667
ACH-000436,-0.210508024473
ACH-000444,-0.288319599197
ACH-000445,-0.33961019303199996
ACH-000448,-0.14871237923
ACH-000450,-0.909098063574
ACH-000452,-0.204545935452
ACH-000454,-0.450150971326
ACH-000458,-0.220545735067
ACH-000459,-0.942100923575
ACH-000460,-0.36820535922200004
ACH-000461,-0.635257461196
ACH-000463,-0.149175862578
ACH-000464,-0.371871414458
ACH-000466,-0.43277702965000003
ACH-000467,-0.6927614186159999
ACH-000468,-0.37119214429999997
ACH-000469,-0.439915185589
ACH-000470,-0.388980975934
ACH-000471,-0.195975855531
ACH-000472,-0.140257522834
ACH-000473,-0.46828082141500005
ACH-000475,-0.35116840927299997
ACH-000476,-0.292383338991
ACH-000477,-0.587897575648
ACH-000480,-0.587468303788
ACH-000481,-0.271152892166
ACH-000483,-0.6220247849589999
ACH-000484,-0.379466925191
ACH-000485,-0.22781821987
ACH-000486,-0.203843838966
ACH-000487,-0.320412842795
ACH-000488,-0.770394890643
ACH-000490,-0.363321643142
ACH-000491,-0.32356066744600004
ACH-000495,-0.20270700496
ACH-000496,-0.04197618836
ACH-000499,-0.39537328079499995
ACH-000500,-0.523814843122
ACH-000502,-0.178877132171
ACH-000503,-0.27913484189300003
ACH-000505,-0.320007244197
ACH-000507,-0.922064375774
ACH-000510,-0.194723028384
ACH-000511,-0.203162819263
ACH-000512,-0.572750738031
ACH-000516,-0.5137474212300001
ACH-000517,-0.30914735386799996
ACH-000518,-0.209745952849
ACH-000520,-0.20827643886
ACH-000521,-0.45498030036200005
ACH-000522,-0.363929767842
ACH-000524,-0.395462845567
ACH-000527,-0.254087702496
ACH-000528,-0.664491676775
ACH-000537,-0.410302107203
ACH-000541,-0.376543568496
ACH-000542,-0.035095439737
ACH-000544,-0.23443057791400002
ACH-000545,-0.235218417913
ACH-000547,-1.16838054129
ACH-000548,-0.256211196116
ACH-000549,-0.5778981118990001
ACH-000550,-0.31522898508999997
ACH-000552,-0.605826508966
ACH-000556,-0.35217793350000004
ACH-000557,-0.160575371465
ACH-000570,-0.28734586786
ACH-000571,-0.05913847403630001
ACH-000573,-0.291337313957
ACH-000576,-0.200743503001
ACH-000580,-0.114637292269
ACH-000584,-0.462365945521
ACH-000585,-0.20833100215999997
ACH-000588,-0.158029582774
ACH-000589,-0.624089954548
ACH-000591,-0.499668998788
ACH-000593,-0.36884939591300003
ACH-000600,-0.532807165151
ACH-000601,-0.210343506835
ACH-000604,-0.202274006114
ACH-000605,-0.557011856894
ACH-000606,-0.39709116423199997
ACH-000608,-0.25161015246199997
ACH-000614,-0.57469348948
ACH-000616,-0.167871545781
ACH-000618,-0.735611118557
ACH-000619,-0.17033044789700003
ACH-000620,-0.33469522947700003
ACH-000621,-0.149599386865
ACH-000622,-0.146861728361
ACH-000623,-0.46408490118900003
ACH-000624,-0.13888004003499999
ACH-000627,-0.260260280537
ACH-000630,-0.468564922931
ACH-000632,-0.3639355573
ACH-000633,-0.903220613724
ACH-000637,-0.520578172637
ACH-000638,-0.138261850905
ACH-000646,-0.26208968681999995
ACH-000647,-0.529750481055
ACH-000648,-0.296568015478
ACH-000649,-0.11043621445699998
ACH-000651,-0.738331401119
ACH-000652,-0.364029953161
ACH-000653,-0.518715889809
ACH-000657,-0.389744742918
ACH-000658,-0.513467949745
ACH-000661,-0.38955291577
ACH-000662,-0.925608812955
ACH-000663,-0.323254232435
ACH-000665,-0.138616634258
ACH-000671,-0.898223794417
ACH-000673,-0.141281644877
ACH-000676,-0.288600616272
ACH-000677,-0.535921460965
ACH-000681,-0.35260445597199996
ACH-000682,-0.394426160555
ACH-000683,-0.396026354501
ACH-000684,-0.35706013443000006
ACH-000688,-0.37720738571199997
ACH-000693,-0.654117115623
ACH-000694,-0.49045218340400004
ACH-000695,-0.141918127464
ACH-000696,-0.538512850068
ACH-000697,-0.48261137845299995
ACH-000699,-0.485543049652
ACH-000701,-0.488740377293
ACH-000706,-0.724308121957
ACH-000711,-0.08717169172289999
ACH-000713,-0.21075831271899997
ACH-000714,-0.045934076095000005
ACH-000718,-0.6169634552759999
ACH-000720,-0.589317744903
ACH-000721,-0.166459578825
ACH-000724,-0.6819352084110001
ACH-000725,-0.8158298101029999
ACH-000732,-0.30573253835499997
ACH-000734,-0.665636040883
ACH-000735,-0.196860466768
ACH-000736,-0.581855656223
ACH-000738,-0.819544200979
ACH-000746,-0.370737226125
ACH-000747,-0.654216346823
ACH-000748,-0.088406662699
ACH-000753,-0.362617472185
ACH-000756,-0.116346741942
ACH-000757,-0.22062029677499997
ACH-000758,-0.697728172468
ACH-000760,-0.45048005239600003
ACH-000763,-0.505144179215
ACH-000764,-0.235168994811
ACH-000765,-0.7740403137649999
ACH-000766,-0.34362813613399995
ACH-000767,-0.44117231891099995
ACH-000768,-0.280166987629
ACH-000769,-0.553417859389
ACH-000770,-0.18362923534400002
ACH-000771,-0.30089815161
ACH-000773,-0.30603530296
ACH-000776,-0.386030697325
ACH-000777,-0.241652282035
ACH-000778,-0.162653650536
ACH-000781,-0.276378938945
ACH-000782,-0.37417603259800003
ACH-000783,-0.10225547521
ACH-000784,-0.427816725159
ACH-000785,-0.178594531582
ACH-000787,-0.362147765261
ACH-000788,-0.0834822905263
ACH-000791,-0.362939685573
ACH-000792,-0.233836828965
ACH-000794,-0.0338485422668
ACH-000796,-0.13861212698699998
ACH-000799,-0.33640143327399996
ACH-000800,-0.662396895571
ACH-000802,-0.31485793086999997
ACH-000804,-0.37404189333899995
ACH-000805,-0.299388836582
ACH-000809,-0.356510957195
ACH-000810,-0.180680455135
ACH-000811,-0.111783230558
ACH-000817,-0.331152601948
ACH-000819,-0.201427440527
ACH-000820,-0.536570337907
ACH-000821,-0.8620282124429999
ACH-000822,-0.315592222082
ACH-000823,-0.359618745354
ACH-000824,-0.007460902478369999
ACH-000827,-0.159533353002
ACH-000829,-0.180366073899
ACH-000831,-0.934575436318
ACH-000832,-0.055906157916199996
ACH-000833,-0.643894456287
ACH-000834,-0.622859070802
ACH-000835,-0.19782451338399998
ACH-000836,-0.222859358287
ACH-000837,-0.31441989537799997
ACH-000838,-0.0552728782324
ACH-000839,-0.029711011853800002
ACH-000840,-0.48480645148199997
ACH-000841,0.0138170664816
ACH-000843,-0.5725167912269999
ACH-000846,-0.159708259808
ACH-000847,-0.62793218185
ACH-000848,-0.29437342880399997
ACH-000849,-0.34138662178199997
ACH-000851,-0.694267714074
ACH-000855,-0.474485484814
ACH-000856,-0.525503323126
ACH-000858,-0.7527396809260001
ACH-000859,-0.290142846
ACH-000861,-0.500934682391
ACH-000862,-1.11064744286
ACH-000865,-0.382707996533
ACH-000866,-0.33370428826
ACH-000867,-0.30041156622
ACH-000869,-0.392229816813
ACH-000872,-0.151329229492
ACH-000873,-0.282726963646
ACH-000876,-0.843042466048
ACH-000878,-0.13649429443299999
ACH-000880,-0.019933228423099997
ACH-000881,-0.462359623996
ACH-000882,-0.218529908787
ACH-000884,-0.417690605644
ACH-000885,-0.537517656154
ACH-000887,-0.348949790201
ACH-000888,-0.45133670285899996
ACH-000889,-0.754656354468
ACH-000890,-0.0883019315811
ACH-000896,-0.186855288681
ACH-000898,-0.160599099621
ACH-000900,-0.246140728876
ACH-000901,-0.244093069529
ACH-000905,-0.292854487564
ACH-000906,-0.286993625315
ACH-000907,-0.165302136636
ACH-000910,-0.759686935507
ACH-000911,-0.379895299383
ACH-000912,-0.18630616674800002
ACH-000913,-0.511578523902
ACH-000915,-0.424878669257
ACH-000916,-0.517665426706
ACH-000917,-0.465872037345
ACH-000921,-0.317846941531
ACH-000924,-0.769131695064
ACH-000926,-0.392434363511
ACH-000928,-0.490682377511
ACH-000929,-0.452067240238
ACH-000932,-0.287765650238
ACH-000935,-0.438736280738
ACH-000936,-0.560114074485
ACH-000937,-0.153128088598
ACH-000938,-0.42210919784
ACH-000939,-0.39369849348200003
ACH-000941,-0.312010663298
ACH-000943,-0.616856520673
ACH-000946,-0.326699401986
ACH-000947,-0.6132402416539999
ACH-000948,-0.486202468199
ACH-000950,-0.0580226508853
ACH-000953,-0.152597988419
ACH-000957,-0.37933713213500003
ACH-000958,-0.21095621046399998
ACH-000960,-0.331724034392
ACH-000963,-0.315137481559
ACH-000968,-1.13024740255
ACH-000969,-0.138142321505
ACH-000973,-0.150438714721
ACH-000974,-0.309471968308
ACH-000975,-0.862934861507
ACH-000976,-0.196064434025
ACH-000978,-0.33053153219799997
ACH-000980,-0.46415071491000004
ACH-000984,-0.154284427228
ACH-000986,-0.18995258992400002
ACH-000988,-0.0632425919144
ACH-000993,-0.0225219429542
ACH-000994,-0.35397540776
ACH-000996,-0.32065844392299997
ACH-001001,-0.507554725873
ACH-001020,0.109405510625
ACH-001028,-0.408326492331
ACH-001031,-0.335883527732
ACH-001038,-0.499795277761
ACH-001048,-0.42408574789399994
ACH-001050,-0.10614095699500001
ACH-001053,-0.386680185476
ACH-001054,-0.34760145085
ACH-001061,-0.5023697718169999
ACH-001067,-0.34446471112599997
ACH-001075,-0.369328787269
ACH-001096,-0.628778009288
ACH-001128,-0.304026723599
ACH-001134,-0.20928047365400002
ACH-001151,-0.242580469351
ACH-001163,-0.729296752028
ACH-001164,-0.609833108623
ACH-001173,-0.54701352589
ACH-001183,-0.29577698448
ACH-001184,-0.429311010012
ACH-001190,-0.036703183434900005
ACH-001192,-0.260097137947
ACH-001193,-0.124517660331
ACH-001196,-0.014985447718
ACH-001197,-0.244571944966
ACH-001205,-0.129993618777
ACH-001211,-0.307250922912
ACH-001212,-0.38703866282300003
ACH-001228,-0.5159768824009999
ACH-001232,-0.356439530246
ACH-001239,-0.57683163865
ACH-001274,-0.0956737610809
ACH-001275,-0.422544369465
ACH-001277,-0.487188294692
ACH-001278,-0.586420147536
ACH-001280,-0.105804492785
ACH-001283,-0.214039844882
ACH-001289,-0.23252280237599998
ACH-001295,-0.07558605049039999
ACH-001300,-0.39242344524000006
ACH-001301,-0.23668229625300002
ACH-001302,-0.695336230985
ACH-001303,-0.47138782196400003
ACH-001306,-0.407679270991
ACH-001318,-0.362027817364
ACH-001322,-0.298272401354
ACH-001328,-0.03762519507
ACH-001332,-0.316262765675
ACH-001333,-0.37400286052299997
ACH-001336,-0.47981061371100003
ACH-001340,-0.21300532839800002
ACH-001346,-0.06372499444930001
ACH-001353,-0.10798186424100001
ACH-001354,-0.33237161527
ACH-001367,-0.767029989145
ACH-001368,-0.345297152133
ACH-001374,-0.050815390217
ACH-001375,-0.337577580292
ACH-001377,-0.310484410127
ACH-001380,-0.756083448478
ACH-001391,-0.171122168429
ACH-001407,-0.160958947557
ACH-001408,0.037430377816
ACH-001413,-0.33782751907999997
ACH-001430,-0.365851243547
ACH-001431,-0.215834435618
ACH-001450,-0.641200652357
ACH-001496,-0.27009397824700004
ACH-001500,-0.5905274347389999
ACH-001521,-0.24304592961899998
ACH-001523,-0.5545196799600001
ACH-001532,-0.339348926444
ACH-001536,-0.30985003128000005
ACH-001550,-0.540598166656
ACH-001552,-0.28719649544799997
ACH-001554,-0.5891169895830001
ACH-001645,-0.23688242966899997
ACH-001654,-0.273630439799
ACH-001715,-0.402266460612
ACH-001735,-0.13808488126399998
ACH-001736,-0.134424202361
ACH-001737,-0.882546079626
ACH-001740,-0.352525551292
ACH-001745,-0.16847813329199998
ACH-001750,-0.593168256008
ACH-001765,-0.319322782365
ACH-001956,-0.0457498205327
ACH-001957,-0.09197844423189999
