,TESC (54997)
ACH-000004,0.263339956143
ACH-000007,0.24045908459600002
ACH-000009,0.30028315912799997
ACH-000011,0.255021644421
ACH-000012,0.199650878426
ACH-000013,0.124473414191
ACH-000014,0.141808248717
ACH-000015,0.228241816798
ACH-000017,0.21237477680199998
ACH-000018,0.623295892034
ACH-000019,0.35486750751900004
ACH-000021,0.195263377412
ACH-000022,0.19997932589099998
ACH-000025,0.125423147673
ACH-000028,0.258111492971
ACH-000030,0.23869573686099999
ACH-000035,0.137843698178
ACH-000036,0.132618424832
ACH-000037,0.0969473889191
ACH-000039,0.23444632525400003
ACH-000040,0.331655227282
ACH-000041,0.227320162705
ACH-000042,0.156718581085
ACH-000045,0.020035711257
ACH-000047,0.235766053406
ACH-000052,0.133417697868
ACH-000053,0.30682073914200003
ACH-000054,0.0658938852079
ACH-000055,0.278872296672
ACH-000060,0.20077652456700001
ACH-000067,0.119798850506
ACH-000070,0.33576639990199997
ACH-000075,0.558282808466
ACH-000078,0.301504582465
ACH-000082,0.175211866459
ACH-000085,0.34143799778399997
ACH-000086,0.270607750369
ACH-000087,0.051076940759500006
ACH-000092,0.23158996924000003
ACH-000095,0.0985229792811
ACH-000097,0.305337849828
ACH-000098,0.185286529889
ACH-000099,0.34517335386299997
ACH-000108,0.144472399713
ACH-000113,0.27743828404599996
ACH-000115,0.224312298387
ACH-000116,0.18010389562600002
ACH-000118,0.337935623525
ACH-000120,0.13459842341199998
ACH-000123,0.23963206160999997
ACH-000127,0.20503156022100003
ACH-000128,0.25449230156
ACH-000132,0.0947299419121
ACH-000133,0.19444694369399998
ACH-000137,0.259980599417
ACH-000138,0.252413487407
ACH-000142,0.0527660963911
ACH-000143,0.125207907931
ACH-000146,0.32300984276
ACH-000148,0.23007453686999998
ACH-000150,0.07446099928199999
ACH-000152,0.342391332658
ACH-000153,0.44801572242
ACH-000159,0.169366094236
ACH-000160,0.109733927913
ACH-000163,0.340195218103
ACH-000167,-0.05534584255990001
ACH-000168,0.335583326608
ACH-000169,0.162024077765
ACH-000178,0.255298473799
ACH-000182,-0.0192259489794
