,TECPR2 (9895)
ACH-000004,-0.08429218966710002
ACH-000007,-0.581861690882
ACH-000009,-0.255024626912
ACH-000011,-0.08761645998230001
ACH-000012,-0.0171184803491
ACH-000013,0.011806915046600001
ACH-000014,-0.17324694846299998
ACH-000015,-0.0458859168832
ACH-000017,-0.265042838194
ACH-000018,-0.183505386461
ACH-000019,-0.268541085429
ACH-000021,-0.05109287403440001
ACH-000022,-0.259187868525
ACH-000025,-0.0693900520073
ACH-000028,-0.25552788798099996
ACH-000030,0.028914789401599996
ACH-000035,-0.000384549100206
ACH-000036,-0.13253842537799998
ACH-000037,-0.315867002184
ACH-000039,-0.394402639749
ACH-000040,-0.16539825557600002
ACH-000041,-0.142484672466
ACH-000042,-0.232937607429
ACH-000045,-0.120052643851
ACH-000047,-0.321765046033
ACH-000052,-0.129271868295
ACH-000053,-0.136427432071
ACH-000054,-0.121079689837
ACH-000055,-0.132295757202
ACH-000060,-0.234533752293
ACH-000067,-0.310437822375
ACH-000070,0.0005265289373160001
ACH-000075,-0.24377673979800002
ACH-000078,-0.30050751392499997
ACH-000082,-0.244941053772
ACH-000085,-0.07342805751680001
ACH-000086,-0.123319012624
ACH-000087,0.160776272005
ACH-000092,-0.136471020041
ACH-000095,-0.18176712695099997
ACH-000097,0.012798885291899998
ACH-000098,-0.21805712437199998
ACH-000099,-0.23394687528900002
ACH-000108,-0.287442866432
ACH-000113,-0.12629772439200002
ACH-000115,-0.138005101354
ACH-000116,-0.22452349056600002
ACH-000118,-0.0821762186173
ACH-000120,-0.0920351493069
ACH-000123,-0.119535682268
ACH-000127,-0.125470840765
ACH-000128,-0.20737882758499998
ACH-000132,-0.0375551514358
ACH-000133,-0.382760787963
ACH-000137,0.0236311156304
ACH-000138,-0.30623036786400004
ACH-000142,-0.27022789824
ACH-000143,-0.0256214235414
ACH-000146,-0.237804552309
ACH-000148,-0.15010190524800002
ACH-000150,-0.0240935667123
ACH-000152,-0.0662428125583
ACH-000153,0.16251472605
ACH-000159,-0.0765326697145
ACH-000160,-0.314316142898
ACH-000163,-0.10780198086899999
ACH-000167,-0.111284300464
ACH-000168,-0.312876203866
ACH-000169,0.00524290892628
ACH-000178,-0.014069992872899999
ACH-000182,-0.0386906669498
ACH-000183,-0.20738322551399999
ACH-000188,0.00493499741154
ACH-000189,-0.09470279251989999
ACH-000190,0.000406082466465
ACH-000198,-0.19387602195999998
ACH-000204,-0.0548998463668
ACH-000206,-0.11504319843000001
ACH-000207,-0.461947490304
ACH-000211,-0.31069065881499996
ACH-000215,-0.0683599751981
ACH-000221,-0.11888761714000001
ACH-000222,-0.148605592929
ACH-000223,-0.11459893124399999
ACH-000226,-0.0187059330597
ACH-000227,-0.284029806171
ACH-000228,0.107516639196
ACH-000231,-0.163903078978
ACH-000232,-0.259478653911
ACH-000233,-0.236000630325
ACH-000234,-0.109371952788
ACH-000235,-0.236260768559
ACH-000237,0.0515149152619
ACH-000238,-0.5685888724600001
ACH-000243,-0.102607114121
ACH-000244,-0.403877657587
ACH-000246,-0.09051414553680001
ACH-000248,-0.21270199587400002
ACH-000250,-0.13851287997700001
ACH-000251,-0.251832287041
ACH-000253,0.0019092078878
ACH-000255,-0.00725991720709
ACH-000256,-0.267888408213
ACH-000257,-0.342220761686
ACH-000258,0.214901673851
ACH-000259,-0.0312334345163
ACH-000260,-0.162848086462
ACH-000261,-0.06334142319569999
ACH-000262,0.18557391147500002
ACH-000263,-0.06035143308969999
ACH-000264,-0.0166902652463
ACH-000265,0.0371144037029
ACH-000266,-0.18127537742199998
ACH-000272,-0.00114556555556
ACH-000273,-0.0893612687129
ACH-000274,-0.07587466027689999
ACH-000277,-0.126988130819
ACH-000278,-0.0810842693744
ACH-000279,-0.28555361286200004
ACH-000280,-0.44919082087800005
ACH-000281,-0.255806536285
ACH-000288,-0.185754231859
ACH-000291,-0.215911161488
ACH-000293,-0.06591890290680001
ACH-000294,-0.28096963782900003
ACH-000295,-0.0452380937499
ACH-000296,-0.021946194785199998
ACH-000302,-0.06839444307180001
ACH-000304,-0.21958997932399998
ACH-000307,-0.158289654684
ACH-000308,-0.133425597053
ACH-000310,-0.41065127952799996
ACH-000311,-0.25603651850299997
ACH-000312,-0.246017773726
ACH-000315,-0.223689865074
ACH-000316,-0.12976055574
ACH-000317,-0.139883795968
ACH-000318,-0.09308312053739999
ACH-000319,-0.213496943822
ACH-000320,-0.158768280818
ACH-000322,-0.248808198573
ACH-000323,-0.416825664908
ACH-000324,-0.17143957705600002
ACH-000329,-0.450656690679
ACH-000330,-0.33978077981399996
ACH-000331,-0.0015406755846
ACH-000332,-0.144260072786
ACH-000334,-0.303933204463
ACH-000335,-0.0006782579041430001
ACH-000336,0.0185983859273
ACH-000337,-0.09524487987610002
ACH-000339,-0.101504227797
ACH-000341,-0.294652716207
ACH-000348,-0.0527975492179
ACH-000350,-0.258484418385
ACH-000352,-0.24802092283799998
ACH-000356,0.025528860798299996
ACH-000361,0.251638566133
ACH-000362,-0.276277365632
ACH-000363,-0.366919087262
ACH-000364,0.33467134908
ACH-000365,-0.193790189624
ACH-000366,-0.209636988845
ACH-000368,-0.357152067904
ACH-000374,-0.17367280038199998
ACH-000375,-0.13341066695
ACH-000376,-0.212541254225
ACH-000381,-0.065040915972
ACH-000383,-0.248130137161
ACH-000387,-0.0984674778712
ACH-000389,0.145538224517
ACH-000390,-0.0279558142735
ACH-000393,-0.37548608035
ACH-000395,-0.515015183209
ACH-000397,0.07893451089110001
ACH-000401,-0.233996028262
ACH-000402,-0.207979421963
ACH-000403,-0.16361017072999998
ACH-000404,-0.44734144563199996
ACH-000406,-0.203593006267
ACH-000407,-0.148171913331
ACH-000408,0.0667389495949
ACH-000410,-0.06310587145669999
ACH-000411,-0.0453682480223
ACH-000414,-0.199701061397
ACH-000415,-0.034453883348300005
ACH-000416,-0.221152008266
ACH-000420,-0.115462991517
ACH-000421,-0.125109963176
ACH-000424,-0.0231306521642
ACH-000425,-0.026244860927800002
ACH-000426,-0.12266336235200001
ACH-000427,-0.223538066569
ACH-000433,-0.245651484319
ACH-000436,-0.080613402112
ACH-000444,-0.265561145588
ACH-000445,-0.140331912169
ACH-000448,-0.24728442136999998
ACH-000450,0.12067884672700001
ACH-000452,0.0485079250458
ACH-000454,-0.157200962674
ACH-000458,-0.073247132416
ACH-000459,0.185896873077
ACH-000460,-0.325858830223
ACH-000461,-0.205218131474
ACH-000463,-0.20397250157000002
ACH-000464,-0.267608468588
ACH-000466,-0.29492404595800004
ACH-000467,-0.21928169233000003
ACH-000468,-0.0769555309655
ACH-000469,-0.245371373407
ACH-000470,-0.34931832452699996
ACH-000471,0.016130878318799998
ACH-000472,-0.17664477554299998
ACH-000473,-0.120843558845
ACH-000475,-0.022715287836400002
ACH-000476,-0.278028591622
ACH-000477,-0.236262825717
ACH-000480,-0.172005168873
ACH-000481,-0.151002926195
ACH-000483,-0.153718078083
ACH-000484,0.0508741807714
ACH-000485,-0.324242647889
ACH-000486,-0.0507684179967
ACH-000487,-0.170303742361
ACH-000488,-0.255378565015
ACH-000490,-0.244607716785
ACH-000491,-0.29108470072299997
ACH-000495,-0.319882938976
ACH-000496,-0.18927782078699998
ACH-000499,0.140268241786
ACH-000500,-0.08755449665899999
ACH-000502,-0.26324258020799995
ACH-000503,-0.358044202533
ACH-000505,-0.0991241194332
ACH-000507,-0.010232190960500001
