,DCK (1633)
ACH-000004,-0.008983217235040001
ACH-000007,0.25090142183
ACH-000009,0.09735481884410001
ACH-000011,-0.107118277026
ACH-000012,0.0395129766632
ACH-000013,0.135760952683
ACH-000014,0.216180674908
ACH-000015,0.0137528269785
ACH-000017,0.24049460446600002
ACH-000018,0.0285234264237
ACH-000019,0.0877551672426
ACH-000021,0.0211414171092
ACH-000022,0.07755815588930001
ACH-000025,0.174813899296
ACH-000028,0.194633023946
ACH-000030,0.0659298190659
ACH-000035,0.22973080469300003
ACH-000036,0.21882460965300002
ACH-000037,0.144235844191
ACH-000039,0.0946313232668
ACH-000040,0.10324398735099999
ACH-000041,0.08201353853660001
ACH-000042,0.185689664538
ACH-000045,0.160565910584
ACH-000047,0.225610978037
ACH-000052,0.009365985713219999
ACH-000053,0.157104465679
ACH-000054,0.148243168422
ACH-000055,0.0784272138197
ACH-000060,0.09155845208419999
ACH-000067,0.0691497598887
ACH-000070,0.33201198559
ACH-000075,0.22692029454100002
ACH-000078,0.17671269113
ACH-000082,0.062479374162
ACH-000085,0.0213501964306
ACH-000086,0.180135393896
ACH-000087,0.029657189185900004
ACH-000092,0.038709787133199995
ACH-000095,0.157204243906
ACH-000097,-0.027961344601599998
ACH-000098,0.188091247401
ACH-000099,0.12548526974000002
ACH-000108,0.13569732787699998
ACH-000113,0.134849074032
ACH-000115,0.0251794785992
ACH-000116,0.05803776933450001
ACH-000118,0.073789927758
ACH-000120,0.044673696942600004
ACH-000123,0.0909834039191
ACH-000127,0.0907278605461
ACH-000128,0.0890923945633
ACH-000132,0.0943545061775
ACH-000133,0.0345970431492
ACH-000137,0.0432339045253
ACH-000138,0.18063235063000002
ACH-000142,0.12479597175000001
ACH-000143,0.14193219956800002
ACH-000146,0.14973165912699998
ACH-000148,0.24853437049199997
ACH-000150,0.15200474567800001
ACH-000152,0.19453207450999999
ACH-000153,0.26705082510899997
ACH-000159,0.147769204356
ACH-000160,0.0394338308401
ACH-000163,0.104079935472
ACH-000167,0.147806306861
ACH-000168,0.0487523954409
ACH-000169,0.225810174746
ACH-000178,0.064750159534
ACH-000182,0.217387009255
ACH-000183,0.277824224461
ACH-000188,0.087782857879
ACH-000189,-0.130688627743
ACH-000190,-0.0380169620191
ACH-000198,0.11992467223099999
ACH-000204,0.11398795170600001
ACH-000206,0.0171474968523
ACH-000207,0.338494212645
ACH-000211,0.07309877126139999
ACH-000215,0.125900891869
ACH-000221,0.108178958362
ACH-000222,0.21712413048700002
ACH-000223,0.143248886432
ACH-000226,0.187195738656
ACH-000227,0.325116219897
ACH-000228,0.203360035433
ACH-000231,0.208199765247
ACH-000232,0.210028730731
ACH-000233,0.167062689191
ACH-000234,0.331833614653
ACH-000235,0.213277648235
ACH-000237,0.215965936248
ACH-000238,0.279130713438
ACH-000243,0.0790921703051
ACH-000244,0.358977239862
ACH-000246,0.197685886107
ACH-000248,0.16966212420899998
ACH-000250,0.0658269943529
ACH-000251,-0.299598584307
ACH-000253,0.135255625302
ACH-000255,0.242001029903
ACH-000256,0.195651392599
ACH-000257,-0.050300972341800004
ACH-000258,0.145722868625
ACH-000259,0.115896335547
ACH-000260,0.205185373039
ACH-000261,0.0585353098273
ACH-000262,0.221246731151
ACH-000263,0.0725392692043
ACH-000264,0.135617955645
ACH-000265,0.0807740868282
ACH-000266,0.139082861439
ACH-000272,0.08687316842790001
ACH-000273,0.0520760324721
ACH-000274,0.136311743919
ACH-000277,0.0945859473032
ACH-000278,0.452923454798
ACH-000279,0.112483174895
ACH-000280,0.28267954916099997
ACH-000281,0.231250124043
ACH-000288,0.149542683699
ACH-000291,0.241330121908
ACH-000293,0.259463705614
ACH-000294,0.26949903086599997
ACH-000295,0.0390760970925
ACH-000296,0.251759512164
ACH-000302,0.0981575079806
ACH-000304,0.29691587721
ACH-000307,0.13964113944
ACH-000308,0.0727393109244
ACH-000310,-0.09297740534119998
ACH-000311,0.160476420916
