,SPECC1 (92521)
ACH-000004,0.247285659021
ACH-000007,0.019227596651400003
ACH-000009,-0.034493824927599996
ACH-000011,0.313110464024
ACH-000012,0.12212192373700001
ACH-000013,-0.0106454162902
ACH-000014,0.327897821816
ACH-000015,-0.08842779613330001
ACH-000017,0.146844937096
ACH-000018,0.010737867205999998
ACH-000019,0.274069955651
ACH-000021,0.113233833521
ACH-000022,-0.019268917958799998
ACH-000025,0.231847721516
ACH-000028,0.0919246833354
ACH-000030,0.102555295505
ACH-000035,-0.0464791887695
ACH-000036,0.051480762296599994
ACH-000037,0.376280696951
ACH-000039,0.0984955205381
ACH-000040,0.345751331179
ACH-000041,0.19156551413800002
ACH-000042,0.0345730855014
ACH-000045,0.041449004652
ACH-000047,0.123880070659
ACH-000052,-0.509138673167
ACH-000053,0.176725923292
ACH-000054,0.20843436059999998
ACH-000055,0.0819749500555
ACH-000060,0.176984122995
ACH-000067,-0.051455651714599995
ACH-000070,0.324539126621
ACH-000075,0.15560272774599998
ACH-000078,0.145216942301
ACH-000082,0.121108314263
ACH-000085,0.0484600953558
ACH-000086,0.16423027506899998
ACH-000087,0.00195586773319
ACH-000092,0.19304433158
ACH-000095,-0.066157561289
ACH-000097,-0.033266428898900004
ACH-000098,0.137976057853
ACH-000099,0.0647667295525
ACH-000108,0.039980713730699995
ACH-000113,0.203278148488
ACH-000115,0.168634507139
ACH-000116,0.131591635013
ACH-000118,0.23171044828499998
ACH-000120,0.06667504484640001
ACH-000123,0.00779992668581
ACH-000127,0.049426361497800005
ACH-000128,0.20867928849
ACH-000132,-0.08668653655210001
ACH-000133,0.200237966322
ACH-000137,0.368773584157
ACH-000138,0.10803393909000002
ACH-000142,0.203418110934
ACH-000143,0.16154548560999998
ACH-000146,0.144398728945
ACH-000148,0.12494055276699999
ACH-000150,-0.00780903553394
ACH-000152,-0.029496000802000003
ACH-000153,-0.42577862333000005
ACH-000159,0.274743791467
ACH-000160,0.0701745286377
ACH-000163,0.152558596036
ACH-000167,0.0231669239696
ACH-000168,0.0042008089374
ACH-000169,0.13779676773900001
ACH-000178,-0.00266337260992
ACH-000182,0.13275872353499998
ACH-000183,-0.024468046352
ACH-000188,0.0367807308569
ACH-000189,0.39128916721900003
ACH-000190,-0.004453055944600001
ACH-000198,0.26295876738699997
ACH-000204,-0.0221106873324
ACH-000206,0.25116075303
ACH-000207,-0.0494477625674
ACH-000211,0.107859848562
ACH-000215,0.179299050299
ACH-000221,0.161815501272
ACH-000222,0.09999545725390001
ACH-000223,0.22895445396400002
ACH-000226,0.233322295093
ACH-000227,-0.24605646642700002
ACH-000228,-0.0450848530669
ACH-000231,0.13846185875999997
ACH-000232,0.09294606313869999
ACH-000233,0.278329720265
ACH-000234,0.0678623122944
ACH-000235,0.05740117639719999
ACH-000237,0.16968830485999997
ACH-000238,-0.00788765897949
ACH-000243,0.182884388479
ACH-000244,0.160739078641
ACH-000246,0.16904034225
ACH-000248,0.10615199461300001
ACH-000250,0.266484781354
ACH-000251,0.13779352968
ACH-000253,0.154870179951
ACH-000255,0.0820222852648
ACH-000256,-0.035974421336800004
ACH-000257,0.160945078058
ACH-000258,0.0629457900305
ACH-000259,0.106129734114
ACH-000260,0.263294957206
ACH-000261,0.201093445402
ACH-000262,-0.033678136944300004
ACH-000263,0.045825894983
ACH-000264,0.05427799473230001
ACH-000265,0.06758551501980001
ACH-000266,0.18364249544599998
ACH-000272,0.257190961676
ACH-000273,0.123484784563
ACH-000274,0.08163816986269999
ACH-000277,0.0851144156136
ACH-000278,-0.0667565754178
ACH-000279,0.036205765929
ACH-000280,0.270749100593
ACH-000281,0.22691081563
ACH-000288,0.0429820367107
ACH-000291,0.107055678137
ACH-000293,0.0973216397779
ACH-000294,0.11048596373700001
ACH-000295,0.196089168418
ACH-000296,0.161165658376
ACH-000302,0.0013018858785299999
ACH-000304,0.226075721215
ACH-000307,0.192846445203
ACH-000308,0.12724335787399998
ACH-000310,0.12290991265000001
ACH-000311,0.253384819734
ACH-000312,0.0937958467071
ACH-000315,-0.07690035502239999
ACH-000316,-0.0666464349833
ACH-000317,0.319888086382
ACH-000318,0.00154616213268
ACH-000319,0.17899119376699998
ACH-000320,0.31782181205
ACH-000322,0.23893719449700002
ACH-000323,0.028903265570099996
ACH-000324,0.141383644024
ACH-000329,0.0150529018372
ACH-000330,0.224499651567
ACH-000331,0.0183503909835
ACH-000332,0.17292229279399998
ACH-000334,-0.105527520342
ACH-000335,0.254553656444
ACH-000336,0.394443131563
ACH-000337,-0.052033309177
ACH-000339,-0.0135967047159
ACH-000341,0.26173759690000004
ACH-000348,0.00890420153076
ACH-000350,0.13240307836100002
ACH-000352,0.12068514534600001
ACH-000356,0.06610951589290001
ACH-000361,0.0616749259194
ACH-000362,0.231639890758
ACH-000363,0.14550252086100002
