,RASGRF2 (5924)
ACH-000004,-0.06469674188999999
ACH-000007,0.0747906486263
ACH-000009,-0.017622721627
ACH-000011,0.29521593879
ACH-000012,0.041236974418
ACH-000013,0.0959135457447
ACH-000014,-0.146436756536
ACH-000015,-0.25612510753
ACH-000017,0.060582670635900004
ACH-000018,-0.193732578746
ACH-000019,0.053697790881400004
ACH-000021,-0.050344656228300005
ACH-000022,0.0889260206076
ACH-000025,0.0250722973893
ACH-000028,-0.10614785060200001
ACH-000030,-0.000980777087792
ACH-000035,0.105428771471
ACH-000036,0.0719931752508
ACH-000037,0.0185163429616
ACH-000039,-0.120089141244
ACH-000040,-0.06123330786740001
ACH-000041,-0.06961179200239999
ACH-000042,-0.08439972573380002
ACH-000045,-0.106687822993
ACH-000047,0.0699924774836
ACH-000052,-0.24589024329300002
ACH-000053,-0.0295770255823
ACH-000054,-0.0238805205485
ACH-000055,-0.11474330140200001
ACH-000060,-0.0193886617696
ACH-000067,0.042908901399800005
ACH-000070,0.13756386178899999
ACH-000075,0.042774775699800004
ACH-000078,0.010774766769399998
ACH-000082,0.08469493136299999
ACH-000085,-0.04448362124269999
ACH-000086,-0.062088010929300004
ACH-000087,0.16258635290999998
ACH-000092,-0.0705010913419
ACH-000095,-0.0306702058946
ACH-000097,0.0626035361119
ACH-000098,0.0134458238233
ACH-000099,-0.0523648775689
ACH-000108,-0.0593480151987
ACH-000113,0.029540332641
ACH-000115,0.0453437085449
ACH-000116,-0.12161916624399999
ACH-000118,-0.040247855123800004
ACH-000120,-0.0037192785411300005
ACH-000123,-0.226990090777
ACH-000127,-0.0297634069638
ACH-000128,0.173650100101
ACH-000132,-0.0619787493514
ACH-000133,0.019724338375
ACH-000137,-0.0327306285175
ACH-000138,-0.00683402337126
ACH-000142,0.00016944619673100002
ACH-000143,-0.103593105426
ACH-000146,-0.00407460534706
ACH-000148,-0.164046292453
ACH-000150,0.163721946034
ACH-000152,0.176694445341
ACH-000153,0.035857076788499996
ACH-000159,0.0683749960447
ACH-000160,-0.11136016209
ACH-000163,-0.011790402200499999
ACH-000167,0.193083156653
ACH-000168,-0.004751674667939999
ACH-000169,0.03671395991919999
ACH-000178,-0.00412665205714
ACH-000182,0.0879232578923
ACH-000183,-0.115708687254
