,TAT (6898)
ACH-000004,-0.157259500645
ACH-000007,-0.004180168640949999
ACH-000009,0.04925321590469999
ACH-000011,-0.37558606076300005
ACH-000012,-0.222839667353
ACH-000013,-0.20482242491099997
ACH-000014,-0.0749440595858
ACH-000015,-0.098949155262
ACH-000017,-0.13959771530200002
ACH-000018,-0.407021028703
ACH-000019,-0.50520334352
ACH-000021,-0.0610074128388
ACH-000022,0.07913541100110001
ACH-000025,-0.282946844142
ACH-000028,0.05169747946600001
ACH-000030,-0.0316274536337
ACH-000035,0.08058456147319999
ACH-000036,-0.037658168139800004
ACH-000037,-0.32745515818300003
ACH-000039,-0.160304285917
ACH-000040,-0.20728582025400002
ACH-000041,-0.00836001214796
ACH-000042,-0.199515956261
ACH-000045,-0.103701765678
ACH-000047,-0.13807271071799998
ACH-000052,0.00740560546178
ACH-000053,-0.023396916420800003
ACH-000054,-0.24758628087499998
ACH-000055,-0.00119458307115
ACH-000060,-0.22556218075399997
ACH-000067,-0.0325862392031
ACH-000070,-0.37144791166
ACH-000075,0.0891515904507
ACH-000078,-0.215468637088
ACH-000082,-0.296247718685
ACH-000085,-0.290608004157
ACH-000086,-0.165505327521
ACH-000087,-0.347915423515
ACH-000092,0.0182088806147
ACH-000095,-0.183073202044
ACH-000097,-0.204173553513
ACH-000098,-0.184509888808
ACH-000099,-0.0322332501189
ACH-000108,-0.151330999618
ACH-000113,-0.06663999118569999
ACH-000115,-0.145175649522
ACH-000116,-0.143475766896
ACH-000118,-0.13465728486
ACH-000120,-0.0326867739603
ACH-000123,0.0334370457161
ACH-000127,-0.13804631166200002
ACH-000128,-0.130943535285
ACH-000132,-0.08637251484639999
ACH-000133,-0.216302798381
ACH-000137,-0.22214328796799998
ACH-000138,0.024439809846600002
ACH-000142,0.0120137796018
ACH-000143,-0.14837176147
ACH-000146,-0.031622069462799995
ACH-000148,-0.170712012027
ACH-000150,-0.125114090568
ACH-000152,-0.25623777948800003
ACH-000153,0.110619094133
ACH-000159,0.052532995734699994
ACH-000160,0.285102035649
ACH-000163,0.0611093474371
ACH-000167,0.590006442938
ACH-000168,-0.0151409031273
ACH-000169,-0.19520268565699997
ACH-000178,-0.0932539446362
ACH-000182,-0.105318938175
ACH-000183,-0.0161394467865
ACH-000188,-0.341415985717
ACH-000189,0.0241888205229
ACH-000190,0.204162477937
ACH-000198,-0.0157304137298
ACH-000204,-0.397405730395
ACH-000206,-0.0327018519258
ACH-000207,-0.10794060723200001
ACH-000211,-0.282634212118
ACH-000215,-0.127792442128
ACH-000221,-0.111335361618
