,CCNI (10983)
ACH-000004,0.056392164660300004
ACH-000007,-0.045845195973699994
ACH-000009,-0.35814592715599997
ACH-000011,-0.193477681118
ACH-000012,-0.20706267660100003
ACH-000013,0.18862159831099998
ACH-000014,-0.0342775769945
ACH-000015,0.144575346865
ACH-000017,-0.174296222244
ACH-000018,0.00998835390828
ACH-000019,0.274865896375
ACH-000021,-0.208959323321
ACH-000022,-0.0920076002752
ACH-000025,0.17246208381499997
ACH-000028,-0.0865393056992
ACH-000030,-0.0471828748142
ACH-000035,0.178545087774
ACH-000036,0.0756550573325
ACH-000037,0.122084998135
ACH-000039,-0.26723694296399997
ACH-000040,-0.115574242561
ACH-000041,0.106299812845
ACH-000042,-0.222076871771
ACH-000045,0.11225578000900001
ACH-000047,0.008592527349719999
ACH-000052,0.0427988910977
ACH-000053,-0.163403649201
ACH-000054,0.08209906115889999
ACH-000055,0.10552013841499999
ACH-000060,-0.061131578888800005
ACH-000067,-0.174524994272
ACH-000070,-0.201517113352
ACH-000075,-0.165485482695
ACH-000078,0.006414890893649999
ACH-000082,0.17439302290800002
ACH-000085,0.210372453036
ACH-000086,0.123541142157
ACH-000087,0.0753403544848
ACH-000092,-0.039009530724499995
ACH-000095,-0.13561216030200002
ACH-000097,-0.347101542967
ACH-000098,0.083869147178
ACH-000099,-0.018130187816000003
ACH-000108,-0.0401174379814
ACH-000113,0.197842441528
ACH-000115,0.030723138376400002
ACH-000116,-0.13475743782500002
ACH-000118,-0.12172218816199999
ACH-000120,0.146695106303
ACH-000123,-0.22391818418900003
ACH-000127,-0.038037223626900006
ACH-000128,0.0374790086531
ACH-000132,0.05596125168269999
ACH-000133,0.11700854107799999
ACH-000137,0.193098544862
ACH-000138,0.05209729172
ACH-000142,0.028724658234099996
ACH-000143,0.437600631104
ACH-000146,-0.19112423948100002
ACH-000148,-0.0895374744203
ACH-000150,-0.004416794457680001
ACH-000152,-0.11659172613
ACH-000153,-0.515591183191
ACH-000159,-0.0600788190103
ACH-000160,-0.0850533712984
ACH-000163,-0.0946238242811
ACH-000167,0.148116648956
ACH-000168,0.0011380536211500001
ACH-000169,-0.12033715203199999
ACH-000178,-0.130982441893
ACH-000182,-0.0235744700538
ACH-000183,0.123736611743
ACH-000188,0.0149865472569
ACH-000189,0.195110180652
ACH-000190,0.0270692526156
ACH-000198,-0.140700967663
ACH-000204,0.149880868039
ACH-000206,0.0455176738234
ACH-000207,0.0758976168376
ACH-000211,-0.0649753417037
ACH-000215,-0.0417786083223
ACH-000221,0.0668310750653
ACH-000222,-0.393815508864
ACH-000223,0.0172116896185
ACH-000226,-0.298279529471
ACH-000227,-0.148656030054
ACH-000228,-0.21825152248100002
ACH-000231,-0.17392157753100002
ACH-000232,0.0968732322397
ACH-000233,-0.037718382505199995
ACH-000234,0.0758414173045
ACH-000235,-0.0740404059395
ACH-000237,0.03893369870419999
ACH-000238,0.09546454822460002
ACH-000243,-0.249982977385
ACH-000244,-0.34871372437299997
ACH-000246,-0.261252054502
ACH-000248,-0.103003716666
ACH-000250,-0.0590450681234
ACH-000251,-0.0718626591853
ACH-000253,0.20988357199299998
ACH-000255,0.139709335689
