,REC8 (9985)
ACH-000004,-0.25019224916099997
ACH-000007,-0.22062626829100002
ACH-000009,-0.38446014279
ACH-000011,-0.31161230781
ACH-000012,-0.273051528825
ACH-000013,-0.16996665174000003
ACH-000014,-0.336934178526
ACH-000015,-0.127558468286
ACH-000017,-0.615245943631
ACH-000018,-0.228622546704
ACH-000019,-0.5042994118990001
ACH-000021,-0.329298795386
ACH-000022,-0.158631095675
ACH-000025,-0.14056860403899998
ACH-000028,-0.316387616863
ACH-000030,-0.264326523025
ACH-000035,-0.25500257248799996
ACH-000036,-0.238263888585
ACH-000037,-0.249805883367
ACH-000039,-0.208687506022
ACH-000040,-0.0461807619051
ACH-000041,-0.199141764364
ACH-000042,-0.253668941447
ACH-000045,-0.150248783287
ACH-000047,-0.301271551825
ACH-000052,-0.41813258838
ACH-000053,-0.175339357967
ACH-000054,-0.315408269822
ACH-000055,-0.460851510391
ACH-000060,-0.187799501417
ACH-000067,-0.24535390412900002
ACH-000070,-0.32165169868500004
ACH-000075,-0.15167108684699998
ACH-000078,-0.20199253442200002
ACH-000082,-0.358075704614
ACH-000085,-0.241108100766
ACH-000086,-0.35387036049500004
ACH-000087,-0.158650707267
ACH-000092,-0.196290311467
ACH-000095,-0.39127859306999996
ACH-000097,-0.44297460276199996
ACH-000098,-0.295989399841
ACH-000099,-0.28335650205699997
ACH-000108,-0.332276204961
ACH-000113,-0.361875112117
ACH-000115,-0.416065851859
ACH-000116,-0.247447640349
ACH-000118,-0.39874763613
ACH-000120,-0.423268493366
ACH-000123,-0.42066418050399995
ACH-000127,-0.253519114701
ACH-000128,-0.284826546844
ACH-000132,0.022849274931799998
ACH-000133,-0.313254294253
ACH-000137,-0.691414233432
ACH-000138,-0.16930179675299997
ACH-000142,-0.451855206765
ACH-000143,-0.251194852797
ACH-000146,-0.238960776869
ACH-000148,-0.367490352046
ACH-000150,-0.0615544106568
ACH-000152,-0.132582180334
ACH-000153,-0.603080167655
ACH-000159,-0.431788878174
ACH-000160,-0.528273336683
ACH-000163,-0.415464098116
ACH-000167,-0.493544278733
ACH-000168,-0.370893431034
ACH-000169,-0.247298162823
ACH-000178,-0.18997439746599998
ACH-000182,-0.201040111105
ACH-000183,-0.204837018152
ACH-000188,-0.122806109017
ACH-000189,-0.467564001114
ACH-000190,-0.145782290442
ACH-000198,-0.164627911673
ACH-000204,0.0179528631971
ACH-000206,-0.0666743537447
ACH-000207,-0.412429744037
ACH-000211,-0.304773334306
ACH-000215,-0.181177498759
ACH-000221,-0.296360887354
ACH-000222,-0.382742722207
ACH-000223,-0.154443917924
ACH-000226,-0.28899246860399996
ACH-000227,-0.243938400489
ACH-000228,-0.19639223934900002
ACH-000231,-0.18156564511
ACH-000232,-0.216363859758
ACH-000233,0.0019505186975799999
ACH-000234,-0.17361215199900001
ACH-000235,-0.26933320655799997
ACH-000237,0.0281371037928
ACH-000238,-0.0034058122541799998
ACH-000243,-0.39073061256700004
ACH-000244,-0.036116657119699996
ACH-000246,-0.180474774001
ACH-000248,-0.270823581781
ACH-000250,-0.33269510557799997
ACH-000251,0.281474170896
ACH-000253,-0.232591722942
ACH-000255,-0.35815113620899997
ACH-000256,-0.07019101322599999
ACH-000257,-0.23880528238600002
ACH-000258,-0.0253419932936
ACH-000259,-0.258317215905
ACH-000260,-0.35597440614299997
ACH-000261,-0.314641185766
ACH-000262,-0.390616044494
ACH-000263,-0.293733142279
ACH-000264,-0.303868996209
ACH-000265,-0.324828398048
ACH-000266,-0.282039213635
ACH-000272,-0.37201868151
ACH-000273,-0.0757229366975
ACH-000274,-0.0895889983601
ACH-000277,-0.298121437787
ACH-000278,-0.327354626685
ACH-000279,-0.297170006607
ACH-000280,-0.45925497157399997
ACH-000281,-0.17089224421399998
ACH-000288,-0.266164622774
ACH-000291,-0.298303134247
ACH-000293,-0.137983687592
ACH-000294,-0.345386597538
ACH-000295,-0.215912413345
ACH-000296,-0.154145794743
ACH-000302,-0.10949017898
ACH-000304,-0.10573415302000001
ACH-000307,-0.300444782153
ACH-000308,-0.235563314924
ACH-000310,-0.373780362416
ACH-000311,-0.388044990067
ACH-000312,-0.267324851131
ACH-000315,-0.372902630513
ACH-000316,-0.174747956578
ACH-000317,-0.508965946015
ACH-000318,-0.567177308033
ACH-000319,-0.128478303331
ACH-000320,-0.366025399452
ACH-000322,-0.374843885612
ACH-000323,-0.390650127264
ACH-000324,-0.290717164962
ACH-000329,-0.018907627680900003
ACH-000330,-0.580481376575
ACH-000331,-0.0343299980301
ACH-000332,-0.26555584959600004
ACH-000334,-0.494694066167
ACH-000335,-0.291242816725
ACH-000336,-0.296469473331
ACH-000337,-0.48162152866700003
ACH-000339,-0.218945733655
ACH-000341,-0.33561111659599996
ACH-000348,-0.39090177198799997
ACH-000350,-0.283301071127
ACH-000352,-0.263932018682
ACH-000356,-0.311678635843
ACH-000361,-0.384485669856
ACH-000362,-0.343181908313
ACH-000363,-0.37176307796999997
ACH-000364,-0.11186892665999999
ACH-000365,-0.339564145559
ACH-000366,-0.318436245731
ACH-000368,-0.411674863191
ACH-000374,-0.0896710459571
ACH-000375,-0.17783334465
ACH-000376,-0.36538223553599997
ACH-000381,-0.32622659665
ACH-000383,-0.303124803103
ACH-000387,-0.12971410565199998
ACH-000389,-0.108649928937
ACH-000390,-0.36047277720299997
ACH-000393,-0.434697799788
ACH-000395,-0.591921919165
ACH-000397,-0.203970729036
ACH-000401,-0.10431341936699999
ACH-000402,-0.155163705959
ACH-000403,-0.199825321734
ACH-000404,-0.161544676721
ACH-000406,-0.278198615322
ACH-000407,-0.30333387298000003
ACH-000408,-0.293536426628
ACH-000410,-0.10630819409299999
ACH-000411,-0.23201689089000002
ACH-000414,-0.20793425718
ACH-000415,-0.363808655759
ACH-000416,-0.145840800016
ACH-000420,-0.463760627282
ACH-000421,-0.227979021647
ACH-000424,-0.293225993556
ACH-000425,-0.166116523961
ACH-000426,0.0426437185398
ACH-000427,-0.039608190160500004
ACH-000433,-0.39774437270999996
ACH-000436,-0.21279505557999998
ACH-000444,-0.295901806373
ACH-000445,-0.463365802851
ACH-000448,-0.36715005678199997
ACH-000450,-0.436559492974
ACH-000452,-0.173727566312
ACH-000454,-0.10451711768300001
ACH-000458,-0.178765389917
ACH-000459,-0.265766873935
ACH-000460,-0.309934148773
ACH-000461,-0.28727790246
ACH-000463,-0.39283598082599996
ACH-000464,-0.0671552551964
ACH-000466,-0.20979464308499998
ACH-000467,-0.278924317626
ACH-000468,-0.270762487248
ACH-000469,-0.19376125950800002
ACH-000470,-0.168807565588
ACH-000471,-0.518799130342
ACH-000472,-0.340040178402
ACH-000473,-0.315210877588
ACH-000475,-0.356556880519
ACH-000476,-0.237253649683
ACH-000477,-0.17741946552
ACH-000480,-0.380610323016
ACH-000481,-0.586093479578
ACH-000483,-0.17051886167599997
ACH-000484,-0.345523158459
ACH-000485,-0.36269611940800006
ACH-000486,-0.359556224996
ACH-000487,-0.103092562411
ACH-000488,-0.28660614880699997
ACH-000490,-0.381785921066
