,PPIP5K2 (23262)
ACH-000414,-0.49256764379100004
ACH-000415,-0.247786773967
ACH-000416,-0.398387468541
ACH-000420,-0.18704588679900003
ACH-000421,-0.12563100122999998
ACH-000424,-0.220567640175
ACH-000425,-0.0300295208487
ACH-000426,-0.304373179703
ACH-000427,-0.250560282309
ACH-000433,-0.41621542631999997
ACH-000436,-0.183517314537
ACH-000444,-0.140887188792
ACH-000445,-0.32807095081099996
ACH-000448,-0.13983043146
ACH-000450,0.0354908841219
ACH-000452,0.0157229820805
ACH-000454,-0.19375027201099998
ACH-000458,-0.0329651549395
ACH-000459,0.37193704719000004
ACH-000460,-0.649562596384
ACH-000461,-0.218236098101
ACH-000463,-0.12812304167000002
ACH-000464,-0.080225605737
ACH-000466,-0.0517088295873
ACH-000467,-0.217087223932
ACH-000468,-0.32210503604400004
ACH-000469,-0.27305792396699996
ACH-000470,-0.307710868539
ACH-000471,-0.204081065291
ACH-000472,-0.0821642896368
ACH-000473,0.0057443343216899995
ACH-000475,-0.181464159831
ACH-000476,-0.036628519353900005
ACH-000477,-0.0519846174218
ACH-000480,-0.17562779278
ACH-000481,-0.354157873266
ACH-000483,-0.295514158988
ACH-000484,-0.308136416853
ACH-000485,-0.017845177097599998
ACH-000486,-0.256136233671
ACH-000487,-0.189589672735
ACH-000488,-0.0630867211969
ACH-000490,-0.149413549875
ACH-000491,-0.435671935296
ACH-000495,0.07017723559710001
ACH-000496,-0.649667340147
ACH-000499,-0.44034661063
ACH-000500,-0.103261924597
ACH-000502,-0.129302959485
ACH-000503,-0.120588613922
ACH-000505,-0.376675728991
ACH-000507,-0.355893626999
ACH-000510,-0.27943962621199997
ACH-000511,-0.27752976362
ACH-000512,-0.22599844058600002
ACH-000516,-0.229918365599
ACH-000517,-0.203525123345
ACH-000518,0.020509010032400004
ACH-000520,-0.297997853039
ACH-000521,-0.41148306598800005
ACH-000522,-0.54977312685
ACH-000524,-0.185388462197
ACH-000527,-0.097165079169
ACH-000528,-0.11427053421599999
ACH-000537,-0.193833773527
ACH-000541,-0.268777198826
ACH-000542,-0.510928124774
ACH-000544,-0.24029733486299998
ACH-000545,-0.331678575138
ACH-000547,-0.0163780238781
ACH-000548,-0.12139279902000001
ACH-000549,-0.416919511702
ACH-000550,-0.5809582453450001
ACH-000552,-0.179263804921
ACH-000556,-0.150544526098
ACH-000557,-0.27479269960999997
ACH-000570,-0.458631781
ACH-000571,-0.09108229380489999
ACH-000573,-0.37374904303400003
ACH-000576,-0.337480214906
ACH-000580,0.0850562019135
ACH-000584,-0.132055247617
ACH-000585,-0.249780974585
ACH-000588,-0.0853759359252
ACH-000589,-0.259633400149
ACH-000591,-0.35846351248400005
ACH-000593,-0.14393294196599998
ACH-000600,-0.12300479437100001
ACH-000601,-0.31864840654
ACH-000604,-0.177531257643
ACH-000605,-0.11919133608799999
ACH-000606,-0.218870609887
ACH-000608,-0.18107852193399998
ACH-000614,0.007789629548909999
ACH-000616,-0.13435827894400001
ACH-000618,-0.128005536238
ACH-000619,-0.20178021045400002
ACH-000620,-0.29229703398699997
ACH-000621,-0.133354350381
ACH-000622,-0.28443364259
ACH-000623,-0.131614803637
ACH-000624,-0.16125075927000002
ACH-000627,-0.195553718972
ACH-000630,-0.43802081624
ACH-000632,-0.253539779821
ACH-000633,-0.157284450853
ACH-000637,-0.022995907638400002
ACH-000638,-0.338664408634
ACH-000646,-0.255571191999
ACH-000647,-0.212071382153
ACH-000648,-0.6532582273709999
ACH-000649,-0.37815266843900003
ACH-000651,-0.0787976309165
ACH-000652,-0.10506232680199999
ACH-000653,-0.213794455305
ACH-000657,-0.30089893378000004
ACH-000658,-0.441795748971
ACH-000661,-0.19219871603500002
ACH-000662,-0.48907998685599996
ACH-000663,-0.336885798768
ACH-000665,-0.20411517035799998
ACH-000671,-0.259105255918
ACH-000673,-0.293920143226
ACH-000676,-0.325009865099
ACH-000677,-0.057754002317
ACH-000681,-0.558285345789
ACH-000682,-0.289383540175
ACH-000683,-0.0819681502359
ACH-000684,-0.846990195268
ACH-000688,-0.23531276773899998
ACH-000693,-0.056795458423300006
ACH-000694,-0.11692733037599999
ACH-000695,-0.0404783916883
ACH-000696,-0.248256486824
ACH-000697,-0.5392639005359999
ACH-000699,-0.22879305863000002
ACH-000701,-0.152663994381
ACH-000706,-0.205871757517
ACH-000711,-0.2380858392
ACH-000713,-0.452612889798
ACH-000714,0.0493615966417
ACH-000718,-0.303417719306
ACH-000720,-0.046821024697199995
ACH-000721,-0.40304290289000005
ACH-000724,-0.0648086475037
ACH-000725,-0.24410898490200003
ACH-000732,-0.191964263075
ACH-000734,-0.165361286839
ACH-000735,-0.382669566286
ACH-000736,-0.0629579184131
ACH-000738,-0.019272640998799998
ACH-000746,-0.15231972475400002
ACH-000747,-0.24619666905999998
ACH-000748,-0.202928093174
ACH-000753,-0.361543836853
ACH-000756,-0.149918600744
ACH-000757,-0.69085964233
ACH-000758,-0.163831890315
ACH-000760,-0.215398924091
ACH-000763,-0.354287263064
ACH-000764,-0.460437224525
ACH-000765,-0.229346861375
ACH-000766,-0.311961599647
ACH-000767,-0.18432870895599998
ACH-000768,-0.2518397288
ACH-000769,-0.37006972974299995
ACH-000770,-0.241872313618
ACH-000771,-0.11606615007000001
ACH-000773,-0.226149560867
ACH-000776,-0.14065239899700002
ACH-000777,-0.309235689823
ACH-000778,-0.0681566033845
ACH-000781,-0.7122321707829999
ACH-000782,-0.208992719489
ACH-000783,-0.017006186793299998
ACH-000784,-0.0831422378258
ACH-000785,-0.305351049204
ACH-000787,-0.297402589254
ACH-000788,-0.180302938208
ACH-000791,-0.478747064532
ACH-000792,-0.427908361094
ACH-000794,-0.163682124759
ACH-000796,-0.118904305337
ACH-000799,-0.215143042177
ACH-000800,-0.165678133186
ACH-000802,-0.131057017182
ACH-000804,-0.0467405884415
ACH-000805,-0.333531910191
ACH-000809,-0.08737315525250001
ACH-000810,-0.327313204471
ACH-000811,-0.270216367005
ACH-000817,-0.344161311923
ACH-000819,-0.027271785428900002
ACH-000820,-0.46445752573700005
ACH-000821,0.241936093886
ACH-000822,-0.171569764926
ACH-000823,-0.0868036278534
ACH-000824,-0.0902901946279
ACH-000827,-0.137838717563
ACH-000829,-0.19543878927000002
ACH-000831,-0.118881987391
ACH-000832,-0.320879938361
ACH-000833,-0.0974861416316
ACH-000834,-0.18867924764199998
ACH-000835,-0.407177020906
ACH-000836,-0.251667602798
ACH-000837,-0.49756039433
ACH-000838,-0.0834673685513
ACH-000839,-0.086319872666
ACH-000840,-0.472781161435
ACH-000841,-0.41139753633500004
ACH-000843,-0.189112633035
ACH-000846,-0.135911807874
ACH-000847,-0.249307249675
ACH-000848,-0.0764938872067
ACH-000849,-0.136089340393
ACH-000851,-0.29513808886799997
ACH-000855,-0.0801230578273
ACH-000856,-0.345475240582
ACH-000858,-0.118986653039
ACH-000859,-0.119795644047
ACH-000861,-0.515733532733
ACH-000862,0.0156796202694
ACH-000865,-0.19799740014400002
ACH-000866,-0.180277066468
ACH-000867,-0.116229742235
ACH-000869,-0.517257311039
ACH-000872,-0.35431679803599997
ACH-000873,-0.6916858515250001
ACH-000876,0.0321534379125
ACH-000878,-0.643247558086
ACH-000880,-0.00932314177404
ACH-000881,-0.21193017263500002
ACH-000882,-0.269046495837
ACH-000884,-0.195901048305
ACH-000885,-0.516592526999
ACH-000887,-0.23170840253400002
ACH-000888,-0.0798404772482
ACH-000889,-0.11784686413699999
ACH-000890,-0.41424210460199995
ACH-000896,-0.48438729075599996
ACH-000898,-0.169158716482
ACH-000900,-0.369013178315
ACH-000901,-0.158668434169
ACH-000905,-0.331686400158
ACH-000906,-0.297489880869
ACH-000907,-0.316593632737
ACH-000910,-0.189607681195
ACH-000911,-0.207330867474
ACH-000912,-0.206213750546
ACH-000913,-0.48252916659999995
ACH-000915,-0.18470678761700002
ACH-000916,-0.10702415396199999
ACH-000917,-0.440902509899
ACH-000921,-0.213594090854
ACH-000924,-0.28659474997900003
ACH-000926,-0.168221779104
ACH-000928,-0.189237557359
ACH-000929,-0.272048752725
ACH-000932,-0.240909271047
ACH-000935,-0.376079970019
ACH-000936,-0.104162948672
ACH-000937,-0.12347521040100001
ACH-000938,-0.34455571094000004
ACH-000939,-0.163013785712
ACH-000941,0.026811456197099997
ACH-000943,-0.30735081518199997
ACH-000946,-0.19772324535799998
ACH-000947,-0.371539281448
ACH-000948,-0.129961035751
ACH-000950,-0.123341271933
ACH-000953,-0.17871815083599998
ACH-000957,-0.0360522575755
ACH-000958,-0.18868874593899998
ACH-000960,-0.061558462372900004
ACH-000963,-0.43112516727399997
ACH-000968,-0.35817834090000006
ACH-000969,-0.294792611655
ACH-000973,-0.198875282047
ACH-000974,-0.269552025501
ACH-000975,-0.388910998509
ACH-000976,-0.226017145487
ACH-000978,-0.173542723196
ACH-000980,-0.172012692633
ACH-000984,-0.149098318579
ACH-000986,-0.36148950850699996
ACH-000988,-0.218395091171
ACH-000993,-0.0111104075801
ACH-000994,-0.20527817878199997
ACH-000996,-0.210512141391
ACH-001001,-0.0798843905899
ACH-001020,-0.0503312345828
ACH-001028,-0.285578359968
ACH-001031,-0.0966964775681
ACH-001038,-0.25913673884599997
ACH-001048,-0.311284899733
ACH-001050,-0.677028578359
ACH-001053,-0.2516576454
ACH-001054,-0.216743341274
ACH-001061,-0.225841829621
ACH-001067,-0.135010387098
ACH-001075,-0.234919478992
ACH-001096,-0.265216686307
ACH-001128,-0.453624514439
ACH-001134,-0.291886058846
ACH-001151,-0.09261137729800001
ACH-001163,-0.171765679932
ACH-001164,0.0731310675997
ACH-001173,-0.28389773760000003
ACH-001183,-0.129188106498
ACH-001184,-0.45415123244499994
ACH-001190,-0.350702447066
ACH-001192,-0.0973537113135
ACH-001193,-0.454735307886
ACH-001196,-0.142234799818
ACH-001197,-0.180414343327
ACH-001205,-0.24973126874200002
ACH-001211,-0.124130267273
ACH-001212,0.10957169056
ACH-001228,-0.149045186317
ACH-001232,-0.313390358682
ACH-001239,-0.18237306276
ACH-001274,-0.533889231273
ACH-001275,-0.04195159482480001
ACH-001277,-0.123471715744
ACH-001278,-0.435269096795
ACH-001280,0.016580142212200003
ACH-001283,-0.174236898404
ACH-001289,0.108412025045
ACH-001295,-0.08335157454469999
ACH-001300,-0.208632931171
ACH-001301,-0.130091761248
ACH-001302,-0.015025968459100002
ACH-001303,-0.39131478842600004
ACH-001306,-0.21880112014199998
ACH-001318,-0.33702686778200003
ACH-001322,-0.27953132974800005
ACH-001328,-0.164645422364
ACH-001332,-0.402220490678
ACH-001333,-0.20881675720800003
ACH-001336,-0.31909059494500003
ACH-001340,-0.0402428093763
ACH-001346,-0.156609978761
ACH-001353,-0.17553186462499998
ACH-001354,0.028595388988799996
ACH-001367,-0.322545799666
ACH-001368,-0.141525991832
ACH-001374,-0.0279087683573
ACH-001375,-0.189778494485
ACH-001377,-0.08668274763810001
ACH-001380,-0.293499287903
ACH-001391,-0.025036274729299996
ACH-001407,-0.45751479685199997
ACH-001408,-0.179966790759
ACH-001413,-0.20222256647700002
ACH-001430,-0.183118560007
ACH-001431,-0.288336488334
ACH-001450,0.047799997305100005
ACH-001496,-0.09684603798149999
ACH-001500,-0.612734812546
ACH-001521,0.309926640297
ACH-001523,-0.1391766476
ACH-001532,-0.044728863409
ACH-001536,-0.33055186921
ACH-001550,-0.100829828375
ACH-001552,-0.41208084219400004
ACH-001554,-0.269068487716
ACH-001645,0.0249293634024
ACH-001654,-0.147222067077
ACH-001715,-0.15079085398
ACH-001735,-0.09540989189719999
ACH-001736,-0.15927075965999998
ACH-001737,0.188639063169
ACH-001740,-0.31868040650400004
ACH-001745,-0.351205948724
ACH-001750,-0.377330508028
ACH-001765,-0.111756661368
ACH-001956,-0.20917218172200003
ACH-001957,0.0017592942616800002
