,TRIM64B (642446)
ACH-000004,0.177025797471
ACH-000007,0.413961514955
ACH-000009,0.165108510712
ACH-000011,0.222037783701
ACH-000012,0.15468772078
ACH-000013,0.311190291512
ACH-000014,0.27752629783000005
ACH-000015,0.225682879615
ACH-000017,0.480831860743
ACH-000018,0.0665149371967
ACH-000019,0.135229160165
ACH-000021,0.208687832282
ACH-000022,0.190158757326
ACH-000025,0.40850745364200003
ACH-000028,0.238231249854
ACH-000030,0.287110796462
ACH-000035,0.307107710636
ACH-000036,0.305877059124
ACH-000037,-0.156788431235
ACH-000039,0.0466656797058
ACH-000040,0.40870024882100003
ACH-000041,0.341943283459
ACH-000042,0.362291289767
ACH-000045,0.0807966444354
ACH-000047,0.253345789383
ACH-000052,0.20506725407600002
ACH-000053,0.276901434404
ACH-000054,0.0281864940888
ACH-000055,-0.09712327932169999
ACH-000060,0.328605672641
ACH-000067,0.33653992222400003
ACH-000070,0.174309160286
ACH-000075,0.354849058542
ACH-000078,0.0932774042561
ACH-000082,0.24584053768199998
ACH-000085,0.45131535437200004
ACH-000086,0.158788707918
ACH-000087,0.301070041794
ACH-000092,0.197780010787
ACH-000095,0.33189437132800004
ACH-000097,-0.14904184141
ACH-000098,0.38650408334700004
ACH-000099,0.04455455329059999
ACH-000108,0.289130568249
ACH-000113,0.376792496391
ACH-000115,0.44948957301200004
ACH-000116,0.0115112523876
ACH-000118,0.30713095058699996
ACH-000120,-0.021712227185200002
ACH-000123,0.449399225489
ACH-000127,0.35240567383
ACH-000128,0.14716574660099999
ACH-000132,0.19091339908500002
ACH-000133,0.187148666327
ACH-000137,-0.0382048864542
ACH-000138,0.266324888508
ACH-000142,0.11470137432
ACH-000143,0.350699965133
ACH-000146,0.26574396084199997
ACH-000148,0.507815345361
ACH-000150,0.324606492543
ACH-000152,0.120195611711
ACH-000153,0.08099418149349999
ACH-000159,0.335828706563
ACH-000160,0.463510033828
ACH-000163,0.306223203189
ACH-000167,0.273228287574
ACH-000168,0.182535483281
ACH-000169,0.08059246257680001
ACH-000178,0.224366537494
ACH-000182,0.14693505364700002
ACH-000183,0.041720263716599995
ACH-000188,0.163890379561
ACH-000189,0.120627593195
ACH-000190,0.505136347461
ACH-000198,0.21666572741700002
ACH-000204,0.123052292477
ACH-000206,-0.103187709092
ACH-000207,0.426150182197
ACH-000211,0.273108335837
ACH-000215,0.231283741148
ACH-000221,0.18150913557999998
ACH-000222,0.428337321531
ACH-000223,0.33987319085400003
ACH-000226,0.189118736187
ACH-000227,0.279277278597
ACH-000228,0.203931378647
ACH-000231,-0.14066768732
ACH-000232,0.280220492212
ACH-000233,0.42262588721699995
ACH-000234,0.26230730546799996
ACH-000235,0.308771530817
ACH-000237,-0.0029085945461799997
ACH-000238,0.204962688043
ACH-000243,0.22903946968299999
ACH-000244,0.369665156544
ACH-000246,0.15028183805099998
ACH-000248,0.597110558629
ACH-000250,0.07434106420419999
ACH-000251,0.6162622545800001
ACH-000253,0.022464029465
ACH-000255,0.105596738181
ACH-000256,0.157773458181
ACH-000257,0.339699112972
ACH-000258,0.45398753125
ACH-000259,0.389088868985
ACH-000260,0.0304531303363
ACH-000261,0.255408155917
ACH-000262,0.16324665618200002
ACH-000263,0.101177907532
ACH-000264,0.121865640811
ACH-000265,0.278769686855
ACH-000266,0.259756515927
ACH-000272,0.269859344968
ACH-000273,-0.0994990092747
ACH-000274,0.192065639834
ACH-000277,0.22099002342799998
ACH-000278,-0.0563173014834
ACH-000279,0.294235332616
ACH-000280,0.252335253543
ACH-000281,0.24037463188900002
ACH-000288,0.16644404831700002
ACH-000291,0.17141797932100003
ACH-000293,0.0578295656402
ACH-000294,0.376996302368
ACH-000295,0.40061888710199994
ACH-000296,0.389922261839
ACH-000302,0.470691698386
ACH-000304,0.208080723845
ACH-000307,0.17910162126499998
ACH-000308,0.154776095361
ACH-000310,0.261786339466
ACH-000311,0.37576849873400003
ACH-000312,-0.061922063992300005
ACH-000315,0.490375579823
ACH-000316,0.204787926307
ACH-000317,-0.0637338075326
ACH-000318,0.193219529635
ACH-000319,0.24762315559300002
ACH-000320,0.543031346645
ACH-000322,0.295272248567
ACH-000323,0.43855451993100003
ACH-000324,0.12471130315300001
ACH-000329,0.250598153265
ACH-000330,0.0309258114811
ACH-000331,0.051547709213199996
ACH-000332,0.23640643510200002
ACH-000334,0.375515574679
ACH-000335,-0.32020809266399997
ACH-000336,0.355355535365
ACH-000337,0.298492986157
ACH-000339,0.465778959054
ACH-000341,0.0916098904668
ACH-000348,0.300890833463
ACH-000350,0.12187803650800001
ACH-000352,0.283002456136
ACH-000356,0.074377101254
ACH-000361,0.22707010647599998
ACH-000362,0.153276355102
ACH-000363,0.328534418359
ACH-000364,0.00457408157725
ACH-000365,0.24185264530699999
ACH-000366,0.173846131495
ACH-000368,-0.0412165930855
ACH-000374,-0.11895490087000002
ACH-000375,0.34557946773500003
ACH-000376,0.210803983114
ACH-000381,0.36689998674999996
ACH-000383,0.241590459542
ACH-000387,0.433560710132
ACH-000389,0.052150220534300004
ACH-000390,0.330646078979
ACH-000393,0.46967789888000006
ACH-000395,0.19122094385299998
ACH-000397,-0.0012089829111300002
ACH-000401,0.32439983533000005
ACH-000402,0.21052515048700002
ACH-000403,0.240623156798
ACH-000404,-0.125568064159
ACH-000406,0.14380113794299998
ACH-000407,0.0774807742501
ACH-000408,0.30818917833299997
ACH-000410,0.104374977424
ACH-000411,0.062037155492
ACH-000414,0.27019928954399997
ACH-000415,0.187796025246
ACH-000416,0.24454893959600002
ACH-000420,0.07146237276660002
ACH-000421,0.142512641704
ACH-000424,0.5922480799600001
ACH-000425,0.269843251146
ACH-000426,-0.16462153159499998
ACH-000427,0.143941398914
ACH-000433,0.436045354617
ACH-000436,0.0820270785938
ACH-000444,0.0553214052678
ACH-000445,0.313510835852
ACH-000448,0.251117301962
ACH-000450,-0.0605095450692
ACH-000452,0.197141481034
ACH-000454,-0.0462964866614
ACH-000458,-0.0333674053051
ACH-000459,-0.192346894589
ACH-000460,0.291852489541
ACH-000461,0.131177334749
ACH-000463,0.182087205979
