,DND1 (373863)
ACH-000004,-0.699729712859
ACH-000007,-0.19738934946199999
ACH-000009,-0.408363866468
ACH-000011,-0.49397684919
ACH-000012,-0.178263685753
ACH-000013,-0.153167579734
ACH-000014,-0.123586857684
ACH-000015,-0.27680248573800004
ACH-000017,-0.6905175636040001
ACH-000018,-0.29729443216699997
ACH-000019,-0.204419767422
ACH-000021,-0.36795070857600004
ACH-000022,-0.23902638996999998
ACH-000025,-0.08815228072419999
ACH-000028,-0.146758306819
ACH-000030,-0.220397484892
ACH-000035,-0.223129952099
ACH-000036,-0.409538670044
ACH-000037,-0.617927979937
ACH-000039,-0.420836186386
ACH-000040,-0.393476308012
ACH-000041,-0.442460897901
ACH-000042,-0.44037550701399997
ACH-000045,-0.594586054398
ACH-000047,-0.32932000606899997
ACH-000052,-0.373833359869
ACH-000053,-0.140365487945
ACH-000054,-0.614933625382
ACH-000055,-0.42582976637500003
ACH-000060,-0.379698236913
ACH-000067,-0.470272673961
ACH-000070,-0.187142361
ACH-000075,-0.32472555914
ACH-000078,-0.515108737021
ACH-000082,-0.38318232995800006
ACH-000085,-0.151010185774
ACH-000086,-0.0714126889658
ACH-000087,-0.136101555862
ACH-000092,-0.122212407459
ACH-000095,-0.830726289533
ACH-000097,-0.28467269424
ACH-000098,-0.296233516659
ACH-000099,-0.444003839984
ACH-000108,-0.116288503047
ACH-000113,-0.100623365187
ACH-000115,-0.48717302643
ACH-000116,-0.201420646772
ACH-000118,-0.173403060895
ACH-000120,-0.19847026229000003
ACH-000123,-0.16302347777999998
ACH-000127,-0.272992025468
ACH-000128,-0.323505038575
ACH-000132,-0.297963149144
ACH-000133,-0.289473605498
ACH-000137,-0.133463315235
ACH-000138,-0.490111636788
ACH-000142,-0.36494451061300004
ACH-000143,-0.243080293999
ACH-000146,-0.383355262556
ACH-000148,-0.246207616192
ACH-000150,-0.36153620812200005
ACH-000152,-0.379157804701
ACH-000153,-0.0381734123099
ACH-000159,-0.232910240788
ACH-000160,-0.15297169886499998
ACH-000163,-0.342828689116
ACH-000167,-0.316982373299
ACH-000168,-0.421614882649
ACH-000169,-0.24732406639600002
ACH-000178,-0.106882689693
ACH-000182,-0.12794760335799998
ACH-000183,-0.5856936086
ACH-000188,-0.223445570031
ACH-000189,-0.278684861734
ACH-000190,-0.178190499126
ACH-000198,-0.371787547127
ACH-000204,-0.253570823391
ACH-000206,0.16561027590500002
ACH-000207,-0.315919312156
ACH-000211,-0.260764366497
ACH-000215,-0.41569078892899997
ACH-000221,-0.151361259277
ACH-000222,-0.532433747311
ACH-000223,-0.5955733366920001
ACH-000226,-0.172353748286
ACH-000227,-0.42826093408699994
ACH-000228,-0.260230926246
ACH-000231,-0.32794694757599996
ACH-000232,-0.257420453015
ACH-000233,-0.190684043618
ACH-000234,-0.32006344539500003
ACH-000235,-0.485916035923
ACH-000237,-0.30549226158000004
ACH-000238,-0.6418385341030001
ACH-000243,-0.29557744323199997
ACH-000244,-0.317799552855
ACH-000246,-0.619030872796
ACH-000248,-0.5828016121940001
ACH-000250,-0.34810183131800004
ACH-000251,-0.216091088745
ACH-000253,-0.267829407117
ACH-000255,-0.274223814234
ACH-000256,-0.319422610704
ACH-000257,-0.567939078206
ACH-000258,-0.0367600508349
ACH-000259,-0.254610333275
ACH-000260,-0.28472335431400003
ACH-000261,-0.226221359663
ACH-000262,-0.525056820089
ACH-000263,-0.145580838553
ACH-000264,-0.390670893423
ACH-000265,-0.227067536908
ACH-000266,-0.311166466375
ACH-000272,-0.15800060892999998
ACH-000273,-0.7800357196259999
ACH-000274,-0.24208027334
ACH-000277,-0.27832877452300003
ACH-000278,-0.764999092167
ACH-000279,-0.336759139507
ACH-000280,-0.06299726291550001
ACH-000281,-0.0765533095423
ACH-000288,-0.301372063674
ACH-000291,-0.29711675833900003
ACH-000293,-0.428256633236
ACH-000294,-0.722010547474
ACH-000295,-0.475055511509
ACH-000296,-0.28493814105799997
ACH-000302,-0.205817792936
ACH-000304,-0.136050759054
ACH-000307,-0.233462564279
ACH-000308,-0.210512226984
ACH-000310,-0.7520984391609999
ACH-000311,-0.0556969848571
ACH-000312,-0.292815319187
ACH-000315,-0.181548357621
ACH-000316,-0.16699792588600001
ACH-000317,-0.221283964626
ACH-000318,-0.161873525371
ACH-000319,-0.34366480615
ACH-000320,-0.24691178412099998
ACH-000322,-0.45336175928000005
ACH-000323,-0.09811827130680001
ACH-000324,-0.442284385009
ACH-000329,-0.261534703673
ACH-000330,-0.374106549873
ACH-000331,-0.22947686319200003
ACH-000332,-0.34391318992799996
ACH-000334,-0.392669851401
ACH-000335,-0.404785129475
ACH-000336,-0.402512816576
ACH-000337,-0.29251583236900003
ACH-000339,-0.610634737292
ACH-000341,-0.133993652125
ACH-000348,-0.33934142159900005
ACH-000350,-0.30102236827
ACH-000352,-0.475334164367
ACH-000356,-0.0236802350036
ACH-000361,-0.450203849226
ACH-000362,-0.267995231927
ACH-000363,-0.400369629117
ACH-000364,-0.235804329063
ACH-000365,-0.32700982574299997
ACH-000366,-0.212384267293
ACH-000368,-0.287193646781
ACH-000374,-0.40332903324
ACH-000375,-0.32911682584
ACH-000376,-0.265984106133
ACH-000381,-0.37839618256499996
ACH-000383,-0.549158128841
ACH-000387,-0.221973622332
ACH-000389,-0.224450667045
ACH-000390,-0.5737718913100001
ACH-000393,-0.24540133156399999
ACH-000395,-0.460032271672
ACH-000397,-0.430115453876
ACH-000401,-0.142416126436
ACH-000402,-0.247009578183
ACH-000403,-0.402638075981
ACH-000404,0.0773949023514
ACH-000406,-0.422776811804
ACH-000407,-0.258050168767
ACH-000408,-0.122428808779
ACH-000410,-0.41293568157399996
ACH-000411,-0.392322187787
