,CLEC4F (165530)
ACH-000004,-0.0128457298508
ACH-000007,0.07041878100889999
ACH-000009,0.06952678182369999
ACH-000011,-0.0346232362079
ACH-000012,0.0360525158036
ACH-000013,-0.0429912555407
ACH-000014,0.0887822946732
ACH-000015,-0.00997875108795
ACH-000017,-0.031080944386100002
ACH-000018,0.00753671159658
ACH-000019,0.161902863204
ACH-000021,0.013673000258
ACH-000022,-0.0736451274512
ACH-000025,0.069927566114
ACH-000028,-0.115200927537
ACH-000030,-0.0273340431697
ACH-000035,-0.179219610513
ACH-000036,0.0005792301331290001
ACH-000037,-0.291707332705
ACH-000039,0.127191421729
ACH-000040,-0.05503056695780001
ACH-000041,0.064146314261
ACH-000042,-0.014148218112899999
ACH-000045,-0.0334308052562
ACH-000047,0.062051074568600005
ACH-000052,-0.192566197119
ACH-000053,0.0240001370934
ACH-000054,-0.134878088751
ACH-000055,0.15206369813200002
ACH-000060,-0.000623182244157
ACH-000067,0.0736104203367
ACH-000070,0.0914559945159
ACH-000075,-0.032777755251000004
ACH-000078,0.21155537908799998
ACH-000082,0.0483484110702
ACH-000085,-0.21091414347399998
ACH-000086,-0.107377159071
ACH-000087,-0.0324019478365
ACH-000092,-0.118442471127
ACH-000095,-0.0292808542763
ACH-000097,0.018471370214
ACH-000098,0.0182033923864
ACH-000099,0.0834208856172
ACH-000108,-0.0347029812295
ACH-000113,-0.0146397401116
ACH-000115,0.050234308149600004
ACH-000116,-0.133429646712
ACH-000118,-0.0219075592085
ACH-000120,-0.027151545492500002
ACH-000123,0.15689134964600002
ACH-000127,0.029286273864199998
ACH-000128,0.0728218844448
ACH-000132,0.0644549777496
ACH-000133,-0.127837185784
ACH-000137,0.107761137019
ACH-000138,0.06693722645269999
ACH-000142,0.0053665993502500006
ACH-000143,0.0411780632487
ACH-000146,0.08823998808660001
ACH-000148,0.0178575057683
ACH-000150,0.18380707704100002
ACH-000152,-0.150005253023
ACH-000153,0.256193811481
ACH-000159,-0.0904562495167
ACH-000160,-0.201267279155
ACH-000163,0.0408825030587
ACH-000167,0.047248988114
ACH-000168,-0.047720600383599994
ACH-000169,0.019952986308
ACH-000178,-0.0326441655618
ACH-000182,-0.171837699795
ACH-000183,0.14401031661699998
ACH-000188,-0.142832857473
ACH-000189,-0.5185819275
ACH-000190,0.08291884882669999
ACH-000198,-0.00822911870521
ACH-000204,-0.153734246445
ACH-000206,-0.10653726707800001
ACH-000207,0.0159117428582
ACH-000211,-0.041235735992099995
ACH-000215,-0.07122087925639999
ACH-000221,-0.242420695189
ACH-000222,0.16650989681199999
ACH-000223,-0.0658726854906
ACH-000226,-0.0859326703145
ACH-000227,-0.0252282174578
ACH-000228,-0.0343250826885
ACH-000231,-0.137949831833
ACH-000232,-0.0371786046583
ACH-000233,-0.0202223178225
ACH-000234,-0.124115272406
