,CDCA8 (55143)
ACH-000004,-1.6602773509399997
ACH-000007,-1.4863907700299999
ACH-000009,-2.12173412813
ACH-000011,-2.12898285477
ACH-000012,-1.7838231884
ACH-000013,-1.81568205318
ACH-000014,-1.93684570877
ACH-000015,-1.7243695185599999
ACH-000017,-2.09711613655
ACH-000018,-1.1320440481799998
ACH-000019,-1.82387450655
ACH-000021,-1.84068017097
ACH-000022,-2.06667718847
ACH-000025,-1.56111607983
ACH-000028,-1.7553185662900002
ACH-000030,-1.7016657418799999
ACH-000035,-1.2924541846
ACH-000036,-1.2839771284600001
ACH-000037,-2.51369121384
ACH-000039,-1.88337227197
ACH-000040,-1.64253205936
ACH-000041,-1.76721449969
ACH-000042,-1.9551849308400002
ACH-000045,-1.8966508892299998
ACH-000047,-1.7622262579199999
ACH-000052,-1.48999969664
ACH-000053,-1.6897422660799999
ACH-000054,-1.64508599099
ACH-000055,-1.70741230354
ACH-000060,-1.8288724807599996
ACH-000067,-1.39378613512
ACH-000070,-1.7459952513900003
ACH-000075,-1.31712735511
ACH-000078,-1.8372681302
ACH-000082,-1.8579965066599997
ACH-000085,-2.11965118779
ACH-000086,-1.7338176584799998
ACH-000087,-2.0056482273599996
ACH-000092,-1.6414199096899997
ACH-000095,-2.01190359187
ACH-000097,-1.48644049706
ACH-000098,-1.6974468509099998
ACH-000099,-2.21374286982
ACH-000108,-1.91369888015
ACH-000113,-1.9372441583099997
ACH-000115,-2.15256667893
ACH-000116,-1.7144949137399998
ACH-000118,-1.62420099917
ACH-000120,-2.09120336655
ACH-000123,-1.7232514582099998
ACH-000127,-1.91624440414
ACH-000128,-1.5242375973500002
ACH-000132,-1.8376948701099998
ACH-000133,-1.7350284625599999
ACH-000137,-1.30812669038
ACH-000138,-1.828607806
ACH-000142,-1.76818820441
ACH-000143,-1.88974616968
ACH-000146,-2.14898499665
ACH-000148,-1.82144677074
ACH-000150,-1.78755467532
ACH-000152,-1.4858867627799999
ACH-000153,-1.89137322354
ACH-000159,-1.8904186707099997
ACH-000160,-0.9582001864190001
ACH-000163,-1.59275073118
ACH-000167,-1.77714544597
ACH-000168,-2.0880648907
ACH-000169,-1.6538688592500002
ACH-000178,-1.57745553007
ACH-000182,-1.63595774913
ACH-000183,-1.7582487158000002
ACH-000188,-1.84082027632
ACH-000189,-2.1153500062
ACH-000190,-0.8915746518790001
ACH-000198,-1.76796760539
ACH-000204,-1.7110403064500002
ACH-000206,-1.8628431994999999
ACH-000207,-1.96267859021
ACH-000211,-1.4014386329
ACH-000215,-1.74511817948
ACH-000221,-1.8091306746400002
ACH-000222,-1.71480865529
ACH-000223,-1.8130611158400003
ACH-000226,-1.6204320627000002
ACH-000227,-2.60025961789
ACH-000228,-1.96143409193
ACH-000231,-1.66277641872
ACH-000232,-1.6820554542
ACH-000233,-1.92232265005
ACH-000234,-2.26105052453
ACH-000235,-1.8599484931099999
ACH-000237,-1.9634640041900002
ACH-000238,-1.74767291681
ACH-000243,-1.9387379597499999
