,CTPS1 (1503)
ACH-000004,-1.1659941660600002
ACH-000007,-1.08139204261
ACH-000009,-0.7393668021950001
ACH-000011,-1.19642836572
ACH-000012,-1.0749047055399998
ACH-000013,-0.2980818635
ACH-000014,-0.6927235194370001
ACH-000015,-0.7939088936059999
ACH-000017,-1.4310413274
ACH-000018,-0.7115395337620001
ACH-000019,-0.7443769605339999
ACH-000021,-0.865670982259
ACH-000022,-0.968931159994
ACH-000025,-1.11321486884
ACH-000028,-0.125690965076
ACH-000030,-1.25081582284
ACH-000035,-0.766822111594
ACH-000036,-0.529178057325
ACH-000037,-0.497215550008
ACH-000039,-0.5155261440209999
ACH-000040,-0.624264751978
ACH-000041,-0.569006647473
ACH-000042,-1.56597239755
ACH-000045,-0.999298064932
ACH-000047,-0.654014170789
ACH-000052,-0.647508736172
ACH-000053,-1.06451266582
ACH-000054,-1.23335486279
ACH-000055,-0.641321002612
ACH-000060,-0.725495116883
ACH-000067,-0.481044154041
ACH-000070,-1.11929895998
ACH-000075,-0.4552549836
ACH-000078,-0.523620837561
ACH-000082,-0.414883959004
ACH-000085,-0.638866784595
ACH-000086,-0.5528751877970001
ACH-000087,-0.6344313146720001
ACH-000092,-0.7906819778499999
ACH-000095,-0.7788689966410001
ACH-000097,-0.318799269664
ACH-000098,-0.470965377579
ACH-000099,-1.19590786825
ACH-000108,-0.999343855864
ACH-000113,-0.849714553388
ACH-000115,-1.07219895
ACH-000116,-0.468358577038
ACH-000118,-0.8813699595319999
ACH-000120,-0.24041011768599999
ACH-000123,-0.5823679360440001
ACH-000127,-0.7238670925599999
ACH-000128,-0.31899257335700004
ACH-000132,-0.580077257985
ACH-000133,-0.5049695452440001
ACH-000137,-0.641749389133
ACH-000138,-0.9278592360100001
ACH-000142,-1.30296554608
ACH-000143,-0.718025686168
ACH-000146,-0.90045301824
ACH-000148,-0.524271396608
ACH-000150,-0.343470621342
ACH-000152,-0.7525927954699999
ACH-000153,-0.7750751012579999
ACH-000159,-0.6215206928670001
ACH-000160,-0.787938334913
ACH-000163,-0.435913478556
ACH-000167,-0.940864937391
ACH-000168,-0.755289708545
ACH-000169,-0.568354715422
ACH-000178,-0.549177496902
ACH-000182,-0.8111380763349999
ACH-000183,-0.964024732313
ACH-000188,-1.1629845925
ACH-000189,-0.7724927890279999
ACH-000190,-0.559977269487
ACH-000198,-1.0361429905700001
ACH-000204,-0.849357126702
ACH-000206,-1.09344282788
ACH-000207,-1.5931682977000001
ACH-000211,-0.273192719727
ACH-000215,-0.31287772276000003
ACH-000221,-0.408103150841
ACH-000222,-1.3994370761700001
ACH-000223,-1.05438002111
ACH-000226,-0.964561459798
ACH-000227,-0.90469718456
ACH-000228,-0.900024075764
ACH-000231,-0.39084834196199997
ACH-000232,-0.211616722081
ACH-000233,-1.31518060931
ACH-000234,-0.895520242699
ACH-000235,-1.40399436774
ACH-000237,-0.573401762087
ACH-000238,-0.816371051861
ACH-000243,-0.502488622376
ACH-000244,-0.523423187933
ACH-000246,-0.268803658748
ACH-000248,-1.04016494476
ACH-000250,-1.05474282877
ACH-000251,-0.742626634605
ACH-000253,-0.987832325875
ACH-000255,-0.48154373628700003
ACH-000256,-0.441960521272
ACH-000257,-0.8775477377420001
ACH-000258,-0.976105161125
ACH-000259,-0.716513568413
ACH-000260,-0.23130681107599999
ACH-000261,-0.540246148644
ACH-000262,-0.403383794295
ACH-000263,-0.943145458513
ACH-000264,-0.27715637749099997
ACH-000265,-0.759368569031
ACH-000266,-1.0487365630399998
ACH-000272,-0.8624146548289999
ACH-000273,-0.9756472588289999
ACH-000274,-0.7175591310189999
ACH-000277,-0.6504651927690001
ACH-000278,-0.945461557643
ACH-000279,-0.7767096125599999
ACH-000280,-0.6959089435760001
ACH-000281,-0.802388443176
ACH-000288,-0.5085561527579999
ACH-000291,-0.198525399571
ACH-000293,-0.753906257979
ACH-000294,-1.5898928365
ACH-000295,-1.25272304044
ACH-000296,-1.01408606545
ACH-000302,-0.379893597366
ACH-000304,-0.55422732517
ACH-000307,-1.19978384783
ACH-000308,-0.443642397807
ACH-000310,-0.5620948394080001
ACH-000311,-1.0635860194600002
ACH-000312,-0.641007789189
ACH-000315,-0.958278450568
ACH-000316,-0.582765263297
ACH-000317,-1.1993239419700001
ACH-000318,-1.07961054824
ACH-000319,-0.574436434387
ACH-000320,-1.1917952298
ACH-000322,-1.2880603177399998
ACH-000323,-0.657258539333
ACH-000324,-0.5285309023979999
ACH-000329,-0.561545505701
ACH-000330,-0.831967934913
ACH-000331,-0.185988069579
ACH-000332,-0.348601351113
ACH-000334,-1.1351300179100001
ACH-000335,-1.12622129697
ACH-000336,-0.894072372606
ACH-000337,-1.024464627
ACH-000339,-1.20460809934
ACH-000341,-1.05307738395
ACH-000348,-0.918593526116
ACH-000350,-0.351701641559
ACH-000352,-0.33614000890600004
ACH-000356,-0.802497910586
ACH-000361,-0.878171582061
ACH-000362,-1.2140668385200002
ACH-000363,-1.1575295863200001
ACH-000364,-0.545639132547
ACH-000365,-0.433405464977
ACH-000366,-0.592449204786
ACH-000368,-0.620967177843
ACH-000374,-1.07662498751
ACH-000375,-0.707197541877
ACH-000376,-0.532132754896
ACH-000381,-1.4493601983700002
ACH-000383,-1.69032428934
ACH-000387,-1.42087651284
ACH-000389,-0.295793198533
ACH-000390,-1.30421740605
ACH-000393,-0.650674849628
ACH-000395,-1.0275132022
ACH-000397,-0.854083426742
ACH-000401,-0.96702541062
ACH-000402,-0.7657389162270001
ACH-000403,-0.9405864533789999
ACH-000404,-0.7422975715819999
ACH-000406,-1.80678342885
ACH-000407,-0.482497035429
