,CENPBD1 (92806)
ACH-000004,0.27649458250500003
ACH-000007,0.102966607956
ACH-000009,0.15042606492900001
ACH-000011,0.0506282077992
ACH-000012,0.00258602188617
ACH-000013,0.18006531089400002
ACH-000014,0.368983174839
ACH-000015,0.120718605387
ACH-000017,0.161133348768
ACH-000018,-0.0874936904273
ACH-000019,0.17549667268599997
ACH-000021,0.00961815989699
ACH-000022,0.0209371726601
ACH-000025,0.158707634116
ACH-000028,-0.04400001212730001
ACH-000030,0.0930619645376
ACH-000035,0.373440647703
ACH-000036,-0.234808600161
ACH-000037,0.187085946292
ACH-000039,0.014058796344
ACH-000040,0.054531824477
ACH-000041,0.166947381602
ACH-000042,0.226916668086
ACH-000045,0.0518484999046
ACH-000047,0.148409545876
ACH-000052,0.37102053249899997
ACH-000053,0.0567485665625
ACH-000054,-0.04563148848450001
ACH-000055,0.0145373970541
ACH-000060,0.0154304281525
ACH-000067,0.132806516659
ACH-000070,-0.120734563113
ACH-000075,0.0949330119562
ACH-000078,-0.118417607043
ACH-000082,0.00213134668888
ACH-000085,0.150310624121
ACH-000086,0.184366507468
ACH-000087,0.355579979916
ACH-000092,0.08806020977219998
ACH-000095,0.00599120047825
ACH-000097,0.0631982783897
ACH-000098,0.0811500194218
ACH-000099,0.193875501038
ACH-000108,-0.052829527990499996
ACH-000113,0.121109242294
ACH-000115,0.047046361764000004
ACH-000116,0.0769103918111
ACH-000118,0.124855499636
ACH-000120,0.10526777087200001
ACH-000123,0.0933386017685
ACH-000127,0.11158596036900001
ACH-000128,0.15690366307
ACH-000132,0.200748795427
ACH-000133,0.0123673126804
ACH-000137,0.257457553506
ACH-000138,-0.0584732959588
ACH-000142,-0.0160213270014
ACH-000143,0.16235397696599999
ACH-000146,0.131171197824
ACH-000148,0.104874265212
ACH-000150,-0.018894108624099997
ACH-000152,0.12970928264599998
ACH-000153,-0.08008549068639999
ACH-000159,0.109994850723
ACH-000160,0.055900032224399994
ACH-000163,0.149763247843
ACH-000167,-0.024215219737400002
ACH-000168,0.08137498802950001
ACH-000169,0.129870871264
ACH-000178,0.0466455112935
ACH-000182,0.08701387319060001
ACH-000183,0.0227481001219
ACH-000188,0.0571466301088
ACH-000189,0.127495013725
ACH-000190,0.327454444548
ACH-000198,0.09520836812860001
ACH-000204,0.236977684939
ACH-000206,0.31079324916900003
ACH-000207,0.19134162513099998
ACH-000211,0.126179056965
ACH-000215,0.120387544153
ACH-000221,-0.0444750452312
ACH-000222,0.0184219983847
ACH-000223,0.12332868535199999
ACH-000226,0.165811822914
ACH-000227,0.294536444232
ACH-000228,0.175319708364
ACH-000231,0.154838317157
ACH-000232,0.047900746922000005
ACH-000233,-0.0709885078058
ACH-000234,0.0294395152818
ACH-000235,0.106260768641
ACH-000237,0.128549027579
ACH-000238,-0.122234630528
ACH-000243,0.114124674529
ACH-000244,-0.031197008599299997
ACH-000246,0.15374123293
ACH-000248,0.229687514252
ACH-000250,0.062013768314399996
ACH-000251,0.29846478734000004
ACH-000253,0.09450892822519999
ACH-000255,0.15185621472799998
ACH-000256,-0.00427715781335
ACH-000257,0.083908380331
ACH-000258,0.16182435318900001
ACH-000259,0.112515179442
ACH-000260,0.104033862552
ACH-000261,0.16349799144899999
ACH-000262,0.224497619219
ACH-000263,0.0811832474183
ACH-000264,0.0852922052222
ACH-000265,0.24244942638
ACH-000266,0.021873905393900002
ACH-000272,0.14407871374000003
ACH-000273,0.20608661346999999
ACH-000274,0.12281717865599999
ACH-000277,0.000588134023624
ACH-000278,-0.147468081114
ACH-000279,0.0782046177201
ACH-000280,-0.345966486766
ACH-000281,0.149804348793
ACH-000288,0.059463407907499995
