,AGK (55750)
ACH-000004,0.199959401402
ACH-000007,0.162703116471
ACH-000009,0.0623384304572
ACH-000011,-0.0395357301571
ACH-000012,0.0878986945462
ACH-000013,0.0113479009467
ACH-000014,-0.125280025882
ACH-000015,0.193038882331
ACH-000017,0.19779676513099997
ACH-000018,0.113247474702
ACH-000019,0.26919748172200003
ACH-000021,-0.00508916639575
ACH-000022,0.143377048482
ACH-000025,0.0801010374316
ACH-000028,0.35449530859899997
ACH-000030,0.22949919496500001
ACH-000035,-0.013659528659000001
ACH-000036,0.0892544044715
ACH-000037,0.290230619914
ACH-000039,0.218721664086
ACH-000040,0.233715197551
ACH-000041,0.0738593977433
ACH-000042,0.165661917842
ACH-000045,0.48926098632700005
ACH-000047,0.150416729527
ACH-000052,0.07582096249480001
ACH-000053,0.207690579276
ACH-000054,0.26311437488
ACH-000055,0.187684277369
ACH-000060,0.122757460632
ACH-000067,0.186491998337
ACH-000070,0.344909311532
ACH-000075,-0.025716990609499998
ACH-000078,0.139845544473
ACH-000082,0.0388984040946
ACH-000085,0.177901039107
ACH-000086,-0.00299217050471
ACH-000087,0.265613665252
ACH-000092,0.133214076898
ACH-000095,0.116770256027
ACH-000097,0.18362629914200002
ACH-000098,0.072331065679
ACH-000099,0.12585079505400001
ACH-000108,0.191378285394
ACH-000113,0.0936963190349
ACH-000115,0.013313473751100001
ACH-000116,0.0809909102923
ACH-000118,0.214037376473
ACH-000120,0.155529074307
ACH-000123,0.06079492253280001
ACH-000127,0.150800284547
ACH-000128,0.248122285202
ACH-000132,0.171199509277
ACH-000133,0.0574991405294
ACH-000137,0.12465452141200001
ACH-000138,0.210266337254
ACH-000142,0.09280482026669999
ACH-000143,0.09584558934000001
ACH-000146,0.0759703444224
ACH-000148,0.00856294701994
ACH-000150,0.210674159093
ACH-000152,0.09258451224150001
ACH-000153,0.0213732938387
ACH-000159,0.170460850377
ACH-000160,0.182541868578
ACH-000163,0.170602709359
ACH-000167,-0.020318917579900002
ACH-000168,0.043121657336
ACH-000169,0.125568965751
ACH-000178,0.12389808177799999
ACH-000182,0.13547404172
ACH-000183,0.15722698466399998
ACH-000188,0.114887284534
ACH-000189,-0.127069185528
ACH-000190,0.24036151628400002
ACH-000198,0.134950629808
ACH-000204,0.222699558013
