,YWHAE (7531)
ACH-000004,0.04853328430769999
ACH-000007,-0.234819439852
ACH-000009,-0.308998651058
ACH-000011,-0.22646146071400003
ACH-000012,-0.31527982414
ACH-000013,-0.171262009144
ACH-000014,-0.647400495607
ACH-000015,-0.10288291820499999
ACH-000017,-0.466474240299
ACH-000018,-0.331210638504
ACH-000019,-0.0459265230246
ACH-000021,-0.313363334557
ACH-000022,-0.274045755952
ACH-000025,-0.40581021644000004
ACH-000028,0.011109908074700001
ACH-000030,-0.181728223905
ACH-000035,-0.17032518230000002
ACH-000036,-0.36951792750699997
ACH-000037,-0.11403432030999999
ACH-000039,-0.211014011369
ACH-000040,-0.439795156152
ACH-000041,-0.283598230134
ACH-000042,0.224774175592
ACH-000045,-0.11241562534000002
ACH-000047,-0.209374906341
ACH-000052,-0.346177411913
ACH-000053,-0.401014492204
ACH-000054,-0.301138462302
ACH-000055,0.126330928106
ACH-000060,-0.0775377205635
ACH-000067,0.0416206991998
ACH-000070,-0.631236746361
ACH-000075,-0.44375106875299997
ACH-000078,0.06014009976419999
ACH-000082,0.029762001702700002
ACH-000085,-0.47026373166
ACH-000086,-0.034521539150300005
ACH-000087,-0.18272727100900002
ACH-000092,-0.0818325658059
ACH-000095,-0.181018082715
ACH-000097,-0.0823539235065
ACH-000098,-0.242464108304
ACH-000099,-0.077028418834
ACH-000108,-0.22937586693300002
ACH-000113,-0.28347839766
ACH-000115,-0.312257717072
ACH-000116,0.164126988902
ACH-000118,-0.221559032635
ACH-000120,-0.148055154021
ACH-000123,-0.29094703449000003
ACH-000127,-0.25131436346
ACH-000128,0.128142010907
ACH-000132,0.0774866035319
ACH-000133,-0.25278026268599996
ACH-000137,0.008341664892949999
ACH-000138,-0.259496229335
ACH-000142,-0.428219400567
ACH-000143,-0.30904112881900003
ACH-000146,-0.158024599719
ACH-000148,-0.16583616393
ACH-000150,-0.111598118168
ACH-000152,-0.504009924554
ACH-000153,-0.37614028586
ACH-000159,-0.309046501228
ACH-000160,0.0901355601495
ACH-000163,0.060960688780199994
ACH-000167,-0.181067684624
ACH-000168,-0.0413471885095
ACH-000169,-0.09682186244030001
ACH-000178,-0.302840998151
ACH-000182,-0.206295396369
ACH-000183,-0.312844621622
ACH-000188,-0.172712845433
ACH-000189,-0.29919545607500003
ACH-000190,0.061796640908199994
ACH-000198,-0.221727428488
ACH-000204,-0.08730998266750001
ACH-000206,-0.07580925162430001
ACH-000207,-0.417185233996
ACH-000211,0.23596600016600003
ACH-000215,-0.167769870987
ACH-000221,-0.148502219874
ACH-000222,-0.294365790279
ACH-000223,-0.18476229708500003
ACH-000226,-0.369772046981
ACH-000227,0.0037134307365100003
ACH-000228,-0.209604931674
ACH-000231,-0.0014626379760399998
ACH-000232,-0.337578888064
ACH-000233,-0.35901777009499997
ACH-000234,-0.433553140067
ACH-000235,-0.243031141047
ACH-000237,-0.551161393892
ACH-000238,-0.05269413755030001
ACH-000243,-0.33624566668000005
ACH-000244,-0.0158863043768
ACH-000246,-0.223728920506
ACH-000248,-0.482677279856
ACH-000250,-0.16376417212400002
ACH-000251,0.0152862479311
ACH-000253,-0.047805381393900004
ACH-000255,-0.159234493555
ACH-000256,-0.162845823635
ACH-000257,0.180194999443
ACH-000258,-0.13276513680500002
ACH-000259,-0.489623696383
ACH-000260,-0.166096683121
ACH-000261,-0.0480102755065
ACH-000262,-0.224023518365
ACH-000263,0.38121984921400004
ACH-000264,-0.3331000428
ACH-000265,-0.0703853332105
ACH-000266,-0.19530563338100002
ACH-000272,-0.55438071556
ACH-000273,-0.295828544601
ACH-000274,-0.0783028829412
ACH-000277,-0.204115998933
ACH-000278,-0.315401246731
ACH-000279,-0.5301000274800001
ACH-000280,-0.165859180602
ACH-000281,-0.355514964117
ACH-000288,-0.26948421700999997
ACH-000291,-0.268722996991
ACH-000293,-0.48117352781800005
ACH-000294,-0.17437944247499998
ACH-000295,-0.3431852694
ACH-000296,-0.3489154203
ACH-000302,-0.028797202099
ACH-000304,-0.364850771325
ACH-000307,-0.07252563750760001
ACH-000308,-0.29388826904800003
ACH-000310,-0.143424536412
ACH-000311,-0.501292378068
ACH-000312,-0.297602002763
ACH-000315,-0.583004862383
ACH-000316,-0.294780114967
ACH-000317,-0.0862227671662
ACH-000318,-0.123931681241
ACH-000319,-0.141024297762
ACH-000320,-0.455196209924
ACH-000322,-0.36082835122699997
ACH-000323,-0.461224234842
ACH-000324,-0.286842559155
ACH-000329,0.257689423523
ACH-000330,-0.116506122521
ACH-000331,-0.037299118202
ACH-000332,-0.227059394271
ACH-000334,-0.37439376904
ACH-000335,-0.165575373117
ACH-000336,-0.200674055777
ACH-000337,-0.233561002425
ACH-000339,-0.327950886819
ACH-000341,-0.212307255987
ACH-000348,-0.28784345884199997
ACH-000350,0.0017814946876
ACH-000352,-0.0740827929709
ACH-000356,-0.27677867114599997
ACH-000361,0.0365058420423
ACH-000362,-0.21009244522999998
ACH-000363,-0.262198550616
ACH-000364,-0.061555705341
ACH-000365,-0.48864651248999996
ACH-000366,-0.359270468743
ACH-000368,0.146663798328
ACH-000374,-0.05566895228490001
ACH-000375,-0.40243921689
ACH-000376,-0.15678915849400002
ACH-000381,-0.31740820568399997
ACH-000383,-0.179754779726
ACH-000387,-0.121884756584
ACH-000389,-0.208865142137
ACH-000390,-0.08553944892889999
ACH-000393,-0.22777376350099998
ACH-000395,-0.6890017936689999
ACH-000397,-0.0833350880076
ACH-000401,-0.284147025777
ACH-000402,0.0883851750576
ACH-000403,0.0660868774896
ACH-000404,-0.125107466908
ACH-000406,-0.133753235862
ACH-000407,-0.08640731107699999
ACH-000408,-0.00776122348728
ACH-000410,0.16020727933
ACH-000411,-0.33925475125200005
ACH-000414,-0.22199603628000003
ACH-000415,-0.23901385985999998
ACH-000416,-0.045945639608300004
ACH-000420,-0.0974696919104
ACH-000421,-0.12573455275999998
ACH-000424,-0.12323302612199999
ACH-000425,-0.488289273306
ACH-000426,-0.268920518657
ACH-000427,0.145954759743
ACH-000433,-0.28633745539
ACH-000436,-0.256691432253
ACH-000444,-0.190979158394
ACH-000445,-0.048418322844500004
ACH-000448,-0.194564511783
ACH-000450,-0.232284410723
ACH-000452,-0.0767782714295
ACH-000454,-0.208763357128
ACH-000458,-0.343342543461
ACH-000459,-0.599130621333
ACH-000460,-0.137723559538
ACH-000461,-0.171593255498
ACH-000463,-0.0008974299862080001
ACH-000464,-0.09676258501849999
ACH-000466,0.371999337884
ACH-000467,-0.282427279592
ACH-000468,-0.392773805362
ACH-000469,0.010126752115600001
ACH-000470,-0.09285971961799999
ACH-000471,-0.268115883595
ACH-000472,-0.295326469433
ACH-000473,-0.18650157506200002
ACH-000475,-0.10741892204299999
ACH-000476,-0.0388113233156
ACH-000477,-0.218140408283
ACH-000480,-0.372595655095
ACH-000481,-0.09880080317410002
ACH-000483,-0.09458607719350001
ACH-000484,-0.0658353735424
ACH-000485,-0.287921995409
ACH-000486,-0.31059792471299996
ACH-000487,0.0480193158957
ACH-000488,0.102647550923
ACH-000490,-0.359212433359
ACH-000491,-0.0274049311974
ACH-000495,-0.7501333003030001
ACH-000496,0.000835827686764
ACH-000499,0.184263061163
ACH-000500,0.0171927619561
ACH-000502,-0.0829607766788
ACH-000503,0.025842046064400003
ACH-000505,-0.07481051645110001
ACH-000507,-0.0771486995693
ACH-000510,-0.374045957515
ACH-000511,-0.585874819739
ACH-000512,-0.135175025302
ACH-000516,-0.128696548877
ACH-000517,0.255447594055
ACH-000518,-0.0691309704302
ACH-000520,-0.09763383323110002
ACH-000521,-0.183004815968
ACH-000522,-0.634311257613
ACH-000524,0.159826000012
ACH-000527,0.040477232103699995
ACH-000528,-0.0919438655037
ACH-000537,-0.126540077477
ACH-000541,-0.160371782915
ACH-000542,-0.199823920441
ACH-000544,-0.436229921899
ACH-000545,-0.353581727355
ACH-000547,-0.065467809255
ACH-000548,-0.572702305922
ACH-000549,-0.189904856299
ACH-000550,-0.191873661205
ACH-000552,-0.11476264417899999
ACH-000556,-0.219468504993
ACH-000557,-0.0348473825689
ACH-000570,-0.344229014312
ACH-000571,0.050873751622
ACH-000573,-0.329151188743
ACH-000576,-0.339757817116
ACH-000580,-0.477046781363
ACH-000584,-0.0734369589245
ACH-000585,-0.0500591809985
ACH-000588,-0.46580915362499997
ACH-000589,0.050617944827500004
ACH-000591,0.339490913614
ACH-000593,-0.33562865824
ACH-000600,-0.179941642344
ACH-000601,-0.0586632829024
ACH-000604,0.0626019752076
ACH-000605,-0.241657311809
ACH-000606,-0.0619304790707
ACH-000608,0.039013409705300005
ACH-000614,-0.8520803117360001
ACH-000616,-0.238813298057
ACH-000618,-0.00580164419176
ACH-000619,-0.20459494178399998
ACH-000620,-0.149546739747
ACH-000621,-0.0005499664163169999
ACH-000622,-0.42453008531900005
ACH-000623,0.46118832528000003
ACH-000624,-0.252541839622
ACH-000627,-0.26092828470699997
ACH-000630,-0.385806162266
ACH-000632,-0.211104043018
ACH-000633,-0.11939638787999998
ACH-000637,-0.11125254832
ACH-000638,-0.125004033967
ACH-000646,-0.0807126481601
ACH-000647,-0.0818561580142
ACH-000648,-0.228433815076
ACH-000649,-0.22129589540199998
ACH-000651,-0.26604055454500003
ACH-000652,-0.128354769166
ACH-000653,-0.121993142041
ACH-000657,-0.300047705618
ACH-000658,-0.40351262185000003
ACH-000661,-0.206590676595
ACH-000662,-0.175128714618
ACH-000663,-0.5578364928149999
ACH-000665,-0.0787480557993
ACH-000671,-0.36104705507299995
ACH-000673,-0.440451812087
ACH-000676,-0.44402953944300005
ACH-000677,-0.18283507184099998
ACH-000681,-0.107890068488
ACH-000682,-0.152114818454
ACH-000683,-0.241735604496
ACH-000684,-0.70945667653
ACH-000688,0.0834414469999
ACH-000693,-0.159688089611
ACH-000694,0.00660930526244
ACH-000695,-0.094835715256
ACH-000696,0.00161569100427
ACH-000697,-0.50862627062
ACH-000699,-0.119116657929
ACH-000701,-0.175561588184
ACH-000706,-0.195024393556
ACH-000711,-0.07538855011760001
ACH-000713,-0.186106932649
ACH-000714,-0.207107274731
ACH-000718,-0.0659638925305
ACH-000720,-0.178100266351
ACH-000721,-0.374484703171
ACH-000724,-0.29908838356199996
ACH-000725,-0.335059442293
ACH-000732,-0.29924945546799997
ACH-000734,-0.327107116799
ACH-000735,-0.501562851108
ACH-000736,-0.550273246209
ACH-000738,-0.010631333720200002
ACH-000746,-0.06979794375689999
ACH-000747,-0.329862782339
ACH-000748,0.11454568850199999
ACH-000753,0.0157197996252
ACH-000756,0.0462147652972
ACH-000757,-0.00785278103505
ACH-000758,0.0712518951516
ACH-000760,0.11240873046599999
ACH-000763,-0.24694353230799998
ACH-000764,-0.232439844902
ACH-000765,-0.07285799754569999
ACH-000766,-0.144243039595
ACH-000767,0.11442335736400001
ACH-000768,-0.6934654278579999
ACH-000769,-0.359856979501
ACH-000770,-0.0577708727556
ACH-000771,0.029444888724199998
ACH-000773,-0.5388700719430001
ACH-000776,-0.0905633699526
ACH-000777,-0.0683008567949
ACH-000778,-0.405659621419
ACH-000781,-0.062316441744300004
ACH-000782,-0.0306352189232
ACH-000783,0.07202782401760001
ACH-000784,-0.165049999991
ACH-000785,-0.297280364113
ACH-000787,0.120995310537
ACH-000788,-0.333109226959
ACH-000791,-0.256396514025
ACH-000792,0.0390433981303
ACH-000794,-0.324186248877
ACH-000796,-0.105367118695
ACH-000799,-0.00199397605171
ACH-000800,-0.432250797603
ACH-000802,-0.276738883537
ACH-000804,-0.13564326866100002
ACH-000805,-0.140191747904
ACH-000809,-0.148677665205
ACH-000810,-0.0928767740988
ACH-000811,-0.411895457027
ACH-000817,-0.43417577673999996
ACH-000819,0.128289247983
ACH-000820,-0.6225424107140001
ACH-000821,-0.24162918443599998
ACH-000822,-0.226913362597
ACH-000823,0.060181350493300007
ACH-000824,0.0472912318377
ACH-000827,-0.0598537280585
ACH-000829,-0.291093530373
ACH-000831,-0.00399192424594
ACH-000832,-0.18275042665600003
ACH-000833,-0.11530359020400001
ACH-000834,-0.355616086592
ACH-000835,0.140206725033
ACH-000836,-0.436062078433
ACH-000837,-0.14609543079600001
ACH-000838,-0.278143115125
ACH-000839,-0.357327399084
ACH-000840,0.00196242904632
ACH-000841,0.012838683511399999
ACH-000843,-0.167953478248
ACH-000846,-0.24169878053100002
ACH-000847,-0.232324142051
ACH-000848,-0.159097969107
ACH-000849,-0.278742988946
ACH-000851,-0.232555360687
ACH-000855,-0.133240080536
ACH-000856,-0.572554683813
ACH-000858,-0.049133777174899994
ACH-000859,-0.255983970205
ACH-000861,-0.059849212719400004
ACH-000862,-0.22748469933
ACH-000865,0.016905824435299997
ACH-000866,-0.11664264783
ACH-000867,-0.0166340125245
ACH-000869,-0.0693095356857
ACH-000872,-0.23168958390900002
ACH-000873,-0.245170962496
ACH-000876,-0.253176941564
ACH-000878,-0.148099055895
ACH-000880,0.155114483416
ACH-000881,-0.311380945927
ACH-000882,-0.028542500515999998
ACH-000884,-0.09723125390489999
ACH-000885,-0.46183051865
ACH-000887,-0.18910436559799998
ACH-000888,-0.113180008451
ACH-000889,-0.31565750547
ACH-000890,-0.945743204436
ACH-000896,0.0163607175484
ACH-000898,-0.0268958163916
ACH-000900,-0.091852149987
ACH-000901,0.144137958622
ACH-000905,-0.19734545605099998
ACH-000906,-0.360870975012
ACH-000907,-0.364047205714
ACH-000910,-0.17757401237700002
ACH-000911,-0.0709660508208
ACH-000912,0.15190378479299999
ACH-000913,-0.27705926519699997
ACH-000915,-0.31275120016999997
ACH-000916,-0.163878299962
ACH-000917,-0.036870675631
ACH-000921,-0.218391474694
ACH-000924,-0.044600794123400005
ACH-000926,-0.279981998266
ACH-000928,-0.623887557112
ACH-000929,0.0409485362504
ACH-000932,-0.41278195597499995
ACH-000935,0.224005976995
ACH-000936,-0.262221168809
ACH-000937,-0.234396977662
ACH-000938,-0.363782926901
ACH-000939,-0.302742290244
ACH-000941,0.026053354682400002
